County/City,Ward,Pct,"Mark Robert Warner","Daniel Mac Arthur Gade","All Others","Total Votes Cast"
"Richmond City",-,"806 - Eight Hundred Six (CD 4)",392,65,1,458
"Richmond City",-,"810 - Eight Hundred Ten (CD 4)",336,77,0,413
"Richmond City",-,"811 - Eight Hundred Eleven (CD 4)",543,63,2,608
"Richmond City",-,"812 - Eight Hundred Twelve (CD 4)",558,135,1,694
"Richmond City",-,"814 - Eight Hundred Fourteen (CD 4)",317,46,0,363
"Richmond City",-,"902 - Nine Hundred Two (CD 4)",194,33,1,228
"Richmond City",-,"903 - Nine Hundred Three (CD 4)",486,97,1,584
"Richmond City",-,"908 - Nine Hundred Eight (CD 4)",463,66,0,529
"Richmond City",-,"909 - Nine Hundred Nine (CD 4)",499,115,1,615
"Richmond City",-,"910 - Nine Hundred Ten (CD 4)",466,88,1,555
"Richmond City",-,"911 - Nine Hundred Eleven (CD 4)",430,32,1,463
"Richmond City",-,"AB - Central Absentee Precinct (CD 4)","62,702","8,559",62,"71,323"
"Richmond City",-,"Provisional (CD 4)",662,110,0,772
"Roanoke County",-,"101 - Catawba (CD 9)",95,361,0,456
"Roanoke County",-,"102 - Mason Valley (CD 9)",92,314,0,406
"Roanoke County",-,"103 - Glenvar (CD 9)",228,813,0,"1,041"
"Roanoke County",-,"104 - Northside (CD 9)",182,329,0,511
"Roanoke County",-,"105 - Peters Creek (CD 9)",272,637,1,910
"Roanoke County",-,"106 - Green Hill (CD 9)",168,576,0,744
"Roanoke County",-,"107 - Bennett Springs (CD 9)",108,411,1,520
"Roanoke County",-,"108 - Wildwood (CD 9)",169,485,0,654
"Roanoke County",-,"201 - Plantation (CD 6)",227,509,0,736
"Roanoke County",-,"202 - Burlington (CD 6)",234,338,3,575
"Roanoke County",-,"203 - Mountain View (CD 6)",235,742,1,978
"Roanoke County",-,"204 - Botetourt Springs (CD 9)",216,532,0,748
"Roanoke County",-,"205 - Orchards (CD 6)",150,551,0,701
"Roanoke County",-,"206 - Hollins (CD 6)",135,282,0,417
"Roanoke County",-,"301 - Bent Mountain (CD 9)",115,258,1,374
"Roanoke County",-,"302 - Poages Mill (CD 6)",183,667,0,850
"Roanoke County",-,"303 - Windsor Hills (CD 6)",119,287,1,407
"Roanoke County",-,"304 - Oak Grove (CD 6)",173,479,1,653
"Roanoke County",-,"305 - Castle Rock (CD 6)",235,497,0,732
"Roanoke County",-,"306 - Garst Mill (CD 6)",122,223,1,346
"Roanoke County",-,"401 - South Lindenwood (CD 6)",92,272,0,364
"Roanoke County",-,"402 - Bonsack (CD 6)",51,143,0,194
"Roanoke County",-,"403 - North Vinton (CD 6)",197,446,2,645
"Roanoke County",-,"404 - South Vinton (CD 6)",200,426,1,627
"Roanoke County",-,"405 - North Lindenwood (CD 6)",89,312,0,401
"Roanoke County",-,"406 - Mount Pleasant (CD 6)",180,650,0,830
"Roanoke County",-,"501 - Cotton Hill (CD 6)",122,333,0,455
"Roanoke County",-,"502 - Penn Forest (CD 6)",134,304,1,439
"Roanoke County",-,"503 - Cave Spring (CD 6)",160,365,0,525
"Roanoke County",-,"504 - Ogden (CD 6)",231,362,2,595
"Roanoke County",-,"505 - Clearbrook (CD 6)",118,415,4,537
"Roanoke County",-,"506 - Mount Vernon (CD 6)",126,265,0,391
"Roanoke County",-,"507 - Hunting Hills (CD 6)",236,481,0,717
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 6)","14,520","14,554",21,"29,095"
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 9)","4,062","3,956",7,"8,025"
"Roanoke County",-,"Provisional (CD 6)",54,46,0,100
"Roanoke County",-,"Provisional (CD 9)",13,21,0,34
"Roanoke City",-,"1 -Peters Creek",370,175,1,546
"Roanoke City",-,"2 - Grandview",373,328,1,702
"Roanoke City",-,"3 -Preston Park",352,486,1,839
"Roanoke City",-,"4 - Williamson Road",356,382,4,742
"Roanoke City",-,"5 - East Gate",245,561,0,806
"Roanoke City",-,"6 - Hollins Road",348,392,10,750
"Roanoke City",-,"7 - Southeast",311,407,1,719
"Roanoke City",-,"8 - Lincoln Terrace",401,54,2,457
"Roanoke City",-,"9 - Highland",472,258,3,733
"Roanoke City",-,"10 - Old Southwest-Wasena",459,378,1,838
"Roanoke City",-,"11 - Raleigh Court",387,457,2,846
"Roanoke City",-,"12 - South Roanoke",249,391,3,643
"Roanoke City",-,"13 - Garden City",330,633,1,964
"Roanoke City",-,"14 - Crystal Spring",302,419,1,722
"Roanoke City",-,"15 - Grandin Court",310,399,1,710
"Roanoke City",-,"16 - Deyerle",220,500,0,720
"Roanoke City",-,"17 - Lee-Hi",486,469,0,955
"Roanoke City",-,"18 - Summit Hills",396,409,0,805
"Roanoke City",-,"19 - Forest Park",499,96,1,596
"Roanoke City",-,"20 - Eureka Park",512,87,0,599
"Roanoke City",-,"Ab - Central Absentee Precinct","20,450","7,084",16,"27,550"
"Roanoke City",-,Provisional,517,134,1,652
"Rockbridge County",-,"101 - Airport",115,329,0,444
"Rockbridge County",-,"102 - Ben Salem",89,323,1,413
"Rockbridge County",-,"103 - Plank Road",44,239,0,283
"Rockbridge County",-,"104 - Effinger",73,240,0,313
"Rockbridge County",-,"201 - Collierstown",99,315,0,414
"Rockbridge County",-,"202 - Highland Belle",150,591,0,741
"Rockbridge County",-,"203 - Vo-tech",63,118,0,181
"Rockbridge County",-,"301 - Maury River",172,313,0,485
"Rockbridge County",-,"302 - Natural Bridge",128,411,0,539
"Rockbridge County",-,"303 - Falling Spring",41,186,0,227
"Rockbridge County",-,"401 - Fairfield",110,428,0,538
"Rockbridge County",-,"402 - Mountain View",130,595,1,726
"Rockbridge County",-,"403 - Vesuvius",53,234,0,287
"Rockbridge County",-,"501 - Goshen",49,292,0,341
"Rockbridge County",-,"502 - Meadowview",135,288,0,423
"Rockbridge County",-,"503 - Rockbridge Baths",95,235,1,331
"Rockbridge County",-,"504 - Rockbridge",109,397,0,506
"Rockbridge County",-,"Ab - Central Absentee Precinct","2,952","2,089",3,"5,044"
"Rockbridge County",-,Provisional,24,14,0,38
"Rockingham County",-,"101 - Broadway",276,"1,090",1,"1,367"
"Rockingham County",-,"102 - Timberville",197,675,0,872
"Rockingham County",-,"103 - Fulks Run",94,822,1,917
"Rockingham County",-,"104 - Bergton",59,306,0,365
"Rockingham County",-,"105 - Lacey Spring",105,550,0,655
"Rockingham County",-,"106 - Tenth Legion",104,517,1,622
"Rockingham County",-,"107 - Plains",101,535,1,637
"Rockingham County",-,"108 - Little North Mountain",64,389,0,453
"Rockingham County",-,"201 - Singers Glen",118,784,0,902
"Rockingham County",-,"202 - Edom",235,953,3,"1,191"
"Rockingham County",-,"203 - Dayton",169,431,0,600
"Rockingham County",-,"204 - Mt Clinton",144,727,0,871
"Rockingham County",-,"205 - Silver Lake",175,641,1,817
"Rockingham County",-,"301 - Keezletown",153,503,0,656
"Rockingham County",-,"302 - Port Republic",156,758,1,915
"Rockingham County",-,"303 - Melrose",90,392,0,482
"Rockingham County",-,"304 - Grottoes",253,823,3,"1,079"
"Rockingham County",-,"305 - Massanetta Springs",296,624,0,920
"Rockingham County",-,"306 - Cross Keys",75,271,1,347
"Rockingham County",-,"307 - Crossroads",221,614,0,835
"Rockingham County",-,"401 - West Bridgewater",152,464,0,616
"Rockingham County",-,"402 - Montezuma",109,708,0,817
"Rockingham County",-,"403 - Mt Crawford",60,134,0,194
"Rockingham County",-,"404 - North River",191,624,0,815
"Rockingham County",-,"405 - Ottobine",141,"1,115",2,"1,258"
"Rockingham County",-,"406 - East Bridgewater",224,530,1,755
"Rockingham County",-,"501 - Elkton",261,868,0,"1,129"
"Rockingham County",-,"502 - Swift Run",243,"1,403",1,"1,647"
"Rockingham County",-,"503 - Mcgaheysville",226,895,1,"1,122"
"Rockingham County",-,"504 - South Fork",93,593,0,686
"Rockingham County",-,"505 - Stony Run",240,675,0,915
"Rockingham County",-,"Ab - Central Absentee Precinct","8,665","9,241",11,"17,917"
"Rockingham County",-,Provisional,49,45,0,94
"Russell County",-,"101 - Moccasin",90,478,0,568
"Russell County",-,"102 - Copper Creek",98,424,1,523
"Russell County",-,"103 - South Castlewood",62,288,1,351
"Russell County",-,"201 - North Castlewood",195,724,1,920
"Russell County",-,"202 - Dante",77,183,0,260
"Russell County",-,"301 - Cooks Mill",39,172,0,211
"Russell County",-,"302 - Daugherty",54,227,2,283
"Russell County",-,"303 - New Garden",126,464,0,590
"Russell County",-,"304 - Cleveland",106,270,0,376
"Russell County",-,"401 - Drill",33,69,0,102
"Russell County",-,"402 - Swords Creek",140,842,1,983
"Russell County",-,"403 - Honaker",99,297,0,396
"Russell County",-,"501 - West Lebanon",208,718,0,926
"Russell County",-,"601 - East Lebanon",97,451,3,551
"Russell County",-,"602 - Elk Garden",145,729,0,874
"Russell County",-,"Ab - Central Absentee Precinct","1,709","3,606",4,"5,319"
"Russell County",-,Provisional,10,20,0,30
"Salem City",-,"1 - North Salem No 2",114,255,0,369
"Salem City",-,"2 - Conehurst",126,242,1,369
"Salem City",-,"3 - Beverly Heights",62,175,0,237
"Salem City",-,"4 - West Salem",101,256,2,359
"Salem City",-,"5 - North Salem No 1",155,397,0,552
"Salem City",-,"6 - South Salem No 1",114,279,1,394
"Salem City",-,"7 - South Salem No 2",134,330,0,464
"Salem City",-,"8 - East Salem",75,140,1,216
"Salem City",-,"9 - South Side Hills",113,343,1,457
"Salem City",-,"10 - Hidden Valley",143,422,1,566
"Salem City",-,"Ab - Central Absentee Precinct","4,554","4,392",4,"8,950"
"Salem City",-,Provisional,6,4,0,10
"Scott County",-,"101 - Weber City",62,274,1,337
"Scott County",-,"102 - Yuma",106,426,2,534
"Scott County",-,"202 - Weber City East",45,226,0,271
"Scott County",-,"203 - Hiltons",90,466,1,557
"Scott County",-,"204 - Clark's",19,172,1,192
"Scott County",-,"301 - Nickelsville",62,420,0,482
"Scott County",-,"302 - Snowflake",46,306,2,354
"Scott County",-,"303 - Twin Springs",61,241,0,302
"Scott County",-,"304 - Copper Creek",21,97,0,118
"Scott County",-,"401 - Gate City",145,602,1,748
"Scott County",-,"501 - Dungannon",64,206,0,270
"Scott County",-,"502 - Fort Blackmore",52,250,1,303
"Scott County",-,"503 - Manville",22,160,0,182
"Scott County",-,"504 - Rye Cove",53,374,0,427
"Scott County",-,"601 - Clinchport",47,228,0,275
"Scott County",-,"602 - Duffield-pattonsville",100,559,0,659
"Scott County",-,"603 - Fairview",36,132,0,168
"Scott County",-,"Ab - Central Absentee Precinct","1,153","3,388",7,"4,548"
"Scott County",-,Provisional,7,16,1,24
"Shenandoah County",-,"101 - Orkney Springs",153,532,0,685
"Shenandoah County",-,"103 - New Market",320,"1,333",0,"1,653"
"Shenandoah County",-,"201 - Conicville",161,"1,004",1,"1,166"
"Shenandoah County",-,"202 - Mt Jackson",220,809,0,"1,029"
"Shenandoah County",-,"302 - Edinburg",191,725,1,917
"Shenandoah County",-,"303 - St Luke",119,860,0,979
"Shenandoah County",-,"304 - Fort Valley",97,533,0,630
"Shenandoah County",-,"401 - Woodstock",314,"1,001",4,"1,319"
"Shenandoah County",-,"501 - Cedar Creek",31,91,0,122
"Shenandoah County",-,"503 - Toms Brook",183,950,0,"1,133"
"Shenandoah County",-,"504 - Lebanon Church",198,895,0,"1,093"
"Shenandoah County",-,"601 - Strasburg",418,"1,378",1,"1,797"
"Shenandoah County",-,"Ab - Central Absentee Precinct","4,851","6,048",5,"10,904"
"Shenandoah County",-,Provisional,57,64,0,121
"Smyth County",-,"101 - Saltville",301,"1,068",0,"1,369"
"Smyth County",-,"201 - Seven Mile Ford",157,750,0,907
"Smyth County",-,"202 - Rich Valley",118,310,0,428
"Smyth County",-,"301 - Chilhowie",234,891,1,"1,126"
"Smyth County",-,"302 - St Clair",61,329,1,391
"Smyth County",-,"401 - East Park",176,446,1,623
"Smyth County",-,"402 - West Park",93,269,0,362
"Smyth County",-,"501 - Atkins",216,749,3,968
"Smyth County",-,"502 - Wassona",132,323,1,456
"Smyth County",-,"601 - Royal Oak East",150,509,1,660
"Smyth County",-,"602 - Royal Oak West",107,333,1,441
"Smyth County",-,"701 - Adwolfe",150,818,0,968
"Smyth County",-,"702 - Sugar Grove",147,444,0,591
"Smyth County",-,"703 - Konnarock",19,81,0,100
"Smyth County",-,"Ab - Central Absentee Precinct","1,912","2,693",6,"4,611"
"Smyth County",-,Provisional,0,0,0,0
"Southampton County",-,"101 - Berlin",82,404,0,486
"Southampton County",-,"102 - Ivor",214,402,0,616
"Southampton County",-,"201 - Boykins",276,266,0,542
"Southampton County",-,"202 - Branchville",78,142,0,220
"Southampton County",-,"301 - Capron",146,207,0,353
"Southampton County",-,"302 - Sebrell",100,288,0,388
"Southampton County",-,"401 - Drewryville",150,210,0,360
"Southampton County",-,"501 - Hunterdale",114,365,0,479
"Southampton County",-,"502 - Forks-of-the-river",96,162,0,258
"Southampton County",-,"601 - Courtland",145,289,0,434
"Southampton County",-,"602 - Sedley",46,258,0,304
"Southampton County",-,"701 - Blackwater River",162,122,0,284
"Southampton County",-,"702 - Newsoms",138,331,0,469
"Southampton County",-,"Ab - Central Absentee Precinct","2,356","2,036",0,"4,392"
"Southampton County",-,Provisional,20,10,0,30
"Spotsylvania County",-,"101 - Partlow (CD 7)",215,990,0,"1,205"
"Spotsylvania County",-,"102 - Blaydes Corner (CD 7)",255,904,4,"1,163"
"Spotsylvania County",-,"103 - Travelers Rest (CD 1)",3,1,0,4
"Spotsylvania County",-,"103 - Travelers Rest (CD 7)",361,851,1,"1,213"
"Spotsylvania County",-,"104 - Massaponax (CD 1)",247,650,5,902
"Spotsylvania County",-,"201 - Wilderness School (CD 7)",299,689,0,988
"Spotsylvania County",-,"202 - Wilderness Fire (CD 7)",336,869,1,"1,206"
"Spotsylvania County",-,"203 - Ni River - Elys Ford (CD 7)",158,653,0,811
"Spotsylvania County",-,"204 - Chancellor (CD 7)",391,739,2,"1,132"
"Spotsylvania County",-,"301 - Plank Road (CD 7)",416,642,3,"1,061"
"Spotsylvania County",-,"302 - Hazel Run (CD 7)",377,501,4,882
"Spotsylvania County",-,"303 - Riverbend (CD 7)",355,855,2,"1,212"
"Spotsylvania County",-,"401 - Summit (CD 1)",429,730,0,"1,159"
"Spotsylvania County",-,"402 - Parkside (CD 1)",297,392,3,692
"Spotsylvania County",-,"402 - Parkside (CD 7)",167,217,0,384
"Spotsylvania County",-,"403 - Lee Hill (CD 1)",412,578,3,993
"Spotsylvania County",-,"501 - Belmont (CD 7)",201,896,2,"1,099"
"Spotsylvania County",-,"502 - Brokenburg (CD 7)",184,738,2,924
"Spotsylvania County",-,"503 - Post Oak (CD 7)",184,777,0,961
"Spotsylvania County",-,"504 - Courthouse (CD 7)",258,612,2,872
"Spotsylvania County",-,"505 - Brock (CD 7)",217,851,1,"1,069"
"Spotsylvania County",-,"601 - Salem (CD 7)",415,637,5,"1,057"
"Spotsylvania County",-,"602 - Smith Station (CD 7)",604,839,3,"1,446"
"Spotsylvania County",-,"603 - Piedmont (CD 7)",302,450,0,752
"Spotsylvania County",-,"701 - Battlefield (CD 1)",310,456,3,769
"Spotsylvania County",-,"702 - Brents Mill (CD 1)",213,316,1,530
"Spotsylvania County",-,"702 - Brents Mill (CD 7)",205,317,1,523
"Spotsylvania County",-,"703 - Fairview (CD 1)",67,95,0,162
"Spotsylvania County",-,"703 - Fairview (CD 7)",159,271,0,430
"Spotsylvania County",-,"704 - Gayle (CD 1)",29,88,1,118
"Spotsylvania County",-,"704 - Gayle (CD 7)",272,452,2,726
"Spotsylvania County",-,"Ab - Central Absentee Precinct (CD 1)","8,296","5,175",11,"13,482"
"Spotsylvania County",-,"Ab - Central Absentee Precinct (CD 7)","18,847","15,884",36,"34,767"
"Spotsylvania County",-,"Provisional (CD 1)",2,2,0,4
"Spotsylvania County",-,"Provisional (CD 7)",2,3,0,5
"Stafford County",-,"101 - Hartwood",402,"1,595",0,"1,997"
"Stafford County",-,"102 - Rocky Run",279,519,0,798
"Stafford County",-,"103 - Simpson",259,645,1,905
"Stafford County",-,"104 - College",462,"1,002",3,"1,467"
"Stafford County",-,"201 - Rock Hill",381,659,0,"1,040"
"Stafford County",-,"202 - Roseville",400,712,1,"1,113"
"Stafford County",-,"203 - Ruby",267,918,4,"1,189"
"Stafford County",-,"204 - Stefaniga",322,708,4,"1,034"
"Stafford County",-,"301 - Griffis",467,297,1,765
"Stafford County",-,"302 - Widewater",553,699,2,"1,254"
"Stafford County",-,"303 - Harbour",324,563,4,891
"Stafford County",-,"304 - Barrett",291,303,2,596
"Stafford County",-,"401 - Aquia",241,128,0,369
"Stafford County",-,"402 - Courthouse",566,519,3,"1,088"
"Stafford County",-,"403 - Brooke",397,912,4,"1,313"
"Stafford County",-,"404 - Government Island",409,738,1,"1,148"
"Stafford County",-,"501 - Grafton",392,971,2,"1,365"
"Stafford County",-,"502 - Falmouth",357,633,2,992
"Stafford County",-,"503 - Drew",397,730,2,"1,129"
"Stafford County",-,"504 - Gayle",358,301,1,660
"Stafford County",-,"601 - Ferry Farm",282,704,0,986
"Stafford County",-,"602 - Chatham",423,781,2,"1,206"
"Stafford County",-,"603 - White Oak",360,"1,201",3,"1,564"
"Stafford County",-,"604 - England Run",454,306,1,761
"Stafford County",-,"701 - Woodlands",514,768,0,"1,282"
"Stafford County",-,"702 - Whitson",519,458,1,978
"Stafford County",-,"703 - Hampton",465,800,2,"1,267"
"Stafford County",-,"Ab - Central Absentee Precinct","29,797","18,706",54,"48,557"
"Stafford County",-,Provisional,228,113,0,341
"Staunton City",-,"101 - Ward No 1",344,583,0,927
"Staunton City",-,"201 - Ward No 2",357,662,1,"1,020"
"Staunton City",-,"301 - Ward No 3",232,513,2,747
"Staunton City",-,"401 - Ward No 4",191,414,0,605
"Staunton City",-,"501 - Ward No 5",250,341,1,592
"Staunton City",-,"Ab - Central Absentee Precinct","5,901","3,008",11,"8,920"
"Staunton City",-,Provisional,14,25,0,39
"Suffolk City",-,"101 - Belleharbour (CD 3)",343,235,0,578
"Suffolk City",-,"102 - Driver (CD 3)",355,"1,081",2,"1,438"
"Suffolk City",-,"104 - Bennetts Creek (CD 3)",348,571,1,920
"Suffolk City",-,"201 - Ebenezer (CD 3)",226,721,1,948
"Suffolk City",-,"202 - Chuckatuck (CD 3)",207,597,2,806
"Suffolk City",-,"203 - Kings Fork (CD 3)",347,340,0,687
"Suffolk City",-,"204 - Hillpoint (CD 3)",342,350,2,694
"Suffolk City",-,"301 - White Marsh (CD 4)",101,101,0,202
"Suffolk City",-,"302 - John F Kennedy (CD 3)",255,146,0,401
"Suffolk City",-,"302 - John F Kennedy (CD 4)",309,31,2,342
"Suffolk City",-,"304 - Nansemond River (CD 3)",351,374,1,726
"Suffolk City",-,"305 - Shoulders Hill (CD 3)",128,184,0,312
"Suffolk City",-,"401 - Airport (CD 4)",115,350,0,465
"Suffolk City",-,"402 - Whaleyville (CD 4)",171,639,0,810
"Suffolk City",-,"403 - Southside (CD 4)",319,43,1,363
"Suffolk City",-,"404 - Booker T Washington (CD 3)",179,17,0,196
"Suffolk City",-,"404 - Booker T Washington (CD 4)",308,21,2,331
"Suffolk City",-,"405 - Pittmantown (CD 4)",82,203,0,285
"Suffolk City",-,"501 - Kilbys Mill (CD 4)",257,611,1,869
"Suffolk City",-,"502 - Holland (CD 4)",302,908,1,"1,211"
"Suffolk City",-,"504 - Lake Cohoon (CD 3)",40,162,0,202
"Suffolk City",-,"504 - Lake Cohoon (CD 4)",187,617,0,804
"Suffolk City",-,"601 - Lakeside (CD 4)",371,326,1,698
"Suffolk City",-,"602 - Olde Towne (CD 3)",164,88,0,252
"Suffolk City",-,"602 - Olde Towne (CD 4)",4,1,0,5
"Suffolk City",-,"603 - Elephants Fork/westhaven (CD 4)",112,165,0,277
"Suffolk City",-,"604 - Wilroy (CD 3)",176,348,0,524
"Suffolk City",-,"605 - Hollywood (CD 3)",320,21,1,342
"Suffolk City",-,"702 - Harbourview (CD 3)",364,498,0,862
"Suffolk City",-,"704 - Burbage Grant (CD 3)",485,419,2,906
"Suffolk City",-,"706 - Huntersville (CD 3)",739,203,2,944
"Suffolk City",-,"AB - Central Absentee Precinct (CD 3)","14,519","6,030",13,"20,562"
"Suffolk City",-,"Ab - Central Absentee Precinct (CD 4)","6,538","3,491",10,"10,039"
"Suffolk City",-,"Provisional (CD 3)",150,42,0,192
"Suffolk City",-,"Provisional (CD 4)",61,21,0,82
"Surry County",-,"101 - Surry",73,206,1,280
"Surry County",-,"201 - Bacons Castle",142,222,0,364
"Surry County",-,"301 - Dendron",103,129,0,232
"Surry County",-,"302 - Walls Bridge",71,125,0,196
"Surry County",-,"401 - Carsley",156,194,0,350
"Surry County",-,"501 - Claremont",102,201,0,303
"Surry County",-,"502 - Spring Grove",69,22,1,92
"Surry County",-,"AB - Central Absentee Precinct","1,722",857,1,"2,580"
"Surry County",-,Provisional,1,2,0,3
"Sussex County",-,"101 - Waverly",337,97,0,434
"Sussex County",-,"201 - Stony Creek",170,145,0,315
"Sussex County",-,"202 - Little Mill",67,48,0,115
"Sussex County",-,"301 - Courthouse",78,227,0,305
"Sussex County",-,"302 - Wakefield",23,120,1,144
"Sussex County",-,"401 - Mars Hill",274,185,1,460
"Sussex County",-,"402 - West Wakefield",48,9,0,57
"Sussex County",-,"501 - Henry",205,137,0,342
"Sussex County",-,"502 - Yale",69,73,0,142
"Sussex County",-,"601 - Blackwater",91,196,0,287
"Sussex County",-,"602 - Newville",64,124,0,188
"Sussex County",-,"AB - Central Absentee Precinct","1,498",785,3,"2,286"
"Sussex County",-,Provisional,0,0,0,0
"Tazewell County",-,"101 - Indian Valley",85,389,0,474
"Tazewell County",-,"102 - Tip Top",38,200,0,238
"Tazewell County",-,"103 - Mundy Town",81,383,0,464
"Tazewell County",-,"104 - Falls Mills",65,340,1,406
"Tazewell County",-,"106 - Pocahontas",52,121,0,173
"Tazewell County",-,"107 - Amonate",12,50,0,62
"Tazewell County",-,"109 - Bishop",18,104,0,122
"Tazewell County",-,"112 - Bandy",16,139,1,156
"Tazewell County",-,"203 - Burkes Garden",21,68,0,89
"Tazewell County",-,"204 - Clear Fork",39,266,0,305
"Tazewell County",-,"207 - Freestone",32,109,0,141
"Tazewell County",-,"209 - Jeffersonville",190,745,0,935
"Tazewell County",-,"214 - Thompson Valley",52,278,0,330
"Tazewell County",-,"301 - Cedar Bluff",151,769,1,921
"Tazewell County",-,"302 - Baptist Valley",40,219,0,259
"Tazewell County",-,"303 - Paint Lick",110,622,0,732
"Tazewell County",-,"401 - Richlands",336,"1,387",4,"1,727"
"Tazewell County",-,"402 - Jewell Ridge",36,172,0,208
"Tazewell County",-,"501 - Springville",98,592,0,690
"Tazewell County",-,"502 - Graham",270,"1,079",1,"1,350"
"Tazewell County",-,"Ab - Central Absentee Precinct","2,743","6,973",12,"9,728"
"Tazewell County",-,Provisional,19,28,0,47
"Virginia Beach City",-,"1 - North Beach",340,906,2,"1,248"
"Virginia Beach City",-,"2 - South Beach",488,664,1,"1,153"
"Virginia Beach City",-,"3 - Ocean Lakes",308,528,1,837
"Virginia Beach City",-,"4 - Linkhorn",284,632,1,917
"Virginia Beach City",-,"5 - Seatack",521,509,1,"1,031"
"Virginia Beach City",-,"6 - Alanton",241,588,2,831
"Virginia Beach City",-,"7 - Kingston",235,529,0,764
"Virginia Beach City",-,"8 - London Bridge",510,727,7,"1,244"
"Virginia Beach City",-,"9 - Trantwood",224,597,0,821
"Virginia Beach City",-,"10 - Great Neck",174,590,0,764
"Virginia Beach City",-,"11 - Cape Henry",353,661,0,"1,014"
"Virginia Beach City",-,"12 - Plaza",578,565,3,"1,146"
"Virginia Beach City",-,"13 - Mt Trashmore",530,770,1,"1,301"
"Virginia Beach City",-,"14 - Malibu",481,829,2,"1,312"
"Virginia Beach City",-,"15 - Old Donation",372,495,2,869
"Virginia Beach City",-,"16 - Aragona",603,800,1,"1,404"
"Virginia Beach City",-,"17 - Ocean Park",162,387,0,549
"Virginia Beach City",-,"18 - Thoroughgood",281,616,2,899
"Virginia Beach City",-,"19 - Lake Smith",212,460,1,673
"Virginia Beach City",-,"20 - Bayside",326,508,1,835
"Virginia Beach City",-,"21 - Davis Corner",609,261,2,872
"Virginia Beach City",-,"22 - Point O View",368,624,1,993
"Virginia Beach City",-,"23 - Arrowhead",462,803,0,"1,265"
"Virginia Beach City",-,"24 - Larkspur",357,446,0,803
"Virginia Beach City",-,"25 - Avalon",585,862,1,"1,448"
"Virginia Beach City",-,"26 - Fairfield",307,592,1,900
"Virginia Beach City",-,"27 - Edwin",338,684,1,"1,023"
"Virginia Beach City",-,"28 - Thalia",328,558,1,887
"Virginia Beach City",-,"29 - Holland",572,456,0,"1,028"
"Virginia Beach City",-,"30 - Red Wing",230,502,0,732
"Virginia Beach City",-,"31 - Sigma",280,968,1,"1,249"
"Virginia Beach City",-,"32 - Creeds",207,727,1,935
"Virginia Beach City",-,"33 - Capps Shop",166,757,0,923
"Virginia Beach City",-,"34 - Blackwater",133,484,0,617
"Virginia Beach City",-,"35 - Courthouse",160,514,0,674
"Virginia Beach City",-,"36 - Windsor Oaks",610,582,3,"1,195"
"Virginia Beach City",-,"37 - Chesapeake Beach",368,499,4,871
"Virginia Beach City",-,"38 - Witchduck",236,601,0,837
"Virginia Beach City",-,"39 - Pembroke",539,657,1,"1,197"
"Virginia Beach City",-,"40 - Bonney",470,571,1,"1,042"
"Virginia Beach City",-,"41 - College Park",775,332,1,"1,108"
"Virginia Beach City",-,"42 - Brandon",492,607,1,"1,100"
"Virginia Beach City",-,"43 - Bellamy",550,426,2,978
"Virginia Beach City",-,"44 - Centerville",453,720,0,"1,173"
"Virginia Beach City",-,"45 - Timberlake",579,369,1,949
"Virginia Beach City",-,"46 - Green Run",500,388,0,888
"Virginia Beach City",-,"47 - Kings Grant",317,871,1,"1,189"
"Virginia Beach City",-,"48 - Wolfsnare",339,632,0,971
"Virginia Beach City",-,"49 - Lynnhaven",239,541,3,783
"Virginia Beach City",-,"50 - Oceana",486,309,1,796
"Virginia Beach City",-,"51 - Stratford Chase",324,576,1,901
"Virginia Beach City",-,"52 - Homestead",461,645,1,"1,107"
"Virginia Beach City",-,"53 - Shannon",291,496,3,790
"Virginia Beach City",-,"54 - Cromwell",314,392,1,707
"Virginia Beach City",-,"55 - Magic Hollow",653,453,3,"1,109"
"Virginia Beach City",-,"56 - Edinburgh",233,422,0,655
"Virginia Beach City",-,"57 - Sherry Park",245,444,0,689
"Virginia Beach City",-,"58 - Glenwood",455,625,0,"1,080"
"Virginia Beach City",-,"59 - Shelton Park",347,437,0,784
"Virginia Beach City",-,"60 - Foxfire",306,950,0,"1,256"
"Virginia Beach City",-,"61 - Baker",842,197,2,"1,041"
"Virginia Beach City",-,"62 - Landstown",435,790,0,"1,225"
"Virginia Beach City",-,"63 - Culver",419,891,1,"1,311"
"Virginia Beach City",-,"64 - Rosemont Forest",376,518,1,895
"Virginia Beach City",-,"65 - Colonial",477,642,2,"1,121"
"Virginia Beach City",-,"66 - Hunt",274,715,1,990
"Virginia Beach City",-,"67 - Eastern Shore",329,291,0,620
"Virginia Beach City",-,"68 - Manor",366,638,0,"1,004"
"Virginia Beach City",-,"69 - Shell",397,243,1,641
"Virginia Beach City",-,"70 - Corporate Landing",490,711,2,"1,203"
"Virginia Beach City",-,"71 - Round Hill",242,283,1,526
"Virginia Beach City",-,"72 - Rudee",287,704,1,992
"Virginia Beach City",-,"73 - Dahlia",494,371,4,869
"Virginia Beach City",-,"74 - Buckner",459,361,2,822
"Virginia Beach City",-,"75 - Colony",255,743,0,998
"Virginia Beach City",-,"76 - Village",546,352,1,899
"Virginia Beach City",-,"77 - Brookwood",499,598,4,"1,101"
