County/City,Ward,Pct,"Ken T. Cuccinelli, II","Stephen C. Shannon","All Others","Total Votes Cast"
"Martinsville City",-,"3 - Precinct #3 (CD 5)",135,179,0,314
"Martinsville City",-,"4 - Precinct #4 (CD 5)",255,322,1,578
"Martinsville City",-,"5 - Precinct #5 (CD 5)",767,374,3,"1,144"
"Martinsville City",-,"6 - Precinct #6 (CD 5)",14,122,1,137
"Martinsville City",-,"Ab - Central Absentee Precinct (CD 5)",81,46,0,127
"Martinsville City",-,"Provisional Votes (CD 5)",0,0,0,0
"Mathews County",-,"1 - Chesapeake (CD 1)",500,243,0,743
"Mathews County",-,"2 - Westville (CD 1)",783,381,4,"1,168"
"Mathews County",-,"3 - Piankatank (CD 1)",863,415,1,"1,279"
"Mathews County",-,"Ab - Central Absentee Precinct (CD 1)",216,99,0,315
"Mathews County",-,"Provisional Votes (CD 1)",0,0,0,0
"Mecklenburg County",-,"101 - Wrights Store (CD 5)",133,98,0,231
"Mecklenburg County",-,"102 - Pearsons Store (CD 5)",74,19,0,93
"Mecklenburg County",-,"103 - South Clarksville (CD 5)",207,158,0,365
"Mecklenburg County",-,"201 - Boydton (CD 5)",140,102,0,242
"Mecklenburg County",-,"202 - Bluestone Senior High School (CD 5)",46,41,0,87
"Mecklenburg County",-,"203 - Chase City Vfw Post (CD 5)",51,88,0,139
"Mecklenburg County",-,"301 - Bracey (CD 5)",422,108,0,530
"Mecklenburg County",-,"302 - Lacrosse (CD 5)",203,104,0,307
"Mecklenburg County",-,"401 - American Legion Hall (CD 5)",291,282,0,573
"Mecklenburg County",-,"402 - Park View Middle School (CD 5)",44,59,0,103
"Mecklenburg County",-,"501 - South Hill (CD 5)",580,177,0,757
"Mecklenburg County",-,"601 - Baskerville (CD 5)",259,94,0,353
"Mecklenburg County",-,"602 - Union Level (CD 5)",195,56,0,251
"Mecklenburg County",-,"603 - Smith Crossroads (CD 5)",114,30,0,144
"Mecklenburg County",-,"604 - Lake Gaston (CD 5)",88,34,0,122
"Mecklenburg County",-,"701 - Chase City (CD 5)",284,98,0,382
"Mecklenburg County",-,"702 - Sunshine (CD 5)",169,67,0,236
"Mecklenburg County",-,"801 - Finchley (CD 5)",112,44,0,156
"Mecklenburg County",-,"802 - Bluestone (CD 5)",260,92,0,352
"Mecklenburg County",-,"803 - Chase City Elementary School (CD 5)",181,113,0,294
"Mecklenburg County",-,"901 - Averett (CD 5)",82,12,0,94
"Mecklenburg County",-,"902 - Buffalo Springs (CD 5)",173,48,0,221
"Mecklenburg County",-,"903 - Clarksville (CD 5)",513,181,0,694
"Mecklenburg County",-,"Ab - Central Absentee Precinct (CD 5)",187,65,0,252
"Mecklenburg County",-,"Provisional Votes (CD 5)",0,0,0,0
"Middlesex County",-,"101 - Saluda (CD 1)",291,161,0,452
"Middlesex County",-,"102 - Urbanna (CD 1)",371,133,0,504
"Middlesex County",-,"103 - Harmony Village (CD 1)",233,131,0,364
"Middlesex County",-,"201 - Wilton (CD 1)",511,207,0,718
"Middlesex County",-,"202 - New Market (CD 1)",652,250,0,902
"Middlesex County",-,"301 - Waterview (CD 1)",167,61,1,229
"Middlesex County",-,"302 - Church View (CD 1)",176,132,0,308
"Middlesex County",-,"Ab - Central Absentee Precinct (CD 1)",158,66,0,224
"Middlesex County",-,"Provisional Votes (CD 1)",0,0,0,0
"Montgomery County",-,"101 - Precinct A-1 (CD 9)",525,494,1,"1,020"
"Montgomery County",-,"102 - Precinct A-2 (CD 9)",419,686,1,"1,106"
"Montgomery County",-,"103 - Precinct A-3 (CD 9)",449,829,1,"1,279"
"Montgomery County",-,"201 - Precinct B-1 (CD 9)",420,323,1,744
"Montgomery County",-,"202 - Precinct B-2 (CD 9)",662,442,1,"1,105"
"Montgomery County",-,"203 - Precinct B-3 (CD 9)",508,281,0,789
"Montgomery County",-,"204 - Precinct B-4 (CD 9)",761,461,2,"1,224"
"Montgomery County",-,"301 - Precinct C-1 (CD 9)",612,302,1,915
"Montgomery County",-,"302 - Precinct C-2 (CD 9)",657,326,0,983
"Montgomery County",-,"303 - Precinct C-3 (CD 9)",263,121,0,384
"Montgomery County",-,"304 - Precinct C-4 (CD 9)",537,271,1,809
"Montgomery County",-,"401 - Precinct D-1 (CD 9)",431,257,1,689
"Montgomery County",-,"402 - Precinct D-2 (CD 9)",650,270,0,920
"Montgomery County",-,"403 - Precinct D-3 (CD 9)",474,243,0,717
"Montgomery County",-,"404 - Precinct D-4 (CD 9)",303,145,0,448
"Montgomery County",-,"405 - Precinct D-5 (CD 9)",554,352,1,907
"Montgomery County",-,"501 - Precinct E-1 (CD 9)",679,611,1,"1,291"
"Montgomery County",-,"502 - Precinct E-2 (CD 9)",256,170,0,426
"Montgomery County",-,"601 - Precinct F-1 (CD 9)",512,750,3,"1,265"
"Montgomery County",-,"602 - Precinct F-2 (CD 9)",306,444,1,751
"Montgomery County",-,"701 - Precinct G-1 (CD 9)",466,682,0,"1,148"
"Montgomery County",-,"702 - Precinct G-2 (CD 9)",322,457,0,779
"Montgomery County",-,"Ab - Central Absentee Precinct (CD 9)",482,388,0,870
"Montgomery County",-,"Provisional Votes (CD 9)",0,0,0,0
"Nelson County",-,"101 - Rockfish (CD 5)",505,471,2,978
"Nelson County",-,"201 - Lovingston (CD 5)",263,192,0,455
"Nelson County",-,"202 - Schuyler (CD 5)",183,168,0,351
"Nelson County",-,"301 - Shipman (CD 5)",332,346,0,678
"Nelson County",-,"302 - Gladstone (CD 5)",68,55,1,124
"Nelson County",-,"401 - Roseland (CD 5)",426,268,0,694
"Nelson County",-,"402 - Montebello (CD 5)",43,34,0,77
"Nelson County",-,"501 - Faber (CD 5)",191,227,1,419
"Nelson County",-,"502 - Nellysford (CD 5)",481,427,0,908
"Nelson County",-,"Ab - Central Absentee Precinct (CD 5)",125,121,0,246
"Nelson County",-,"Provisional Votes (CD 5)",2,1,0,3
"New Kent County",-,"102 - Tunstall (CD 3)",244,70,1,315
"New Kent County",-,"103 - Southern Branch (CD 3)",623,193,2,818
"New Kent County",-,"201 - Quinton (CD 3)",515,190,0,705
"New Kent County",-,"202 - Kentwood (CD 3)",410,117,0,527
"New Kent County",-,"301 - Watkins (CD 3)",306,206,0,512
"New Kent County",-,"302 - Cumberland (CD 3)",256,139,0,395
"New Kent County",-,"402 - Chickahominy River (CD 3)",399,118,0,517
"New Kent County",-,"403 - Airport (CD 3)",302,95,0,397
"New Kent County",-,"501 - Eltham (CD 3)",334,127,1,462
"New Kent County",-,"503 - Providence Forge (CD 3)",880,282,2,"1,164"
"New Kent County",-,"Ab - Central Absentee Precinct (CD 3)",169,49,0,218
"New Kent County",-,"Provisional Votes (CD 3)",0,0,0,0
"Newport News City",-,"101 - Denbigh (CD 3)",357,802,1,"1,160"
"Newport News City",-,"102 - Epes (CD 3)",309,608,3,920
"Newport News City",-,"103 - Jenkins (CD 3)",510,467,1,978
"Newport News City",-,"104 - Mcintosh (CD 3)",198,469,4,671
"Newport News City",-,"105 - Oyster Point (CD 3)",160,112,1,273
"Newport News City",-,"106 - Reservoir (CD 3)",522,680,3,"1,205"
"Newport News City",-,"107 - Richneck (CD 1)",650,741,2,"1,393"
"Newport News City",-,"108 - Lee Hall (CD 3)",281,488,3,772
"Newport News City",-,"109 - Windsor (CD 1)",320,324,0,644
"Newport News City",-,"110 - Greenwood (CD 3)",266,543,3,812
"Newport News City",-,"201 - Bland (CD 3)",69,91,0,160
"Newport News City",-,"202 - Boulevard (CD 1)",643,333,1,977
"Newport News City",-,"203 - Charles (CD 3)",968,622,2,"1,592"
"Newport News City",-,"204 - Wellesley (CD 1)",387,286,0,673
"Newport News City",-,"205 - Deep Creek (CD 1)",945,399,1,"1,345"
"Newport News City",-,"208 - Hidenwood (CD 1)",630,326,0,956
"Newport News City",-,"209 - Hilton (CD 1)",639,457,2,"1,098"
"Newport News City",-,"210 - Nelson (CD 3)","1,109",752,2,"1,863"
"Newport News City",-,"211 - Palmer (CD 1)",506,412,2,920
"Newport News City",-,"212 - Riverside (CD 1)",526,302,0,828
"Newport News City",-,"213 - Sanford (CD 3)",405,173,0,578
"Newport News City",-,"215 - Warwick (CD 1)",325,275,3,603
"Newport News City",-,"216 - Yates (CD 1)",542,308,1,851
"Newport News City",-,"217 - Riverview (CD 3)",718,436,0,"1,154"
"Newport News City",-,"218 - Kiln Creek (CD 1)",900,733,1,"1,634"
"Newport News City",-,"219 - Deer Park (CD 1)",670,565,0,"1,235"
"Newport News City",-,"302 - Briarfield (CD 3)",184,360,3,547
"Newport News City",-,"303 - Carver (CD 3)",134,362,0,496
"Newport News City",-,"304 - Chestnut (CD 3)",23,324,0,347
"Newport News City",-,"305 - Downtown (CD 3)",51,110,0,161
"Newport News City",-,"306 - Dunbar (CD 3)",10,134,0,144
"Newport News City",-,"307 - Huntington (CD 3)",23,213,1,237
"Newport News City",-,"308 - Jefferson (CD 3)",11,311,0,322
"Newport News City",-,"309 - Magruder (CD 3)",17,357,0,374
"Newport News City",-,"310 - Marshall (CD 3)",19,353,0,372
"Newport News City",-,"311 - Newmarket (CD 3)",285,640,3,928
"Newport News City",-,"312 - Newsome Park (CD 3)",7,157,0,164
"Newport News City",-,"313 - Reed (CD 3)",35,605,2,642
"Newport News City",-,"314 - River (CD 3)",292,270,2,564
"Newport News City",-,"315 - Sedgefield (CD 1)",432,298,0,730
"Newport News City",-,"316 - South Morrison (CD 1)",421,393,1,815
"Newport News City",-,"317 - Washington (CD 3)",7,184,0,191
"Newport News City",-,"318 - Wilson (CD 3)",58,390,1,449
"Newport News City",-,"319 - Saunders (CD 1)",749,504,2,"1,255"
"Newport News City",-,"320 - Watkins (CD 1)",747,421,0,"1,168"
"Newport News City",-,"Ab - Central Absentee Precinct (CD 1)",322,199,1,522
"Newport News City",-,"Ab - Central Absentee Precinct (CD 3)",223,234,0,457
"Newport News City",-,"Provisional Votes (CD 1)",0,2,0,2
"Newport News City",-,"Provisional Votes (CD 3)",2,2,0,4
"Norfolk City",-,"101 - Granby (CD 3)",519,616,2,"1,137"
"Norfolk City",-,"102 - Ocean View School (CD 2)",545,504,1,"1,050"
"Norfolk City",-,"103 - Northside (CD 2)",438,327,2,767
"Norfolk City",-,"104 - Titustown Center (CD 2)",28,131,0,159
"Norfolk City",-,"105 - Tucker House (CD 3)",30,139,0,169
"Norfolk City",-,"106 - Zion Grace (CD 2)",541,549,5,"1,095"
"Norfolk City",-,"201 - Old Dominion (CD 2)",374,338,0,712
"Norfolk City",-,"203 - Ghent Square (CD 3)",234,323,0,557
"Norfolk City",-,"204 - Immanuel (CD 3)",57,297,0,354
"Norfolk City",-,"205 - Lafayette Library (CD 3)",275,308,1,584
"Norfolk City",-,"207 - Lambert's Point (CD 3)",44,246,0,290
"Norfolk City",-,"208 - Larchmont Library (CD 2)",234,284,0,518
"Norfolk City",-,"209 - Larchmont Rec Center (CD 2)",363,423,1,787
"Norfolk City",-,"210 - Maury (CD 3)",353,548,1,902
"Norfolk City",-,"211 - Chrysler Museum (CD 3)",436,609,0,"1,045"
"Norfolk City",-,"212 - Park Place (CD 3)",49,377,0,426
"Norfolk City",-,"213 - Taylor Elementary School (CD 2)",24,55,0,79
"Norfolk City",-,"213 - Taylor Elementary School (CD 3)",365,665,2,"1,032"
"Norfolk City",-,"214 - Stuart (CD 3)",319,751,1,"1,071"
"Norfolk City",-,"215 - Suburban Park (CD 3)",442,440,1,883
"Norfolk City",-,"217 - Wesley (CD 2)",232,308,0,540
"Norfolk City",-,"218 - Willard (CD 3)",485,501,0,986
"Norfolk City",-,"301 - Ballentine (CD 3)",111,541,1,653
"Norfolk City",-,"302 - Tanners Creek (CD 3)",113,242,1,356
"Norfolk City",-,"303 - Bowling Park (CD 3)",46,674,0,720
"Norfolk City",-,"304 - Coleman Place School (CD 3)",94,226,1,321
"Norfolk City",-,"305 - Lafayette-winona (CD 3)",150,524,0,674
"Norfolk City",-,"306 - Lindenwood (CD 3)",66,371,0,437
"Norfolk City",-,"308 - Norview Methodist (CD 3)",228,340,0,568
"Norfolk City",-,"309 - Norview Middle School (CD 3)",111,566,2,679
"Norfolk City",-,"310 - Rosemont (CD 3)",42,974,0,"1,016"
"Norfolk City",-,"311 - Sherwood Rec Center (CD 3)",305,405,2,712
"Norfolk City",-,"312 - Sherwood School (CD 3)",182,283,2,467
"Norfolk City",-,"313 - Union Chapel (CD 3)",20,269,0,289
"Norfolk City",-,"402 - Berkley (CD 3)",25,513,0,538
"Norfolk City",-,"403 - Brambleton (CD 3)",7,183,0,190
"Norfolk City",-,"404 - Campostella (CD 3)",40,500,0,540
"Norfolk City",-,"405 - Chesterfield (CD 3)",47,579,1,627
"Norfolk City",-,"406 - Barron Black (CD 2)",326,325,0,651
"Norfolk City",-,"408 - Easton (CD 2)",449,382,0,831
"Norfolk City",-,"409 - Fairlawn (CD 2)",365,351,0,716
"Norfolk City",-,"411 - Hunton Y (CD 3)",6,121,0,127
"Norfolk City",-,"412 - Ingleside (CD 3)",125,696,0,821
"Norfolk City",-,"413 - Poplar Halls (CD 3)",242,707,0,949
"Norfolk City",-,"414 - Young Park (CD 3)",27,549,0,576
"Norfolk City",-,"415 - United Way (CD 2)",77,74,0,151
"Norfolk City",-,"415 - United Way (CD 3)",216,296,0,512
"Norfolk City",-,"501 - Bayview School (CD 2)",579,455,0,"1,034"
"Norfolk City",-,"503 - East Ocean View (CD 2)",374,390,1,765
"Norfolk City",-,"504 - Larrymore (CD 2)",433,463,1,897
"Norfolk City",-,"505 - Little Creek (CD 2)",353,238,0,591
"Norfolk City",-,"506 - Ocean View Center (CD 2)",477,416,3,896
"Norfolk City",-,"508 - Oceanair (CD 2)",171,239,1,411
"Norfolk City",-,"509 - Tarrallton (CD 2)",705,415,0,"1,120"
"Norfolk City",-,"510 - Third Presbyterian (CD 2)",693,424,0,"1,117"
"Norfolk City",-,"511 - Crossroads (CD 2)",498,354,2,854
"Norfolk City",-,"512 - Azalea Gardens (CD 2)",330,257,1,588
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 2)",242,183,2,427
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 3)",205,526,1,732
"Norfolk City",-,"Provisional Votes (CD 2)",1,2,0,3
"Norfolk City",-,"Provisional Votes (CD 3)",5,5,0,10
"Northampton County",-,"101 - Precinct 1-1 (CD 2)",201,303,0,504
"Northampton County",-,"201 - Precinct 2-1 (CD 2)",367,290,1,658
"Northampton County",-,"301 - Precinct 3-1 (CD 2)",189,313,0,502
"Northampton County",-,"401 - Precinct 4-1 (CD 2)",377,309,0,686
"Northampton County",-,"501 - Precinct 5-1 (CD 2)",333,230,0,563
"Northampton County",-,"601 - Precinct 6-1 (CD 2)",258,326,0,584
"Northampton County",-,"Ab - Central Absentee Precinct (CD 2)",148,98,1,247
"Northampton County",-,"Provisional Votes (CD 2)",0,0,0,0
"Northumberland County",-,"101 - 1a (CD 1)",523,249,3,775
"Northumberland County",-,"201 - 2a (CD 1)",528,259,2,789
"Northumberland County",-,"301 - 3a (CD 1)",191,269,0,460
"Northumberland County",-,"302 - 3b (CD 1)",61,136,1,198
"Northumberland County",-,"401 - 4a (CD 1)",871,381,1,"1,253"
"Northumberland County",-,"501 - 5a (CD 1)",724,277,0,"1,001"
"Northumberland County",-,"Ab - Central Absentee Precinct (CD 1)",200,93,0,293
"Northumberland County",-,"Provisional Votes (CD 1)",0,0,0,0
"Norton City",-,"1 - East Ward (CD 9)",543,367,2,912
"Norton City",-,"Provisional Votes (CD 9)",0,0,0,0
"Nottoway County",-,"101 - Precinct 1-1 (CD 4)",275,180,0,455
"Nottoway County",-,"102 - Precinct 1-2 (CD 4)",226,113,0,339
"Nottoway County",-,"201 - Precinct 2-1 (CD 4)",404,212,1,617
"Nottoway County",-,"202 - Precinct 2-2 (CD 4)",220,69,0,289
"Nottoway County",-,"301 - Precinct 3-1 (CD 4)",170,278,0,448
"Nottoway County",-,"302 - Precinct 3-2 (CD 4)",167,98,0,265
"Nottoway County",-,"401 - Precinct 4-1 (CD 4)",120,251,0,371
"Nottoway County",-,"402 - Precinct 4-2 (CD 4)",290,144,0,434
"Nottoway County",-,"501 - Precinct 5-1 (CD 4)",553,276,0,829
"Nottoway County",-,"Provisional Votes (CD 4)",0,0,0,0
"Orange County",-,"101 - One West (CD 7)",706,442,0,"1,148"
"Orange County",-,"102 - One East (CD 7)",188,147,0,335
"Orange County",-,"201 - Two West (CD 7)",448,210,0,658
"Orange County",-,"202 - Two East (CD 7)",351,203,1,555
"Orange County",-,"301 - Three (CD 7)",677,475,0,"1,152"
"Orange County",-,"401 - Four West (CD 7)",728,247,2,977
"Orange County",-,"402 - Four East (CD 7)",851,340,1,"1,192"
"Orange County",-,"501 - Five South (CD 7)","1,067",588,0,"1,655"
"Orange County",-,"502 - Five North (CD 7)",628,335,0,963
"Orange County",-,"Ab - Central Absentee Precinct (CD 7)",323,156,0,479
"Orange County",-,"Provisional Votes (CD 7)",0,0,0,0
"Page County",-,"101 - West Luray (CD 7)",916,535,2,"1,453"
"Page County",-,"201 - East Luray (CD 7)","1,026",519,1,"1,546"
"Page County",-,"301 - Marksville (CD 7)",837,463,1,"1,301"
"Page County",-,"401 - Newport (CD 7)",889,350,3,"1,242"
"Page County",-,"501 - Shenandoah (CD 7)",910,401,1,"1,312"
"Page County",-,"Ab - Central Absentee Precinct (CD 7)",268,170,0,438
"Page County",-,"Provisional Votes (CD 7)",0,0,0,0
"Patrick County",-,"101 - Ararat (CD 9)",158,114,0,272
"Patrick County",-,"102 - Claudville (CD 9)",199,81,0,280
"Patrick County",-,"103 - Willis Gap (CD 9)",174,76,0,250
"Patrick County",-,"201 - Dry Pond (CD 9)",90,46,0,136
"Patrick County",-,"202 - Patrick Springs (CD 9)",335,159,0,494
"Patrick County",-,"203 - Russell Creek (CD 9)",176,114,0,290
"Patrick County",-,"301 - Critz/stella (CD 9)",353,187,0,540
"Patrick County",-,"302 - Liberty (CD 9)",251,70,0,321
"Patrick County",-,"401 - Meadows Of Dan (CD 9)",255,150,0,405
"Patrick County",-,"402 - Stuart Administration (CD 9)",317,159,0,476
"Patrick County",-,"501 - Stuart Community (CD 9)",138,61,0,199
"Patrick County",-,"502 - Elamsville (CD 9)",235,108,1,344
"Patrick County",-,"503 - Woolwine (CD 9)",287,129,2,418
"Patrick County",-,"Ab - Central Absentee Precinct (CD 9)",187,99,0,286
"Patrick County",-,"Provisional Votes (CD 9)",0,0,0,0
"Petersburg City",-,"101 - First Ward First Precinct (CD 4)",108,375,0,483
"Petersburg City",-,"201 - Second Ward First Precinct (CD 4)",170,831,0,"1,001"
"Petersburg City",-,"301 - Third Ward First Precinct (CD 4)",434,855,1,"1,290"
"Petersburg City",-,"401 - Fourth Ward First Precinct (CD 4)",223,583,1,807
"Petersburg City",-,"501 - Fifth Ward First Precinct (CD 4)",60,511,0,571
"Petersburg City",-,"601 - Sixth Ward First Precinct (CD 4)",42,601,1,644
"Petersburg City",-,"701 - Seventh Ward First Precinct (CD 4)",127,800,0,927
"Petersburg City",-,"Ab - Central Absentee Precinct (CD 4)",124,357,2,483
"Petersburg City",-,"Provisional Votes (CD 4)",0,0,0,0
"Pittsylvania County",-,"103 - Twin Springs (CD 5)","1,113",163,0,"1,276"
"Pittsylvania County",-,"105 - Chatham (CD 5)",441,158,0,599
"Pittsylvania County",-,"106 - Tunstall (CD 5)",382,114,0,496
"Pittsylvania County",-,"108 - West Blairs (CD 5)",234,89,0,323
"Pittsylvania County",-,"201 - Callands (CD 5)",402,133,0,535
"Pittsylvania County",-,"204 - Sandy Level (CD 5)",263,95,0,358
"Pittsylvania County",-,"206 - Climax (CD 5)",286,76,0,362
"Pittsylvania County",-,"207 - Gretna (CD 5)",732,256,0,988
"Pittsylvania County",-,"301 - Central (CD 5)",152,254,0,406
"Pittsylvania County",-,"305 - Riceville (CD 5)",196,204,0,400
"Pittsylvania County",-,"307 - East Blairs (CD 5)",156,312,0,468
"Pittsylvania County",-,"308 - Mt Airy (CD 5)",86,90,0,176
"Pittsylvania County",-,"309 - East Gretna (CD 5)",163,110,0,273
"Pittsylvania County",-,"402 - Keeling (CD 5)",372,105,0,477
"Pittsylvania County",-,"404 - Kentuck (CD 5)",713,211,0,924
"Pittsylvania County",-,"405 - Ringgold (CD 5)",693,265,0,958
"Pittsylvania County",-,"501 - Hurt (CD 5)",518,192,0,710
"Pittsylvania County",-,"502 - Motley Sycamore (CD 5)",525,228,0,753
"Pittsylvania County",-,"503 - Renan (CD 5)",288,87,0,375
"Pittsylvania County",-,"602 - Bearskin (CD 5)",76,57,0,133
"Pittsylvania County",-,"603 - Stony Mill (CD 5)",414,150,0,564
"Pittsylvania County",-,"604 - Swansonville (CD 5)",275,161,0,436
"Pittsylvania County",-,"605 - Whitmell (CD 5)",329,132,0,461
"Pittsylvania County",-,"606 - Brosville (CD 5)",265,214,0,479
"Pittsylvania County",-,"607 - Dry Fork (CD 5)",211,44,0,255
"Pittsylvania County",-,"702 - Bachelors Hall (CD 5)",564,107,0,671
"Pittsylvania County",-,"703 - Ferry Road (CD 5)",117,48,0,165
"Pittsylvania County",-,"704 - Mt Hermon (CD 5)",802,243,0,"1,045"
"Pittsylvania County",-,"705 - Mt Cross (CD 5)",402,111,0,513
"Pittsylvania County",-,"Ab - Central Absentee Precinct (CD 5)",442,167,0,609
"Pittsylvania County",-,"Provisional Votes (CD 5)",0,0,0,0
"Poquoson City",-,"1 - Central (CD 1)","1,007",308,1,"1,316"
"Poquoson City",-,"2 - Eastern (CD 1)","1,129",329,4,"1,462"
"Poquoson City",-,"3 - Western (CD 1)","1,191",350,3,"1,544"
"Poquoson City",-,"Ab - Central Absentee Precinct (CD 1)",227,69,0,296
"Poquoson City",-,"Provisional Votes (CD 1)",0,0,0,0
"Portsmouth City",-,"1 - One (CD 3)",302,443,1,746
"Portsmouth City",-,"5 - Five (CD 3)",26,373,1,400
"Portsmouth City",-,"7 - Seven (CD 3)",137,315,0,452
"Portsmouth City",-,"9 - Nine (CD 3)",117,390,2,509
"Portsmouth City",-,"10 - Ten (CD 3)",185,264,0,449
"Portsmouth City",-,"11 - Eleven (CD 3)",23,373,1,397
"Portsmouth City",-,"13 - Thirteen (CD 3)",12,249,1,262
"Portsmouth City",-,"14 - Fourteen (CD 3)",27,544,1,572
"Portsmouth City",-,"16 - Sixteen (CD 3)",232,268,1,501
"Portsmouth City",-,"17 - Seventeen (CD 3)",266,328,2,596
"Portsmouth City",-,"19 - Nineteen (CD 3)",218,160,0,378
"Portsmouth City",-,"20 - Twenty (CD 3)",140,325,0,465
"Portsmouth City",-,"21 - Twenty-one (CD 3)",17,415,0,432
"Portsmouth City",-,"22 - Twenty-two (CD 3)",253,214,3,470
"Portsmouth City",-,"23 - Twenty-three (CD 3)",409,227,1,637
"Portsmouth City",-,"24 - Twenty-four (CD 3)",233,298,1,532
"Portsmouth City",-,"25 - Twenty Five (CD 3)",359,378,1,738
"Portsmouth City",-,"26 - Twenty-six (CD 3)",38,686,1,725
"Portsmouth City",-,"27 - Twenty-seven (CD 3)",25,709,2,736
"Portsmouth City",-,"28 - Twenty Eight (CD 3)",60,"1,132",2,"1,194"
"Portsmouth City",-,"29 - Twenty Nine (CD 3)",372,135,0,507
"Portsmouth City",-,"30 - Thirty (CD 3)",368,170,1,539
"Portsmouth City",-,"31 - Thirty-one (CD 3)",370,376,2,748
"Portsmouth City",-,"32 - Thirty-two (CD 3)",452,257,1,710
"Portsmouth City",-,"33 - Thirty-three (CD 3)",405,169,0,574
"Portsmouth City",-,"34 - Thirty-four (CD 3)",544,321,2,867
"Portsmouth City",-,"35 - Thirty-five (CD 3)",546,371,3,920
"Portsmouth City",-,"36 - Thirty-six (CD 3)",876,755,1,"1,632"
"Portsmouth City",-,"37 - Thirty-seven (CD 3)",476,603,1,"1,080"
"Portsmouth City",-,"38 - Thirty Eight (CD 3)",184,610,1,795
"Portsmouth City",-,"39 - Thirty-nine (CD 3)",439,796,0,"1,235"
"Portsmouth City",-,"Ab - Central Absentee Precinct (CD 3)",237,431,0,668
"Portsmouth City",-,"Provisional Votes (CD 3)",4,0,0,4
"Powhatan County",-,"101 - Subletts (CD 4)",934,209,1,"1,144"
"Powhatan County",-,"102 - Manakin (CD 4)",591,137,0,728
"Powhatan County",-,"103 - Flat Rock (CD 4)",334,68,0,402
"Powhatan County",-,"201 - Powhatan Station (CD 4)",682,136,0,818
"Powhatan County",-,"202 - Graceland (CD 4)",712,187,0,899
"Powhatan County",-,"301 - Bethesda (CD 4)",828,198,1,"1,027"
"Powhatan County",-,"302 - Lee's Landing (CD 4)",545,142,0,687
"Powhatan County",-,"401 - Powhatan Courthouse (CD 4)","1,050",188,1,"1,239"
"Powhatan County",-,"402 - Ballsville (CD 4)",593,158,1,752
"Powhatan County",-,"501 - Smith Cross Roads (CD 4)",376,248,0,624
"Powhatan County",-,"502 - Pineville (CD 4)",225,135,0,360
"Powhatan County",-,"Ab - Central Absentee Precinct (CD 4)",305,63,0,368
"Powhatan County",-,"Provisional Votes (CD 4)",2,1,0,3
"Prince Edward County",-,"101 - Farmville (CD 5)",331,213,0,544
"Prince Edward County",-,"201 - Lockett (CD 5)",411,318,1,730
"Prince Edward County",-,"301 - Leigh (CD 5)",258,180,1,439
"Prince Edward County",-,"302 - Mt Pleasant (CD 5)",117,119,0,236
"Prince Edward County",-,"401 - Hampden (CD 5)",308,225,0,533
"Prince Edward County",-,"501 - Darlington Hts (CD 5)",252,123,0,375
"Prince Edward County",-,"502 - Buffalo Hts (CD 5)",223,102,0,325
"Prince Edward County",-,"601 - Prospect (CD 5)",376,348,0,724
"Prince Edward County",-,"701 - West End (CD 5)",356,200,1,557
"Prince Edward County",-,"801 - Center (CD 5)",65,148,0,213
"Prince Edward County",-,"Ab - Central Absentee Precinct (CD 5)",96,83,0,179
"Prince Edward County",-,"Provisional Votes (CD 5)",0,0,0,0
"Prince George County",-,"101 - Richard Bland (CD 4)",454,197,1,652
"Prince George County",-,"102 - Templeton (CD 4)","1,065",361,2,"1,428"
"Prince George County",-,"103 - Union Branch (CD 4)",534,337,2,873
"Prince George County",-,"104 - Rives (CD 4)",321,252,1,574
"Prince George County",-,"105 - Harrison (CD 3)",278,77,0,355
"Prince George County",-,"201 - Bland (CD 3)",970,371,2,"1,343"
"Prince George County",-,"202 - Black Water (CD 3)",698,229,0,927
"Prince George County",-,"203 - Brandon (CD 3)",285,91,1,377
"Prince George County",-,"204 - Courts Bldg (CD 3)",571,369,0,940
"Prince George County",-,"205 - Jefferson Park (CD 3)",128,158,1,287
"Prince George County",-,"205 - Jefferson Park (CD 4)",132,86,0,218
"Prince George County",-,"Ab - Central Absentee Precinct (CD 3)",192,66,0,258
"Prince George County",-,"Ab - Central Absentee Precinct (CD 4)",114,43,0,157
"Prince George County",-,"Provisional Votes (CD 3)",1,0,0,1
"Prince George County",-,"Provisional Votes (CD 4)",0,0,0,0
"Prince William County",-,"101 - Brentsville (CD 11)",517,153,0,670
"Prince William County",-,"102 - Bennett (CD 11)","1,140",568,0,"1,708"
"Prince William County",-,"103 - Buckhall (CD 10)",576,368,0,944
"Prince William County",-,"104 - Nokesville (CD 11)",746,265,0,"1,011"
"Prince William County",-,"105 - Parkside (CD 10)",611,431,2,"1,044"
"Prince William County",-,"106 - Ellis (CD 10)",196,145,1,342
"Prince William County",-,"107 - Marsteller (CD 11)",845,565,1,"1,411"
"Prince William County",-,"108 - Victory (CD 11)","1,030",657,1,"1,688"
"Prince William County",-,"109 - Park (CD 11)",587,218,2,807
"Prince William County",-,"110 - Buckland Mills (CD 11)",723,479,0,"1,202"
"Prince William County",-,"111 - Bristow Run (CD 11)",699,396,0,"1,095"
"Prince William County",-,"112 - Cedar Point (CD 11)",795,438,0,"1,233"
