County/City,Ward,Pct,"Ralph Shearer Northam","Earl Walker Jackson, Sr.","All Others","Total Votes Cast"
"Fairfax County",-,"833 - White Oaks (CD 11)",788,439,11,"1,238"
"Fairfax County",-,"838 - Sangster (CD 10)",624,509,4,"1,137"
"Fairfax County",-,"839 - Silverbrook (CD 10)",870,766,7,"1,643"
"Fairfax County",-,"840 - West Springfield (CD 11)",861,554,5,"1,420"
"Fairfax County",-,"841 - Popes Head (CD 10)",352,430,3,785
"Fairfax County",-,"842 - Parkway (CD 11)",617,476,3,"1,096"
"Fairfax County",-,"843 - Fair Lakes (CD 11)",717,484,4,"1,205"
"Fairfax County",-,"844 - Centerpointe (CD 11)",561,276,3,840
"Fairfax County",-,"845 - Fountainhead (CD 10)",880,886,10,"1,776"
"Fairfax County",-,"846 - Greenbriar East (CD 11)",729,469,1,"1,199"
"Fairfax County",-,"847 - Greenbriar West (CD 10)",554,435,4,993
"Fairfax County",-,"848 - Fair Oaks (CD 11)",634,374,5,"1,013"
"Fairfax County",-,"849 - Newgate North (CD 10)",427,344,0,771
"Fairfax County",-,"850 - South Run (CD 10)",794,689,4,"1,487"
"Fairfax County",-,"851 - Willow Springs (CD 11)",557,563,6,"1,126"
"Fairfax County",-,"854 - Newgate South (CD 10)",679,776,9,"1,464"
"Fairfax County",-,"901 - Centre Ridge (CD 11)",840,503,4,"1,347"
"Fairfax County",-,"902 - Brookfield (CD 10)",819,522,3,"1,344"
"Fairfax County",-,"903 - Cub Run (CD 10)",934,696,4,"1,634"
"Fairfax County",-,"904 - Stonecroft (CD 10)",336,330,3,669
"Fairfax County",-,"905 - Franklin (CD 10)",264,204,1,469
"Fairfax County",-,"908 - Kinross East (CD 10)",631,481,2,"1,114"
"Fairfax County",-,"909 - Kinross West (CD 10)",604,449,3,"1,056"
"Fairfax County",-,"910 - London Towne #1 (CD 11)",789,412,5,"1,206"
"Fairfax County",-,"911 - Navy (CD 10)",891,578,2,"1,471"
"Fairfax County",-,"913 - Rocky Run (CD 10)",992,809,5,"1,806"
"Fairfax County",-,"914 - Vale (CD 10)",645,461,6,"1,112"
"Fairfax County",-,"915 - Virginia Run (CD 10)",575,703,6,"1,284"
"Fairfax County",-,"916 - Waples Mill (CD 10)","1,256",925,7,"2,188"
"Fairfax County",-,"917 - Stone North (CD 10)",462,305,4,771
"Fairfax County",-,"918 - Centreville (CD 11)",859,554,4,"1,417"
"Fairfax County",-,"919 - Green Trails (CD 11)",827,515,4,"1,346"
"Fairfax County",-,"920 - Chantilly (CD 10)",649,421,4,"1,074"
"Fairfax County",-,"921 - Deer Park (CD 10)",724,724,5,"1,453"
"Fairfax County",-,"923 - Bull Run (CD 10)",448,549,2,999
"Fairfax County",-,"924 - London Towne #2 (CD 11)",153,50,0,203
"Fairfax County",-,"925 - Old Mill (CD 10)",425,303,3,731
"Fairfax County",-,"926 - Powell (CD 11)",777,471,3,"1,251"
"Fairfax County",-,"927 - Lees Corner #1 (CD 10)",444,281,3,728
"Fairfax County",-,"928 - Poplar Tree (CD 10)",647,565,6,"1,218"
"Fairfax County",-,"929 - Difficult Run (CD 10)",172,169,1,342
"Fairfax County",-,"930 - Lees Corner #2 (CD 10)",567,421,2,990
"Fairfax County",-,"931 - Carson (CD 10)",504,310,1,815
"Fairfax County",-,"932 - Stone South (CD 10)",314,208,3,525
"Fairfax County",-,"933 - Compton (CD 11)",163,110,1,274
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 10)","3,959","2,781",26,"6,766"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 11)","7,857","3,601",42,"11,500"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 8)","5,277","1,867",20,"7,164"
"Fairfax County",-,"Provisional (CD 10)",34,18,52,104
"Fairfax County",-,"Provisional (CD 11)",68,42,110,220
"Fairfax County",-,"Provisional (CD 8)",67,35,102,204
"Fairfax City",-,"1 - One",576,343,5,924
"Fairfax City",-,"2 - Two",642,427,7,"1,076"
"Fairfax City",-,"3 - Three",880,512,6,"1,398"
"Fairfax City",-,"4 - Four",736,423,3,"1,162"
"Fairfax City",-,"5 - Five",623,372,3,998
"Fairfax City",-,"6 - Six",551,358,2,911
"Fairfax City",-,"Ab - Central Absentee Precinct",344,221,1,566
"Fairfax City",-,Provisional,3,5,0,8
"Falls Church City",-,"1 - First Ward","1,116",374,9,"1,499"
"Falls Church City",-,"2 - Second Ward",828,244,6,"1,078"
"Falls Church City",-,"3 - Third Ward","1,150",395,3,"1,548"
"Falls Church City",-,"Ab - Central Absentee Precinct",594,144,2,740
"Falls Church City",-,Provisional,7,2,0,9
"Fauquier County",-,"101 - Kettle Run (CD 5)",211,354,2,567
"Fauquier County",-,"102 - Catlett (CD 1)",371,824,1,"1,196"
"Fauquier County",-,"103 - Casanova (CD 5)",247,320,0,567
"Fauquier County",-,"104 - Lois (CD 1)",159,376,1,536
"Fauquier County",-,"105 - Opal (CD 5)",158,352,1,511
"Fauquier County",-,"106 - Baldwin Ridge (CD 5)",282,443,1,726
"Fauquier County",-,"201 - Courthouse (CD 5)",588,711,4,"1,303"
"Fauquier County",-,"202 - Airlie (CD 5)",496,646,1,"1,143"
"Fauquier County",-,"203 - Warrenton (CD 5)",593,633,4,"1,230"
"Fauquier County",-,"301 - Morrisville (CD 1)",274,517,3,794
"Fauquier County",-,"302 - Remington (CD 5)",383,657,2,"1,042"
"Fauquier County",-,"303 - Bealeton (CD 1)",436,747,2,"1,185"
"Fauquier County",-,"401 - Marshall (CD 5)",489,689,2,"1,180"
"Fauquier County",-,"402 - Leeds (CD 5)",576,522,4,"1,102"
"Fauquier County",-,"403 - Waterloo (CD 5)",601,866,0,"1,467"
"Fauquier County",-,"404 - Springs Valley (CD 5)",255,336,1,592
"Fauquier County",-,"501 - The Plains (CD 5)",535,449,8,992
"Fauquier County",-,"502 - New Baltimore (CD 5)",407,717,3,"1,127"
"Fauquier County",-,"503 - Broad Run (CD 5)",434,685,2,"1,121"
"Fauquier County",-,"504 - Vint Hill (CD 5)",557,910,5,"1,472"
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 1)",27,60,0,87
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 5)",387,450,4,841
"Fauquier County",-,"Provisional (CD 1)",0,1,0,1
"Fauquier County",-,"Provisional (CD 5)",2,2,0,4
"Floyd County",-,"101 - Locust Grove",351,504,1,856
"Floyd County",-,"201 - Little River",440,485,2,927
"Floyd County",-,"301 - Courthouse",433,424,2,859
"Floyd County",-,"401 - Burks Fork",337,463,2,802
"Floyd County",-,"501 - Indian Valley",258,511,0,769
"Floyd County",-,"Ab - Central Absentee Precinct",139,127,1,267
"Floyd County",-,Provisional,1,2,0,3
"Fluvanna County",-,"101 - Palmyra",730,747,2,"1,479"
"Fluvanna County",-,"201 - Columbia",537,605,1,"1,143"
"Fluvanna County",-,"301 - Fork Union",586,526,3,"1,115"
"Fluvanna County",-,"401 - Cunningham",598,913,5,"1,516"
"Fluvanna County",-,"501 - Rivanna",940,910,4,"1,854"
"Fluvanna County",-,"Ab - Central Absentee Precinct",307,330,0,637
"Fluvanna County",-,Provisional,1,3,0,4
"Franklin County",-,"102 - Burnt Chimney",361,688,2,"1,051"
"Franklin County",-,"103 - Scruggs",670,"1,282",8,"1,960"
"Franklin County",-,"201 - Glade Hill",353,513,3,869
"Franklin County",-,"202 - Penhook",311,476,1,788
"Franklin County",-,"203 - Hodgesville",58,80,0,138
"Franklin County",-,"204 - Dudley",233,327,2,562
"Franklin County",-,"301 - Snow Creek",194,257,1,452
"Franklin County",-,"302 - Fork Mountain",148,213,2,363
"Franklin County",-,"303 - Sontag",380,324,0,704
"Franklin County",-,"304 - Dickinson",213,142,0,355
"Franklin County",-,"401 - Henry",179,443,1,623
"Franklin County",-,"402 - Ferrum",173,221,0,394
"Franklin County",-,"403 - Endicott",160,244,2,406
"Franklin County",-,"501 - Waidsboro",216,279,1,496
"Franklin County",-,"502 - Callaway",260,423,3,686
"Franklin County",-,"503 - Bowmans",153,237,0,390
"Franklin County",-,"504 - Gogginsville",226,394,1,621
"Franklin County",-,"601 - Boones Mill",377,585,3,965
"Franklin County",-,"602 - Bonbrook",310,480,2,792
"Franklin County",-,"603 - Coopers Cove",200,421,0,621
"Franklin County",-,"701 - Rocky Mount East",417,415,1,833
"Franklin County",-,"702 - Rocky Mount West",338,295,1,634
"Franklin County",-,"703 - Rocky Mount South",297,262,1,560
"Franklin County",-,"Ab - Central Absentee Precinct",284,359,0,643
"Franklin County",-,Provisional,2,0,0,2
"Franklin City",-,"101 - Precinct 1-1",262,288,1,551
"Franklin City",-,"201 - Precinct 2-1",221,206,3,430
"Franklin City",-,"301 - Precinct 3-1",301,31,0,332
"Franklin City",-,"401 - Precinct 4-1",223,22,1,246
"Franklin City",-,"501 - Precinct 5-1",231,13,0,244
"Franklin City",-,"601 - Precinct 6-1",227,159,1,387
"Franklin City",-,"Ab - Central Absentee Precinct",61,32,0,93
"Franklin City",-,Provisional,0,1,0,1
"Frederick County",-,"101 - Russells",265,613,1,879
"Frederick County",-,"102 - Gore",283,580,2,865
"Frederick County",-,"103 - Kernstown",476,761,3,"1,240"
"Frederick County",-,"104 - Cedar Creek",218,423,1,642
"Frederick County",-,"201 - Gainesborough",155,420,3,578
"Frederick County",-,"202 - Albin",354,604,1,959
"Frederick County",-,"203 - Redland",346,731,3,"1,080"
"Frederick County",-,"204 - Nain",352,638,1,991
"Frederick County",-,"301 - Clear Brook",179,368,1,548
"Frederick County",-,"302 - Neff's Town",349,533,1,883
"Frederick County",-,"303 - White Hall",489,856,2,"1,347"
"Frederick County",-,"401 - Carpers Valley",442,642,3,"1,087"
"Frederick County",-,"402 - Shenandoah",179,363,1,543
"Frederick County",-,"403 - Parkin's Mill",294,570,2,866
"Frederick County",-,"404 - Armel",330,614,1,945
"Frederick County",-,"501 - Stephens City",394,607,5,"1,006"
"Frederick County",-,"502 - Newtown",379,706,5,"1,090"
"Frederick County",-,"503 - Canterburg",377,633,6,"1,016"
"Frederick County",-,"601 - Millbrook",260,443,4,707
"Frederick County",-,"602 - Ash Hollow",371,510,2,883
"Frederick County",-,"603 - Greenwood",558,830,1,"1,389"
"Frederick County",-,"Ab - Central Absentee Precinct",275,441,3,719
"Frederick County",-,Provisional,3,4,0,7
"Fredericksburg City",-,"101 - Precinct 1 - District One",783,604,2,"1,389"
"Fredericksburg City",-,"201 - Precinct 1 - District Two","1,150",511,5,"1,666"
"Fredericksburg City",-,"301 - Precinct 1 - District Three",807,573,8,"1,388"
"Fredericksburg City",-,"401 - Precinct 1 - District Four",632,166,0,798
"Fredericksburg City",-,"402 - Precinct 2 - District Four",264,129,4,397
"Fredericksburg City",-,"Ab - Central Absentee Precinct",205,115,1,321
"Fredericksburg City",-,Provisional,3,9,0,12
"Galax City",-,"1 - East",235,306,2,543
"Galax City",-,"2 - North",152,186,0,338
"Galax City",-,"3 - South",128,177,1,306
"Galax City",-,"Ab - Central Absentee Precinct",29,37,0,66
"Galax City",-,Provisional,0,0,0,0
"Giles County",-,"101 - Glen Lyn",26,35,0,61
"Giles County",-,"102 - Rich Creek",89,183,0,272
"Giles County",-,"103 - Narrows",343,445,3,791
"Giles County",-,"201 - Pearisburg",513,690,0,"1,203"
"Giles County",-,"202 - Staffordsville",78,137,0,215
"Giles County",-,"203 - White Gate",44,105,0,149
"Giles County",-,"301 - Eggleston",180,208,2,390
"Giles County",-,"302 - Pembroke",425,474,1,900
"Giles County",-,"303 - Newport",303,248,1,552
"Giles County",-,"Ab - Central Absentee Precinct",105,132,0,237
"Giles County",-,Provisional,0,1,0,1
"Gloucester County",-,"101 - Harcum",341,446,1,788
"Gloucester County",-,"102 - Salem",253,382,0,635
"Gloucester County",-,"103 - Peasley",166,346,1,513
"Gloucester County",-,"201 - Courthouse",432,460,2,894
"Gloucester County",-,"202 - Botetourt",558,704,0,"1,262"
"Gloucester County",-,"301 - White Marsh",403,579,4,986
"Gloucester County",-,"302 - Roanes",478,701,0,"1,179"
"Gloucester County",-,"401 - Hayes",405,566,1,972
"Gloucester County",-,"402 - Sarahs Creek",474,529,2,"1,005"
"Gloucester County",-,"501 - Achilles",606,931,4,"1,541"
"Gloucester County",-,"502 - Walker",433,480,0,913
"Gloucester County",-,"Ab - Central Absentee Precinct",187,216,0,403
"Gloucester County",-,Provisional,2,3,0,5
"Goochland County",-,"101 - Fife",286,299,3,588
"Goochland County",-,"102 - Hadensville",439,504,4,947
"Goochland County",-,"201 - Three Square",182,105,0,287
"Goochland County",-,"202 - Sandy Hook",635,606,6,"1,247"
"Goochland County",-,"301 - Goochland Court House 1",423,422,5,850
"Goochland County",-,"302 - Goochland Court House 2",151,211,3,365
"Goochland County",-,"401 - Shallow Well",448,399,8,855
"Goochland County",-,"402 - Centerville",478,658,4,"1,140"
"Goochland County",-,"501 - Manakin",635,785,8,"1,428"
"Goochland County",-,"502 - Blair Road",381,419,8,808
"Goochland County",-,"Ab - Central Absentee Precinct",204,260,4,468
"Goochland County",-,Provisional,0,1,1,2
"Grayson County",-,"101 - Bridle Creek",91,114,0,205
"Grayson County",-,"102 - Flatridge",52,78,0,130
"Grayson County",-,"103 - Grant",95,123,0,218
"Grayson County",-,"104 - Mouth Of Wilson",53,78,0,131
"Grayson County",-,"105 - Mount Rogers",43,107,0,150
"Grayson County",-,"106 - Rugby",54,99,0,153
"Grayson County",-,"107 - Troutdale",27,77,0,104
"Grayson County",-,"108 - Comers Rock",53,99,0,152
"Grayson County",-,"202 - Elk Creek",114,182,0,296
"Grayson County",-,"203 - Independence",322,530,0,852
"Grayson County",-,"301 - Baywood",161,305,0,466
"Grayson County",-,"302 - Fairview",176,394,0,570
"Grayson County",-,"401 - Fries",107,134,0,241
"Grayson County",-,"402 - Providence",157,340,0,497
"Grayson County",-,"403 - Oldtown",94,130,0,224
"Grayson County",-,"Ab - Central Absentee Precinct",110,172,0,282
"Greene County",-,"101 - Dyke",162,343,0,505
"Greene County",-,"102 - Swift Run",209,405,2,616
"Greene County",-,"201 - Ruckersville",442,652,7,"1,101"
"Greene County",-,"301 - Stanardsville",397,791,3,"1,191"
"Greene County",-,"401 - Midway",564,908,6,"1,478"
"Greene County",-,"Ab - Central Absentee Precinct",131,200,1,332
"Greene County",-,Provisional,0,2,0,2
"Greensville County",-,"101 - Precinct 1-a",211,79,1,291
"Greensville County",-,"102 - Precinct 1-b",71,48,0,119
"Greensville County",-,"103 - Precinct 1-c",139,25,0,164
"Greensville County",-,"201 - Precinct 2-a",287,81,0,368
"Greensville County",-,"202 - Precinct 2-b",239,182,0,421
"Greensville County",-,"302 - Precinct 3-a",564,224,2,790
"Greensville County",-,"401 - Precinct 4-a",119,88,0,207
"Greensville County",-,"402 - Precinct 4-b",231,85,0,316
"Greensville County",-,"403 - Precinct 4-c",81,66,0,147
"Greensville County",-,Provisional,1,1,0,2
"Halifax County",-,"101 - Childrey",214,214,1,429
"Halifax County",-,"102 - Liberty",114,99,0,213
"Halifax County",-,"103 - Republican Grove",237,181,1,419
"Halifax County",-,"201 - Clays Mill",146,189,2,337
"Halifax County",-,"202 - Crossroads",161,141,0,302
"Halifax County",-,"203 - Clover",257,199,0,456
"Halifax County",-,"302 - Meadville",138,61,0,199
"Halifax County",-,"304 - Vernon Hill",172,163,2,337
"Halifax County",-,"305 - Sinai",382,206,1,589
"Halifax County",-,"401 - Courthouse",390,263,1,654
"Halifax County",-,"403 - Center",266,382,1,649
"Halifax County",-,"502 - Dan River",312,465,0,777
"Halifax County",-,"503 - Scottsburg",130,232,1,363
"Halifax County",-,"601 - Black Walnut",197,243,0,440
"Halifax County",-,"603 - Mt Carmel",328,313,3,644
"Halifax County",-,"605 - Union",89,116,0,205
"Halifax County",-,"701 - Hyco",207,374,0,581
"Halifax County",-,"702 - Midway",117,294,1,412
"Halifax County",-,"703 - Virgilina",94,203,1,298
"Halifax County",-,"801 - South Boston East",358,159,4,521
"Halifax County",-,"802 - South Boston West",265,99,0,364
"Halifax County",-,"Ab - Central Absentee Precinct",146,165,1,312
"Halifax County",-,Provisional,2,3,0,5
"Hampton City",-,"101 - Aberdeen (CD 3)",896,150,3,"1,049"
"Hampton City",-,"102 - Bassette (CD 3)","1,130",86,1,"1,217"
"Hampton City",-,"103 - City Hall (CD 3)",575,119,2,696
"Hampton City",-,"104 - Cooper (CD 3)","1,210",186,1,"1,397"
"Hampton City",-,"105 - East Hampton (CD 3)",446,159,0,605
"Hampton City",-,"106 - Armstrong (CD 3)",898,424,5,"1,327"
"Hampton City",-,"107 - Lindsay (CD 3)",952,189,2,"1,143"
"Hampton City",-,"108 - Thomas (CD 3)","1,162",157,6,"1,325"
"Hampton City",-,"109 - Phenix (CD 3)","1,320",107,5,"1,432"
"Hampton City",-,"110 - Phoebus (CD 3)",217,118,0,335
"Hampton City",-,"111 - Hampton Library (CD 3)",360,191,0,551
"Hampton City",-,"112 - Smith (CD 3)","1,191",357,4,"1,552"
"Hampton City",-,"115 - Wythe (CD 3)",481,313,3,797
"Hampton City",-,"116 - Jones (CD 3)",492,116,1,609
"Hampton City",-,"117 - Kecoughtan (CD 3)",739,253,2,994
"Hampton City",-,"118 - Mallory (CD 3)","1,388",186,1,"1,575"
"Hampton City",-,"201 - Booker (CD 2)",819,653,4,"1,476"
"Hampton City",-,"202 - Bryan (CD 2)",762,494,3,"1,259"
"Hampton City",-,"203 - Burbank (CD 2)",525,347,2,874
"Hampton City",-,"204 - Forrest (CD 3)",725,339,4,"1,068"
"Hampton City",-,"205 - Asbury (CD 2)",934,"1,055",6,"1,995"
"Hampton City",-,"208 - Kraft (CD 3)","1,198",696,3,"1,897"
"Hampton City",-,"209 - Langley (CD 2)",652,471,5,"1,128"
"Hampton City",-,"210 - Machen (CD 2)","1,250",382,4,"1,636"
"Hampton City",-,"210 - Machen (CD 3)",4,5,0,9
"Hampton City",-,"212 - Bethel (CD 3)","1,486",525,1,"2,012"
"Hampton City",-,"213 - Phillips (CD 2)","1,114",938,5,"2,057"
"Hampton City",-,"214 - Tucker Capps (CD 3)",900,524,4,"1,428"
"Hampton City",-,"215 - Tyler (CD 3)",248,67,1,316
"Hampton City",-,"216 - Sandy Bottom (CD 2)",613,292,6,911
"Hampton City",-,"217 - Syms (CD 2)",362,292,3,657
"Hampton City",-,"Ab - Central Absentee Precinct (CD 2)",227,151,2,380
"Hampton City",-,"Ab - Central Absentee Precinct (CD 3)",533,146,1,680
"Hampton City",-,"Provisional (CD 2)",7,6,0,13
"Hampton City",-,"Provisional (CD 3)",12,3,0,15
"Hanover County",-,"101 - Ashland",592,294,5,891
"Hanover County",-,"104 - Sliding Hill",529,539,7,"1,075"
"Hanover County",-,"105 - Berkley",536,260,4,800
"Hanover County",-,"106 - Kersey Creek",294,377,3,674
"Hanover County",-,"107 - Chickahominy",418,524,7,949
"Hanover County",-,"201 - Beaverdam",515,904,6,"1,425"
"Hanover County",-,"202 - Blunts",320,351,3,674
"Hanover County",-,"203 - Wilmington Parish",466,604,3,"1,073"
"Hanover County",-,"206 - Courthouse",295,313,4,612
"Hanover County",-,"208 - Oak Knoll",341,529,8,878
"Hanover County",-,"209 - West Hanover",125,152,1,278
"Hanover County",-,"210 - Oak Hill",142,209,2,353
"Hanover County",-,"301 - Clay",522,802,7,"1,331"
"Hanover County",-,"303 - Shady Grove",472,657,6,"1,135"
"Hanover County",-,"304 - Atlee",892,"1,199",18,"2,109"
"Hanover County",-,"305 - Cool Spring",536,712,8,"1,256"
"Hanover County",-,"401 - Battlefield",445,953,9,"1,407"
"Hanover County",-,"403 - Cold Harbor",626,973,13,"1,612"
"Hanover County",-,"404 - Black Creek",436,"1,001",8,"1,445"
"Hanover County",-,"405 - Pebble Creek",322,487,8,817
"Hanover County",-,"406 - Beaverdam Creek",108,151,1,260
"Hanover County",-,"502 - Rural Point",472,730,8,"1,210"
"Hanover County",-,"503 - Newman",413,548,7,968
"Hanover County",-,"504 - Studley",234,581,2,817
"Hanover County",-,"505 - Totopotomoy",235,441,3,679
"Hanover County",-,"506 - Georgetown",351,562,10,923
"Hanover County",-,"507 - Laurel Meadow",403,675,9,"1,087"
"Hanover County",-,"601 - Village",689,"1,062",14,"1,765"
"Hanover County",-,"602 - Lee Davis",473,746,4,"1,223"
"Hanover County",-,"603 - Mechanicsville",359,451,5,815
"Hanover County",-,"604 - Hanover Grove",329,453,6,788
"Hanover County",-,"701 - Farrington",482,722,6,"1,210"
"Hanover County",-,"702 - Montpelier",512,602,7,"1,121"
"Hanover County",-,"703 - Rockville",474,706,5,"1,185"
"Hanover County",-,"704 - Elmont",589,749,14,"1,352"
"Hanover County",-,"705 - South Anna",272,379,2,653
"Hanover County",-,"Ab - Central Absentee Precinct",595,743,10,"1,348"
"Hanover County",-,Provisional,6,2,8,16
"Harrisonburg City",-,"101 - Northeast",638,481,4,"1,123"
"Harrisonburg City",-,"102 - East Central",689,382,7,"1,078"
"Harrisonburg City",-,"103 - Southeast",504,446,4,954
"Harrisonburg City",-,"104 - East",461,427,7,895
"Harrisonburg City",-,"201 - Northwest",618,567,5,"1,190"
"Harrisonburg City",-,"202 - Southwest",654,547,3,"1,204"
"Harrisonburg City",-,"203 - West",589,471,0,"1,060"
"Harrisonburg City",-,"Ab - Central Absentee Precinct",194,177,1,372
"Harrisonburg City",-,Provisional,2,1,0,3
"Henrico County",-,"101 - Coalpit (CD 7)",946,772,10,"1,728"
"Henrico County",-,"102 - Dumbarton (CD 7)","1,001",346,8,"1,355"
"Henrico County",-,"103 - Glen Allen (CD 7)",932,861,16,"1,809"
"Henrico County",-,"104 - Glenside (CD 7)",644,169,4,817
"Henrico County",-,"105 - Greendale (CD 7)",434,281,4,719
"Henrico County",-,"106 - Hermitage (CD 7)",807,508,0,"1,315"
"Henrico County",-,"107 - Hilliard (CD 7)",385,200,4,589
"Henrico County",-,"108 - Hungary Creek (CD 7)","1,125",875,12,"2,012"
"Henrico County",-,"109 - Hunton (CD 7)",212,264,1,477
"Henrico County",-,"110 - Johnson (CD 7)",243,150,7,400
"Henrico County",-,"111 - Lakeside (CD 7)",665,460,5,"1,130"
"Henrico County",-,"112 - Longan (CD 7)",711,576,9,"1,296"
"Henrico County",-,"113 - Maude Trevvett (CD 7)",363,242,2,607
"Henrico County",-,"114 - Monument Hills (CD 7)",337,235,4,576
"Henrico County",-,"115 - Staples Mill (CD 7)","1,114",921,14,"2,049"
"Henrico County",-,"116 - Summit Court (CD 7)",367,258,6,631
"Henrico County",-,"117 - Westwood (CD 7)",608,324,14,946
"Henrico County",-,"201 - Adams (CD 3)",845,66,1,912
"Henrico County",-,"202 - Azalea (CD 3)","1,154",140,4,"1,298"
"Henrico County",-,"203 - Belmont (CD 7)",768,315,5,"1,088"
"Henrico County",-,"204 - Brookland (CD 7)",201,102,5,308
"Henrico County",-,"205 - Canterbury (CD 7)",358,156,6,520
"Henrico County",-,"206 - Central Gardens (CD 3)","1,284",69,0,"1,353"
"Henrico County",-,"207 - Chamberlayne (CD 7)","1,137",303,4,"1,444"
"Henrico County",-,"208 - Fairfield (CD 3)",903,73,2,978
"Henrico County",-,"209 - Glen Lea (CD 3)",663,126,2,791
"Henrico County",-,"210 - Greenwood (CD 7)",634,125,1,760
"Henrico County",-,"211 - Highland Gardens (CD 3)",719,69,3,791
"Henrico County",-,"212 - Hollybrook (CD 7)",304,101,2,407
"Henrico County",-,"213 - Hungary (CD 7)",659,128,2,789
"Henrico County",-,"214 - Longdale (CD 7)",484,231,3,718
"Henrico County",-,"215 - Maplewood (CD 3)","1,311",83,1,"1,395"
"Henrico County",-,"216 - Moody (CD 7)",313,190,2,505
"Henrico County",-,"217 - Mountain (CD 7)",191,129,3,323
"Henrico County",-,"218 - Oakview (CD 7)",42,30,0,72
"Henrico County",-,"219 - Randolph (CD 7)",163,27,1,191
"Henrico County",-,"220 - Ratcliffe (CD 3)","1,531",88,2,"1,621"
"Henrico County",-,"221 - Stratford Hall (CD 7)",98,59,2,159
"Henrico County",-,"222 - Wilder (CD 3)",933,190,4,"1,127"
"Henrico County",-,"223 - Yellow Tavern (CD 7)",978,534,7,"1,519"
"Henrico County",-,"301 - Causeway (CD 7)",489,439,6,934
"Henrico County",-,"302 - Cedarfield (CD 7)",755,584,8,"1,347"
"Henrico County",-,"303 - Innsbrook (CD 7)",658,569,9,"1,236"
"Henrico County",-,"304 - Jackson Davis (CD 7)",429,364,2,795
"Henrico County",-,"305 - Nuckols Farm (CD 7)",824,894,11,"1,729"
"Henrico County",-,"306 - Pocahontas (CD 7)",583,476,8,"1,067"
"Henrico County",-,"307 - Ridge (CD 7)",399,359,7,765
"Henrico County",-,"308 - Rivers Edge (CD 7)",629,737,10,"1,376"
"Henrico County",-,"309 - Sadler (CD 7)",541,549,10,"1,100"
"Henrico County",-,"310 - Shady Grove (CD 7)",702,897,11,"1,610"
"Henrico County",-,"311 - Short Pump (CD 7)",704,720,6,"1,430"
"Henrico County",-,"312 - Springfield (CD 7)",443,366,3,812
"Henrico County",-,"313 - Stoney Run (CD 7)","1,022",880,19,"1,921"
"Henrico County",-,"314 - Three Chopt (CD 7)",722,583,10,"1,315"
"Henrico County",-,"315 - Tucker (CD 7)",848,361,6,"1,215"
"Henrico County",-,"401 - Byrd (CD 7)",853,618,10,"1,481"
"Henrico County",-,"402 - Crestview (CD 7)",570,386,6,962
"Henrico County",-,"403 - Derbyshire (CD 7)",564,522,13,"1,099"
"Henrico County",-,"404 - Freeman (CD 7)",499,392,6,897
"Henrico County",-,"405 - Gayton (CD 7)",961,857,18,"1,836"
"Henrico County",-,"406 - Godwin (CD 7)",779,535,12,"1,326"
"Henrico County",-,"407 - Lakewood (CD 7)",574,491,6,"1,071"
"Henrico County",-,"408 - Lauderdale (CD 7)",681,499,8,"1,188"
"Henrico County",-,"409 - Maybeury (CD 7)",766,607,12,"1,385"
"Henrico County",-,"410 - Mooreland (CD 7)",439,480,10,929
"Henrico County",-,"411 - Pemberton (CD 7)",578,394,5,977
"Henrico County",-,"412 - Pinchbeck (CD 7)",761,635,6,"1,402"
"Henrico County",-,"413 - Ridgefield (CD 7)",815,736,13,"1,564"
"Henrico County",-,"414 - Rollingwood (CD 7)",646,431,14,"1,091"
"Henrico County",-,"415 - Skipwith (CD 7)",428,292,7,727
"Henrico County",-,"416 - Spottswood (CD 7)",348,233,10,591
"Henrico County",-,"417 - Tuckahoe (CD 7)","1,072",974,24,"2,070"
"Henrico County",-,"418 - Welborne (CD 7)",452,343,3,798
"Henrico County",-,"419 - West End (CD 7)",714,595,11,"1,320"
"Henrico County",-,"501 - Antioch (CD 3)",381,627,3,"1,011"
"Henrico County",-,"502 - Cedar Fork (CD 3)",482,87,3,572
"Henrico County",-,"503 - Chickahominy (CD 3)",634,559,5,"1,198"
"Henrico County",-,"504 - Donahoe (CD 3)",484,205,1,690
"Henrico County",-,"505 - Dorey (CD 3)",712,565,0,"1,277"
"Henrico County",-,"506 - Eanes (CD 3)",685,201,1,887
"Henrico County",-,"507 - Elko (CD 3)",133,251,6,390
"Henrico County",-,"508 - Highland Springs (CD 3)",708,166,4,878
"Henrico County",-,"509 - Laburnum (CD 3)",657,220,1,878
"Henrico County",-,"510 - Mehfoud (CD 3)",731,253,2,986
"Henrico County",-,"511 - Montrose (CD 3)","1,558",237,4,"1,799"
"Henrico County",-,"512 - Nine Mile (CD 3)",318,170,5,493
"Henrico County",-,"513 - Pleasants (CD 3)","1,179",154,3,"1,336"
"Henrico County",-,"514 - Rolfe (CD 3)","2,130",231,3,"2,364"
"Henrico County",-,"515 - Sandston (CD 3)",402,538,11,951
"Henrico County",-,"516 - Sullivans (CD 3)",678,279,3,960
"Henrico County",-,"517 - Town Hall (CD 3)",269,267,5,541
