County/City,Ward,Pct,"Barack Obama","John McCain","Ralph Nader","Bob Barr","Chuck Baldwin","Cynthia McKinney","All Others","Total Votes Cast"
"Richmond County",-,"101 - Precinct 1-1 (CD 1)",487,234,1,2,2,1,0,727
"Richmond County",-,"201 - Precinct 2-1 (CD 1)",340,441,2,0,0,0,0,783
"Richmond County",-,"301 - Precinct 3-1 (CD 1)",247,450,5,0,3,1,0,706
"Richmond County",-,"302 - Precinct 3-2 (CD 1)",43,87,1,2,1,1,0,135
"Richmond County",-,"401 - Precinct 4-1 (CD 1)",242,464,0,0,6,0,0,712
"Richmond County",-,"501 - Precinct 5-1 (CD 1)",160,330,2,1,1,1,2,497
"Richmond County",-,"502 - Precinct 5-2 (CD 1)",99,86,0,0,0,0,0,185
"Richmond County",-,"Provisional Votes (CD 1)",0,0,0,0,0,0,0,0
"Richmond City",-,"101 - One Hundred One (CD 7)","1,023",938,5,6,0,0,1,"1,973"
"Richmond City",-,"102 - One Hundred Two (CD 7)",388,506,1,2,1,0,0,898
"Richmond City",-,"104 - One Hundred Four (CD 7)",527,900,4,5,1,0,0,"1,437"
"Richmond City",-,"105 - One Hundred Five (CD 7)",637,627,8,4,2,0,2,"1,280"
"Richmond City",-,"106 - One Hundred Six (CD 7)",417,"1,083",3,4,1,0,0,"1,508"
"Richmond City",-,"111 - One Hundred Eleven (CD 7)",635,598,3,3,2,0,4,"1,245"
"Richmond City",-,"112 - One Hundred Twelve (CD 7)",546,456,2,3,1,0,3,"1,011"
"Richmond City",-,"113 - One Hundred Thirteen (CD 3)","1,053",356,6,10,5,1,2,"1,433"
"Richmond City",-,"114 - One Hundred Fourteen (CD 3)","1,382",502,6,20,5,3,6,"1,924"
"Richmond City",-,"203 - Two Hundred Three (CD 3)",864,263,3,9,1,1,0,"1,141"
"Richmond City",-,"204 - Two Hundred Four (CD 3)",959,421,6,6,0,2,2,"1,396"
"Richmond City",-,"206 - Two Hundred Six (CD 3)",916,186,4,5,0,2,4,"1,117"
"Richmond City",-,"207 - Two Hundred Seven (CD 3)","1,237",493,4,17,1,3,3,"1,758"
"Richmond City",-,"208 - Two Hundred Eight (CD 3)","1,212",484,7,10,4,4,3,"1,724"
"Richmond City",-,"211 - Two Hundred Eleven (CD 3)","1,104",178,5,6,0,2,6,"1,301"
"Richmond City",-,"212 - Two Hundred Twelve (CD 3)",591,3,0,1,2,0,0,597
"Richmond City",-,"213 - Two Hundred Thirteen (CD 3)","1,611",153,8,9,3,2,3,"1,789"
"Richmond City",-,"301 - Three Hundred One (CD 7)",869,35,1,0,0,2,1,908
"Richmond City",-,"302 - Three Hundred Two (CD 7)",884,101,1,3,2,0,2,993
"Richmond City",-,"303 - Three Hundred Three (CD 3)",806,25,4,0,0,0,0,835
"Richmond City",-,"304 - Three Hundred Four (CD 3)","1,367",24,2,0,0,2,0,"1,395"
"Richmond City",-,"305 - Three Hundred Five (CD 3)",951,29,4,3,2,0,1,990
"Richmond City",-,"306 - Three Hundred Six (CD 3)",635,23,2,2,0,0,0,662
"Richmond City",-,"307 - Three Hundred Seven (CD 7)",847,273,3,1,2,1,3,"1,130"
"Richmond City",-,"308 - Three Hundred Eight (CD 7)",967,361,5,2,2,0,2,"1,339"
"Richmond City",-,"309 - Three Hundred Nine (CD 3)",492,456,5,3,5,4,2,967
"Richmond City",-,"402 - Four Hundred Two (CD 3)","1,485",866,9,12,2,0,1,"2,375"
"Richmond City",-,"404 - Four Hundred Four (CD 7)","1,687",595,2,8,4,1,4,"2,301"
"Richmond City",-,"409 - Four Hundred Nine (CD 7)","1,255","1,087",5,11,7,3,0,"2,368"
"Richmond City",-,"410 - Four Hundred Ten (CD 7)","1,397",826,7,11,5,1,4,"2,251"
"Richmond City",-,"412 - Four Hundred Twelve (CD 7)",959,252,6,7,3,0,1,"1,228"
"Richmond City",-,"413 - Four Hundred Thirteen (CD 7)","1,131","1,031",4,4,1,1,2,"2,174"
"Richmond City",-,"501 - Five Hundred One (CD 3)","1,244",208,6,6,2,3,6,"1,475"
"Richmond City",-,"503 - Five Hundred Three (CD 3)","1,567",156,3,2,3,1,1,"1,733"
"Richmond City",-,"504 - Five Hundred Four (CD 3)","1,863",262,9,12,3,1,6,"2,156"
"Richmond City",-,"505 - Five Hundred Five (CD 3)",716,138,5,5,1,3,2,870
"Richmond City",-,"508 - Five Hundred Eight (CD 3)",685,175,4,2,0,0,3,869
"Richmond City",-,"509 - Five Hundred Nine (CD 3)","1,327",73,1,4,0,1,0,"1,406"
"Richmond City",-,"510 - Five Hundred Ten (CD 3)","1,345",85,2,3,0,1,0,"1,436"
"Richmond City",-,"602 - Six Hundred Two (CD 3)","1,230",8,0,1,1,1,0,"1,241"
"Richmond City",-,"603 - Six Hundred Three (CD 3)",854,19,4,0,0,1,0,878
"Richmond City",-,"604 - Six Hundred Four (CD 3)",925,13,0,1,1,0,1,941
"Richmond City",-,"606 - Six Hundred Six (CD 3)","1,245",19,1,0,0,1,1,"1,267"
"Richmond City",-,"607 - Six Hundred Seven (CD 3)",452,143,7,3,0,0,2,607
"Richmond City",-,"609 - Six Hundred Nine (CD 3)",510,58,2,2,2,0,0,574
"Richmond City",-,"610 - Six Hundred Ten (CD 3)","1,174",24,2,1,1,1,0,"1,203"
"Richmond City",-,"701 - Seven Hundred One (CD 3)","1,166",7,0,3,0,0,0,"1,176"
"Richmond City",-,"702 - Seven Hundred Two (CD 3)",700,7,1,1,1,3,0,713
"Richmond City",-,"703 - Seven Hundred Three (CD 3)","1,220",34,1,1,1,0,2,"1,259"
"Richmond City",-,"704 - Seven Hundred Four (CD 3)",0,0,0,0,0,0,0,0
"Richmond City",-,"705 - Seven Hundred Five (CD 3)",730,65,1,4,1,3,2,806
"Richmond City",-,"706 - Seven Hundred Six (CD 3)","1,728",116,0,6,2,1,4,"1,857"
"Richmond City",-,"707 - Seven Hundred Seven (CD 3)","2,025",424,8,14,3,1,4,"2,479"
"Richmond City",-,"802 - Eight Hundred Two (CD 3)","1,002",10,0,1,0,1,2,"1,016"
"Richmond City",-,"806 - Eight Hundred Six (CD 3)","1,522",113,0,3,0,2,2,"1,642"
"Richmond City",-,"810 - Eight Hundred Ten (CD 3)","1,072",123,3,2,2,2,1,"1,205"
"Richmond City",-,"811 - Eight Hundred Eleven (CD 3)","1,305",63,2,0,1,2,2,"1,375"
"Richmond City",-,"812 - Eight Hundred Twelve (CD 3)","1,472",237,3,1,1,0,2,"1,716"
"Richmond City",-,"814 - Eight Hundred Fourteen (CD 3)",978,52,2,0,0,0,0,"1,032"
"Richmond City",-,"902 - Nine Hundred Two (CD 3)",648,43,0,0,0,0,0,691
"Richmond City",-,"903 - Nine Hundred Three (CD 3)","2,042",196,3,3,3,1,0,"2,248"
"Richmond City",-,"908 - Nine Hundred Eight (CD 7)",848,71,0,2,2,1,0,924
"Richmond City",-,"909 - Nine Hundred Nine (CD 7)","1,058",118,1,3,1,4,0,"1,185"
"Richmond City",-,"910 - Nine Hundred Ten (CD 3)",583,74,0,0,2,0,0,659
"Richmond City",-,"910 - Nine Hundred Ten (CD 7)",821,37,0,0,1,1,0,860
"Richmond City",-,"911 - Nine Hundred Eleven (CD 3)",736,50,4,0,0,0,0,790
"Richmond City",-,"Ab - Central Absentee Precinct (CD 3)","4,372",501,5,14,7,3,3,"4,905"
"Richmond City",-,"Ab - Central Absentee Precinct (CD 7)","1,541",774,8,9,1,0,5,"2,338"
"Richmond City",-,"Provisional Votes (CD 3)",67,12,0,0,0,0,0,79
"Richmond City",-,"Provisional Votes (CD 7)",16,10,0,0,0,0,0,26
"Roanoke County",-,"101 - Catawba (CD 9)",164,352,1,1,2,2,2,524
"Roanoke County",-,"102 - Mason Valley (CD 9)",180,376,4,6,2,3,1,572
"Roanoke County",-,"103 - Glenvar (CD 9)",445,809,9,2,4,1,2,"1,272"
"Roanoke County",-,"104 - Northside (CD 9)",483,586,5,2,1,0,2,"1,079"
"Roanoke County",-,"105 - Peters Creek (CD 9)",807,"1,165",9,4,8,2,3,"1,998"
"Roanoke County",-,"106 - Green Hill (CD 6)",754,"1,235",7,7,6,3,2,"2,014"
"Roanoke County",-,"107 - Bennett Springs (CD 9)",225,487,1,3,1,2,1,720
"Roanoke County",-,"108 - Wildwood (CD 6)",416,659,1,8,5,1,2,"1,092"
"Roanoke County",-,"201 - Plantation (CD 6)",565,947,5,4,5,0,5,"1,531"
"Roanoke County",-,"202 - Burlington (CD 6)",414,509,5,3,2,1,2,936
"Roanoke County",-,"203 - Mountain View (CD 6)",713,"1,331",2,10,6,1,1,"2,064"
"Roanoke County",-,"204 - Botetourt Springs (CD 9)",661,974,6,9,5,2,1,"1,658"
"Roanoke County",-,"205 - Orchards (CD 6)",844,"1,621",5,7,2,0,0,"2,479"
"Roanoke County",-,"206 - Hollins (CD 6)",414,445,6,1,3,1,1,871
"Roanoke County",-,"301 - Bent Mountain (CD 9)",220,281,2,0,0,1,1,505
"Roanoke County",-,"302 - Poages Mill (CD 6)",760,"1,389",6,12,1,1,2,"2,171"
"Roanoke County",-,"303 - Windsor Hills (CD 6)",532,820,3,3,8,0,2,"1,368"
"Roanoke County",-,"304 - Oak Grove (CD 6)",749,"1,298",5,3,7,4,0,"2,066"
"Roanoke County",-,"305 - Castle Rock (CD 6)","1,018","1,575",10,7,2,0,4,"2,616"
"Roanoke County",-,"306 - Garst Mill (CD 6)",586,609,3,6,2,1,1,"1,208"
"Roanoke County",-,"402 - Bonsack (CD 6)",138,322,1,1,0,0,1,463
"Roanoke County",-,"403 - North Vinton (CD 6)",654,"1,011",5,3,5,1,0,"1,679"
"Roanoke County",-,"404 - South Vinton (CD 6)",715,992,9,7,3,1,2,"1,729"
"Roanoke County",-,"405 - Lindenwood (CD 6)",853,"1,665",11,7,10,0,5,"2,551"
"Roanoke County",-,"406 - Mount Pleasant (CD 6)",695,"1,244",7,2,5,4,5,"1,962"
"Roanoke County",-,"501 - Cotton Hill (CD 6)",405,695,3,2,1,2,3,"1,111"
"Roanoke County",-,"502 - Penn Forest (CD 6)",515,733,4,1,2,0,2,"1,257"
"Roanoke County",-,"503 - Cave Spring (CD 6)",512,851,2,5,1,2,2,"1,375"
"Roanoke County",-,"504 - Ogden (CD 6)",621,630,5,4,3,0,2,"1,265"
"Roanoke County",-,"505 - Clearbrook (CD 6)",394,610,2,6,7,0,1,"1,020"
"Roanoke County",-,"506 - Mount Vernon (CD 6)",453,633,4,4,6,0,4,"1,104"
"Roanoke County",-,"507 - Hunting Hills (CD 6)",696,"1,105",1,8,1,2,2,"1,815"
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 6)","1,892","2,262",18,16,13,2,19,"4,222"
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 9)",312,349,0,2,4,1,2,670
"Roanoke County",-,"Provisional Votes (CD 6)",6,1,0,0,0,0,0,7
"Roanoke County",-,"Provisional Votes (CD 9)",1,0,0,0,0,0,0,1
"Roanoke City",-,"1 - Highland 1 (CD 6)",499,99,0,3,1,1,0,603
"Roanoke City",-,"2 - Highland 2 (CD 6)",718,269,2,4,2,2,8,"1,005"
"Roanoke City",-,"5 - Jefferson 1 (CD 6)",738,544,11,10,11,2,3,"1,319"
"Roanoke City",-,"7 - Jefferson-riverdale (CD 6)",589,519,5,7,3,1,1,"1,125"
"Roanoke City",-,"8 - Jefferson 2 (CD 6)",493,376,3,4,1,1,1,879
"Roanoke City",-,"9 - Tinker (CD 6)",914,888,10,6,5,2,6,"1,831"
"Roanoke City",-,"10 - Williamson Road 1 (CD 6)",488,511,8,5,7,1,0,"1,020"
"Roanoke City",-,"11 - Williamson Road 2 (CD 6)",298,377,0,1,5,0,2,683
"Roanoke City",-,"12 - Williamson Road 3 (CD 6)",547,229,3,1,1,0,1,782
"Roanoke City",-,"13 - Williamson Road 4 (CD 6)",553,309,3,6,3,0,2,876
"Roanoke City",-,"14 - Williamson Road 5 (CD 6)",451,429,5,7,4,0,1,897
"Roanoke City",-,"15 - Williamson Road 6 (CD 6)",405,489,4,4,3,1,1,907
"Roanoke City",-,"16 - Lincoln Terrace (CD 6)",716,35,1,2,1,0,0,755
"Roanoke City",-,"17 - Monterey (CD 6)",664,831,5,3,3,0,2,"1,508"
"Roanoke City",-,"18 - Peters Creek (CD 6)","1,768",617,2,10,3,2,5,"2,407"
"Roanoke City",-,"19 - Melrose (CD 6)",901,20,2,2,0,1,1,927
"Roanoke City",-,"20 - Eureka Park (CD 6)","1,044",22,0,0,1,0,1,"1,068"
"Roanoke City",-,"21 - Villa Heights (CD 6)","1,579",87,2,0,1,1,0,"1,670"
"Roanoke City",-,"22 - Washington Heights (CD 6)","1,755",531,5,0,2,0,3,"2,296"
"Roanoke City",-,"23 - Westside (CD 6)",830,121,6,1,1,0,0,959
"Roanoke City",-,"24 - Raleigh Court 1 (CD 6)",726,410,8,4,6,3,0,"1,157"
"Roanoke City",-,"26 - Raleigh Court 2 (CD 6)",585,439,4,7,4,0,1,"1,040"
"Roanoke City",-,"27 - Raleigh Court 3 (CD 6)",571,388,6,3,1,1,1,971
"Roanoke City",-,"28 - Raleigh Court 4 (CD 6)",384,396,4,4,1,0,1,790
"Roanoke City",-,"29 - Raleigh Court 5 (CD 6)",435,358,2,2,0,0,1,798
"Roanoke City",-,"30 - Wasena (CD 6)",457,326,3,3,3,0,1,793
"Roanoke City",-,"31 - Fishburn Park (CD 6)",468,482,2,2,2,0,1,957
"Roanoke City",-,"32 - Grandin Court (CD 6)",506,450,0,4,2,0,0,962
"Roanoke City",-,"33 - South Roanoke 1 (CD 6)",521,650,6,8,2,0,1,"1,188"
"Roanoke City",-,"34 - South Roanoke 2 (CD 6)",613,882,3,2,1,0,2,"1,503"
"Roanoke City",-,"35 - Lee-hi (CD 6)",884,"1,230",5,6,0,1,2,"2,128"
"Roanoke City",-,"37 - Garden City (CD 6)",643,895,7,6,5,1,1,"1,558"
"Roanoke City",-,"Ab - Central Absentee Precinct (CD 6)","2,187","1,182",11,8,6,0,9,"3,403"
"Roanoke City",-,"Provisional Votes (CD 6)",4,3,0,0,0,0,0,7
"Rockbridge County",-,"101 - Airport (CD 6)",376,442,0,3,1,0,0,822
"Rockbridge County",-,"102 - Ben Salem (CD 6)",237,329,0,3,2,1,3,575
"Rockbridge County",-,"103 - Plank Road (CD 6)",134,220,0,1,0,0,0,355
"Rockbridge County",-,"104 - Effinger (CD 6)",137,234,3,2,2,1,0,379
"Rockbridge County",-,"201 - Collierstown (CD 6)",240,301,1,1,0,1,1,545
"Rockbridge County",-,"202 - Highland Belle (CD 6)",469,606,1,5,1,0,5,"1,087"
"Rockbridge County",-,"203 - Vo-tech (CD 6)",165,156,1,0,1,1,0,324
"Rockbridge County",-,"301 - Maury River (CD 6)",300,294,2,1,2,0,2,601
"Rockbridge County",-,"302 - Natural Bridge (CD 6)",289,321,1,2,2,1,2,618
"Rockbridge County",-,"303 - Falling Spring (CD 6)",130,163,1,0,0,0,1,295
"Rockbridge County",-,"401 - Fairfield (CD 6)",215,382,7,0,2,0,1,607
"Rockbridge County",-,"402 - Mountain View (CD 6)",307,507,0,3,3,1,0,821
"Rockbridge County",-,"403 - Vesuvius (CD 6)",100,202,0,1,0,0,1,304
"Rockbridge County",-,"501 - Goshen (CD 6)",117,252,5,2,2,1,0,379
"Rockbridge County",-,"502 - Meadowview (CD 6)",229,296,0,2,1,0,1,529
"Rockbridge County",-,"503 - Rockbridge Baths (CD 6)",172,222,2,1,3,2,1,403
"Rockbridge County",-,"504 - Rockbridge (CD 6)",252,423,1,1,0,2,0,679
"Rockbridge County",-,"Ab - Central Absentee Precinct (CD 6)",478,382,1,4,3,0,4,872
"Rockbridge County",-,"Provisional Votes (CD 6)",0,0,0,0,0,0,0,0
"Rockingham County",-,"101 - Broadway (CD 6)",506,934,9,5,1,0,2,"1,457"
"Rockingham County",-,"102 - Timberville (CD 6)",286,504,5,2,0,1,2,800
"Rockingham County",-,"103 - Fulks Run (CD 6)",205,662,5,4,2,0,1,879
"Rockingham County",-,"104 - Bergton (CD 6)",72,273,5,2,3,0,0,355
"Rockingham County",-,"105 - Lacey Spring (CD 6)",191,519,4,0,3,0,2,719
"Rockingham County",-,"106 - Tenth Legion (CD 6)",182,464,2,3,3,0,5,659
"Rockingham County",-,"107 - Plains (CD 6)",373,865,4,3,1,3,2,"1,251"
"Rockingham County",-,"201 - Singers Glen (CD 6)",237,618,3,1,2,1,1,863
"Rockingham County",-,"202 - Edom (CD 6)",293,555,1,2,1,0,3,855
"Rockingham County",-,"203 - Melrose (CD 6)",339,886,3,5,3,0,4,"1,240"
"Rockingham County",-,"204 - Mt Clinton (CD 6)",210,586,5,4,5,0,2,812
"Rockingham County",-,"207 - Ottobine (CD 6)",284,992,15,4,5,1,1,"1,302"
"Rockingham County",-,"301 - Keezletown (CD 6)",233,511,4,3,4,1,2,758
"Rockingham County",-,"302 - Port Republic (CD 6)",327,732,3,1,1,1,0,"1,065"
"Rockingham County",-,"303 - North River (CD 6)",179,660,2,3,1,1,2,848
"Rockingham County",-,"304 - Grottoes (CD 6)",342,736,2,5,0,0,0,"1,085"
"Rockingham County",-,"305 - Massanetta Springs (CD 6)","1,130","1,934",14,16,7,0,4,"3,105"
"Rockingham County",-,"306 - Cross Keys (CD 6)",224,500,2,2,0,2,1,731
"Rockingham County",-,"401 - Bridgewater (CD 6)",890,"1,429",13,10,3,1,6,"2,352"
"Rockingham County",-,"402 - Montezuma (CD 6)",309,865,3,2,0,0,1,"1,180"
"Rockingham County",-,"403 - Mt Crawford (CD 6)",68,118,1,0,0,0,0,187
"Rockingham County",-,"404 - Dayton (CD 6)",219,465,1,2,4,0,0,691
"Rockingham County",-,"405 - Silver Lake (CD 6)",529,"1,241",5,2,3,1,4,"1,785"
"Rockingham County",-,"501 - Elkton (CD 6)",393,822,5,4,2,8,2,"1,236"
"Rockingham County",-,"502 - Swift Run (CD 6)",381,"1,176",6,5,1,0,3,"1,572"
"Rockingham County",-,"503 - Mcgaheysville (CD 6)",364,767,7,2,3,1,2,"1,146"
"Rockingham County",-,"504 - South Fork (CD 6)",181,474,4,2,5,2,1,669
"Rockingham County",-,"505 - Stony Run (CD 6)",588,880,9,5,0,1,6,"1,489"
"Rockingham County",-,"Ab - Central Absentee Precinct (CD 6)",911,"1,294",5,11,1,2,6,"2,230"
"Rockingham County",-,"Provisional Votes (CD 6)",7,6,0,0,0,0,0,13
"Russell County",-,"101 - Moccasin (CD 9)",300,555,5,1,3,0,1,865
"Russell County",-,"102 - Copper Creek (CD 9)",291,383,6,0,2,1,0,683
"Russell County",-,"103 - South Castlewood (CD 9)",301,476,4,3,2,0,2,788
"Russell County",-,"201 - North Castlewood (CD 9)",400,558,11,0,4,1,5,979
"Russell County",-,"202 - Dante (CD 9)",128,151,2,1,0,0,2,284
"Russell County",-,"203 - Cleveland (CD 9)",250,257,5,2,2,1,0,517
"Russell County",-,"301 - Cooks Mill (CD 9)",125,117,2,2,3,0,1,250
"Russell County",-,"302 - Daugherty (CD 9)",34,59,2,0,0,0,0,95
"Russell County",-,"303 - Honaker (CD 9)",686,684,10,0,4,0,1,"1,385"
"Russell County",-,"401 - Drill (CD 9)",63,49,0,0,1,1,0,114
"Russell County",-,"402 - Swords Creek (CD 9)",371,558,6,5,5,2,4,951
"Russell County",-,"403 - Elk Garden (CD 9)",360,626,5,2,4,1,2,"1,000"
"Russell County",-,"501 - East Lebanon (CD 9)",454,717,6,3,3,0,3,"1,186"
"Russell County",-,"502 - West Lebanon (CD 9)",648,728,10,3,2,0,0,"1,391"
"Russell County",-,"Ab - Central Absentee Precinct (CD 9)",521,471,8,0,0,0,6,"1,006"
"Russell County",-,"Provisional Votes (CD 9)",0,0,0,0,0,0,0,0
"Salem City",-,"1 - North Salem No 2 (CD 6)",570,772,0,5,4,0,2,"1,353"
"Salem City",-,"2 - Conehurst (CD 6)",368,386,1,2,2,1,2,762
"Salem City",-,"3 - Beverly Heights (CD 6)",300,481,1,1,4,2,3,792
"Salem City",-,"4 - West Salem (CD 6)",389,693,6,4,5,2,0,"1,099"
"Salem City",-,"5 - North Salem No 1 (CD 6)",653,723,4,7,3,0,2,"1,392"
"Salem City",-,"6 - South Salem No 1 (CD 6)",393,393,3,2,4,1,2,798
"Salem City",-,"7 - South Salem No 2 (CD 6)",473,656,5,5,5,0,4,"1,148"
"Salem City",-,"8 - East Salem (CD 6)",234,274,2,2,0,0,0,512
"Salem City",-,"9 - South Side Hills (CD 6)",540,974,6,8,9,1,0,"1,538"
"Salem City",-,"10 - Hidden Valley (CD 6)",616,"1,055",2,9,1,1,4,"1,688"
"Salem City",-,"Ab - Central Absentee Precinct (CD 6)",626,678,5,3,2,1,4,"1,319"
"Salem City",-,"Provisional Votes (CD 6)",2,3,0,0,0,0,0,5
"Scott County",-,"101 - Weber City (CD 9)",193,515,2,4,5,0,0,719
"Scott County",-,"102 - Yuma (CD 9)",231,599,2,0,5,1,3,841
"Scott County",-,"202 - Weber City East (CD 9)",150,488,2,1,4,0,1,646
"Scott County",-,"203 - Hiltons (CD 9)",175,620,2,8,4,1,2,812
"Scott County",-,"204 - Clark's (CD 9)",35,169,1,0,0,1,0,206
"Scott County",-,"301 - Nickelsville (CD 9)",146,464,5,2,2,2,2,623
"Scott County",-,"302 - Snowflake (CD 9)",116,330,4,1,5,0,1,457
"Scott County",-,"303 - Twin Springs (CD 9)",128,292,0,2,1,0,1,424
"Scott County",-,"304 - Copper Creek (CD 9)",50,91,1,0,1,0,1,144
"Scott County",-,"401 - Gate City (CD 9)",456,"1,092",8,7,6,2,6,"1,577"
"Scott County",-,"501 - Dungannon (CD 9)",126,211,1,0,2,0,0,340
"Scott County",-,"502 - Fort Blackmore (CD 9)",104,250,1,0,2,0,2,359
"Scott County",-,"503 - Manville (CD 9)",54,152,2,1,1,0,0,210
"Scott County",-,"504 - Rye Cove (CD 9)",115,326,2,1,3,0,0,447
"Scott County",-,"601 - Clinchport (CD 9)",89,239,2,0,5,1,4,340
"Scott County",-,"602 - Duffield-pattonsville (CD 9)",248,480,6,3,3,1,3,744
"Scott County",-,"603 - Fairview (CD 9)",77,112,1,1,1,0,0,192
"Scott County",-,"Ab - Central Absentee Precinct (CD 9)",232,550,6,2,2,0,2,794
"Scott County",-,"Provisional Votes (CD 9)",0,0,0,0,0,0,0,0
"Shenandoah County",-,"101 - Orkney Springs (CD 6)",210,363,2,3,0,0,1,579
"Shenandoah County",-,"102 - Forestville (CD 6)",167,425,1,6,2,0,2,603
"Shenandoah County",-,"103 - New Market (CD 6)",578,"1,131",12,9,2,0,6,"1,738"
"Shenandoah County",-,"201 - Conicville (CD 6)",391,970,9,4,7,4,2,"1,387"
"Shenandoah County",-,"202 - Mt Jackson (CD 6)",419,734,7,3,3,0,5,"1,171"
"Shenandoah County",-,"301 - Columbia Furnace (CD 6)",169,418,3,0,4,2,1,597
"Shenandoah County",-,"302 - Edinburg (CD 6)",471,950,6,7,9,2,5,"1,450"
"Shenandoah County",-,"303 - St Luke (CD 6)",266,653,2,6,3,1,2,933
"Shenandoah County",-,"401 - Woodstock (CD 6)",936,"1,329",10,6,10,0,6,"2,297"
"Shenandoah County",-,"402 - Fort Valley (CD 6)",199,499,2,3,1,2,3,709
"Shenandoah County",-,"501 - Cedar Creek (CD 6)",43,68,2,0,0,0,0,113
"Shenandoah County",-,"502 - Mt Olive (CD 6)",325,746,4,6,6,0,4,"1,091"
"Shenandoah County",-,"503 - Toms Brook (CD 6)",403,638,5,2,2,1,1,"1,052"
"Shenandoah County",-,"504 - Lebanon Church (CD 6)",305,604,1,3,2,2,3,920
"Shenandoah County",-,"601 - Strasburg (CD 6)","1,018","1,210",9,13,7,1,2,"2,260"
"Shenandoah County",-,"602 - Signal Knob (CD 6)",341,482,4,1,2,3,3,836
"Shenandoah County",-,"Ab - Central Absentee Precinct (CD 6)",662,775,9,7,3,2,9,"1,467"
"Shenandoah County",-,"Provisional Votes (CD 6)",9,10,1,0,0,0,0,20
"Smyth County",-,"101 - Saltville (CD 9)",515,862,17,2,5,0,2,"1,403"
"Smyth County",-,"201 - Seven Mile Ford (CD 9)",294,677,10,4,4,3,3,995
"Smyth County",-,"202 - Rich Valley (CD 9)",224,307,2,1,2,0,1,537
"Smyth County",-,"301 - Chilhowie (CD 9)",436,993,11,2,10,2,3,"1,457"
"Smyth County",-,"302 - St Clair (CD 9)",81,264,5,1,2,0,0,353
"Smyth County",-,"401 - East Park (CD 9)",394,549,3,3,6,2,1,958
"Smyth County",-,"402 - West Park (CD 9)",225,329,2,1,1,0,3,561
"Smyth County",-,"501 - Atkins (CD 9)",323,667,7,5,9,1,0,"1,012"
"Smyth County",-,"502 - Wassona (CD 9)",385,508,1,3,6,0,4,907
"Smyth County",-,"601 - Royal Oak East (CD 9)",377,606,6,3,5,3,1,"1,001"
"Smyth County",-,"602 - Royal Oak West (CD 9)",173,384,0,1,1,1,4,564
"Smyth County",-,"701 - Adwolfe (CD 9)",253,776,8,3,4,1,5,"1,050"
"Smyth County",-,"702 - Sugar Grove (CD 9)",227,377,4,4,14,1,1,628
"Smyth County",-,"703 - Konnarock (CD 9)",23,81,1,1,1,0,1,108
"Smyth County",-,"Ab - Central Absentee Precinct (CD 9)",309,437,7,4,2,1,8,768
"Smyth County",-,"Provisional Votes (CD 9)",0,0,0,0,0,0,0,0
"Southampton County",-,"101 - Berlin (CD 4)",199,479,1,1,4,1,1,686
"Southampton County",-,"102 - Ivor (CD 4)",434,434,1,1,0,1,0,871
"Southampton County",-,"201 - Boykins (CD 4)",493,285,2,2,4,0,1,787
"Southampton County",-,"202 - Branchville (CD 4)",129,113,0,0,0,0,0,242
"Southampton County",-,"203 - Meherrin (CD 4)",118,38,1,0,0,0,0,157
"Southampton County",-,"301 - Capron (CD 4)",488,359,1,1,1,0,0,850
"Southampton County",-,"302 - Sebrell (CD 4)",239,205,2,0,0,0,0,446
"Southampton County",-,"401 - Drewryville (CD 4)",237,155,1,1,6,0,0,400
"Southampton County",-,"501 - Hunterdale (CD 4)",351,669,1,2,2,0,1,"1,026"
"Southampton County",-,"502 - Forks-of-the-river (CD 4)",199,214,1,1,1,0,1,417
"Southampton County",-,"601 - Courtland (CD 4)",395,501,0,2,5,1,0,904
"Southampton County",-,"602 - Sedley (CD 4)",111,305,5,0,3,0,1,425
"Southampton County",-,"701 - Blackwater River (CD 4)",368,122,1,1,0,0,0,492
"Southampton County",-,"702 - Newsoms (CD 4)",285,385,5,2,1,1,1,680
"Southampton County",-,"Ab - Central Absentee Precinct (CD 4)",356,319,1,3,4,1,0,684
"Southampton County",-,"Provisional Votes (CD 4)",0,0,0,0,0,0,0,0
"Spotsylvania County",-,"101 - Partlow (CD 7)",562,810,2,7,11,1,4,"1,397"
"Spotsylvania County",-,"102 - Blaydes Corner (CD 7)",641,804,8,6,7,1,6,"1,473"
"Spotsylvania County",-,"103 - Travelers Rest (CD 1)",740,884,9,2,3,3,2,"1,643"
"Spotsylvania County",-,"104 - Massaponax (CD 1)",869,958,11,7,3,0,3,"1,851"
"Spotsylvania County",-,"201 - Elys Ford (CD 1)",455,871,4,3,3,1,2,"1,339"
"Spotsylvania County",-,"202 - Wilderness (CD 1)",231,270,5,1,0,2,0,509
"Spotsylvania County",-,"202 - Wilderness (CD 7)",347,411,3,2,4,1,0,768
"Spotsylvania County",-,"203 - Ni River (CD 1)",912,"1,391",7,9,0,0,5,"2,324"
"Spotsylvania County",-,"204 - Chancellor (CD 1)","1,014","1,015",6,7,9,2,1,"2,054"
"Spotsylvania County",-,"301 - Plank Road (CD 1)",860,"1,171",15,5,9,3,7,"2,070"
"Spotsylvania County",-,"302 - Hazel Run (CD 1)","1,046","1,077",10,6,2,1,4,"2,146"
