County/City,Ward,Pct,"Glenn Allen Youngkin","Terence Richard McAuliffe","Princess Latece Teira Blanding","All Others","Total Votes Cast"
"Prince William County",-,"507 - Chinn (CD 11)",383,543,4,0,930
"Prince William County",-,"508 - Springwoods (CD 1)",270,475,7,0,752
"Prince William County",-,"509 - Mc Coart (CD 1)",701,510,7,3,"1,221"
"Prince William County",-,"510 - Yates Ford (CD 10)",574,357,6,1,938
"Prince William County",-,"511 - Westridge (CD 1)",562,686,12,0,"1,260"
"Prince William County",-,"512 - York (CD 11)",236,646,7,2,891
"Prince William County",-,"513 - Lynnwood (CD 11)",471,508,9,1,989
"Prince William County",-,"514 - Antietam (CD 11)",511,712,13,0,"1,236"
"Prince William County",-,"601 - Dale (CD 11)",216,532,4,1,753
"Prince William County",-,"602 - Beville (CD 11)",405,867,16,2,"1,290"
"Prince William County",-,"603 - Hampton (CD 11)",166,493,3,1,663
"Prince William County",-,"604 - Gideon (CD 11)",241,486,3,0,730
"Prince William County",-,"605 - Minnieville (CD 11)",338,392,7,1,738
"Prince William County",-,"606 - Bel Air (CD 11)",351,409,5,1,766
"Prince William County",-,"607 - Kerrydale (CD 11)",355,668,14,0,"1,037"
"Prince William County",-,"608 - Enterprise (CD 11)",329,516,16,0,861
"Prince William County",-,"609 - King (CD 1)",9,37,0,0,46
"Prince William County",-,"609 - King (CD 11)",445,717,12,0,"1,174"
"Prince William County",-,"610 - Fitzgerald (CD 11)",352,704,10,1,"1,067"
"Prince William County",-,"611 - Neabsco (CD 11)",254,467,7,0,728
"Prince William County",-,"701 - Belmont (CD 11)",459,515,7,0,981
"Prince William County",-,"702 - Library (CD 11)",260,644,12,0,916
"Prince William County",-,"703 - Lynn (CD 11)",129,310,5,0,444
"Prince William County",-,"704 - Porter (CD 11)",198,587,6,0,791
"Prince William County",-,"705 - Potomac View (CD 11)",278,305,2,0,585
"Prince William County",-,"706 - Rippon (CD 11)",388,584,5,1,978
"Prince William County",-,"707 - Kilby (CD 11)",303,433,5,0,741
"Prince William County",-,"708 - River Oaks (CD 11)",238,731,1,1,971
"Prince William County",-,"709 - Freedom (CD 11)",220,700,11,1,932
"Prince William County",-,"710 - Powells Creek (CD 11)",167,656,6,2,831
"Prince William County",-,"711 - Grayson (CD 11)",268,554,8,0,830
"Prince William County",-,"712 - Leesylvania (CD 11)",417,602,4,0,"1,023"
"Prince William County",-,"##ab - Central Absentee Precinct (CD 1)","1,884","5,155",90,8,"7,137"
"Prince William County",-,"##ab - Central Absentee Precinct (CD 10)","1,009","2,320",28,7,"3,364"
"Prince William County",-,"##ab - Central Absentee Precinct (CD 11)","1,314","5,375",93,6,"6,788"
"Prince William County",-,"##ev - Central Absentee Precinct (CD 1)","7,638","9,746",64,3,"17,451"
"Prince William County",-,"##ev - Central Absentee Precinct (CD 10)","6,045","5,809",28,6,"11,888"
"Prince William County",-,"##ev - Central Absentee Precinct (CD 11)","3,578","9,780",60,4,"13,422"
"Prince William County",-,"##pe - Central Absentee Precinct (CD 1)",96,251,13,0,360
"Prince William County",-,"##pe - Central Absentee Precinct (CD 10)",43,79,5,0,127
"Prince William County",-,"##pe - Central Absentee Precinct (CD 11)",63,237,10,0,310
"Prince William County",-,"Provisional (CD 1)",51,118,2,0,171
"Prince William County",-,"Provisional (CD 10)",19,27,0,0,46
"Prince William County",-,"Provisional (CD 11)",31,131,0,0,162
"Pulaski County",-,"101 - Belspring",373,99,2,0,474
"Pulaski County",-,"102 - New River",826,337,4,1,"1,168"
"Pulaski County",-,"103 - West Cloyd",506,102,3,0,611
"Pulaski County",-,"201 - Draper",635,116,2,0,753
"Pulaski County",-,"202 - South Pulaski",90,27,3,1,121
"Pulaski County",-,"203 - Newbern",846,216,4,0,"1,066"
"Pulaski County",-,"301 - Dublin",804,142,4,0,950
"Pulaski County",-,"302 - Hiwassee",218,39,1,0,258
"Pulaski County",-,"304 - Snowville",555,92,5,1,653
"Pulaski County",-,"401 - Massie",913,165,8,1,"1,087"
"Pulaski County",-,"402 - Walker",420,59,2,0,481
"Pulaski County",-,"501 - Robinson",916,224,11,0,"1,151"
"Pulaski County",-,"##ab - Central Absentee Precinct",356,649,17,0,"1,022"
"Pulaski County",-,"##ev - Central Absentee Precinct","2,164",991,21,4,"3,180"
"Pulaski County",-,"##pe - Central Absentee Precinct",5,11,1,1,18
"Pulaski County",-,Provisional,4,8,0,0,12
"Radford City",-,"1 - East Precinct",272,215,8,0,495
"Radford City",-,"2 - Central Precinct",478,308,13,0,799
"Radford City",-,"3 - West Precinct",609,290,8,3,910
"Radford City",-,"4 - New River Precinct",206,161,6,0,373
"Radford City",-,"##ab - Central Absentee Precinct",77,233,1,0,311
"Radford City",-,"##ev - Central Absentee Precinct",623,667,8,2,"1,300"
"Radford City",-,"##pe - Central Absentee Precinct",1,0,0,0,1
"Radford City",-,Provisional,0,5,0,0,5
"Rappahannock County",-,"101 - Washington",373,203,0,0,576
"Rappahannock County",-,"201 - Amissville",503,147,3,1,654
"Rappahannock County",-,"301 - Sperryville",343,215,2,0,560
"Rappahannock County",-,"401 - Scrabble",385,164,4,2,555
"Rappahannock County",-,"501 - Chester Gap",257,42,1,0,300
"Rappahannock County",-,"502 - Flint Hill",201,132,1,0,334
"Rappahannock County",-,"##ab - Central Absentee Precinct",88,334,5,1,428
"Rappahannock County",-,"##ev - Central Absentee Precinct",356,435,3,1,795
"Rappahannock County",-,"##pe - Central Absentee Precinct",1,8,0,0,9
"Rappahannock County",-,Provisional,0,6,0,0,6
"Richmond County",-,"101 - Precinct 1-1",174,126,4,2,306
"Richmond County",-,"201 - Precinct 2-1",308,67,3,0,378
"Richmond County",-,"301 - Precinct 3-1",237,77,0,0,314
"Richmond County",-,"401 - Precinct 4-1",396,92,3,0,491
"Richmond County",-,"501 - Precinct 5-1",388,71,4,0,463
"Richmond County",-,"##ab - Central Absentee Precinct",722,503,6,0,"1,231"
"Richmond County",-,"##ev - Central Absentee Precinct",0,0,0,0,0
"Richmond County",-,"##pe - Central Absentee Precinct",0,0,0,0,0
"Richmond County",-,Provisional,0,0,0,0,0
"Richmond City",-,"101 - One Hundred One (CD 4)",171,224,8,0,403
"Richmond City",-,"102 - One Hundred Two (CD 4)",332,303,13,0,648
"Richmond City",-,"104 - One Hundred Four (CD 4)",583,488,1,1,"1,073"
"Richmond City",-,"105 - One Hundred Five (CD 4)",402,587,7,2,998
"Richmond City",-,"106 - One Hundred Six (CD 4)",697,322,2,0,"1,021"
"Richmond City",-,"111 - One Hundred Eleven (CD 4)",387,502,13,1,903
"Richmond City",-,"112 - One Hundred Twelve (CD 4)",261,466,7,1,735
"Richmond City",-,"113 - One Hundred Thirteen (CD 4)",239,873,59,4,"1,175"
"Richmond City",-,"114 - One Hundred Fourteen (CD 4)",292,966,58,5,"1,321"
"Richmond City",-,"115 - One Hundred Fifteen (CD 4)",381,417,3,0,801
"Richmond City",-,"203 - Two Hundred Three (CD 4)",170,377,11,3,561
"Richmond City",-,"204 - Two Hundred Four (CD 4)",232,803,61,4,"1,100"
"Richmond City",-,"206 - Two Hundred Six (CD 4)",46,339,31,1,417
"Richmond City",-,"207 - Two Hundred Seven (CD 4)",260,885,47,0,"1,192"
"Richmond City",-,"208 - Two Hundred Eight (CD 4)",234,778,40,1,"1,053"
"Richmond City",-,"213 - Two Hundred Thirteen (CD 4)",67,862,123,2,"1,054"
"Richmond City",-,"214 - Two Hundred Fourteen (CD 4)",58,373,35,0,466
"Richmond City",-,"215 - Two Hundred Fifteen (CD 4)",238,556,23,0,817
"Richmond City",-,"301 - Three Hundred One (CD 4)",22,320,14,0,356
"Richmond City",-,"302 - Three Hundred Two (CD 4)",106,346,13,1,466
"Richmond City",-,"303 - Three Hundred Three (CD 4)",44,406,21,2,473
"Richmond City",-,"304 - Three Hundred Four (CD 4)",40,607,30,1,678
"Richmond City",-,"305 - Three Hundred Five (CD 4)",80,571,40,1,692
"Richmond City",-,"306 - Three Hundred Six (CD 4)",43,363,22,2,430
"Richmond City",-,"307 - Three Hundred Seven (CD 4)",176,425,13,3,617
"Richmond City",-,"308 - Three Hundred Eight (CD 4)",190,508,11,1,710
"Richmond City",-,"309 - Three Hundred Nine (CD 4)",158,302,8,0,468
"Richmond City",-,"310 - Three Hundred Ten (CD 4)",5,129,4,0,138
"Richmond City",-,"402 - Four Hundred Two (CD 4)",401,"1,145",22,4,"1,572"
"Richmond City",-,"404 - Four Hundred Four (CD 4)",252,811,35,0,"1,098"
"Richmond City",-,"409 - Four Hundred Nine (CD 4)",446,545,11,1,"1,003"
"Richmond City",-,"410 - Four Hundred Ten (CD 4)",284,608,14,1,907
"Richmond City",-,"412 - Four Hundred Twelve (CD 4)",181,656,20,1,858
"Richmond City",-,"413 - Four Hundred Thirteen (CD 4)",300,584,13,2,899
"Richmond City",-,"414 - Four Hundred Fourteen (CD 4)",437,639,11,1,"1,088"
"Richmond City",-,"415 - Four Hundred Fifteen (CD 4)",348,479,4,0,831
"Richmond City",-,"501 - Five Hundred One (CD 4)",202,931,67,1,"1,201"
"Richmond City",-,"503 - Five Hundred Three (CD 4)",130,918,52,0,"1,100"
"Richmond City",-,"504 - Five Hundred Four (CD 4)",169,"1,038",84,1,"1,292"
"Richmond City",-,"505 - Five Hundred Five (CD 4)",80,470,46,1,597
"Richmond City",-,"508 - Five Hundred Eight (CD 4)",110,529,18,0,657
"Richmond City",-,"509 - Five Hundred Nine (CD 4)",51,506,24,0,581
"Richmond City",-,"510 - Five Hundred Ten (CD 4)",88,732,31,1,852
"Richmond City",-,"602 - Six Hundred Two (CD 4)",10,299,25,1,335
"Richmond City",-,"603 - Six Hundred Three (CD 4)",53,600,39,1,693
"Richmond City",-,"604 - Six Hundred Four (CD 4)",39,433,38,1,511
"Richmond City",-,"606 - Six Hundred Six (CD 4)",44,639,33,1,717
"Richmond City",-,"607 - Six Hundred Seven (CD 4)",153,618,34,1,806
"Richmond City",-,"609 - Six Hundred Nine (CD 4)",191,"1,020",54,2,"1,267"
"Richmond City",-,"610 - Six Hundred Ten (CD 4)",25,350,13,0,388
"Richmond City",-,"701 - Seven Hundred One (CD 4)",23,373,17,0,413
"Richmond City",-,"702 - Seven Hundred Two (CD 4)",53,512,33,0,598
"Richmond City",-,"703 - Seven Hundred Three (CD 4)",73,696,49,1,819
"Richmond City",-,"705 - Seven Hundred Five (CD 4)",105,655,36,1,797
"Richmond City",-,"706 - Seven Hundred Six (CD 4)",107,921,52,0,"1,080"
"Richmond City",-,"707 - Seven Hundred Seven (CD 4)",230,"1,184",65,1,"1,480"
"Richmond City",-,"708 - Seven Hundred Eight (CD 4)",193,914,54,2,"1,163"
"Richmond City",-,"802 - Eight Hundred Two (CD 4)",34,411,16,0,461
"Richmond City",-,"806 - Eight Hundred Six (CD 4)",73,373,22,1,469
"Richmond City",-,"810 - Eight Hundred Ten (CD 4)",66,354,13,0,433
"Richmond City",-,"811 - Eight Hundred Eleven (CD 4)",78,444,17,0,539
"Richmond City",-,"812 - Eight Hundred Twelve (CD 4)",135,715,19,1,870
"Richmond City",-,"814 - Eight Hundred Fourteen (CD 4)",30,320,9,0,359
"Richmond City",-,"902 - Nine Hundred Two (CD 4)",15,179,8,0,202
"Richmond City",-,"903 - Nine Hundred Three (CD 4)",95,451,17,0,563
"Richmond City",-,"908 - Nine Hundred Eight (CD 4)",75,478,15,1,569
"Richmond City",-,"909 - Nine Hundred Nine (CD 4)",101,565,26,0,692
"Richmond City",-,"910 - Nine Hundred Ten (CD 4)",88,478,7,0,573
"Richmond City",-,"911 - Nine Hundred Eleven (CD 4)",35,523,14,0,572
"Richmond City",-,"##ab - Central Absentee Precinct (CD 4)",749,"5,277",167,8,"6,201"
"Richmond City",-,"##ev - Central Absentee Precinct (CD 4)","3,354","16,806",306,17,"20,483"
"Richmond City",-,"##pe - Central Absentee Precinct (CD 4)",67,490,36,0,593
"Richmond City",-,"Provisional (CD 4)",26,162,5,0,193
"Roanoke County",-,"101 - Catawba (CD 9)",379,81,4,1,465
"Roanoke County",-,"102 - Mason Valley (CD 9)",345,78,4,0,427
"Roanoke County",-,"103 - Glenvar (CD 9)",978,286,3,0,"1,267"
"Roanoke County",-,"104 - Northside (CD 9)",431,226,4,0,661
"Roanoke County",-,"105 - Peters Creek (CD 9)",929,419,2,4,"1,354"
"Roanoke County",-,"106 - Green Hill (CD 9)",890,241,4,2,"1,137"
"Roanoke County",-,"107 - Bennett Springs (CD 9)",435,112,3,0,550
"Roanoke County",-,"108 - Wildwood (CD 9)",574,177,7,0,758
"Roanoke County",-,"201 - Plantation (CD 6)",611,247,4,1,863
"Roanoke County",-,"202 - Burlington (CD 6)",391,230,8,0,629
"Roanoke County",-,"203 - Mountain View (CD 6)","1,022",368,9,3,"1,402"
"Roanoke County",-,"204 - Botetourt Springs (CD 9)",765,330,9,2,"1,106"
"Roanoke County",-,"205 - Orchards (CD 6)","1,024",295,7,2,"1,328"
"Roanoke County",-,"206 - Hollins (CD 6)",326,135,1,0,462
"Roanoke County",-,"301 - Bent Mountain (CD 9)",279,116,5,2,402
"Roanoke County",-,"302 - Poages Mill (CD 6)",934,354,2,1,"1,291"
"Roanoke County",-,"303 - Windsor Hills (CD 6)",384,252,2,0,638
"Roanoke County",-,"304 - Oak Grove (CD 6)",817,396,4,2,"1,219"
"Roanoke County",-,"305 - Castle Rock (CD 6)",833,451,10,1,"1,295"
"Roanoke County",-,"306 - Garst Mill (CD 6)",349,195,2,1,547
"Roanoke County",-,"401 - South Lindenwood (CD 6)",489,127,3,0,619
"Roanoke County",-,"402 - Bonsack (CD 6)",235,73,1,1,310
"Roanoke County",-,"403 - North Vinton (CD 6)",595,189,8,0,792
"Roanoke County",-,"404 - South Vinton (CD 6)",614,230,8,0,852
"Roanoke County",-,"405 - North Lindenwood (CD 6)",615,134,2,1,752
"Roanoke County",-,"406 - Mount Pleasant (CD 6)",960,239,5,0,"1,204"
"Roanoke County",-,"501 - Cotton Hill (CD 6)",546,244,0,1,791
"Roanoke County",-,"502 - Penn Forest (CD 6)",424,203,7,0,634
"Roanoke County",-,"503 - Cave Spring (CD 6)",525,282,7,0,814
"Roanoke County",-,"504 - Ogden (CD 6)",392,268,9,1,670
"Roanoke County",-,"505 - Clearbrook (CD 6)",531,151,3,0,685
"Roanoke County",-,"506 - Mount Vernon (CD 6)",357,208,5,0,570
"Roanoke County",-,"507 - Hunting Hills (CD 6)",741,355,4,1,"1,101"
"Roanoke County",-,"##ab - Central Absentee Precinct (CD 6)",712,"1,548",21,1,"2,282"
"Roanoke County",-,"##ab - Central Absentee Precinct (CD 9)",360,549,8,6,923
"Roanoke County",-,"##ev - Central Absentee Precinct (CD 6)","6,073","3,782",29,3,"9,887"
"Roanoke County",-,"##ev - Central Absentee Precinct (CD 9)","1,222",758,3,0,"1,983"
"Roanoke County",-,"##pe - Central Absentee Precinct (CD 6)",32,77,1,0,110
"Roanoke County",-,"##pe - Central Absentee Precinct (CD 9)",16,16,1,0,33
"Roanoke County",-,"Provisional (CD 6)",12,15,1,0,28
"Roanoke County",-,"Provisional (CD 9)",10,8,0,0,18
"Roanoke City",-,"1 -Peters Creek",191,451,8,0,650
"Roanoke City",-,"2 - Grandview",382,425,2,1,810
"Roanoke City",-,"3 -Preston Park",550,336,10,1,897
"Roanoke City",-,"4 - Williamson Road",401,361,10,3,775
"Roanoke City",-,"5 - East Gate",626,277,8,1,912
"Roanoke City",-,"6 - Hollins Road",433,237,7,0,677
"Roanoke City",-,"7 - Southeast",396,221,9,0,626
"Roanoke City",-,"8 - Lincoln Terrace",48,339,7,2,396
"Roanoke City",-,"9 - Highland",234,468,13,0,715
"Roanoke City",-,"10 - Old Southwest-Wasena",441,665,15,0,"1,121"
"Roanoke City",-,"11 - Raleigh Court",591,805,13,3,"1,412"
"Roanoke City",-,"12 - South Roanoke",657,425,6,0,"1,088"
"Roanoke City",-,"13 - Garden City",669,295,9,1,974
"Roanoke City",-,"14 - Crystal Spring",587,504,7,3,"1,101"
"Roanoke City",-,"15 - Grandin Court",563,570,10,2,"1,145"
"Roanoke City",-,"16 - Deyerle",730,470,4,1,"1,205"
"Roanoke City",-,"17 - Lee-Hi",603,677,16,3,"1,299"
"Roanoke City",-,"18 - Summit Hills",443,456,7,2,908
"Roanoke City",-,"19 - Forest Park",113,420,2,0,535
"Roanoke City",-,"20 - Eureka Park",89,563,10,1,663
"Roanoke City",-,"##ab - Central Absentee Precinct",597,"2,353",51,6,"3,007"
"Roanoke City",-,"##ev - Central Absentee Precinct","2,658","5,372",45,4,"8,079"
"Roanoke City",-,"##pe - Central Absentee Precinct",14,90,2,0,106
"Roanoke City",-,Provisional,8,37,1,0,46
"Rockbridge County",-,"101 - Airport",391,169,1,0,561
"Rockbridge County",-,"102 - Ben Salem",349,85,2,0,436
"Rockbridge County",-,"103 - Plank Road",244,44,2,1,291
"Rockbridge County",-,"104 - Effinger",223,51,0,0,274
"Rockbridge County",-,"201 - Collierstown",280,89,0,0,369
"Rockbridge County",-,"202 - Highland Belle",605,218,3,1,827
"Rockbridge County",-,"203 - Vo-tech",134,65,2,0,201
"Rockbridge County",-,"301 - Maury River",300,95,5,0,400
"Rockbridge County",-,"302 - Natural Bridge",393,80,1,0,474
"Rockbridge County",-,"303 - Falling Spring",189,33,0,0,222
"Rockbridge County",-,"401 - Fairfield",414,124,3,0,541
"Rockbridge County",-,"402 - Mountain View",594,108,2,0,704
"Rockbridge County",-,"403 - Vesuvius",231,32,0,0,263
"Rockbridge County",-,"501 - Goshen",253,27,2,2,284
"Rockbridge County",-,"502 - Meadowview",281,137,2,0,420
"Rockbridge County",-,"503 - Rockbridge Baths",255,90,1,0,346
"Rockbridge County",-,"504 - Rockbridge",422,132,2,0,556
"Rockbridge County",-,"##ab - Central Absentee Precinct",181,396,4,0,581
"Rockbridge County",-,"##ev - Central Absentee Precinct","1,159","1,078",6,1,"2,244"
"Rockbridge County",-,"##pe - Central Absentee Precinct",5,11,2,2,20
"Rockbridge County",-,Provisional,3,7,0,0,10
"Rockingham County",-,"101 - Broadway","1,060",296,11,0,"1,367"
"Rockingham County",-,"102 - Timberville",625,120,6,2,753
"Rockingham County",-,"103 - Fulks Run",723,65,3,0,791
"Rockingham County",-,"104 - Bergton",276,27,0,1,304
"Rockingham County",-,"105 - Lacey Spring",516,69,1,0,586
"Rockingham County",-,"106 - Tenth Legion",498,83,3,1,585
"Rockingham County",-,"107 - Plains",552,77,3,1,633
"Rockingham County",-,"108 - Little North Mountain",389,74,1,0,464
"Rockingham County",-,"201 - Singers Glen",769,120,5,0,894
"Rockingham County",-,"202 - Edom",992,282,3,1,"1,278"
"Rockingham County",-,"203 - Dayton",485,155,4,2,646
"Rockingham County",-,"204 - Mt Clinton",774,187,3,1,965
"Rockingham County",-,"205 - Silver Lake",736,239,3,0,978
"Rockingham County",-,"301 - Keezletown",495,145,5,0,645
"Rockingham County",-,"302 - Port Republic",785,166,6,0,957
"Rockingham County",-,"303 - Melrose",422,79,5,0,506
"Rockingham County",-,"304 - Grottoes",806,161,6,0,973
"Rockingham County",-,"305 - Massanetta Springs",715,427,6,1,"1,149"
"Rockingham County",-,"306 - Cross Keys",292,77,2,0,371
"Rockingham County",-,"307 - Crossroads",788,380,7,0,"1,175"
"Rockingham County",-,"401 - West Bridgewater",545,191,6,2,744
"Rockingham County",-,"402 - Montezuma",799,113,3,0,915
"Rockingham County",-,"403 - Mt Crawford",125,48,1,0,174
"Rockingham County",-,"404 - North River",721,171,12,0,904
"Rockingham County",-,"405 - Ottobine","1,052",112,6,1,"1,171"
"Rockingham County",-,"406 - East Bridgewater",614,266,8,2,890
"Rockingham County",-,"501 - Elkton",831,174,3,0,"1,008"
"Rockingham County",-,"502 - Swift Run","1,393",130,5,0,"1,528"
"Rockingham County",-,"503 - Mcgaheysville","1,079",230,9,0,"1,318"
"Rockingham County",-,"504 - South Fork",628,64,1,0,693
"Rockingham County",-,"505 - Stony Run",674,269,8,2,953
"Rockingham County",-,"##ab - Central Absentee Precinct",809,"1,138",13,2,"1,962"
"Rockingham County",-,"##ev - Central Absentee Precinct","4,734","2,370",22,4,"7,130"
"Rockingham County",-,"##pe - Central Absentee Precinct",54,58,2,0,114
"Rockingham County",-,Provisional,9,6,0,0,15
"Russell County",-,"101 - Moccasin",534,44,1,0,579
"Russell County",-,"102 - Copper Creek",420,55,0,1,476
"Russell County",-,"103 - South Castlewood",303,44,1,0,348
"Russell County",-,"201 - North Castlewood",793,103,0,0,896
"Russell County",-,"202 - Dante",161,24,0,0,185
"Russell County",-,"301 - Cooks Mill",165,20,0,0,185
"Russell County",-,"302 - Daugherty",216,35,0,0,251
"Russell County",-,"303 - New Garden",457,53,1,0,511
"Russell County",-,"304 - Cleveland",246,53,2,0,301
"Russell County",-,"401 - Drill",61,12,0,0,73
"Russell County",-,"402 - Swords Creek",780,46,3,0,829
"Russell County",-,"403 - Honaker",285,41,1,0,327
"Russell County",-,"501 - West Lebanon",888,152,0,0,"1,040"
"Russell County",-,"601 - East Lebanon",510,70,0,0,580
"Russell County",-,"602 - Elk Garden",815,78,0,0,893
"Russell County",-,"##ab - Central Absentee Precinct",140,226,3,1,370
"Russell County",-,"##ev - Central Absentee Precinct","1,446",388,3,1,"1,838"
"Russell County",-,"##pe - Central Absentee Precinct",6,6,2,0,14
"Russell County",-,Provisional,3,2,0,0,5
"Salem City",-,"1 - North Salem No 2",379,169,1,2,551
"Salem City",-,"2 - Conehurst",267,96,1,0,364
"Salem City",-,"3 - Beverly Heights",283,71,3,0,357
"Salem City",-,"4 - West Salem",377,145,3,0,525
"Salem City",-,"5 - North Salem No 1",507,255,8,3,773
"Salem City",-,"6 - South Salem No 1",285,129,5,0,419
"Salem City",-,"7 - South Salem No 2",409,134,2,0,545
"Salem City",-,"8 - East Salem",170,77,4,0,251
"Salem City",-,"9 - South Side Hills",533,169,3,2,707
"Salem City",-,"10 - Hidden Valley",592,212,9,0,813
"Salem City",-,"##ab - Central Absentee Precinct",218,481,8,0,707
"Salem City",-,"##ev - Central Absentee Precinct","2,119","1,396",13,1,"3,529"
"Salem City",-,"##pe - Central Absentee Precinct",5,10,0,0,15
"Salem City",-,Provisional,0,0,0,0,0
"Scott County",-,"101 - Weber City",377,56,4,2,439
"Scott County",-,"102 - Yuma",517,76,0,1,594
"Scott County",-,"202 - Weber City East",258,34,2,0,294
"Scott County",-,"203 - Hiltons",506,58,2,0,566
"Scott County",-,"204 - Clark's",162,7,0,0,169
"Scott County",-,"301 - Nickelsville",402,32,0,0,434
"Scott County",-,"302 - Snowflake",318,37,0,0,355
"Scott County",-,"303 - Twin Springs",234,40,0,0,274
"Scott County",-,"304 - Copper Creek",90,8,1,0,99
"Scott County",-,"401 - Gate City",755,120,4,1,880
"Scott County",-,"501 - Dungannon",199,29,1,0,229
"Scott County",-,"502 - Fort Blackmore",233,30,1,0,264
"Scott County",-,"503 - Manville",144,7,2,0,153
"Scott County",-,"504 - Rye Cove",359,28,1,0,388
"Scott County",-,"601 - Clinchport",208,20,0,0,228
"Scott County",-,"602 - Duffield-pattonsville",555,53,1,0,609
"Scott County",-,"603 - Fairview",135,21,0,0,156
"Scott County",-,"##ab - Central Absentee Precinct",178,119,4,0,301
"Scott County",-,"##ev - Central Absentee Precinct","1,429",255,5,0,"1,689"
"Scott County",-,"##pe - Central Absentee Precinct",5,3,0,0,8
"Scott County",-,Provisional,1,1,0,0,2
"Shenandoah County",-,"101 - Orkney Springs",501,178,2,0,681
"Shenandoah County",-,"103 - New Market","1,296",309,16,0,"1,621"
"Shenandoah County",-,"201 - Conicville","1,037",160,8,0,"1,205"
"Shenandoah County",-,"202 - Mt Jackson",787,157,7,1,952
"Shenandoah County",-,"302 - Edinburg",785,175,3,0,963
"Shenandoah County",-,"303 - St Luke",893,133,0,0,"1,026"
"Shenandoah County",-,"304 - Fort Valley",487,104,5,1,597
"Shenandoah County",-,"401 - Woodstock","1,106",339,7,1,"1,453"
"Shenandoah County",-,"501 - Cedar Creek",87,28,0,1,116
"Shenandoah County",-,"503 - Toms Brook","1,062",190,5,1,"1,258"
"Shenandoah County",-,"504 - Lebanon Church",911,178,5,0,"1,094"
"Shenandoah County",-,"601 - Strasburg","1,456",429,14,1,"1,900"
"Shenandoah County",-,"##ab - Central Absentee Precinct",358,598,11,2,969
"Shenandoah County",-,"##ev - Central Absentee Precinct","2,904","1,534",24,3,"4,465"
"Shenandoah County",-,"##pe - Central Absentee Precinct",14,16,0,0,30
"Shenandoah County",-,Provisional,9,7,0,0,16
"Smyth County",-,"101 - Saltville",970,151,3,1,"1,125"
"Smyth County",-,"201 - Seven Mile Ford",739,75,0,0,814
"Smyth County",-,"202 - Rich Valley",303,56,3,0,362
"Smyth County",-,"301 - Chilhowie",914,141,3,0,"1,058"
"Smyth County",-,"302 - St Clair",320,40,0,0,360
"Smyth County",-,"401 - East Park",548,127,2,1,678
"Smyth County",-,"402 - West Park",297,70,1,0,368
"Smyth County",-,"501 - Atkins",758,82,3,0,843
"Smyth County",-,"502 - Wassona",387,134,3,1,525
"Smyth County",-,"601 - Royal Oak East",582,113,1,0,696
"Smyth County",-,"602 - Royal Oak West",358,71,5,0,434
"Smyth County",-,"701 - Adwolfe",812,60,1,1,874
"Smyth County",-,"702 - Sugar Grove",431,89,2,0,522
"Smyth County",-,"703 - Konnarock",79,14,1,0,94
"Smyth County",-,"##ab - Central Absentee Precinct",281,250,4,1,536
"Smyth County",-,"##ev - Central Absentee Precinct",681,262,1,0,944
"Smyth County",-,"##pe - Central Absentee Precinct",15,16,2,1,34
"Smyth County",-,Provisional,2,0,0,0,2
"Southampton County",-,"101 - Berlin",467,67,1,1,536
"Southampton County",-,"102 - Ivor",438,187,3,0,628
"Southampton County",-,"201 - Boykins",310,243,5,0,558
"Southampton County",-,"202 - Branchville",146,71,1,0,218
"Southampton County",-,"301 - Capron",256,144,0,0,400
"Southampton County",-,"302 - Sebrell",312,118,0,0,430
"Southampton County",-,"401 - Drewryville",225,142,2,0,369
"Southampton County",-,"501 - Hunterdale",517,138,2,0,657
"Southampton County",-,"502 - Forks-of-the-river",204,102,3,0,309
"Southampton County",-,"601 - Courtland",358,194,1,0,553
"Southampton County",-,"602 - Sedley",282,36,0,0,318
"Southampton County",-,"701 - Blackwater River",127,156,0,0,283
"Southampton County",-,"702 - Newsoms",358,141,2,0,501
"Southampton County",-,"##ab - Central Absentee Precinct",115,256,3,1,375
"Southampton County",-,"##ev - Central Absentee Precinct",965,713,6,2,"1,686"
"Southampton County",-,"##pe - Central Absentee Precinct",3,3,0,0,6
"Southampton County",-,Provisional,1,6,0,0,7
"Spotsylvania County",-,"101 - Partlow (CD 7)","1,057",214,5,0,"1,276"
"Spotsylvania County",-,"102 - Blaydes Corner (CD 7)","1,010",240,6,1,"1,257"
"Spotsylvania County",-,"103 - Travelers Rest (CD 1)",2,2,0,0,4
"Spotsylvania County",-,"103 - Travelers Rest (CD 7)","1,107",512,11,1,"1,631"
"Spotsylvania County",-,"104 - Massaponax (CD 1)",825,431,12,1,"1,269"
"Spotsylvania County",-,"201 - Wilderness School (CD 7)",825,412,11,2,"1,250"
"Spotsylvania County",-,"202 - Wilderness Fire (CD 7)",997,352,9,0,"1,358"
"Spotsylvania County",-,"203 - Ni River Elys Ford (CD 7)",875,346,4,1,"1,226"
"Spotsylvania County",-,"204 - Chancellor (CD 7)",873,556,9,0,"1,438"
"Spotsylvania County",-,"301 - Plank Road (CD 7)",826,492,4,1,"1,323"
"Spotsylvania County",-,"302 - Hazel Run (CD 7)",719,501,17,2,"1,239"
"Spotsylvania County",-,"303 - Riverbend (CD 7)","1,258",613,12,1,"1,884"
"Spotsylvania County",-,"401 - Summit (CD 1)",918,677,13,2,"1,610"
