County/City,Ward,Pct,"Timothy Michael Kaine","Corey Alan Stewart","Matthew Joseph Waters","All Others","Total Votes Cast"
"Chesapeake City",-,"10 - Oscar Smith (CD 3)",382,294,22,2,700
"Chesapeake City",-,"11 - Geneva Park (CD 3)",515,514,22,3,"1,054"
"Chesapeake City",-,"12 - Georgetown (CD 3)","1,155",145,16,2,"1,318"
"Chesapeake City",-,"13 - Gilmerton (CD 3)",650,578,19,2,"1,249"
"Chesapeake City",-,"14 - Grassfield (CD 4)",220,260,9,0,489
"Chesapeake City",-,"15 - B M Williams (CD 3)",861,437,18,1,"1,317"
"Chesapeake City",-,"16 - Hickory Grove (CD 4)",504,"1,072",25,1,"1,602"
"Chesapeake City",-,"17 - Indian Creek (CD 4)",302,735,22,1,"1,060"
"Chesapeake City",-,"18 - Indian River (CD 3)",711,303,18,2,"1,034"
"Chesapeake City",-,"19 - Jolliff (CD 4)",398,616,19,2,"1,035"
"Chesapeake City",-,"20 - E W Chittum (CD 3)",11,14,1,0,26
"Chesapeake City",-,"20 - E W Chittum (CD 4)",787,880,26,3,"1,696"
"Chesapeake City",-,"21 - Fellowship (CD 3)",731,763,23,2,"1,519"
"Chesapeake City",-,"22 - Norfolk Highlands (CD 3)",394,459,14,2,869
"Chesapeake City",-,"23 - Oak Grove (CD 4)",920,624,28,1,"1,573"
"Chesapeake City",-,"24 - Oaklette (CD 3)",791,427,21,0,"1,239"
"Chesapeake City",-,"25 - St Julians (CD 3)",387,288,14,1,690
"Chesapeake City",-,"26 - Johnson Park (CD 3)",455,179,13,1,648
"Chesapeake City",-,"27 - Silverwood (CD 3)",874,879,31,2,"1,786"
"Chesapeake City",-,"28 - Sunray I (CD 4)",92,146,3,1,242
"Chesapeake City",-,"29 - Tanglewood (CD 3)",419,687,23,1,"1,130"
"Chesapeake City",-,"30 - South Norfolk (CD 3)",628,20,5,1,654
"Chesapeake City",-,"31 - Carver School (CD 3)","1,280",176,10,1,"1,467"
"Chesapeake City",-,"32 - Providence (CD 3)","1,622",68,13,5,"1,708"
"Chesapeake City",-,"33 - Westover (CD 3)",354,440,18,1,813
"Chesapeake City",-,"34 - Hickory Middle School (CD 4)",630,"1,398",50,2,"2,080"
"Chesapeake City",-,"35 - Taylor Road (CD 3)",689,260,17,0,966
"Chesapeake City",-,"36 - Great Bridge Baptist Church (CD 4)",936,"1,353",41,3,"2,333"
"Chesapeake City",-,"37 - Bridgetown (CD 4)",543,675,24,1,"1,243"
"Chesapeake City",-,"38 - Bailey Creek (CD 3)",448,813,20,4,"1,285"
"Chesapeake City",-,"39 - Lake Drummond (CD 4)",219,366,12,0,597
"Chesapeake City",-,"40 - River Birch (CD 3)","1,138",713,27,3,"1,881"
"Chesapeake City",-,"41 - John T West (CD 4)","1,340",920,39,1,"2,300"
"Chesapeake City",-,"42 - Parkways (CD 3)",804,443,21,1,"1,269"
"Chesapeake City",-,"43 - Pleasant Crossing (CD 4)",389,832,18,5,"1,244"
"Chesapeake City",-,"44 - Nansemond (CD 3)",720,418,12,1,"1,151"
"Chesapeake City",-,"45 - Sunray II (CD 4)",401,165,8,0,574
"Chesapeake City",-,"46 - Bells Mill II (CD 4)",635,642,18,1,"1,296"
"Chesapeake City",-,"47 - Green Sea (CD 4)",281,478,14,2,775
"Chesapeake City",-,"48 - Jolliff Middle School (CD 4)","1,491",118,9,0,"1,618"
"Chesapeake City",-,"49 - Waterway (CD 4)","1,339","1,310",58,3,"2,710"
"Chesapeake City",-,"50 - River Walk (CD 4)",932,540,34,0,"1,506"
"Chesapeake City",-,"51 - Coopers Way (CD 4)",506,"1,185",28,2,"1,721"
"Chesapeake City",-,"52 - Shipyard Road (CD 4)",977,556,26,2,"1,561"
"Chesapeake City",-,"53 - Fairways (CD 3)",643,370,22,2,"1,037"
"Chesapeake City",-,"54 - Pughsville (CD 3)","1,019",333,20,5,"1,377"
"Chesapeake City",-,"55 - Georgetown East (CD 3)",871,190,18,2,"1,081"
"Chesapeake City",-,"56 - Green Tree (CD 3)",749,380,31,2,"1,162"
"Chesapeake City",-,"57 - Cypress (CD 3)",898,444,24,2,"1,368"
"Chesapeake City",-,"58 - Expressway (CD 4)",449,136,8,0,593
"Chesapeake City",-,"59 - Clearfield (CD 4)",606,502,20,1,"1,129"
"Chesapeake City",-,"60 - Parker Road (CD 4)",710,"1,158",42,1,"1,911"
"Chesapeake City",-,"61 - Centerville (CD 4)",442,802,17,2,"1,263"
"Chesapeake City",-,"62 - Fentress (CD 4)",556,976,21,1,"1,554"
"Chesapeake City",-,"63 - Poplar Branch (CD 4)",292,677,18,3,990
"Chesapeake City",-,"AB - Central Absentee Precinct (CD 3)","1,635",639,34,8,"2,316"
"Chesapeake City",-,"Ab - Central Absentee Precinct (CD 4)","2,211","1,781",60,3,"4,055"
"Chesapeake City",-,"Provisional (CD 3)",22,13,0,0,35
"Chesapeake City",-,"Provisional (CD 4)",25,15,0,0,40
"Chesterfield County",-,"101 - Bellwood (CD 4)",631,473,20,0,"1,124"
"Chesterfield County",-,"102 - South Chester (CD 4)",920,838,30,2,"1,790"
"Chesterfield County",-,"103 - Enon (CD 4)","1,066","1,231",34,4,"2,335"
"Chesterfield County",-,"104 - North Chester (CD 4)",857,"1,220",40,3,"2,120"
"Chesterfield County",-,"105 - Drewrys Bluff (CD 7)",829,476,19,1,"1,325"
"Chesterfield County",-,"106 - Harrowgate (CD 4)","1,536","1,084",22,3,"2,645"
"Chesterfield County",-,"107 - Wells (CD 4)",993,765,24,0,"1,782"
"Chesterfield County",-,"108 - Ecoff (CD 4)","1,090","1,471",38,2,"2,601"
"Chesterfield County",-,"109 - Elizabeth Scott (CD 4)","1,524","1,281",47,2,"2,854"
"Chesterfield County",-,"110 - Dutch Gap (CD 4)",631,657,18,2,"1,308"
"Chesterfield County",-,"111 - Iron Bridge (CD 4)","1,596","1,411",36,3,"3,046"
"Chesterfield County",-,"112 - Carver (CD 4)",942,716,20,3,"1,681"
"Chesterfield County",-,"201 - Gates (CD 4)",718,734,26,0,"1,478"
"Chesterfield County",-,"202 - Beulah (CD 7)","1,530",662,35,3,"2,230"
"Chesterfield County",-,"203 - Bird (CD 4)",258,294,13,2,567
"Chesterfield County",-,"204 - Jacobs (CD 7)",769,498,26,2,"1,295"
"Chesterfield County",-,"205 - Falling Creek (CD 7)","1,489",592,18,0,"2,099"
"Chesterfield County",-,"206 - Belmont (CD 7)","1,059",158,9,0,"1,226"
"Chesterfield County",-,"207 - Chippenham (CD 7)",516,164,6,0,686
"Chesterfield County",-,"208 - Meadowbrook (CD 7)","1,365",440,16,1,"1,822"
"Chesterfield County",-,"209 - Salem Church (CD 4)","1,153",983,53,5,"2,194"
"Chesterfield County",-,"210 - Five Forks (CD 7)","1,788",821,35,2,"2,646"
"Chesterfield County",-,"211 - Nash (CD 4)","1,074","1,635",44,1,"2,754"
"Chesterfield County",-,"212 - St. Luke's (CD 7)",585,560,15,2,"1,162"
"Chesterfield County",-,"213 - Southside (CD 7)","2,506",511,32,0,"3,049"
"Chesterfield County",-,"214 - Hopkins (CD 7)",226,34,3,0,263
"Chesterfield County",-,"215 - North Bird (CD 7)",581,193,4,0,778
"Chesterfield County",-,"301 - Ettrick (CD 4)","1,866",359,11,2,"2,238"
"Chesterfield County",-,"302 - Deer Run (CD 7)",367,484,13,0,864
"Chesterfield County",-,"303 - Matoaca (CD 4)","1,212","1,104",18,5,"2,339"
"Chesterfield County",-,"304 - Winfrees Store (CD 4)",755,"1,683",19,2,"2,459"
"Chesterfield County",-,"305 - Beach (CD 4)",212,591,12,0,815
"Chesterfield County",-,"306 - Winterpock (CD 7)",709,"1,678",36,6,"2,429"
"Chesterfield County",-,"307 - Cosby (CD 7)","1,481","1,404",51,4,"2,940"
"Chesterfield County",-,"308 - South Manchester (CD 7)",457,302,9,1,769
"Chesterfield County",-,"309 - Skinquarter (CD 7)","1,560","2,058",69,3,"3,690"
"Chesterfield County",-,"310 - Tomahawk (CD 7)","1,003","1,111",59,1,"2,174"
"Chesterfield County",-,"313 - Woolridge (CD 7)","1,366","1,516",64,4,"2,950"
"Chesterfield County",-,"315 - Bailey Bridge (CD 7)",729,"1,401",46,3,"2,179"
"Chesterfield County",-,"316 - Spring Run (CD 7)",947,"1,003",40,5,"1,995"
"Chesterfield County",-,"317 - Birkdale (CD 7)","1,222","1,345",33,3,"2,603"
"Chesterfield County",-,"318 - West Beach (CD 7)",333,403,7,0,743
"Chesterfield County",-,"401 - Harbour Pointe (CD 7)",711,668,47,1,"1,427"
"Chesterfield County",-,"402 - Genito (CD 7)","1,642","1,250",58,9,"2,959"
"Chesterfield County",-,"403 - Brandermill (CD 7)","1,199","1,064",50,1,"2,314"
"Chesterfield County",-,"404 - Providence (CD 7)","1,091",736,41,3,"1,871"
"Chesterfield County",-,"405 - La Prade (CD 7)","1,127",957,36,2,"2,122"
"Chesterfield County",-,"406 - Smoketree (CD 7)",881,894,49,4,"1,828"
"Chesterfield County",-,"407 - Monacan (CD 7)",574,644,24,3,"1,245"
"Chesterfield County",-,"408 - Reams (CD 7)","1,797",870,54,3,"2,724"
"Chesterfield County",-,"409 - Manchester (CD 7)",668,433,16,1,"1,118"
"Chesterfield County",-,"410 - Wagstaff (CD 7)",691,524,21,1,"1,237"
"Chesterfield County",-,"411 - Swift Creek (CD 7)","1,079",978,44,3,"2,104"
"Chesterfield County",-,"413 - Shenandoah (CD 7)","1,061",747,34,4,"1,846"
"Chesterfield County",-,"414 - Crenshaw (CD 7)","1,435","1,356",40,4,"2,835"
"Chesterfield County",-,"415 - Evergreen (CD 7)","1,117","1,017",47,5,"2,186"
"Chesterfield County",-,"416 - Evergreen West (CD 7)",640,449,19,3,"1,111"
"Chesterfield County",-,"417 - Edgewater (CD 7)",602,492,25,1,"1,120"
"Chesterfield County",-,"501 - Huguenot (CD 7)",867,583,34,10,"1,494"
"Chesterfield County",-,"502 - Crestwood (CD 7)",631,474,24,3,"1,132"
"Chesterfield County",-,"503 - Midlothian (CD 7)","1,010","1,042",35,2,"2,089"
"Chesterfield County",-,"504 - Robious (CD 7)","1,573","1,528",62,17,"3,180"
"Chesterfield County",-,"505 - Bon Air (CD 7)","1,299",871,57,8,"2,235"
"Chesterfield County",-,"506 - Greenfield (CD 7)","1,194",818,52,1,"2,065"
"Chesterfield County",-,"507 - Salisbury (CD 7)","1,286","1,469",83,4,"2,842"
"Chesterfield County",-,"508 - Belgrade (CD 7)","1,032",803,40,2,"1,877"
"Chesterfield County",-,"509 - Cranbeck (CD 7)",889,496,37,0,"1,422"
"Chesterfield County",-,"510 - Sycamore (CD 7)","1,089","1,070",69,3,"2,231"
"Chesterfield County",-,"511 - Black Heath (CD 7)",702,765,39,7,"1,513"
"Chesterfield County",-,"513 - Beaufont (CD 7)",719,209,23,1,952
"Chesterfield County",-,"514 - Watkins (CD 7)","1,209","1,201",77,5,"2,492"
"Chesterfield County",-,"515 - Davis (CD 7)","1,391",286,13,2,"1,692"
"Chesterfield County",-,"516 - Pocoshock (CD 7)",864,217,21,0,"1,102"
"Chesterfield County",-,"517 - Roseland (CD 7)",452,588,19,0,"1,059"
"Chesterfield County",-,"518 - Midlothian North (CD 7)","1,097","1,337",51,4,"2,489"
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 4)","1,736","1,513",46,6,"3,301"
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 7)","5,179","3,110",143,18,"8,450"
"Chesterfield County",-,"Provisional (CD 4)",25,8,1,0,34
"Chesterfield County",-,"Provisional (CD 7)",81,24,4,0,109
"Clarke County",-,"101 - Russell",489,828,23,0,"1,340"
"Clarke County",-,"201 - Berryville",569,519,28,1,"1,117"
"Clarke County",-,"301 - Millwood",439,522,17,1,979
"Clarke County",-,"302 - Pine Grove",190,230,7,0,427
"Clarke County",-,"401 - White Post",562,700,19,1,"1,282"
"Clarke County",-,"501 - Buckmarsh",394,503,7,0,904
"Clarke County",-,"502 - Blue Ridge",159,192,13,0,364
"Clarke County",-,"Ab - Central Absentee Precinct",404,351,12,2,769
"Clarke County",-,Provisional,4,0,0,0,4
"Colonial Heights City",-,"1 - First",347,480,30,0,857
"Colonial Heights City",-,"2 - Second",312,588,17,0,917
"Colonial Heights City",-,"3 - Third",403,723,26,1,"1,153"
"Colonial Heights City",-,"4 - Fourth",489,900,16,1,"1,406"
"Colonial Heights City",-,"5 - Fifth",349,"1,078",21,2,"1,450"
"Colonial Heights City",-,"Ab - Central Absentee Precinct",205,414,10,3,632
"Colonial Heights City",-,Provisional,0,0,0,0,0
"Covington City",-,"101 - Precinct 1-1",125,149,6,0,280
"Covington City",-,"201 - Precinct 2-1",155,155,6,1,317
"Covington City",-,"301 - Precinct 3-1",170,106,0,0,276
"Covington City",-,"401 - Precinct 4-1",155,252,11,0,418
"Covington City",-,"501 - Precinct 5-1",135,257,9,0,401
"Covington City",-,"Ab - Central Absentee Precinct",45,38,1,0,84
"Covington City",-,Provisional,0,0,0,0,0
"Craig County",-,"101 - Court House",80,290,9,1,380
"Craig County",-,"201 - Ammendale Precinct",100,389,5,0,494
"Craig County",-,"301 - Givens & Reynolds Store",92,183,5,2,282
"Craig County",-,"303 - Marshalls Store",77,154,3,1,235
"Craig County",-,"401 - Barbours Creek",54,142,2,0,198
"Craig County",-,"402 - Paint Bank",14,25,0,0,39
"Craig County",-,"403 - Craig Springs",42,151,1,0,194
"Craig County",-,"501 - Craig City",85,281,5,0,371
"Craig County",-,Provisional,0,0,0,0,0
"Culpeper County",-,"101 - West Fairfax","1,166",955,58,4,"2,183"
"Culpeper County",-,"201 - East Fairfax","1,108",749,44,5,"1,906"
"Culpeper County",-,"302 - Eggbornsville",327,739,20,1,"1,087"
"Culpeper County",-,"303 - Cardova",296,544,18,1,859
"Culpeper County",-,"304 - Willow Shade",219,187,10,1,417
"Culpeper County",-,"401 - Eldorado",417,740,15,0,"1,172"
"Culpeper County",-,"402 - Browns Store",696,"1,156",29,2,"1,883"
"Culpeper County",-,"501 - Jeffersonton",559,"1,016",31,1,"1,607"
"Culpeper County",-,"502 - Rixeyville",456,985,25,1,"1,467"
"Culpeper County",-,"601 - Mitchells",100,164,4,0,268
"Culpeper County",-,"602 - Pearl Sample",713,949,33,3,"1,698"
"Culpeper County",-,"603 - South Ridge",262,241,10,1,514
"Culpeper County",-,"702 - Brandy Station",545,"1,005",19,7,"1,576"
"Culpeper County",-,"703 - Lignum",241,489,18,2,750
"Culpeper County",-,"704 - Richardsville",110,273,7,1,391
"Culpeper County",-,"Ab - Central Absentee Precinct",874,718,20,7,"1,619"
"Culpeper County",-,Provisional,4,3,0,0,7
"Cumberland County",-,"101 - Precinct 1",359,487,13,0,859
"Cumberland County",-,"201 - Precinct 2",271,533,20,0,824
"Cumberland County",-,"301 - Precinct 3",448,293,10,1,752
"Cumberland County",-,"401 - Precinct 4",307,466,18,0,791
"Cumberland County",-,"501 - Precinct 5",320,348,12,0,680
"Cumberland County",-,"Ab - Central Absentee Precinct",143,143,1,0,287
"Cumberland County",-,Provisional,1,0,0,0,1
"Danville City",-,"1 - Ward One",351,48,5,0,404
"Danville City",-,"2 - Ward Two",295,140,7,0,442
"Danville City",-,"3 - Ward Three",665,212,21,0,898
"Danville City",-,"4 - Ward Four",850,664,14,2,"1,530"
"Danville City",-,"6 - Ward Six",371,42,4,0,417
"Danville City",-,"7 - Ward Seven",651,91,4,0,746
"Danville City",-,"8 - Ward Eight",526,199,5,0,730
"Danville City",-,"9 - Ward Nine",384,273,6,2,665
"Danville City",-,"10 - Ward Ten",555,346,13,0,914
"Danville City",-,"11 - Ward Eleven",891,358,8,1,"1,258"
"Danville City",-,"12 - Ward Twelve",883,480,14,0,"1,377"
"Danville City",-,"13 - Ward Thirteen",791,354,14,2,"1,161"
"Danville City",-,"14 - Ward Fourteen",189,6,1,0,196
"Danville City",-,"15 - Ward Fifteen",558,496,10,2,"1,066"
"Danville City",-,"16 - Ward Sixteen",549,659,16,0,"1,224"
"Danville City",-,"17 - Ward Seventeen",365,752,15,2,"1,134"
"Danville City",-,"Ab - Central Absentee Precinct",541,397,6,5,949
"Danville City",-,Provisional,3,1,0,0,4
"Dickenson County",-,"101 - South Clintwood",274,563,3,2,842
"Dickenson County",-,"201 - Nora",82,170,0,0,252
"Dickenson County",-,"202 - Frying Pan",31,86,1,0,118
"Dickenson County",-,"203 - Clinchco",140,246,3,0,389
"Dickenson County",-,"301 - West Dante",16,144,1,0,161
"Dickenson County",-,"302 - Herald",46,207,0,0,253
"Dickenson County",-,"303 - Ridge",96,322,3,0,421
"Dickenson County",-,"401 - Haysi-colley",304,375,4,1,684
"Dickenson County",-,"501 - Tarpon",89,126,0,1,216
"Dickenson County",-,"502 - North Clintwood",207,446,1,1,655
"Dickenson County",-,"Ab - Central Absentee Precinct",237,241,4,0,482
"Dickenson County",-,Provisional,2,0,0,0,2
"Dinwiddie County",-,"101 - White Oak",106,309,2,1,418
"Dinwiddie County",-,"102 - Rocky Run",175,437,1,0,613
"Dinwiddie County",-,"103 - Church Road",197,782,5,2,986
"Dinwiddie County",-,"201 - Rohoic",341,196,9,0,546
"Dinwiddie County",-,"202 - Sutherland",598,827,5,1,"1,431"
"Dinwiddie County",-,"301 - Reams",152,277,5,0,434
"Dinwiddie County",-,"302 - New Hope",260,434,7,2,703
"Dinwiddie County",-,"303 - Little Zion",502,468,10,0,980
"Dinwiddie County",-,"401 - Dinwiddie",416,597,6,1,"1,020"
"Dinwiddie County",-,"402 - Mckenney",251,313,6,0,570
"Dinwiddie County",-,"403 - Cherry Hill",235,176,4,0,415
"Dinwiddie County",-,"501 - Edgehill",147,45,1,0,193
"Dinwiddie County",-,"502 - Chesdin","1,004",426,13,0,"1,443"
"Dinwiddie County",-,"Ab - Central Absentee Precinct",480,339,4,0,823
"Dinwiddie County",-,Provisional,1,0,0,0,1
"Emporia City",-,"101 - Precinct 1-1",221,78,4,0,303
"Emporia City",-,"201 - Precinct 2-1",179,11,2,0,192
"Emporia City",-,"301 - Precinct 3-1",111,129,3,1,244
"Emporia City",-,"401 - Precinct 4-1",168,145,1,0,314
"Emporia City",-,"501 - Precinct 5-1",171,10,1,0,182
"Emporia City",-,"601 - District 6",127,152,3,0,282
"Emporia City",-,"701 - District 7",136,59,4,0,199
"Emporia City",-,"AB - Central Absentee Precinct",50,24,0,0,74
"Emporia City",-,Provisional,0,0,0,0,0
"Essex County",-,"101 - Greater Tappahannock",501,390,11,0,902
"Essex County",-,"201 - North",620,318,4,0,942
"Essex County",-,"301 - South",439,680,11,0,"1,130"
"Essex County",-,"401 - Central",487,545,8,0,"1,040"
"Essex County",-,"Ab - Central Absentee Precinct",217,182,2,1,402
"Essex County",-,Provisional,2,0,0,0,2
"Fairfax County",-,"104 - Chapel (CD 11)",985,476,31,4,"1,496"
"Fairfax County",-,"105 - Fairview (CD 11)","1,950",806,61,7,"2,824"
"Fairfax County",-,"106 - Heritage (CD 11)","1,448",439,30,2,"1,919"
"Fairfax County",-,"108 - Kings Park (CD 11)",993,472,28,4,"1,497"
"Fairfax County",-,"109 - Little Run (CD 11)",608,264,18,1,891
"Fairfax County",-,"110 - North Springfield (CD 11)","1,636",739,54,1,"2,430"
"Fairfax County",-,"113 - Canterbury (CD 11)","1,669",713,52,10,"2,444"
"Fairfax County",-,"114 - Olde Creek (CD 11)",766,371,32,2,"1,171"
"Fairfax County",-,"115 - Ravensworth (CD 11)",710,368,28,3,"1,109"
"Fairfax County",-,"116 - Wakefield (CD 11)","1,027",409,34,4,"1,474"
"Fairfax County",-,"117 - Woodson (CD 11)","1,072",544,35,6,"1,657"
"Fairfax County",-,"118 - Lake Braddock (CD 11)","1,759",574,63,4,"2,400"
"Fairfax County",-,"119 - Laurel (CD 11)","1,630",727,53,6,"2,416"
"Fairfax County",-,"120 - Sideburn (CD 11)","1,194",715,28,4,"1,941"
"Fairfax County",-,"121 - Villa (CD 11)",771,362,36,3,"1,172"
"Fairfax County",-,"123 - Robinson (CD 11)","1,641",717,62,3,"2,423"
"Fairfax County",-,"125 - Signal Hill (CD 11)","1,270",555,37,7,"1,869"
"Fairfax County",-,"126 - Bonnie Brae (CD 11)","1,042",366,52,3,"1,463"
"Fairfax County",-,"127 - Burke Centre (CD 11)","1,881",702,75,2,"2,660"
"Fairfax County",-,"128 - Cardinal (CD 11)",976,365,31,0,"1,372"
"Fairfax County",-,"129 - Keene Mill (CD 11)",738,305,25,0,"1,068"
"Fairfax County",-,"130 - Terra Centre (CD 11)","1,013",448,45,3,"1,509"
"Fairfax County",-,"131 - Eagle View (CD 11)","1,356",576,36,5,"1,973"
"Fairfax County",-,"132 - Monument (CD 11)","1,618",511,51,4,"2,184"
"Fairfax County",-,"133 - Danbury (CD 11)",337,102,11,0,450
"Fairfax County",-,"134 - University (CD 11)","1,460",175,54,2,"1,691"
"Fairfax County",-,"201 - Armstrong (CD 11)","1,681",574,61,2,"2,318"
"Fairfax County",-,"202 - Flint Hill (CD 11)","1,188",631,34,7,"1,860"
"Fairfax County",-,"203 - Floris (CD 11)","1,574",680,28,4,"2,286"
"Fairfax County",-,"204 - Madison (CD 11)",399,114,8,0,521
"Fairfax County",-,"208 - Reston #1 (CD 11)","1,632",427,50,4,"2,113"
"Fairfax County",-,"209 - Reston #2 (CD 11)","1,528",341,41,0,"1,910"
"Fairfax County",-,"213 - Vienna #1 (CD 11)","1,671",712,55,4,"2,442"
"Fairfax County",-,"214 - Vienna #2 (CD 11)","1,328",546,38,9,"1,921"
"Fairfax County",-,"216 - Vienna #4 (CD 11)",697,257,23,0,977
"Fairfax County",-,"218 - Vienna #6 (CD 11)","1,024",321,21,1,"1,367"
"Fairfax County",-,"219 - Westbriar (CD 11)","1,435",635,39,3,"2,112"
"Fairfax County",-,"220 - Dogwood (CD 11)","1,872",529,41,3,"2,445"
"Fairfax County",-,"221 - Hunters Woods (CD 11)","1,275",429,30,3,"1,737"
"Fairfax County",-,"222 - Reston #3 (CD 11)","1,126",223,24,3,"1,376"
"Fairfax County",-,"223 - Glade (CD 11)","1,786",500,51,8,"2,345"
"Fairfax County",-,"224 - South Lakes (CD 11)","2,241",548,71,6,"2,866"
"Fairfax County",-,"225 - Hughes (CD 11)","1,828",397,58,1,"2,284"
"Fairfax County",-,"226 - Wolftrap (CD 11)","1,447",671,41,7,"2,166"
"Fairfax County",-,"227 - Sunrise Valley (CD 11)",729,350,32,1,"1,112"
"Fairfax County",-,"229 - Fox Mill (CD 10)","1,908",929,55,3,"2,895"
"Fairfax County",-,"233 - North Point (CD 11)","1,392",652,26,4,"2,074"
"Fairfax County",-,"234 - Aldrin (CD 11)","1,279",440,28,1,"1,748"
"Fairfax County",-,"235 - Frying Pan (CD 11)","1,326",354,28,0,"1,708"
"Fairfax County",-,"236 - Stuart (CD 11)",621,237,23,1,882
"Fairfax County",-,"237 - Mcnair (CD 11)","1,484",349,44,3,"1,880"
"Fairfax County",-,"238 - Cameron Glen (CD 11)","1,350",577,46,5,"1,978"
"Fairfax County",-,"240 - Colvin (CD 10)",907,553,22,1,"1,483"
"Fairfax County",-,"301 - Chain Bridge (CD 10)","1,108",574,43,5,"1,730"
"Fairfax County",-,"302 - Chesterbrook (CD 8)","1,033",502,31,8,"1,574"
"Fairfax County",-,"303 - Churchill (CD 10)",604,262,17,2,885
"Fairfax County",-,"304 - Cooper (CD 10)",679,408,17,6,"1,110"
"Fairfax County",-,"305 - El Nido (CD 8)",921,348,29,4,"1,302"
"Fairfax County",-,"306 - Great Falls (CD 10)",682,534,14,5,"1,235"
"Fairfax County",-,"307 - Haycock (CD 8)","1,033",393,29,6,"1,461"
"Fairfax County",-,"309 - Kenmore (CD 10)","1,248",672,30,11,"1,961"
"Fairfax County",-,"310 - Kirby (CD 8)",843,307,22,6,"1,178"
"Fairfax County",-,"311 - Langley (CD 10)",665,416,34,8,"1,123"
"Fairfax County",-,"312 - Longfellow (CD 8)","1,022",422,38,5,"1,487"
"Fairfax County",-,"314 - Mclean (CD 10)",883,402,39,6,"1,330"
"Fairfax County",-,"315 - Pimmit (CD 8)","1,328",544,47,4,"1,923"
"Fairfax County",-,"316 - Salona #1 (CD 8)",331,181,9,3,524
"Fairfax County",-,"317 - Westhampton (CD 8)",959,386,19,8,"1,372"
"Fairfax County",-,"318 - Westmoreland (CD 8)",566,258,19,2,845
"Fairfax County",-,"319 - Herndon #1 (CD 11)","1,654",636,67,7,"2,364"
"Fairfax County",-,"320 - Herndon #2 (CD 11)","1,855",568,70,3,"2,496"
"Fairfax County",-,"321 - Clearview (CD 10)","1,702",785,70,5,"2,562"
"Fairfax County",-,"322 - Forestville (CD 10)",974,779,38,10,"1,801"
"Fairfax County",-,"323 - Shouse (CD 10)",917,455,13,1,"1,386"
"Fairfax County",-,"324 - Herndon #3 (CD 11)","1,589",446,61,2,"2,098"
"Fairfax County",-,"325 - Hutchison (CD 11)","1,075",216,22,0,"1,313"
"Fairfax County",-,"327 - Sugarland (CD 10)","1,440",731,47,1,"2,219"
"Fairfax County",-,"328 - Hickory (CD 10)","1,134",685,44,4,"1,867"
"Fairfax County",-,"329 - Seneca (CD 10)","1,194",792,31,1,"2,018"
"Fairfax County",-,"331 - Spring Hill (CD 10)",776,391,23,6,"1,196"
"Fairfax County",-,"332 - Coates (CD 11)","1,608",371,39,4,"2,022"
"Fairfax County",-,"333 - Salona #2 (CD 8)",669,278,26,7,980
"Fairfax County",-,"401 - Bush Hill (CD 8)","1,376",561,43,4,"1,984"
"Fairfax County",-,"402 - Cameron (CD 8)",547,166,14,1,728
"Fairfax County",-,"403 - Forestdale (CD 8)",559,205,13,1,778
"Fairfax County",-,"404 - Franconia (CD 8)","1,583",482,35,1,"2,101"
"Fairfax County",-,"405 - Groveton (CD 8)",907,203,22,2,"1,134"
"Fairfax County",-,"406 - Hayfield (CD 8)",923,497,43,7,"1,470"
"Fairfax County",-,"408 - Mount Eagle (CD 8)","1,179",202,51,2,"1,434"
"Fairfax County",-,"409 - Pioneer (CD 8)","1,594",486,32,1,"2,113"
"Fairfax County",-,"410 - Rose Hill (CD 8)","1,833",755,77,8,"2,673"
"Fairfax County",-,"411 - Virginia Hills (CD 8)","1,027",317,36,4,"1,384"
"Fairfax County",-,"413 - Fairfield (CD 8)","1,164",144,14,1,"1,323"
"Fairfax County",-,"415 - Crestwood (CD 8)","1,031",450,29,2,"1,512"
"Fairfax County",-,"417 - Garfield (CD 8)","1,479",536,29,7,"2,051"
"Fairfax County",-,"418 - Lynbrook (CD 8)",881,275,27,5,"1,188"
"Fairfax County",-,"419 - Lane (CD 8)","1,639",386,47,2,"2,074"
"Fairfax County",-,"420 - Villages (CD 8)","1,810",564,46,8,"2,428"
"Fairfax County",-,"421 - Kingstowne (CD 8)","1,544",460,44,7,"2,055"
"Fairfax County",-,"422 - Van Dorn (CD 8)","1,688",443,61,4,"2,196"
"Fairfax County",-,"423 - Clermont (CD 8)","1,190",459,42,4,"1,695"
"Fairfax County",-,"424 - Huntley (CD 8)","1,185",444,48,2,"1,679"
"Fairfax County",-,"426 - Greenspring (CD 11)",862,404,9,2,"1,277"
"Fairfax County",-,"427 - Island Creek (CD 8)","1,212",382,36,5,"1,635"
"Fairfax County",-,"428 - Pinewood (CD 8)","1,449",202,30,2,"1,683"
"Fairfax County",-,"429 - Hybla Valley (CD 8)","1,419",207,22,4,"1,652"
"Fairfax County",-,"501 - Baileys (CD 8)","1,573",334,31,0,"1,938"
"Fairfax County",-,"502 - Barcroft (CD 11)",583,213,18,5,819
"Fairfax County",-,"503 - Belvedere (CD 11)",759,226,24,0,"1,009"
"Fairfax County",-,"504 - Bristow (CD 11)","1,082",319,15,1,"1,417"
"Fairfax County",-,"505 - Glen Forest (CD 8)","1,244",323,38,0,"1,605"
