County/City,Ward,Pct,"Timothy Michael Kaine","Corey Alan Stewart","Matthew Joseph Waters","All Others","Total Votes Cast"
"Lunenburg County",-,"301 - Rosebud",74,252,1,0,327
"Lunenburg County",-,"302 - Flat Rock",141,194,2,0,337
"Lunenburg County",-,"401 - Arrowhead Gun Club",50,173,1,0,224
"Lunenburg County",-,"402 - Pleasant Grove",131,279,2,0,412
"Lunenburg County",-,"501 - Reedy Creek",157,139,4,0,300
"Lunenburg County",-,"502 - Peoples Community Center",250,110,7,0,367
"Lunenburg County",-,"601 - Hounds Creek",329,215,8,0,552
"Lunenburg County",-,"701 - Meherrin Fire Department",125,151,3,0,279
"Lunenburg County",-,"702 - Victoria Public Library",138,208,2,0,348
"Lunenburg County",-,"Ab - Central Absentee Precinct",248,135,3,1,387
"Lunenburg County",-,Provisional,1,0,0,0,1
"Lynchburg City",-,"101 - First Ward First Precinct","1,095",997,86,3,"2,181"
"Lynchburg City",-,"102 - First Ward Second Precinct","1,061","1,188",83,3,"2,335"
"Lynchburg City",-,"103 - First Ward Third Precinct",778,799,60,2,"1,639"
"Lynchburg City",-,"104 - First Ward Fourth Precinct",456,259,20,0,735
"Lynchburg City",-,"105 - First Ward Fifth Precinct",614,428,35,0,"1,077"
"Lynchburg City",-,"201 - Second Ward First Precinct","1,522",351,56,2,"1,931"
"Lynchburg City",-,"202 - Second Ward Second Precinct","1,231",265,31,2,"1,529"
"Lynchburg City",-,"203 - Second Ward Third Precinct",409,107,9,0,525
"Lynchburg City",-,"204 - Second Ward Fourth Precinct",283,197,15,1,496
"Lynchburg City",-,"301 - Third Ward First Precinct",490,341,27,1,859
"Lynchburg City",-,"302 - Third Ward Second Precinct",102,781,141,2,"1,026"
"Lynchburg City",-,"303 - Third Ward Third Precinct",431,471,39,0,941
"Lynchburg City",-,"304 - Third Ward Fourth Precinct",375,521,35,1,932
"Lynchburg City",-,"305 - Third Ward Fifth Precinct",672,"1,082",73,6,"1,833"
"Lynchburg City",-,"401 - Fourth Ward First Precinct",962,"1,535",81,4,"2,582"
"Lynchburg City",-,"402 - Fourth Ward Second Precinct",417,509,33,1,960
"Lynchburg City",-,"403 - Fourth Ward Third Precinct",843,891,87,1,"1,822"
"Lynchburg City",-,"404 - Fourth Ward Fourth Precinct",949,904,52,3,"1,908"
"Lynchburg City",-,"Ab - Central Absentee Precinct",890,609,30,0,"1,529"
"Lynchburg City",-,Provisional,2,3,0,0,5
"Madison County",-,"1 - Oak Park",300,323,10,1,634
"Madison County",-,"2 - Radiant",381,522,11,1,915
"Madison County",-,"3 - Rochelle",141,313,2,2,458
"Madison County",-,"4 - Graves Mill",21,40,0,0,61
"Madison County",-,"5 - Madison",404,617,21,1,"1,043"
"Madison County",-,"6 - Wolftown",220,364,14,1,599
"Madison County",-,"7 - Brightwood",286,739,13,2,"1,040"
"Madison County",-,"8 - Criglersville",175,302,7,1,485
"Madison County",-,"9 - Etlan",89,204,8,1,302
"Madison County",-,"Ab - Central Absentee Precinct",256,231,2,3,492
"Madison County",-,Provisional,0,0,0,0,0
"Manassas City",-,"1 - Dean","1,122",432,38,0,"1,592"
"Manassas City",-,"2 - Weems","1,370",683,48,1,"2,102"
"Manassas City",-,"3 - Metz","1,308",735,51,3,"2,097"
"Manassas City",-,"4 - Haydon","1,141",724,39,3,"1,907"
"Manassas City",-,"5 - Baldwin","1,058",547,35,5,"1,645"
"Manassas City",-,"6 - Round",930,705,44,2,"1,681"
"Manassas City",-,"Ab - Central Absentee Precinct","1,189",670,32,2,"1,893"
"Manassas City",-,Provisional,12,0,0,0,12
"Manassas Park City",-,"1 - Precinct One","1,050",361,22,1,"1,434"
"Manassas Park City",-,"2 - Precinct Two",754,331,30,2,"1,117"
"Manassas Park City",-,"3 - Precinct Three",827,403,24,0,"1,254"
"Manassas Park City",-,"Ab - Central Absentee Precinct",395,165,13,1,574
"Manassas Park City",-,Provisional,6,0,0,0,6
"Martinsville City",-,"1 - Precinct #1",449,10,6,1,466
"Martinsville City",-,"2 - Precinct #2",542,309,17,1,869
"Martinsville City",-,"3 - Precinct #3",369,152,4,5,530
"Martinsville City",-,"4 - Precinct #4",604,251,10,0,865
"Martinsville City",-,"5 - Precinct #5",513,711,42,0,"1,266"
"Martinsville City",-,"6 - Precinct #6",219,3,0,0,222
"Martinsville City",-,"Ab - Central Absentee Precinct",191,129,3,0,323
"Martinsville City",-,Provisional,2,1,0,0,3
"Mathews County",-,"1 - Chesapeake",282,582,13,0,877
"Mathews County",-,"2 - Westville",486,866,18,0,"1,370"
"Mathews County",-,"3 - Piankatank",514,969,25,1,"1,509"
"Mathews County",-,"Ab - Central Absentee Precinct",283,374,2,0,659
"Mathews County",-,Provisional,1,0,0,0,1
"Mecklenburg County",-,"101 - Wrights Store",220,195,5,0,420
"Mecklenburg County",-,"102 - Pearsons Store",44,107,0,0,151
"Mecklenburg County",-,"103 - South Clarksville",349,305,5,0,659
"Mecklenburg County",-,"201 - Boydton",206,168,2,0,376
"Mecklenburg County",-,"202 - Bluestone Senior High School",90,64,0,0,154
"Mecklenburg County",-,"203 - Chase City Vfw Post",247,71,3,0,321
"Mecklenburg County",-,"301 - Bracey",228,581,5,0,814
"Mecklenburg County",-,"302 - Lacrosse",224,258,7,0,489
"Mecklenburg County",-,"401 - American Legion Hall",690,345,7,0,"1,042"
"Mecklenburg County",-,"402 - Park View Middle School",97,62,1,0,160
"Mecklenburg County",-,"501 - South Hill",500,645,17,3,"1,165"
"Mecklenburg County",-,"601 - Baskerville",195,314,2,1,512
"Mecklenburg County",-,"602 - Union Level",59,217,5,0,281
"Mecklenburg County",-,"603 - Smith Crossroads",84,129,3,0,216
"Mecklenburg County",-,"604 - Lake Gaston",94,191,2,0,287
"Mecklenburg County",-,"701 - Chase City",230,281,6,0,517
"Mecklenburg County",-,"702 - Sunshine",173,277,3,0,453
"Mecklenburg County",-,"801 - Finchley",76,101,1,0,178
"Mecklenburg County",-,"802 - Bluestone",192,420,3,0,615
"Mecklenburg County",-,"803 - Chase City Elementary School",205,247,5,0,457
"Mecklenburg County",-,"901 - Averett",25,134,2,0,161
"Mecklenburg County",-,"902 - Buffalo Springs",61,219,6,0,286
"Mecklenburg County",-,"903 - Clarksville",346,707,9,0,"1,062"
"Mecklenburg County",-,"Ab - Central Absentee Precinct",512,492,19,0,"1,023"
"Mecklenburg County",-,Provisional,2,3,0,1,6
"Middlesex County",-,"101 - Saluda",135,188,9,0,332
"Middlesex County",-,"102 - Urbanna",238,351,15,0,604
"Middlesex County",-,"201 - New Market",313,756,9,1,"1,079"
"Middlesex County",-,"302 - Church View",404,438,11,1,854
"Middlesex County",-,"401- Harmony Village",376,427,14,0,817
"Middlesex County",-,"501 - Wilton",373,631,19,0,"1,023"
"Middlesex County",-,"Ab - Central Absentee Precinct",189,222,6,0,417
"Middlesex County",-,Provisional,3,1,0,0,4
"Montgomery County",-,"101 - Precinct A-1","1,023",663,49,2,"1,737"
"Montgomery County",-,"102 - Precinct A-2","1,204",268,40,0,"1,512"
"Montgomery County",-,"103 - Precinct A-3","1,610",607,57,6,"2,280"
"Montgomery County",-,"201 - Precinct B-1",115,102,6,0,223
"Montgomery County",-,"202 - Precinct B-2",921,856,53,1,"1,831"
"Montgomery County",-,"203 - Precinct B-3",539,581,28,5,"1,153"
"Montgomery County",-,"204 - Precinct B-4","1,152","1,018",57,3,"2,230"
"Montgomery County",-,"301 - Precinct C-1",384,912,28,3,"1,327"
"Montgomery County",-,"302 - Precinct C-2",521,820,38,3,"1,382"
"Montgomery County",-,"303 - Precinct C-3",151,344,6,0,501
"Montgomery County",-,"304 - Precinct C-4",627,794,38,0,"1,459"
"Montgomery County",-,"401 - Precinct D-1",372,510,25,0,907
"Montgomery County",-,"402 - Precinct D-2",407,975,18,1,"1,401"
"Montgomery County",-,"403 - Precinct D-3",325,736,19,1,"1,081"
"Montgomery County",-,"404 - Precinct D-4",180,422,5,1,608
"Montgomery County",-,"405 - Precinct D-5",710,851,34,1,"1,596"
"Montgomery County",-,"501 - Precinct E-1",885,641,44,3,"1,573"
"Montgomery County",-,"502 - Precinct E-2",465,568,23,1,"1,057"
"Montgomery County",-,"503 - Precinct E-3",960,294,79,2,"1,335"
"Montgomery County",-,"601 - Precinct F-1","1,466",415,56,3,"1,940"
"Montgomery County",-,"602 - Precinct F-2","1,345",358,57,3,"1,763"
"Montgomery County",-,"603 - Precinct F-3",364,168,35,1,568
"Montgomery County",-,"701 - Precinct G-1","1,707",517,65,8,"2,297"
"Montgomery County",-,"702 - Precinct G-2","1,130",246,71,2,"1,449"
"Montgomery County",-,"Ab - Central Absentee Precinct","1,525",706,34,1,"2,266"
"Montgomery County",-,Provisional,21,10,1,0,32
"Nelson County",-,"101 - Rockfish",748,631,37,2,"1,418"
"Nelson County",-,"201 - Lovingston",361,382,13,0,756
"Nelson County",-,"202 - Schuyler",251,208,7,2,468
"Nelson County",-,"301 - Shipman",484,478,18,0,980
"Nelson County",-,"302 - Gladstone",68,91,3,0,162
"Nelson County",-,"401 - Roseland",481,645,15,2,"1,143"
"Nelson County",-,"402 - Montebello",37,63,0,0,100
"Nelson County",-,"501 - Faber",295,223,12,0,530
"Nelson County",-,"502 - Nellysford",708,505,25,6,"1,244"
"Nelson County",-,"Ab - Central Absentee Precinct",374,189,7,3,573
"Nelson County",-,Provisional,1,2,1,0,4
"New Kent County",-,"102 - Tunstall",124,371,5,0,500
"New Kent County",-,"103 - Southern Branch",394,"1,027",19,1,"1,441"
"New Kent County",-,"201 - Quinton",557,887,28,0,"1,472"
"New Kent County",-,"202 - Kentwood",213,595,17,0,825
"New Kent County",-,"301 - Watkins",456,477,11,3,947
"New Kent County",-,"302 - Cumberland",398,680,21,0,"1,099"
"New Kent County",-,"401 - Providence Forge",565,816,24,5,"1,410"
"New Kent County",-,"403 - Mountcastle",208,338,12,3,561
"New Kent County",-,"501 - Eltham",249,462,7,0,718
"New Kent County",-,"502 - Chickahominy River",266,763,10,0,"1,039"
"New Kent County",-,"Ab - Central Absentee Precinct",299,352,5,2,658
"New Kent County",-,Provisional,7,6,0,0,13
"Newport News City",-,"101 - Denbigh (CD 3)","1,552",377,23,2,"1,954"
"Newport News City",-,"102 - Epes (CD 3)","1,486",299,32,3,"1,820"
"Newport News City",-,"103 - Jenkins (CD 3)","1,212",565,37,4,"1,818"
"Newport News City",-,"104 - Mcintosh (CD 3)","1,062",239,17,0,"1,318"
"Newport News City",-,"105 - Oyster Point (CD 3)",331,157,11,2,501
"Newport News City",-,"106 - Reservoir (CD 3)","1,654",535,34,2,"2,225"
"Newport News City",-,"107 - Richneck (CD 3)","1,395",675,35,1,"2,106"
"Newport News City",-,"108 - Lee Hall (CD 3)","1,224",324,24,2,"1,574"
"Newport News City",-,"109 - Windsor (CD 3)",704,355,18,2,"1,079"
"Newport News City",-,"110 - Greenwood (CD 3)","1,366",359,40,5,"1,770"
"Newport News City",-,"201 - Bland (CD 3)",278,78,6,0,362
"Newport News City",-,"202 - Boulevard (CD 3)",753,608,32,3,"1,396"
"Newport News City",-,"203 - Charles (CD 3)","1,221","1,025",46,1,"2,293"
"Newport News City",-,"204 - Wellesley (CD 3)",743,368,19,1,"1,131"
"Newport News City",-,"205 - Deep Creek (CD 3)",843,999,45,0,"1,887"
"Newport News City",-,"208 - Hidenwood (CD 3)",507,573,22,1,"1,103"
"Newport News City",-,"209 - Hilton (CD 3)",817,577,36,1,"1,431"
"Newport News City",-,"210 - Nelson (CD 3)","1,302",978,43,4,"2,327"
"Newport News City",-,"211 - Palmer (CD 3)","1,116",485,41,1,"1,643"
"Newport News City",-,"212 - Riverside (CD 3)",472,489,24,2,987
"Newport News City",-,"213 - Sanford (CD 3)",309,389,22,0,720
"Newport News City",-,"215 - Warwick (CD 3)",516,289,18,1,824
"Newport News City",-,"216 - Yates (CD 3)",544,480,24,0,"1,048"
"Newport News City",-,"217 - Riverview (CD 3)",769,719,25,1,"1,514"
"Newport News City",-,"218 - Kiln Creek (CD 3)","1,552",924,40,6,"2,522"
"Newport News City",-,"219 - Deer Park (CD 3)","1,488",458,38,1,"1,985"
"Newport News City",-,"302 - Briarfield (CD 3)",844,197,10,1,"1,052"
"Newport News City",-,"303 - Carver (CD 3)",569,160,14,2,745
"Newport News City",-,"304 - Chestnut (CD 3)",518,12,3,0,533
"Newport News City",-,"305 - Downtown (CD 3)",325,65,5,0,395
"Newport News City",-,"306 - Dunbar (CD 3)",160,4,1,0,165
"Newport News City",-,"307 - Huntington (CD 3)",393,8,2,0,403
"Newport News City",-,"308 - Jefferson (CD 3)",412,19,2,0,433
"Newport News City",-,"309 - Magruder (CD 3)",527,6,3,0,536
"Newport News City",-,"310 - Marshall (CD 3)",662,20,3,1,686
"Newport News City",-,"311 - Newmarket (CD 3)","1,212",299,15,0,"1,526"
"Newport News City",-,"312 - Newsome Park (CD 3)",146,4,0,0,150
"Newport News City",-,"313 - Reed (CD 3)",964,20,7,1,992
"Newport News City",-,"314 - River (CD 3)",490,255,16,2,763
"Newport News City",-,"315 - Sedgefield (CD 3)",638,434,9,0,"1,081"
"Newport News City",-,"316 - South Morrison (CD 3)",951,386,15,4,"1,356"
"Newport News City",-,"317 - Washington (CD 3)",304,4,1,0,309
"Newport News City",-,"318 - Wilson (CD 3)",584,47,4,3,638
"Newport News City",-,"319 - Saunders (CD 3)","1,169",736,32,1,"1,938"
"Newport News City",-,"320 - Watkins (CD 3)","1,316","1,107",54,2,"2,479"
"Newport News City",-,"Ab - Central Absentee Precinct (CD 3)","1,974",777,25,5,"2,781"
"Newport News City",-,"Provisional (CD 3)",24,7,1,0,32
"Norfolk City",-,"101 - Granby (CD 3)","1,350",471,34,1,"1,856"
"Norfolk City",-,"102 - Ocean View School (CD 2)",517,358,17,1,893
"Norfolk City",-,"103 - Northside (CD 2)",718,494,25,2,"1,239"
"Norfolk City",-,"104 - Titustown (CD 2)",596,63,11,0,670
"Norfolk City",-,"104 - Titustown (CD 3)",45,2,0,0,47
"Norfolk City",-,"106 - Second Presbyterian (CD 2)","1,099",520,41,1,"1,661"
"Norfolk City",-,"201 - Larchmont School (CD 3)","1,451",460,50,4,"1,965"
"Norfolk City",-,"203 - Ghent Square (CD 3)",574,175,17,0,766
"Norfolk City",-,"207 - Lambert's Point (CD 3)","1,317",95,26,4,"1,442"
"Norfolk City",-,"208 - Larchmont Library (CD 3)",716,383,26,3,"1,128"
"Norfolk City",-,"210 - Maury (CD 3)","1,140",300,46,5,"1,491"
"Norfolk City",-,"211 - Chrysler Museum (CD 3)","1,444",497,44,6,"1,991"
"Norfolk City",-,"212 - Park Place (CD 3)",886,35,13,1,935
"Norfolk City",-,"213 - Taylor Elementary School (CD 3)","1,444",256,48,5,"1,753"
"Norfolk City",-,"214 - Stuart (CD 3)","1,408",313,23,1,"1,745"
"Norfolk City",-,"215 - Suburban Park (CD 2)",873,409,15,1,"1,298"
"Norfolk City",-,"217 - Wesley (CD 2)",801,288,21,0,"1,110"
"Norfolk City",-,"218 - Willard (CD 3)","1,337",680,69,6,"2,092"
"Norfolk City",-,"301 - Ballentine (CD 3)","1,088",109,22,3,"1,222"
"Norfolk City",-,"302 - Tanners Creek (CD 3)",632,114,5,2,753
"Norfolk City",-,"303 - Broad Creek (CD 3)","1,434",43,9,1,"1,487"
"Norfolk City",-,"304 - Coleman Place School (CD 3)",624,114,4,2,744
"Norfolk City",-,"305 - Lafayette-winona (CD 3)",945,155,12,2,"1,114"
"Norfolk City",-,"306 - Lindenwood (CD 3)",801,52,8,2,863
"Norfolk City",-,"309 - Norview (CD 3)","1,718",327,36,1,"2,082"
"Norfolk City",-,"310 - Rosemont (CD 3)","1,678",66,11,1,"1,756"
"Norfolk City",-,"311 - Sherwood (CD 3)","1,528",519,24,2,"2,073"
"Norfolk City",-,"313 - Union Chapel (CD 3)",589,9,5,0,603
"Norfolk City",-,"402 - Berkley (CD 3)",997,9,5,0,"1,011"
"Norfolk City",-,"404 - Campostella (CD 3)","1,007",28,11,0,"1,046"
"Norfolk City",-,"405 - Chesterfield (CD 3)","1,434",42,17,2,"1,495"
"Norfolk City",-,"406 - Barron Black (CD 2)",655,339,13,0,"1,007"
"Norfolk City",-,"408 - Easton (CD 3)",788,461,27,3,"1,279"
"Norfolk City",-,"409 - Fairlawn (CD 3)",649,316,17,2,984
"Norfolk City",-,"411 - Ruffner Academy (CD 3)",652,13,6,1,672
"Norfolk City",-,"412 - Ingleside (CD 3)","1,059",113,12,2,"1,186"
"Norfolk City",-,"413 - Poplar Halls (CD 3)","1,472",235,17,2,"1,726"
"Norfolk City",-,"414 - Young Park (CD 3)","1,075",26,10,2,"1,113"
"Norfolk City",-,"415 - Lake Taylor High School (CD 3)",741,313,23,1,"1,078"
"Norfolk City",-,"501 - Bayview (CD 2)",896,644,43,1,"1,584"
"Norfolk City",-,"503 - East Ocean View (CD 2)","1,081",666,44,1,"1,792"
"Norfolk City",-,"504 - Larrymore (CD 2)",869,444,26,2,"1,341"
"Norfolk City",-,"505 - Little Creek (CD 2)",499,409,24,1,933
"Norfolk City",-,"506 - Ocean View Center (CD 2)","1,221",517,38,2,"1,778"
"Norfolk City",-,"507 - Pretlow (CD 2)",906,506,38,5,"1,455"
"Norfolk City",-,"509 - Tarrallton (CD 2)",697,722,35,5,"1,459"
"Norfolk City",-,"510 - Third Presbyterian (CD 2)",820,746,47,1,"1,614"
"Norfolk City",-,"511 - Crossroads (CD 2)",841,583,45,3,"1,472"
"Norfolk City",-,"512 - Azalea Gardens (CD 2)",517,376,12,1,906
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 2)",786,376,28,2,"1,192"
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 3)","2,086",403,32,7,"2,528"
"Norfolk City",-,"Provisional (CD 2)",25,6,1,0,32
"Norfolk City",-,"Provisional (CD 3)",39,3,0,1,43
"Northampton County",-,"101 - Precinct 1-1",585,552,12,1,"1,150"
"Northampton County",-,"201 - Precinct 2-1",617,225,11,0,853
"Northampton County",-,"301 - Precinct 3-1",520,225,5,2,752
"Northampton County",-,"401 - Precinct 4-1",467,445,11,1,924
"Northampton County",-,"501 - Precinct 5-1",415,458,16,2,891
"Northampton County",-,"Ab - Central Absentee Precinct",317,219,4,3,543
"Northampton County",-,Provisional,3,0,0,0,3
"Northumberland County",-,"101 - 1a",371,524,9,1,905
"Northumberland County",-,"201 - 2a",415,703,10,1,"1,129"
"Northumberland County",-,"301 - 3a",388,173,8,0,569
"Northumberland County",-,"302 - 3b",220,64,3,0,287
"Northumberland County",-,"401 - 4a",496,872,17,5,"1,390"
"Northumberland County",-,"501 - 5a",453,887,11,0,"1,351"
"Northumberland County",-,"Ab - Central Absentee Precinct",286,342,5,1,634
"Northumberland County",-,Provisional,2,2,0,0,4
"Norton City",-,"1 - East Ward",408,671,16,3,"1,098"
"Norton City",-,Provisional,0,1,0,0,1
"Nottoway County",-,"101 - Precinct 1-1",251,316,6,0,573
"Nottoway County",-,"102 - Precinct 1-2",156,268,3,0,427
"Nottoway County",-,"201 - Precinct 2-1",291,406,13,0,710
"Nottoway County",-,"202 - Precinct 2-2",92,244,5,0,341
"Nottoway County",-,"301 - Precinct 3-1",328,192,5,0,525
"Nottoway County",-,"302 - Precinct 3-2",140,211,2,0,353
"Nottoway County",-,"401 - Precinct 4-1",400,89,6,0,495
"Nottoway County",-,"402 - Precinct 4-2",175,344,6,0,525
"Nottoway County",-,"501 - Precinct 5-1",466,523,13,0,"1,002"
"Nottoway County",-,"Ab - Central Absentee Precinct",167,182,5,0,354
"Nottoway County",-,Provisional,0,0,0,0,0
"Orange County",-,"101 - One West",611,852,14,0,"1,477"
"Orange County",-,"102 - One East",650,722,27,0,"1,399"
"Orange County",-,"201 - Two West",465,893,12,1,"1,371"
"Orange County",-,"202 - Two East",349,818,16,3,"1,186"
"Orange County",-,"301 - Three West",806,798,29,1,"1,634"
"Orange County",-,"302 - Three East",199,329,6,0,534
"Orange County",-,"401 - Four West",357,994,15,0,"1,366"
"Orange County",-,"402 - Four East",611,735,23,1,"1,370"
"Orange County",-,"501 - Five South",719,884,26,1,"1,630"
"Orange County",-,"502 - Five North",773,"1,020",31,3,"1,827"
"Orange County",-,"Ab - Central Absentee Precinct",603,526,16,2,"1,147"
"Orange County",-,Provisional,5,6,0,0,11
"Page County",-,"101 - West Luray",540,999,20,0,"1,559"
"Page County",-,"201 - East Luray",550,"1,109",24,1,"1,684"
"Page County",-,"301 - Marksville",387,"1,295",11,3,"1,696"
"Page County",-,"401 - Newport",307,946,19,1,"1,273"
"Page County",-,"501 - Shenandoah",317,"1,208",26,2,"1,553"
"Page County",-,"Ab - Central Absentee Precinct",255,268,6,1,530
"Page County",-,Provisional,0,0,0,0,0
"Patrick County",-,"101 - Ararat",111,272,2,0,385
"Patrick County",-,"102 - Claudville",71,293,3,0,367
"Patrick County",-,"103 - Willis Gap",85,308,1,0,394
"Patrick County",-,"201 - Dry Pond",55,180,3,0,238
"Patrick County",-,"202 - Patrick Springs",143,517,9,0,669
"Patrick County",-,"203 - Russell Creek",114,365,1,0,480
"Patrick County",-,"301 - Critz/stella",204,530,2,1,737
"Patrick County",-,"302 - Liberty",75,427,5,0,507
"Patrick County",-,"401 - Meadows Of Dan",176,349,6,0,531
"Patrick County",-,"402 - Stuart Fairgrounds",174,459,7,0,640
"Patrick County",-,"501 - Stuart Community",60,212,5,0,277
"Patrick County",-,"502 - Elamsville",101,333,3,0,437
"Patrick County",-,"503 - Woolwine",131,431,6,0,568
"Patrick County",-,"Ab - Central Absentee Precinct",133,321,3,0,457
"Patrick County",-,Provisional,0,2,0,0,2
"Petersburg City",-,"101 - First Ward First Precinct",833,81,5,4,923
"Petersburg City",-,"201 - Second Ward First Precinct","1,560",106,12,2,"1,680"
"Petersburg City",-,"301 - Third Ward First Precinct","1,434",288,18,1,"1,741"
"Petersburg City",-,"401 - Fourth Ward First Precinct","1,027",173,12,0,"1,212"
"Petersburg City",-,"501 - Fifth Ward First Precinct",953,70,9,2,"1,034"
"Petersburg City",-,"601 - Sixth Ward First Precinct",940,33,4,0,977
"Petersburg City",-,"701 - Seventh Ward First Precinct","1,231",108,4,0,"1,343"
"Petersburg City",-,"Ab - Central Absentee Precinct","1,183",130,11,0,"1,324"
"Petersburg City",-,Provisional,9,0,0,0,9
"Pittsylvania County",-,"103 - Twin Springs",372,"1,545",27,0,"1,944"
"Pittsylvania County",-,"105 - Chatham",228,486,14,0,728
"Pittsylvania County",-,"106 - Tunstall",187,608,9,1,805
"Pittsylvania County",-,"108 - West Blairs",167,321,3,0,491
"Pittsylvania County",-,"201 - Callands",165,515,9,0,689
"Pittsylvania County",-,"202- Bearskin",69,145,2,0,216
"Pittsylvania County",-,"204 - Sandy Level",129,345,5,1,480
"Pittsylvania County",-,"206 - Climax",115,411,7,0,533
"Pittsylvania County",-,"207 - Gretna",349,908,13,1,"1,271"
"Pittsylvania County",-,"301 - Central",378,233,12,0,623
"Pittsylvania County",-,"305 - Riceville",344,281,5,0,630
"Pittsylvania County",-,"307 - East Blairs",630,188,3,0,821
"Pittsylvania County",-,"308 - Mt Airy",203,139,6,0,348
"Pittsylvania County",-,"309 - East Gretna",183,210,2,0,395
"Pittsylvania County",-,"402 - Keeling",136,610,9,0,755
"Pittsylvania County",-,"404 - Kentuck",339,"1,028",15,0,"1,382"
"Pittsylvania County",-,"405 - Ringgold",443,"1,012",13,2,"1,470"
"Pittsylvania County",-,"501 - Hurt",389,740,18,0,"1,147"
"Pittsylvania County",-,"502 - Motley Sycamore",378,816,14,0,"1,208"
"Pittsylvania County",-,"503 - Renan",198,466,5,0,669
"Pittsylvania County",-,"603 - Stony Mill",233,682,7,0,922
"Pittsylvania County",-,"604 - Swansonville",272,481,6,0,759
"Pittsylvania County",-,"605 - Whitmell",217,542,6,0,765
"Pittsylvania County",-,"606 - Brosville",368,364,6,0,738
"Pittsylvania County",-,"607 - Dry Fork",79,269,0,0,348
"Pittsylvania County",-,"702 - Bachelors Hall",187,903,13,1,"1,104"
"Pittsylvania County",-,"703 - Ferry Road",80,154,0,0,234
"Pittsylvania County",-,"704 - Mt Hermon",488,"1,183",11,3,"1,685"
"Pittsylvania County",-,"705 - Mt Cross",154,583,7,0,744
"Pittsylvania County",-,"Ab - Central Absentee Precinct",622,754,20,2,"1,398"
"Pittsylvania County",-,Provisional,3,1,0,0,4
"Poquoson City",-,"1 - Central",455,"1,194",31,5,"1,685"
"Poquoson City",-,"2 - Eastern",490,"1,261",56,2,"1,809"
"Poquoson City",-,"3 - Western",565,"1,286",43,3,"1,897"
"Poquoson City",-,"Ab - Central Absentee Precinct",225,363,10,3,601
"Poquoson City",-,Provisional,2,1,0,0,3
"Portsmouth City",-,"1 - Emanuel A. M. E. Church",892,281,27,1,"1,201"
"Portsmouth City",-,"5 - Hampton Roads Community Health Center",637,17,3,2,659
"Portsmouth City",-,"7- Park View Elementary School",582,136,15,2,735
"Portsmouth City",-,"9 - Third Baptist Church",871,133,14,1,"1,019"
"Portsmouth City",-,"10 - Port Norfolk Recreation Center",390,185,9,3,587
"Portsmouth City",-,"11 - Mt. Hermon Village",709,17,6,0,732
"Portsmouth City",-,"13 - St. Mark Missionary Baptist Church",464,8,8,0,480
"Portsmouth City",-,"14 - Brighton Elementary School",800,20,7,1,828
"Portsmouth City",-,"16 - Cradock Middle School",609,200,14,1,824
"Portsmouth City",-,"17 - Victory Life Fellowship",685,262,19,1,967
"Portsmouth City",-,"19 - Fairview Heights Baptist Church",358,200,9,1,568
"Portsmouth City",-,"20 - Noble Street Baptist Church",641,176,10,1,828
"Portsmouth City",-,"21 - John F. Kennedy Community Center",577,16,3,0,596
"Portsmouth City",-,"22 - St. Mark Deliverance Center",516,298,16,6,836
"Portsmouth City",-,"23 - Westhaven Baptist Church",390,467,20,1,878
"Portsmouth City",-,"24 - The Senior Station",518,226,18,3,765
"Portsmouth City",-,"25 - John Tyler Elementary School",605,382,22,1,"1,010"
"Portsmouth City",-,"26 - William E. Waters Middle School","1,038",19,3,2,"1,062"
"Portsmouth City",-,"27 - Cavalier Manor Recreation Center",983,23,9,2,"1,017"
"Portsmouth City",-,"28 - Lakeview Elementary School","1,436",35,10,0,"1,481"
"Portsmouth City",-,"29 - Saint Andrew's United Methodist Church",260,423,20,1,704
"Portsmouth City",-,"30 - The Rescue Church",314,485,15,0,814
"Portsmouth City",-,"31 - West Park Church Of Christ",881,452,18,0,"1,351"
"Portsmouth City",-,"32 - Hodges Manor Elementary School",399,442,12,1,854
"Portsmouth City",-,"33- Pinecrest Baptist Church",235,442,21,0,698
"Portsmouth City",-,"34- Churchland Branch Library",526,487,29,8,"1,050"
"Portsmouth City",-,"35 - Churchland Elementary School",604,591,33,0,"1,228"
"Portsmouth City",-,"36 - Scottish Rite Temple","1,339",817,34,3,"2,193"
"Portsmouth City",-,"37 - Churchland Middle School","1,176",439,23,5,"1,643"
"Portsmouth City",-,"38 - Grove Baptist Church","1,479",155,33,1,"1,668"
"Portsmouth City",-,"39 - Churchland Primary And Intermediate School","1,507",410,28,2,"1,947"
"Portsmouth City",-,"Ab - Central Absentee Precinct","1,541",352,20,6,"1,919"
"Portsmouth City",-,Provisional,23,5,0,0,28
"Powhatan County",-,"101 - Subletts",441,"1,081",34,4,"1,560"
"Powhatan County",-,"102 - Manakin",404,762,25,3,"1,194"
"Powhatan County",-,"103 - Flat Rock",223,624,21,0,868
"Powhatan County",-,"201 - Powhatan Station",255,906,28,3,"1,192"
"Powhatan County",-,"202 - Graceland",432,"1,134",27,0,"1,593"
"Powhatan County",-,"301 - Bethesda",379,889,28,3,"1,299"
"Powhatan County",-,"302 - Lee's Landing",300,753,30,0,"1,083"
