County/City,Ward,Pct,"Mark Rankin Herring","John Donley Adams","All Others","Total Votes Cast"
,,,Democratic,Republican
"Norfolk City",-,"504 - Larrymore (CD 2)",677,398,0,"1,075"
"Norfolk City",-,"505 - Little Creek (CD 2)",373,353,1,727
"Norfolk City",-,"506 - Ocean View Center (CD 2)",869,420,1,"1,290"
"Norfolk City",-,"507 - Pretlow (CD 2)",637,459,6,"1,102"
"Norfolk City",-,"509 - Tarrallton (CD 2)",526,600,1,"1,127"
"Norfolk City",-,"510 - Third Presbyterian (CD 2)",617,653,4,"1,274"
"Norfolk City",-,"511 - Crossroads (CD 2)",573,540,1,"1,114"
"Norfolk City",-,"512 - Azalea Gardens (CD 2)",374,353,0,727
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 2)",391,293,0,684
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 3)","1,137",318,1,"1,456"
"Norfolk City",-,"Provisional (CD 2)",8,5,0,13
"Norfolk City",-,"Provisional (CD 3)",25,6,0,31
"Northampton County",-,"101 - Precinct 1-1",473,527,1,"1,001"
"Northampton County",-,"201 - Precinct 2-1",492,239,0,731
"Northampton County",-,"301 - Precinct 3-1",442,192,1,635
"Northampton County",-,"401 - Precinct 4-1",382,429,0,811
"Northampton County",-,"501 - Precinct 5-1",314,436,1,751
"Northampton County",-,"Ab - Central Absentee Precinct",191,188,0,379
"Northampton County",-,Provisional,3,0,0,3
"Northumberland County",-,"101 - 1a",278,501,0,779
"Northumberland County",-,"201 - 2a",309,654,0,963
"Northumberland County",-,"301 - 3a",308,182,1,491
"Northumberland County",-,"302 - 3b",175,60,0,235
"Northumberland County",-,"401 - 4a",382,892,2,"1,276"
"Northumberland County",-,"501 - 5a",354,805,0,"1,159"
"Northumberland County",-,"Ab - Central Absentee Precinct",175,230,0,405
"Northumberland County",-,Provisional,2,2,0,4
"Norton City",-,"1 - East Ward",281,566,1,848
"Norton City",-,Provisional,0,1,0,1
"Nottoway County",-,"101 - Precinct 1-1",167,298,0,465
"Nottoway County",-,"102 - Precinct 1-2",123,237,2,362
"Nottoway County",-,"201 - Precinct 2-1",185,338,0,523
"Nottoway County",-,"202 - Precinct 2-2",70,223,0,293
"Nottoway County",-,"301 - Precinct 3-1",268,155,0,423
"Nottoway County",-,"302 - Precinct 3-2",116,195,0,311
"Nottoway County",-,"401 - Precinct 4-1",310,99,0,409
"Nottoway County",-,"402 - Precinct 4-2",111,276,0,387
"Nottoway County",-,"501 - Precinct 5-1",322,495,1,818
"Nottoway County",-,"Ab - Central Absentee Precinct",102,136,0,238
"Nottoway County",-,Provisional,0,0,0,0
"Orange County",-,"101 - One West",437,739,2,"1,178"
"Orange County",-,"102 - One East",446,587,0,"1,033"
"Orange County",-,"201 - Two West",304,658,0,962
"Orange County",-,"202 - Two East",223,603,1,827
"Orange County",-,"301 - Three West",555,651,0,"1,206"
"Orange County",-,"302 - Three East",133,264,0,397
"Orange County",-,"401 - Four West",232,761,0,993
"Orange County",-,"402 - Four East",366,541,1,908
"Orange County",-,"501 - Five South",541,706,0,"1,247"
"Orange County",-,"502 - Five North",569,920,2,"1,491"
"Orange County",-,"Ab - Central Absentee Precinct",288,320,2,610
"Orange County",-,Provisional,1,4,0,5
"Page County",-,"101 - West Luray",428,814,0,"1,242"
"Page County",-,"201 - East Luray",415,959,1,"1,375"
"Page County",-,"301 - Marksville",330,"1,047",1,"1,378"
"Page County",-,"401 - Newport",227,802,3,"1,032"
"Page County",-,"501 - Shenandoah",246,964,1,"1,211"
"Page County",-,"Ab - Central Absentee Precinct",157,242,0,399
"Page County",-,Provisional,3,1,0,4
"Patrick County",-,"101 - Ararat",83,238,0,321
"Patrick County",-,"102 - Claudville",49,269,0,318
"Patrick County",-,"103 - Willis Gap",69,222,0,291
"Patrick County",-,"201 - Dry Pond",42,170,0,212
"Patrick County",-,"202 - Patrick Springs",136,477,1,614
"Patrick County",-,"203 - Russell Creek",100,311,0,411
"Patrick County",-,"301 - Critz/stella",153,420,0,573
"Patrick County",-,"302 - Liberty",53,343,1,397
"Patrick County",-,"401 - Meadows Of Dan",135,300,0,435
"Patrick County",-,"402 - Stuart Fairgrounds",142,437,2,581
"Patrick County",-,"501 - Stuart Community",46,196,1,243
"Patrick County",-,"502 - Elamsville",79,296,0,375
"Patrick County",-,"503 - Woolwine",114,396,2,512
"Patrick County",-,"Ab - Central Absentee Precinct",82,202,0,284
"Patrick County",-,Provisional,0,0,0,0
"Petersburg City",-,"101 - First Ward First Precinct",599,76,0,675
"Petersburg City",-,"201 - Second Ward First Precinct","1,219",115,2,"1,336"
"Petersburg City",-,"301 - Third Ward First Precinct","1,184",305,3,"1,492"
"Petersburg City",-,"401 - Fourth Ward First Precinct",792,156,2,950
"Petersburg City",-,"501 - Fifth Ward First Precinct",717,72,1,790
"Petersburg City",-,"601 - Sixth Ward First Precinct",731,29,0,760
"Petersburg City",-,"701 - Seventh Ward First Precinct","1,026",99,1,"1,126"
"Petersburg City",-,"Ab - Central Absentee Precinct",824,143,1,968
"Petersburg City",-,Provisional,5,0,0,5
"Pittsylvania County",-,"103 - Twin Springs",218,"1,254",2,"1,474"
"Pittsylvania County",-,"105 - Chatham",174,423,1,598
"Pittsylvania County",-,"106 - Tunstall",143,475,0,618
"Pittsylvania County",-,"108 - West Blairs",112,240,0,352
"Pittsylvania County",-,"201 - Callands",132,468,0,600
"Pittsylvania County",-,"202- Bearskin",45,107,0,152
"Pittsylvania County",-,"204 - Sandy Level",95,299,0,394
"Pittsylvania County",-,"206 - Climax",89,366,0,455
"Pittsylvania County",-,"207 - Gretna",253,840,1,"1,094"
"Pittsylvania County",-,"301 - Central",300,204,1,505
"Pittsylvania County",-,"305 - Riceville",258,225,1,484
"Pittsylvania County",-,"307 - East Blairs",445,128,0,573
"Pittsylvania County",-,"308 - Mt Airy",150,120,0,270
"Pittsylvania County",-,"309 - East Gretna",136,172,1,309
"Pittsylvania County",-,"402 - Keeling",101,499,0,600
"Pittsylvania County",-,"404 - Kentuck",253,832,1,"1,086"
"Pittsylvania County",-,"405 - Ringgold",328,809,0,"1,137"
"Pittsylvania County",-,"501 - Hurt",254,617,0,871
"Pittsylvania County",-,"502 - Motley Sycamore",286,669,0,955
"Pittsylvania County",-,"503 - Renan",127,369,0,496
"Pittsylvania County",-,"603 - Stony Mill",156,503,0,659
"Pittsylvania County",-,"604 - Swansonville",181,357,0,538
"Pittsylvania County",-,"605 - Whitmell",175,418,0,593
"Pittsylvania County",-,"606 - Brosville",264,291,0,555
"Pittsylvania County",-,"607 - Dry Fork",66,221,0,287
"Pittsylvania County",-,"702 - Bachelors Hall",123,741,0,864
"Pittsylvania County",-,"703 - Ferry Road",57,107,0,164
"Pittsylvania County",-,"704 - Mt Hermon",359,921,1,"1,281"
"Pittsylvania County",-,"705 - Mt Cross",110,460,0,570
"Pittsylvania County",-,"Ab - Central Absentee Precinct",337,572,1,910
"Pittsylvania County",-,Provisional,0,1,0,1
"Poquoson City",-,"1 - Central",356,"1,028",3,"1,387"
"Poquoson City",-,"2 - Eastern",367,"1,109",1,"1,477"
"Poquoson City",-,"3 - Western",430,"1,195",2,"1,627"
"Poquoson City",-,"Ab - Central Absentee Precinct",108,196,2,306
"Poquoson City",-,Provisional,0,3,0,3
"Portsmouth City",-,"1 - Emanuel A. M. E. Church",700,299,4,"1,003"
"Portsmouth City",-,"5 - Hampton Roads Community Health Center",538,24,0,562
"Portsmouth City",-,"7- Park View Elementary School",509,125,0,634
"Portsmouth City",-,"9 - Third Baptist Church",756,129,0,885
"Portsmouth City",-,"10 - Port Norfolk Recreation Center",347,196,0,543
"Portsmouth City",-,"11 - Mt. Hermon Village",638,26,1,665
"Portsmouth City",-,"13 - St. Mark Missionary Baptist Church",405,19,1,425
"Portsmouth City",-,"14 - Brighton Elementary School",731,31,0,762
"Portsmouth City",-,"16 - Cradock Middle School",480,197,1,678
"Portsmouth City",-,"17 - Victory Life Fellowship",556,273,0,829
"Portsmouth City",-,"19 - Fairview Heights Baptist Church",278,196,1,475
"Portsmouth City",-,"20 - Noble Street Baptist Church",482,185,1,668
"Portsmouth City",-,"21 - John F. Kennedy Community Center",518,19,0,537
"Portsmouth City",-,"22 - Forward Church",407,291,5,703
"Portsmouth City",-,"23 - Westhaven Baptist Church",317,408,2,727
"Portsmouth City",-,"24 - Willett Hall",428,234,0,662
"Portsmouth City",-,"25 - John Tyler Elementary School",544,384,1,929
"Portsmouth City",-,"26 - William E. Waters Middle School",966,21,0,987
"Portsmouth City",-,"27 - Cavalier Manor Recreation Center",890,35,2,927
"Portsmouth City",-,"28 - Lakeview Elementary School","1,348",55,2,"1,405"
"Portsmouth City",-,"29 - Saint Andrew's United Methodist Church",206,407,1,614
"Portsmouth City",-,"30 - The Rescue Church",234,427,2,663
"Portsmouth City",-,"31 - West Park Church Of Christ",704,404,2,"1,110"
"Portsmouth City",-,"32 - Hodges Manor Elementary School",332,433,2,767
"Portsmouth City",-,"33- Pinecrest Baptist Church",207,442,1,650
"Portsmouth City",-,"34- Churchland Branch Library",448,503,2,953
"Portsmouth City",-,"35 - Churchland Elementary School",482,587,0,"1,069"
"Portsmouth City",-,"36 - Scottish Rite Temple","1,114",865,2,"1,981"
"Portsmouth City",-,"37 - Churchland Middle School",969,431,0,"1,400"
"Portsmouth City",-,"38 - Grove Baptist Church","1,187",153,2,"1,342"
"Portsmouth City",-,"39 - Churchland Primary And Intermediate School","1,304",444,3,"1,751"
"Portsmouth City",-,"Ab - Central Absentee Precinct",843,302,0,"1,145"
"Portsmouth City",-,Provisional,16,5,0,21
"Powhatan County",-,"101 - Subletts",310,987,0,"1,297"
"Powhatan County",-,"102 - Manakin",271,728,0,999
"Powhatan County",-,"103 - Flat Rock",149,530,0,679
"Powhatan County",-,"201 - Powhatan Station",191,764,0,955
"Powhatan County",-,"202 - Graceland",273,912,2,"1,187"
"Powhatan County",-,"301 - Bethesda",259,695,1,955
"Powhatan County",-,"302 - Lee's Landing",230,634,0,864
"Powhatan County",-,"401 - Powhatan Courthouse",332,"1,211",2,"1,545"
"Powhatan County",-,"402 - Mt Zion",144,424,0,568
"Powhatan County",-,"501 - Smith Cross Roads",355,520,1,876
"Powhatan County",-,"502 - Pineville",211,313,0,524
"Powhatan County",-,"503 - Tobaccoville",92,298,0,390
"Powhatan County",-,"Ab - Central Absentee Precinct",200,427,0,627
"Powhatan County",-,Provisional,0,0,0,0
"Prince Edward County",-,"101 - Farmville",347,311,2,660
"Prince Edward County",-,"201 - Lockett",390,461,2,853
"Prince Edward County",-,"301 - Leigh",254,238,2,494
"Prince Edward County",-,"302 - Mt Pleasant",166,108,0,274
"Prince Edward County",-,"401 - Hampden",277,290,0,567
"Prince Edward County",-,"501 - Darlington Hts",142,255,1,398
"Prince Edward County",-,"502 - Buffalo Hts",94,155,0,249
"Prince Edward County",-,"601 - Prospect",426,358,1,785
"Prince Edward County",-,"701 - West End",358,316,2,676
"Prince Edward County",-,"801 - Center",228,83,0,311
"Prince Edward County",-,"Ab - Central Absentee Precinct",149,191,1,341
"Prince Edward County",-,Provisional,0,1,0,1
"Prince George County",-,"101 - Richard Bland (CD 4)",236,456,1,693
"Prince George County",-,"102 - Templeton (CD 4)",411,"1,260",1,"1,672"
"Prince George County",-,"103 - Union Branch (CD 4)",461,611,1,"1,073"
"Prince George County",-,"104 - Rives (CD 4)",393,292,0,685
"Prince George County",-,"105 - Harrison (CD 4)",85,303,0,388
"Prince George County",-,"201 - Bland (CD 4)",529,976,0,"1,505"
"Prince George County",-,"202 - Black Water (CD 4)",347,692,1,"1,040"
"Prince George County",-,"203 - Brandon (CD 4)",141,308,0,449
"Prince George County",-,"204 - Courts Bldg (CD 4)",682,644,2,"1,328"
"Prince George County",-,"205 - Jefferson Park (CD 4)",513,230,1,744
"Prince George County",-,"Ab - Central Absentee Precinct (CD 4)",301,356,3,660
"Prince George County",-,"Provisional (CD 4)",0,0,0,0
"Prince William County",-,"101 - Brentsville (CD 1)",301,794,7,"1,102"
"Prince William County",-,"102 - Cedar Point (CD 1)",972,880,4,"1,856"
"Prince William County",-,"103 - Glenkirk (CD 1)",623,679,1,"1,303"
"Prince William County",-,"104 - Nokesville (CD 1)",511,771,2,"1,284"
"Prince William County",-,"105 - Limestone (CD 1)",923,857,3,"1,783"
"Prince William County",-,"106 - Westgate (CD 1)",571,218,0,789
"Prince William County",-,"107 - Marsteller (CD 1)","1,098",854,3,"1,955"
"Prince William County",-,"108 - Victory (CD 1)","1,066",767,1,"1,834"
"Prince William County",-,"109 - Piney Branch (CD 1)",811,526,2,"1,339"
"Prince William County",-,"110 - Buckland Mills (CD 1)",170,205,1,376
"Prince William County",-,"110 - Buckland Mills (CD 10)",407,333,0,740
"Prince William County",-,"111 - Bristow Run (CD 1)","1,066",972,3,"2,041"
"Prince William County",-,"112 - Burke-nickens (CD 1)",22,33,0,55
"Prince William County",-,"112 - Burke-nickens (CD 10)",762,650,1,"1,413"
"Prince William County",-,"201 - Saunders (CD 11)",799,295,1,"1,095"
"Prince William County",-,"202 - Marshall (CD 1)",687,876,1,"1,564"
"Prince William County",-,"203 - Bennett (CD 1)",753,744,1,"1,498"
"Prince William County",-,"204 - Ellis (CD 1)",594,432,0,"1,026"
"Prince William County",-,"205 - Buckhall (CD 10)",658,720,2,"1,380"
"Prince William County",-,"206 - Coles (CD 1)",519,628,4,"1,151"
"Prince William County",-,"207 - Spriggs (CD 1)","1,093",675,0,"1,768"
"Prince William County",-,"208 - Hylton (CD 1)",438,627,0,"1,065"
"Prince William County",-,"209 - Independent Hill (CD 1)",353,648,0,"1,001"
"Prince William County",-,"210 - Penn (CD 1)",557,710,0,"1,267"
"Prince William County",-,"210 - Penn (CD 11)",74,35,0,109
"Prince William County",-,"211 - Signal Hill (CD 10)",555,575,3,"1,133"
"Prince William County",-,"212 - Yorkshire (CD 10)",913,543,2,"1,458"
"Prince William County",-,"213 - Saratoga (CD 1)",566,252,3,821
"Prince William County",-,"214 - Lucasville (CD 1)",317,552,2,871
"Prince William County",-,"215 - Rosa Parks (CD 11)",760,323,1,"1,084"
"Prince William County",-,"301 - Dumfries (CD 11)",601,215,0,816
"Prince William County",-,"302 - Potomac (CD 11)","1,297",231,0,"1,528"
"Prince William County",-,"303 - Graham Park (CD 11)",476,169,0,645
"Prince William County",-,"304 - Quantico (CD 1)",66,65,0,131
"Prince William County",-,"305 - Pattie (CD 1)",739,560,6,"1,305"
"Prince William County",-,"306 - Washington-reid (CD 1)",833,643,0,"1,476"
"Prince William County",-,"307 - Henderson (CD 1)",663,564,5,"1,232"
"Prince William County",-,"308 - Montclair (CD 1)",457,394,0,851
"Prince William County",-,"309 - Ashland (CD 1)",544,474,0,"1,018"
"Prince William County",-,"310 - Forest Park (CD 1)",754,332,3,"1,089"
"Prince William County",-,"311 - Swans Creek (CD 11)","1,247",393,2,"1,642"
"Prince William County",-,"312 - Triangle (CD 1)",175,56,2,233
"Prince William County",-,"312 - Triangle (CD 11)",719,318,1,"1,038"
"Prince William County",-,"313 - Cardinal (CD 1)",610,285,1,896
"Prince William County",-,"314 - Cabin Branch (CD 1)",643,371,1,"1,015"
"Prince William County",-,"401 - Evergreen (CD 10)",576,821,1,"1,398"
"Prince William County",-,"402 - Battlefield (CD 10)",570,856,2,"1,428"
"Prince William County",-,"403 - Bull Run (CD 10)",567,455,0,"1,022"
"Prince William County",-,"404 - Ben Lomond (CD 1)",719,288,0,"1,007"
"Prince William County",-,"405 - Stonewall (CD 1)",915,414,1,"1,330"
"Prince William County",-,"406 - Alvey (CD 10)",367,440,3,810
"Prince William County",-,"407 - Heritage Hunt (CD 10)",887,"1,117",2,"2,006"
"Prince William County",-,"408 - Sudley (CD 1)",420,413,2,835
"Prince William County",-,"409 - Tyler (CD 10)",759,530,3,"1,292"
"Prince William County",-,"410 - Mountain View (CD 10)",708,801,2,"1,511"
"Prince William County",-,"411 - Mullen (CD 1)",730,224,0,954
"Prince William County",-,"412 - Catharpin (CD 10)",351,552,1,904
"Prince William County",-,"413 - Reagan (CD 10)",743,840,5,"1,588"
"Prince William County",-,"501 - Lake Ridge (CD 1)",781,458,2,"1,241"
"Prince William County",-,"502 - Occoquan (CD 11)",531,284,1,816
"Prince William County",-,"503 - Old Bridge (CD 11)",707,265,4,976
"Prince William County",-,"504 - Rockledge (CD 11)",610,418,1,"1,029"
"Prince William County",-,"505 - Mohican (CD 1)",832,525,1,"1,358"
"Prince William County",-,"506 - Bethel (CD 11)","1,008",576,1,"1,585"
"Prince William County",-,"507 - Chinn (CD 11)",698,411,0,"1,109"
"Prince William County",-,"508 - Springwoods (CD 1)",599,260,1,860
"Prince William County",-,"509 - Mc Coart (CD 1)",744,800,3,"1,547"
"Prince William County",-,"510 - Yates Ford (CD 10)",422,532,1,955
"Prince William County",-,"511 - Westridge (CD 1)",829,510,2,"1,341"
"Prince William County",-,"512 - York (CD 11)",961,215,4,"1,180"
"Prince William County",-,"513 - Lynnwood (CD 11)",721,594,4,"1,319"
"Prince William County",-,"514 - Antietam (CD 11)",964,531,1,"1,496"
"Prince William County",-,"601 - Dale (CD 11)",706,165,0,871
"Prince William County",-,"602 - Beville (CD 11)","1,260",430,2,"1,692"
"Prince William County",-,"603 - Hampton (CD 11)",631,144,1,776
"Prince William County",-,"604 - Gideon (CD 11)",658,226,1,885
"Prince William County",-,"605 - Minnieville (CD 11)",723,337,2,"1,062"
"Prince William County",-,"606 - Bel Air (CD 11)",677,325,4,"1,006"
"Prince William County",-,"607 - Kerrydale (CD 11)",878,323,4,"1,205"
"Prince William County",-,"608 - Enterprise (CD 11)",802,287,1,"1,090"
"Prince William County",-,"609 - King (CD 1)",6,0,0,6
"Prince William County",-,"609 - King (CD 11)","1,052",410,5,"1,467"
"Prince William County",-,"610 - Fitzgerald (CD 11)",887,304,1,"1,192"
"Prince William County",-,"611 - Neabsco (CD 11)",648,198,0,846
"Prince William County",-,"701 - Belmont (CD 11)",772,422,2,"1,196"
"Prince William County",-,"702 - Library (CD 11)",844,252,1,"1,097"
"Prince William County",-,"703 - Lynn (CD 11)",454,113,1,568
"Prince William County",-,"704 - Porter (CD 11)",862,154,0,"1,016"
"Prince William County",-,"705 - Potomac View (CD 11)",439,260,2,701
"Prince William County",-,"706 - Rippon (CD 11)",876,383,0,"1,259"
"Prince William County",-,"707 - Kilby (CD 11)",586,213,2,801
"Prince William County",-,"708 - River Oaks (CD 11)","1,027",196,1,"1,224"
"Prince William County",-,"709 - Freedom (CD 11)","1,031",193,2,"1,226"
"Prince William County",-,"710 - Powells Creek (CD 11)",835,136,2,973
"Prince William County",-,"711 - Grayson (CD 11)",864,244,1,"1,109"
"Prince William County",-,"712 - Leesylvania (CD 11)",878,419,0,"1,297"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 1)","3,013","2,503",2,"5,518"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 10)","1,657","1,620",2,"3,279"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 11)","3,308","1,492",10,"4,810"
"Prince William County",-,"Provisional (CD 1)",19,26,0,45
"Prince William County",-,"Provisional (CD 10)",9,7,0,16
"Prince William County",-,"Provisional (CD 11)",25,16,0,41
"Pulaski County",-,"101 - Belspring",163,299,2,464
"Pulaski County",-,"102 - New River",579,772,2,"1,353"
"Pulaski County",-,"103 - West Cloyd",211,546,0,757
"Pulaski County",-,"201 - Draper",230,629,0,859
"Pulaski County",-,"202 - South Pulaski",54,115,0,169
"Pulaski County",-,"203 - Newbern",425,872,1,"1,298"
"Pulaski County",-,"301 - Dublin",332,909,1,"1,242"
"Pulaski County",-,"302 - Hiwassee",49,206,0,255
"Pulaski County",-,"304 - Snowville",174,513,0,687
"Pulaski County",-,"401 - Massie",489,"1,154",4,"1,647"
"Pulaski County",-,"402 - Walker",115,471,1,587
"Pulaski County",-,"501 - Robinson",570,"1,151",3,"1,724"
"Pulaski County",-,"Ab - Central Absentee Precinct",198,398,1,597
"Pulaski County",-,Provisional,1,7,0,8
"Radford City",-,"1 - East Precinct",842,477,2,"1,321"
"Radford City",-,"2 - Central Precinct",625,543,1,"1,169"
"Radford City",-,"3 - West Precinct",529,647,5,"1,181"
"Radford City",-,"Ab - Central Absentee Precinct",144,80,0,224
"Radford City",-,Provisional,2,0,0,2
"Rappahannock County",-,"101 - Washington",311,336,1,648
"Rappahannock County",-,"201 - Amissville",210,381,0,591
"Rappahannock County",-,"301 - Sperryville",324,287,1,612
"Rappahannock County",-,"401 - Scrabble",248,293,1,542
"Rappahannock County",-,"501 - Chester Gap",73,175,0,248
"Rappahannock County",-,"502 - Flint Hill",178,172,1,351
"Rappahannock County",-,"Ab - Central Absentee Precinct",151,116,0,267
"Rappahannock County",-,Provisional,3,2,0,5
"Richmond County",-,"101 - Precinct 1-1",285,173,0,458
"Richmond County",-,"201 - Precinct 2-1",127,311,0,438
"Richmond County",-,"301 - Precinct 3-1",140,287,0,427
"Richmond County",-,"401 - Precinct 4-1",142,318,0,460
"Richmond County",-,"501 - Precinct 5-1",121,347,0,468
"Richmond County",-,"Ab - Central Absentee Precinct",41,67,0,108
"Richmond County",-,Provisional,0,0,0,0
"Richmond City",-,"101 - One Hundred One (CD 4)",813,640,2,"1,455"
"Richmond City",-,"102 - One Hundred Two (CD 4)",381,413,1,795
"Richmond City",-,"104 - One Hundred Four (CD 4)",606,654,1,"1,261"
"Richmond City",-,"105 - One Hundred Five (CD 4)",697,430,0,"1,127"
"Richmond City",-,"106 - One Hundred Six (CD 4)",427,889,1,"1,317"
"Richmond City",-,"111 - One Hundred Eleven (CD 4)",674,382,1,"1,057"
"Richmond City",-,"112 - One Hundred Twelve (CD 4)",598,325,1,924
"Richmond City",-,"113 - One Hundred Thirteen (CD 4)","1,105",247,2,"1,354"
"Richmond City",-,"114 - One Hundred Fourteen (CD 4)","1,284",345,4,"1,633"
"Richmond City",-,"203 - Two Hundred Three (CD 4)","1,269",334,1,"1,604"
"Richmond City",-,"204 - Two Hundred Four (CD 4)","1,087",300,0,"1,387"
"Richmond City",-,"206 - Two Hundred Six (CD 4)",662,115,0,777
"Richmond City",-,"207 - Two Hundred Seven (CD 4)","1,154",341,4,"1,499"
"Richmond City",-,"208 - Two Hundred Eight (CD 4)","1,021",267,0,"1,288"
"Richmond City",-,"213 - Two Hundred Thirteen (CD 4)","1,445",69,1,"1,515"
"Richmond City",-,"214 - Two Hundred Fourteen (CD 4)","1,360",115,2,"1,477"
"Richmond City",-,"301 - Three Hundred One (CD 4)",475,30,0,505
"Richmond City",-,"302 - Three Hundred Two (CD 4)",676,97,1,774
"Richmond City",-,"303 - Three Hundred Three (CD 4)",565,32,1,598
"Richmond City",-,"304 - Three Hundred Four (CD 4)",805,32,0,837
"Richmond City",-,"305 - Three Hundred Five (CD 4)",801,75,1,877
"Richmond City",-,"306 - Three Hundred Six (CD 4)",643,48,2,693
"Richmond City",-,"307 - Three Hundred Seven (CD 4)",851,209,0,"1,060"
"Richmond City",-,"308 - Three Hundred Eight (CD 4)",897,230,2,"1,129"
"Richmond City",-,"309 - Three Hundred Nine (CD 4)",523,254,2,779
"Richmond City",-,"310 - Three Hundred Ten (CD 4)",202,7,1,210
"Richmond City",-,"402 - Four Hundred Two (CD 4)","1,370",510,0,"1,880"
"Richmond City",-,"404 - Four Hundred Four (CD 4)","1,133",314,3,"1,450"
"Richmond City",-,"409 - Four Hundred Nine (CD 4)","1,287",879,1,"2,167"
"Richmond City",-,"410 - Four Hundred Ten (CD 4)",757,349,0,"1,106"
"Richmond City",-,"412 - Four Hundred Twelve (CD 4)",723,230,0,953
"Richmond City",-,"413 - Four Hundred Thirteen (CD 4)",836,396,3,"1,235"
"Richmond City",-,"414 - Four Hundred Fourteen (CD 4)",809,518,0,"1,327"
"Richmond City",-,"501 - Five Hundred One (CD 4)","1,290",194,1,"1,485"
"Richmond City",-,"503 - Five Hundred Three (CD 4)","1,245",126,1,"1,372"
"Richmond City",-,"504 - Five Hundred Four (CD 4)","1,473",181,1,"1,655"
"Richmond City",-,"505 - Five Hundred Five (CD 4)",634,81,0,715
"Richmond City",-,"508 - Five Hundred Eight (CD 4)",648,121,2,771
"Richmond City",-,"509 - Five Hundred Nine (CD 4)",725,60,0,785
"Richmond City",-,"510 - Five Hundred Ten (CD 4)",953,82,2,"1,037"
"Richmond City",-,"602 - Six Hundred Two (CD 4)",403,13,0,416
"Richmond City",-,"603 - Six Hundred Three (CD 4)",715,40,0,755
"Richmond City",-,"604 - Six Hundred Four (CD 4)",504,35,3,542
"Richmond City",-,"606 - Six Hundred Six (CD 4)",867,30,0,897
"Richmond City",-,"607 - Six Hundred Seven (CD 4)",907,156,1,"1,064"
"Richmond City",-,"609 - Six Hundred Nine (CD 4)",977,86,0,"1,063"
"Richmond City",-,"610 - Six Hundred Ten (CD 4)",487,21,1,509
"Richmond City",-,"701 - Seven Hundred One (CD 4)",474,18,1,493
"Richmond City",-,"702 - Seven Hundred Two (CD 4)",595,42,1,638
"Richmond City",-,"703 - Seven Hundred Three (CD 4)",743,62,1,806
"Richmond City",-,"705 - Seven Hundred Five (CD 4)",739,96,1,836
"Richmond City",-,"706 - Seven Hundred Six (CD 4)","1,091",99,0,"1,190"
"Richmond City",-,"707 - Seven Hundred Seven (CD 4)","1,637",250,5,"1,892"
"Richmond City",-,"708 - Seven Hundred Eight (CD 4)","1,062",180,5,"1,247"
"Richmond City",-,"802 - Eight Hundred Two (CD 4)",568,29,0,597
"Richmond City",-,"806 - Eight Hundred Six (CD 4)",748,76,1,825
"Richmond City",-,"810 - Eight Hundred Ten (CD 4)",608,61,1,670
"Richmond City",-,"811 - Eight Hundred Eleven (CD 4)",622,59,0,681
"Richmond City",-,"812 - Eight Hundred Twelve (CD 4)","1,091",134,1,"1,226"
"Richmond City",-,"814 - Eight Hundred Fourteen (CD 4)",608,46,1,655
"Richmond City",-,"902 - Nine Hundred Two (CD 4)",310,29,1,340
"Richmond City",-,"903 - Nine Hundred Three (CD 4)",741,90,0,831
"Richmond City",-,"908 - Nine Hundred Eight (CD 4)",742,63,0,805
"Richmond City",-,"909 - Nine Hundred Nine (CD 4)",924,95,1,"1,020"
"Richmond City",-,"910 - Nine Hundred Ten (CD 4)",691,88,1,780
"Richmond City",-,"911 - Nine Hundred Eleven (CD 4)",798,33,2,833
"Richmond City",-,"AB - Central Absentee Precinct (CD 4)","2,571",659,3,"3,233"
"Richmond City",-,"Provisional (CD 4)",43,7,0,50
"Roanoke County",-,"101 - Catawba (CD 9)",101,287,0,388
"Roanoke County",-,"102 - Mason Valley (CD 9)",86,267,1,354
"Roanoke County",-,"103 - Glenvar (CD 9)",282,632,0,914
"Roanoke County",-,"104 - Northside (CD 9)",351,407,0,758
"Roanoke County",-,"105 - Peters Creek (CD 9)",584,937,1,"1,522"
"Roanoke County",-,"106 - Green Hill (CD 9)",497,986,1,"1,484"
"Roanoke County",-,"107 - Bennett Springs (CD 9)",117,368,0,485
"Roanoke County",-,"108 - Wildwood (CD 9)",232,481,0,713
"Roanoke County",-,"201 - Plantation (CD 6)",299,543,3,845
"Roanoke County",-,"202 - Burlington (CD 6)",257,318,0,575
"Roanoke County",-,"203 - Mountain View (CD 6)",498,972,17,"1,487"
"Roanoke County",-,"204 - Botetourt Springs (CD 9)",502,718,3,"1,223"
"Roanoke County",-,"205 - Orchards (CD 6)",520,"1,156",1,"1,677"
"Roanoke County",-,"206 - Hollins (CD 6)",203,278,5,486
"Roanoke County",-,"301 - Bent Mountain (CD 9)",133,242,1,376
"Roanoke County",-,"302 - Poages Mill (CD 6)",550,"1,145",2,"1,697"
"Roanoke County",-,"303 - Windsor Hills (CD 6)",317,519,3,839
"Roanoke County",-,"304 - Oak Grove (CD 6)",693,"1,070",1,"1,764"
