County/City,Ward,Pct,"Robert F. McDonnell","Robert Creigh Deeds","All Others","Total Votes Cast"
"Martinsville City",-,"2 - Precinct #2 (CD 5)",277,308,0,585
"Martinsville City",-,"3 - Precinct #3 (CD 5)",142,184,1,327
"Martinsville City",-,"4 - Precinct #4 (CD 5)",275,322,1,598
"Martinsville City",-,"5 - Precinct #5 (CD 5)",777,382,1,"1,160"
"Martinsville City",-,"6 - Precinct #6 (CD 5)",6,143,1,150
"Martinsville City",-,"Ab - Central Absentee Precinct (CD 5)",81,48,0,129
"Martinsville City",-,"Provisional Votes (CD 5)",0,0,0,0
"Mathews County",-,"1 - Chesapeake (CD 1)",539,218,0,757
"Mathews County",-,"2 - Westville (CD 1)",818,367,1,"1,186"
"Mathews County",-,"3 - Piankatank (CD 1)",910,381,3,"1,294"
"Mathews County",-,"Ab - Central Absentee Precinct (CD 1)",223,101,0,324
"Mathews County",-,"Provisional Votes (CD 1)",0,0,0,0
"Mecklenburg County",-,"101 - Wrights Store (CD 5)",138,110,0,248
"Mecklenburg County",-,"102 - Pearsons Store (CD 5)",76,18,0,94
"Mecklenburg County",-,"103 - South Clarksville (CD 5)",208,178,0,386
"Mecklenburg County",-,"201 - Boydton (CD 5)",145,112,0,257
"Mecklenburg County",-,"202 - Bluestone Senior High School (CD 5)",45,45,0,90
"Mecklenburg County",-,"203 - Chase City Vfw Post (CD 5)",48,102,0,150
"Mecklenburg County",-,"301 - Bracey (CD 5)",415,116,0,531
"Mecklenburg County",-,"302 - Lacrosse (CD 5)",211,116,0,327
"Mecklenburg County",-,"401 - American Legion Hall (CD 5)",291,304,0,595
"Mecklenburg County",-,"402 - Park View Middle School (CD 5)",45,65,0,110
"Mecklenburg County",-,"501 - South Hill (CD 5)",588,198,1,787
"Mecklenburg County",-,"601 - Baskerville (CD 5)",262,102,0,364
"Mecklenburg County",-,"602 - Union Level (CD 5)",199,57,0,256
"Mecklenburg County",-,"603 - Smith Crossroads (CD 5)",114,29,0,143
"Mecklenburg County",-,"604 - Lake Gaston (CD 5)",92,31,0,123
"Mecklenburg County",-,"701 - Chase City (CD 5)",287,106,0,393
"Mecklenburg County",-,"702 - Sunshine (CD 5)",171,69,0,240
"Mecklenburg County",-,"801 - Finchley (CD 5)",116,43,0,159
"Mecklenburg County",-,"802 - Bluestone (CD 5)",272,96,0,368
"Mecklenburg County",-,"803 - Chase City Elementary School (CD 5)",181,114,0,295
"Mecklenburg County",-,"901 - Averett (CD 5)",89,9,0,98
"Mecklenburg County",-,"902 - Buffalo Springs (CD 5)",172,53,0,225
"Mecklenburg County",-,"903 - Clarksville (CD 5)",523,184,0,707
"Mecklenburg County",-,"Ab - Central Absentee Precinct (CD 5)",184,70,0,254
"Mecklenburg County",-,"Provisional Votes (CD 5)",0,0,0,0
"Middlesex County",-,"101 - Saluda (CD 1)",304,169,0,473
"Middlesex County",-,"102 - Urbanna (CD 1)",375,147,0,522
"Middlesex County",-,"103 - Harmony Village (CD 1)",249,126,0,375
"Middlesex County",-,"201 - Wilton (CD 1)",538,200,0,738
"Middlesex County",-,"202 - New Market (CD 1)",680,240,1,921
"Middlesex County",-,"301 - Waterview (CD 1)",158,75,0,233
"Middlesex County",-,"302 - Church View (CD 1)",187,140,0,327
"Middlesex County",-,"Ab - Central Absentee Precinct (CD 1)",161,64,1,226
"Middlesex County",-,"Provisional Votes (CD 1)",0,0,0,0
"Montgomery County",-,"101 - Precinct A-1 (CD 9)",523,504,1,"1,028"
"Montgomery County",-,"102 - Precinct A-2 (CD 9)",414,716,6,"1,136"
"Montgomery County",-,"103 - Precinct A-3 (CD 9)",440,864,6,"1,310"
"Montgomery County",-,"201 - Precinct B-1 (CD 9)",422,327,0,749
"Montgomery County",-,"202 - Precinct B-2 (CD 9)",678,442,3,"1,123"
"Montgomery County",-,"203 - Precinct B-3 (CD 9)",507,288,0,795
"Montgomery County",-,"204 - Precinct B-4 (CD 9)",773,465,3,"1,241"
"Montgomery County",-,"301 - Precinct C-1 (CD 9)",607,317,1,925
"Montgomery County",-,"302 - Precinct C-2 (CD 9)",669,326,1,996
"Montgomery County",-,"303 - Precinct C-3 (CD 9)",271,116,0,387
"Montgomery County",-,"304 - Precinct C-4 (CD 9)",550,265,2,817
"Montgomery County",-,"401 - Precinct D-1 (CD 9)",424,268,1,693
"Montgomery County",-,"402 - Precinct D-2 (CD 9)",666,261,0,927
"Montgomery County",-,"403 - Precinct D-3 (CD 9)",483,244,0,727
"Montgomery County",-,"404 - Precinct D-4 (CD 9)",309,141,0,450
"Montgomery County",-,"405 - Precinct D-5 (CD 9)",592,330,2,924
"Montgomery County",-,"501 - Precinct E-1 (CD 9)",694,615,3,"1,312"
"Montgomery County",-,"502 - Precinct E-2 (CD 9)",266,165,0,431
"Montgomery County",-,"601 - Precinct F-1 (CD 9)",502,776,2,"1,280"
"Montgomery County",-,"602 - Precinct F-2 (CD 9)",316,447,1,764
"Montgomery County",-,"701 - Precinct G-1 (CD 9)",467,711,1,"1,179"
"Montgomery County",-,"702 - Precinct G-2 (CD 9)",332,466,1,799
"Montgomery County",-,"Ab - Central Absentee Precinct (CD 9)",473,401,1,875
"Montgomery County",-,"Provisional Votes (CD 9)",0,0,0,0
"Nelson County",-,"101 - Rockfish (CD 5)",519,468,2,989
"Nelson County",-,"201 - Lovingston (CD 5)",267,195,0,462
"Nelson County",-,"202 - Schuyler (CD 5)",190,164,1,355
"Nelson County",-,"301 - Shipman (CD 5)",339,345,1,685
"Nelson County",-,"302 - Gladstone (CD 5)",65,58,0,123
"Nelson County",-,"401 - Roseland (CD 5)",438,269,0,707
"Nelson County",-,"402 - Montebello (CD 5)",46,31,0,77
"Nelson County",-,"501 - Faber (CD 5)",198,228,0,426
"Nelson County",-,"502 - Nellysford (CD 5)",495,427,1,923
"Nelson County",-,"Ab - Central Absentee Precinct (CD 5)",124,125,0,249
"Nelson County",-,"Provisional Votes (CD 5)",2,1,0,3
"New Kent County",-,"102 - Tunstall (CD 3)",242,73,1,316
"New Kent County",-,"103 - Southern Branch (CD 3)",639,183,0,822
"New Kent County",-,"201 - Quinton (CD 3)",528,183,2,713
"New Kent County",-,"202 - Kentwood (CD 3)",404,119,0,523
"New Kent County",-,"301 - Watkins (CD 3)",309,208,0,517
"New Kent County",-,"302 - Cumberland (CD 3)",269,128,0,397
"New Kent County",-,"402 - Chickahominy River (CD 3)",407,117,1,525
"New Kent County",-,"403 - Airport (CD 3)",309,92,0,401
"New Kent County",-,"501 - Eltham (CD 3)",349,120,1,470
"New Kent County",-,"503 - Providence Forge (CD 3)",899,273,1,"1,173"
"New Kent County",-,"Ab - Central Absentee Precinct (CD 3)",171,53,0,224
"New Kent County",-,"Provisional Votes (CD 3)",0,0,0,0
"Newport News City",-,"101 - Denbigh (CD 3)",361,839,0,"1,200"
"Newport News City",-,"102 - Epes (CD 3)",324,608,1,933
"Newport News City",-,"103 - Jenkins (CD 3)",532,456,2,990
"Newport News City",-,"104 - Mcintosh (CD 3)",207,472,0,679
"Newport News City",-,"105 - Oyster Point (CD 3)",170,107,0,277
"Newport News City",-,"106 - Reservoir (CD 3)",544,674,2,"1,220"
"Newport News City",-,"107 - Richneck (CD 1)",709,687,2,"1,398"
"Newport News City",-,"108 - Lee Hall (CD 3)",292,489,1,782
"Newport News City",-,"109 - Windsor (CD 1)",321,331,0,652
"Newport News City",-,"110 - Greenwood (CD 3)",296,531,2,829
"Newport News City",-,"201 - Bland (CD 3)",77,87,0,164
"Newport News City",-,"202 - Boulevard (CD 1)",659,328,2,989
"Newport News City",-,"203 - Charles (CD 3)","1,017",586,1,"1,604"
"Newport News City",-,"204 - Wellesley (CD 1)",409,282,1,692
"Newport News City",-,"205 - Deep Creek (CD 1)",984,369,0,"1,353"
"Newport News City",-,"208 - Hidenwood (CD 1)",691,284,0,975
"Newport News City",-,"209 - Hilton (CD 1)",674,440,1,"1,115"
"Newport News City",-,"210 - Nelson (CD 3)","1,165",720,2,"1,887"
"Newport News City",-,"211 - Palmer (CD 1)",530,394,3,927
"Newport News City",-,"212 - Riverside (CD 1)",559,283,0,842
"Newport News City",-,"213 - Sanford (CD 3)",435,155,0,590
"Newport News City",-,"215 - Warwick (CD 1)",364,246,2,612
"Newport News City",-,"216 - Yates (CD 1)",559,306,0,865
"Newport News City",-,"217 - Riverview (CD 3)",764,403,0,"1,167"
"Newport News City",-,"218 - Kiln Creek (CD 1)",952,706,1,"1,659"
"Newport News City",-,"219 - Deer Park (CD 1)",696,547,3,"1,246"
"Newport News City",-,"302 - Briarfield (CD 3)",190,375,1,566
"Newport News City",-,"303 - Carver (CD 3)",140,369,0,509
"Newport News City",-,"304 - Chestnut (CD 3)",16,350,0,366
"Newport News City",-,"305 - Downtown (CD 3)",54,110,0,164
"Newport News City",-,"306 - Dunbar (CD 3)",6,149,0,155
"Newport News City",-,"307 - Huntington (CD 3)",7,241,0,248
"Newport News City",-,"308 - Jefferson (CD 3)",9,335,1,345
"Newport News City",-,"309 - Magruder (CD 3)",14,376,1,391
"Newport News City",-,"310 - Marshall (CD 3)",14,379,2,395
"Newport News City",-,"311 - Newmarket (CD 3)",297,665,1,963
"Newport News City",-,"312 - Newsome Park (CD 3)",8,170,0,178
"Newport News City",-,"313 - Reed (CD 3)",22,654,2,678
"Newport News City",-,"314 - River (CD 3)",302,272,0,574
"Newport News City",-,"315 - Sedgefield (CD 1)",449,288,1,738
"Newport News City",-,"316 - South Morrison (CD 1)",437,399,2,838
"Newport News City",-,"317 - Washington (CD 3)",4,202,0,206
"Newport News City",-,"318 - Wilson (CD 3)",57,399,0,456
"Newport News City",-,"319 - Saunders (CD 1)",762,517,1,"1,280"
"Newport News City",-,"320 - Watkins (CD 1)",778,398,2,"1,178"
"Newport News City",-,"Ab - Central Absentee Precinct (CD 1)",328,199,1,528
"Newport News City",-,"Ab - Central Absentee Precinct (CD 3)",213,235,0,448
"Newport News City",-,"Provisional Votes (CD 1)",1,1,0,2
"Newport News City",-,"Provisional Votes (CD 3)",2,2,0,4
"Norfolk City",-,"101 - Granby (CD 3)",546,617,2,"1,165"
"Norfolk City",-,"102 - Ocean View School (CD 2)",575,486,5,"1,066"
"Norfolk City",-,"103 - Northside (CD 2)",473,315,1,789
"Norfolk City",-,"104 - Titustown Center (CD 2)",29,135,0,164
"Norfolk City",-,"105 - Tucker House (CD 3)",27,159,0,186
"Norfolk City",-,"106 - Zion Grace (CD 2)",612,514,4,"1,130"
"Norfolk City",-,"201 - Old Dominion (CD 2)",397,324,1,722
"Norfolk City",-,"203 - Ghent Square (CD 3)",256,314,1,571
"Norfolk City",-,"204 - Immanuel (CD 3)",54,319,0,373
"Norfolk City",-,"205 - Lafayette Library (CD 3)",287,311,2,600
"Norfolk City",-,"207 - Lambert's Point (CD 3)",40,276,0,316
"Norfolk City",-,"208 - Larchmont Library (CD 2)",249,281,0,530
"Norfolk City",-,"209 - Larchmont Rec Center (CD 2)",383,418,1,802
"Norfolk City",-,"210 - Maury (CD 3)",355,561,2,918
"Norfolk City",-,"211 - Chrysler Museum (CD 3)",464,599,0,"1,063"
"Norfolk City",-,"212 - Park Place (CD 3)",56,406,0,462
"Norfolk City",-,"213 - Taylor Elementary School (CD 2)",26,53,0,79
"Norfolk City",-,"213 - Taylor Elementary School (CD 3)",385,662,2,"1,049"
"Norfolk City",-,"214 - Stuart (CD 3)",337,767,3,"1,107"
"Norfolk City",-,"215 - Suburban Park (CD 3)",477,433,1,911
"Norfolk City",-,"217 - Wesley (CD 2)",249,303,0,552
"Norfolk City",-,"218 - Willard (CD 3)",522,483,0,"1,005"
"Norfolk City",-,"301 - Ballentine (CD 3)",113,578,1,692
"Norfolk City",-,"302 - Tanners Creek (CD 3)",131,236,1,368
"Norfolk City",-,"303 - Bowling Park (CD 3)",57,716,0,773
"Norfolk City",-,"304 - Coleman Place School (CD 3)",99,236,0,335
"Norfolk City",-,"305 - Lafayette-winona (CD 3)",161,552,0,713
"Norfolk City",-,"306 - Lindenwood (CD 3)",65,392,0,457
"Norfolk City",-,"308 - Norview Methodist (CD 3)",233,354,2,589
"Norfolk City",-,"309 - Norview Middle School (CD 3)",106,608,1,715
"Norfolk City",-,"310 - Rosemont (CD 3)",46,"1,006",0,"1,052"
"Norfolk City",-,"311 - Sherwood Rec Center (CD 3)",334,399,2,735
"Norfolk City",-,"312 - Sherwood School (CD 3)",204,284,0,488
"Norfolk City",-,"313 - Union Chapel (CD 3)",31,283,0,314
"Norfolk City",-,"402 - Berkley (CD 3)",20,560,0,580
"Norfolk City",-,"403 - Brambleton (CD 3)",9,186,1,196
"Norfolk City",-,"404 - Campostella (CD 3)",44,536,0,580
"Norfolk City",-,"405 - Chesterfield (CD 3)",56,603,0,659
"Norfolk City",-,"406 - Barron Black (CD 2)",352,318,0,670
"Norfolk City",-,"408 - Easton (CD 2)",483,365,0,848
"Norfolk City",-,"409 - Fairlawn (CD 2)",415,322,0,737
"Norfolk City",-,"411 - Hunton Y (CD 3)",10,128,0,138
"Norfolk City",-,"412 - Ingleside (CD 3)",136,733,1,870
"Norfolk City",-,"413 - Poplar Halls (CD 3)",251,753,0,"1,004"
"Norfolk City",-,"414 - Young Park (CD 3)",23,580,1,604
"Norfolk City",-,"415 - United Way (CD 2)",83,68,0,151
"Norfolk City",-,"415 - United Way (CD 3)",235,293,1,529
"Norfolk City",-,"501 - Bayview School (CD 2)",620,429,0,"1,049"
"Norfolk City",-,"503 - East Ocean View (CD 2)",404,373,1,778
"Norfolk City",-,"504 - Larrymore (CD 2)",454,463,0,917
"Norfolk City",-,"505 - Little Creek (CD 2)",395,213,1,609
"Norfolk City",-,"506 - Ocean View Center (CD 2)",511,404,1,916
"Norfolk City",-,"508 - Oceanair (CD 2)",179,241,2,422
"Norfolk City",-,"509 - Tarrallton (CD 2)",746,393,3,"1,142"
"Norfolk City",-,"510 - Third Presbyterian (CD 2)",744,392,3,"1,139"
"Norfolk City",-,"511 - Crossroads (CD 2)",512,352,0,864
"Norfolk City",-,"512 - Azalea Gardens (CD 2)",361,239,2,602
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 2)",260,167,1,428
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 3)",226,526,0,752
"Norfolk City",-,"Provisional Votes (CD 2)",1,2,0,3
"Norfolk City",-,"Provisional Votes (CD 3)",4,6,0,10
"Northampton County",-,"101 - Precinct 1-1 (CD 2)",217,304,0,521
"Northampton County",-,"201 - Precinct 2-1 (CD 2)",389,285,2,676
"Northampton County",-,"301 - Precinct 3-1 (CD 2)",200,320,1,521
"Northampton County",-,"401 - Precinct 4-1 (CD 2)",392,313,0,705
"Northampton County",-,"501 - Precinct 5-1 (CD 2)",358,233,0,591
"Northampton County",-,"601 - Precinct 6-1 (CD 2)",271,332,0,603
"Northampton County",-,"Ab - Central Absentee Precinct (CD 2)",149,105,1,255
"Northampton County",-,"Provisional Votes (CD 2)",0,0,0,0
"Northumberland County",-,"101 - 1a (CD 1)",536,243,2,781
"Northumberland County",-,"201 - 2a (CD 1)",546,263,0,809
"Northumberland County",-,"301 - 3a (CD 1)",191,276,2,469
"Northumberland County",-,"302 - 3b (CD 1)",55,147,2,204
"Northumberland County",-,"401 - 4a (CD 1)",896,371,2,"1,269"
"Northumberland County",-,"501 - 5a (CD 1)",739,273,1,"1,013"
"Northumberland County",-,"Ab - Central Absentee Precinct (CD 1)",204,92,1,297
"Northumberland County",-,"Provisional Votes (CD 1)",0,0,0,0
"Norton City",-,"1 - East Ward (CD 9)",568,369,1,938
"Norton City",-,"Provisional Votes (CD 9)",0,0,0,0
"Nottoway County",-,"101 - Precinct 1-1 (CD 4)",265,198,2,465
"Nottoway County",-,"102 - Precinct 1-2 (CD 4)",225,124,1,350
"Nottoway County",-,"201 - Precinct 2-1 (CD 4)",399,240,1,640
"Nottoway County",-,"202 - Precinct 2-2 (CD 4)",225,69,0,294
"Nottoway County",-,"301 - Precinct 3-1 (CD 4)",168,287,2,457
"Nottoway County",-,"302 - Precinct 3-2 (CD 4)",165,103,0,268
"Nottoway County",-,"401 - Precinct 4-1 (CD 4)",121,266,0,387
"Nottoway County",-,"402 - Precinct 4-2 (CD 4)",284,156,0,440
"Nottoway County",-,"501 - Precinct 5-1 (CD 4)",563,280,0,843
"Nottoway County",-,"Provisional Votes (CD 4)",0,0,0,0
"Orange County",-,"101 - One West (CD 7)",756,418,0,"1,174"
"Orange County",-,"102 - One East (CD 7)",201,150,1,352
"Orange County",-,"201 - Two West (CD 7)",453,219,0,672
"Orange County",-,"202 - Two East (CD 7)",372,200,1,573
"Orange County",-,"301 - Three (CD 7)",717,446,0,"1,163"
"Orange County",-,"401 - Four West (CD 7)",754,249,1,"1,004"
"Orange County",-,"402 - Four East (CD 7)",871,343,2,"1,216"
"Orange County",-,"501 - Five South (CD 7)","1,137",533,1,"1,671"
"Orange County",-,"502 - Five North (CD 7)",650,317,0,967
"Orange County",-,"Ab - Central Absentee Precinct (CD 7)",337,158,0,495
"Orange County",-,"Provisional Votes (CD 7)",0,0,0,0
"Page County",-,"101 - West Luray (CD 7)",996,476,1,"1,473"
"Page County",-,"201 - East Luray (CD 7)","1,098",480,3,"1,581"
"Page County",-,"301 - Marksville (CD 7)",906,423,1,"1,330"
"Page County",-,"401 - Newport (CD 7)",976,310,2,"1,288"
"Page County",-,"501 - Shenandoah (CD 7)",998,354,2,"1,354"
"Page County",-,"Ab - Central Absentee Precinct (CD 7)",271,180,0,451
"Page County",-,"Provisional Votes (CD 7)",0,0,0,0
"Patrick County",-,"101 - Ararat (CD 9)",183,93,1,277
"Patrick County",-,"102 - Claudville (CD 9)",224,72,0,296
"Patrick County",-,"103 - Willis Gap (CD 9)",196,69,0,265
"Patrick County",-,"201 - Dry Pond (CD 9)",99,40,1,140
"Patrick County",-,"202 - Patrick Springs (CD 9)",335,157,0,492
"Patrick County",-,"203 - Russell Creek (CD 9)",191,107,0,298
"Patrick County",-,"301 - Critz/stella (CD 9)",373,175,0,548
"Patrick County",-,"302 - Liberty (CD 9)",260,65,1,326
"Patrick County",-,"401 - Meadows Of Dan (CD 9)",270,142,0,412
"Patrick County",-,"402 - Stuart Administration (CD 9)",342,148,0,490
"Patrick County",-,"501 - Stuart Community (CD 9)",152,53,0,205
"Patrick County",-,"502 - Elamsville (CD 9)",246,104,0,350
"Patrick County",-,"503 - Woolwine (CD 9)",309,125,2,436
"Patrick County",-,"Ab - Central Absentee Precinct (CD 9)",203,92,0,295
"Patrick County",-,"Provisional Votes (CD 9)",0,0,0,0
"Petersburg City",-,"101 - First Ward First Precinct (CD 4)",106,401,1,508
"Petersburg City",-,"201 - Second Ward First Precinct (CD 4)",159,862,0,"1,021"
"Petersburg City",-,"301 - Third Ward First Precinct (CD 4)",435,895,0,"1,330"
"Petersburg City",-,"401 - Fourth Ward First Precinct (CD 4)",216,627,1,844
"Petersburg City",-,"501 - Fifth Ward First Precinct (CD 4)",38,556,0,594
"Petersburg City",-,"601 - Sixth Ward First Precinct (CD 4)",34,658,0,692
"Petersburg City",-,"701 - Seventh Ward First Precinct (CD 4)",126,837,1,964
"Petersburg City",-,"Ab - Central Absentee Precinct (CD 4)",107,378,0,485
"Petersburg City",-,"Provisional Votes (CD 4)",0,0,0,0
"Pittsylvania County",-,"103 - Twin Springs (CD 5)","1,111",173,0,"1,284"
"Pittsylvania County",-,"105 - Chatham (CD 5)",454,148,0,602
"Pittsylvania County",-,"106 - Tunstall (CD 5)",381,121,0,502
"Pittsylvania County",-,"108 - West Blairs (CD 5)",232,89,0,321
"Pittsylvania County",-,"201 - Callands (CD 5)",406,143,0,549
"Pittsylvania County",-,"204 - Sandy Level (CD 5)",277,88,0,365
"Pittsylvania County",-,"206 - Climax (CD 5)",293,74,0,367
"Pittsylvania County",-,"207 - Gretna (CD 5)",752,254,0,"1,006"
"Pittsylvania County",-,"301 - Central (CD 5)",141,281,0,422
"Pittsylvania County",-,"305 - Riceville (CD 5)",197,203,0,400
"Pittsylvania County",-,"307 - East Blairs (CD 5)",165,314,0,479
"Pittsylvania County",-,"308 - Mt Airy (CD 5)",93,99,0,192
"Pittsylvania County",-,"309 - East Gretna (CD 5)",153,125,0,278
"Pittsylvania County",-,"402 - Keeling (CD 5)",381,102,0,483
"Pittsylvania County",-,"404 - Kentuck (CD 5)",714,211,0,925
"Pittsylvania County",-,"405 - Ringgold (CD 5)",710,266,0,976
"Pittsylvania County",-,"501 - Hurt (CD 5)",527,203,0,730
"Pittsylvania County",-,"502 - Motley Sycamore (CD 5)",536,234,0,770
"Pittsylvania County",-,"503 - Renan (CD 5)",278,105,0,383
"Pittsylvania County",-,"602 - Bearskin (CD 5)",80,56,0,136
"Pittsylvania County",-,"603 - Stony Mill (CD 5)",428,147,0,575
"Pittsylvania County",-,"604 - Swansonville (CD 5)",274,166,0,440
"Pittsylvania County",-,"605 - Whitmell (CD 5)",330,139,0,469
"Pittsylvania County",-,"606 - Brosville (CD 5)",262,225,0,487
"Pittsylvania County",-,"607 - Dry Fork (CD 5)",211,50,0,261
"Pittsylvania County",-,"702 - Bachelors Hall (CD 5)",572,102,0,674
"Pittsylvania County",-,"703 - Ferry Road (CD 5)",119,48,0,167
"Pittsylvania County",-,"704 - Mt Hermon (CD 5)",806,247,0,"1,053"
"Pittsylvania County",-,"705 - Mt Cross (CD 5)",403,113,0,516
"Pittsylvania County",-,"Ab - Central Absentee Precinct (CD 5)",453,163,0,616
"Pittsylvania County",-,"Provisional Votes (CD 5)",0,0,0,0
"Poquoson City",-,"1 - Central (CD 1)","1,043",282,1,"1,326"
"Poquoson City",-,"2 - Eastern (CD 1)","1,211",269,0,"1,480"
"Poquoson City",-,"3 - Western (CD 1)","1,255",301,2,"1,558"
"Poquoson City",-,"Ab - Central Absentee Precinct (CD 1)",228,70,0,298
"Poquoson City",-,"Provisional Votes (CD 1)",0,0,0,0
"Portsmouth City",-,"1 - One (CD 3)",292,468,0,760
"Portsmouth City",-,"5 - Five (CD 3)",19,398,0,417
"Portsmouth City",-,"7 - Seven (CD 3)",141,322,0,463
"Portsmouth City",-,"9 - Nine (CD 3)",122,407,0,529
"Portsmouth City",-,"10 - Ten (CD 3)",193,265,1,459
"Portsmouth City",-,"11 - Eleven (CD 3)",15,400,1,416
"Portsmouth City",-,"13 - Thirteen (CD 3)",11,267,0,278
"Portsmouth City",-,"14 - Fourteen (CD 3)",25,578,1,604
"Portsmouth City",-,"16 - Sixteen (CD 3)",247,269,1,517
"Portsmouth City",-,"17 - Seventeen (CD 3)",283,323,0,606
"Portsmouth City",-,"19 - Nineteen (CD 3)",231,156,0,387
"Portsmouth City",-,"20 - Twenty (CD 3)",153,322,0,475
"Portsmouth City",-,"21 - Twenty-one (CD 3)",16,433,0,449
"Portsmouth City",-,"22 - Twenty-two (CD 3)",286,196,0,482
"Portsmouth City",-,"23 - Twenty-three (CD 3)",444,208,0,652
"Portsmouth City",-,"24 - Twenty-four (CD 3)",261,289,0,550
"Portsmouth City",-,"25 - Twenty Five (CD 3)",374,378,0,752
"Portsmouth City",-,"26 - Twenty-six (CD 3)",30,720,1,751
"Portsmouth City",-,"27 - Twenty-seven (CD 3)",27,739,0,766
"Portsmouth City",-,"28 - Twenty Eight (CD 3)",53,"1,176",0,"1,229"
"Portsmouth City",-,"29 - Twenty Nine (CD 3)",390,123,1,514
"Portsmouth City",-,"30 - Thirty (CD 3)",391,156,0,547
"Portsmouth City",-,"31 - Thirty-one (CD 3)",406,356,1,763
"Portsmouth City",-,"32 - Thirty-two (CD 3)",471,252,1,724
"Portsmouth City",-,"33 - Thirty-three (CD 3)",439,148,0,587
"Portsmouth City",-,"34 - Thirty-four (CD 3)",573,311,0,884
"Portsmouth City",-,"35 - Thirty-five (CD 3)",592,334,3,929
"Portsmouth City",-,"36 - Thirty-six (CD 3)",931,715,1,"1,647"
"Portsmouth City",-,"37 - Thirty-seven (CD 3)",507,583,0,"1,090"
"Portsmouth City",-,"38 - Thirty Eight (CD 3)",189,622,0,811
"Portsmouth City",-,"39 - Thirty-nine (CD 3)",460,782,3,"1,245"
"Portsmouth City",-,"Ab - Central Absentee Precinct (CD 3)",249,427,0,676
"Portsmouth City",-,"Provisional Votes (CD 3)",3,1,0,4
"Powhatan County",-,"101 - Subletts (CD 4)",944,205,3,"1,152"
"Powhatan County",-,"102 - Manakin (CD 4)",612,123,0,735
"Powhatan County",-,"103 - Flat Rock (CD 4)",335,70,1,406
"Powhatan County",-,"201 - Powhatan Station (CD 4)",697,127,0,824
"Powhatan County",-,"202 - Graceland (CD 4)",723,181,0,904
"Powhatan County",-,"301 - Bethesda (CD 4)",831,194,1,"1,026"
"Powhatan County",-,"302 - Lee's Landing (CD 4)",556,132,2,690
"Powhatan County",-,"401 - Powhatan Courthouse (CD 4)","1,065",176,3,"1,244"
"Powhatan County",-,"402 - Ballsville (CD 4)",605,158,1,764
"Powhatan County",-,"501 - Smith Cross Roads (CD 4)",376,262,0,638
"Powhatan County",-,"502 - Pineville (CD 4)",230,138,0,368
"Powhatan County",-,"Ab - Central Absentee Precinct (CD 4)",311,61,0,372
"Powhatan County",-,"Provisional Votes (CD 4)",2,1,0,3
"Prince Edward County",-,"101 - Farmville (CD 5)",315,236,0,551
"Prince Edward County",-,"201 - Lockett (CD 5)",417,329,2,748
"Prince Edward County",-,"301 - Leigh (CD 5)",246,206,1,453
"Prince Edward County",-,"302 - Mt Pleasant (CD 5)",122,127,0,249
"Prince Edward County",-,"401 - Hampden (CD 5)",310,243,0,553
"Prince Edward County",-,"501 - Darlington Hts (CD 5)",258,129,0,387
"Prince Edward County",-,"502 - Buffalo Hts (CD 5)",223,109,0,332
"Prince Edward County",-,"601 - Prospect (CD 5)",359,399,1,759
"Prince Edward County",-,"701 - West End (CD 5)",342,226,0,568
"Prince Edward County",-,"801 - Center (CD 5)",61,159,0,220
"Prince Edward County",-,"Ab - Central Absentee Precinct (CD 5)",99,87,0,186
"Prince Edward County",-,"Provisional Votes (CD 5)",0,0,0,0
"Prince George County",-,"101 - Richard Bland (CD 4)",463,192,0,655
"Prince George County",-,"102 - Templeton (CD 4)","1,085",363,0,"1,448"
"Prince George County",-,"103 - Union Branch (CD 4)",539,347,1,887
"Prince George County",-,"104 - Rives (CD 4)",324,265,1,590
"Prince George County",-,"105 - Harrison (CD 3)",287,68,0,355
"Prince George County",-,"201 - Bland (CD 3)","1,009",342,1,"1,352"
"Prince George County",-,"202 - Black Water (CD 3)",709,241,0,950
"Prince George County",-,"203 - Brandon (CD 3)",287,95,1,383
"Prince George County",-,"204 - Courts Bldg (CD 3)",574,373,0,947
"Prince George County",-,"205 - Jefferson Park (CD 3)",127,161,0,288
"Prince George County",-,"205 - Jefferson Park (CD 4)",134,84,1,219
"Prince George County",-,"Ab - Central Absentee Precinct (CD 3)",193,65,2,260
"Prince George County",-,"Ab - Central Absentee Precinct (CD 4)",114,38,0,152
"Prince George County",-,"Provisional Votes (CD 3)",1,0,0,1
"Prince George County",-,"Provisional Votes (CD 4)",0,0,0,0
"Prince William County",-,"101 - Brentsville (CD 11)",533,142,1,676
"Prince William County",-,"102 - Bennett (CD 11)","1,169",543,1,"1,713"
"Prince William County",-,"103 - Buckhall (CD 10)",596,355,0,951
"Prince William County",-,"104 - Nokesville (CD 11)",767,253,0,"1,020"
"Prince William County",-,"105 - Parkside (CD 10)",624,428,0,"1,052"
"Prince William County",-,"106 - Ellis (CD 10)",202,140,0,342
"Prince William County",-,"107 - Marsteller (CD 11)",878,538,1,"1,417"
"Prince William County",-,"108 - Victory (CD 11)","1,087",613,4,"1,704"
"Prince William County",-,"109 - Park (CD 11)",601,207,4,812
"Prince William County",-,"110 - Buckland Mills (CD 11)",751,458,1,"1,210"
