County/City,Ward,Pct,"Robert F. McDonnell","Robert Creigh Deeds","All Others","Total Votes Cast"
"Charles City County",-,"301 - Precinct 3-1 (CD 3)",360,494,0,854
"Charles City County",-,"Provisional Votes (CD 3)",0,0,0,0
"Charlotte County",-,"101 - County Seat (CD 5)",387,187,1,575
"Charlotte County",-,"201 - Red Oak Wylliesburg (CD 5)",314,121,0,435
"Charlotte County",-,"302 - Drakes Branch (CD 5)",315,144,0,459
"Charlotte County",-,"401 - Keysville (CD 5)",356,168,0,524
"Charlotte County",-,"501 - Cullen (CD 5)",195,75,1,271
"Charlotte County",-,"503 - Red House (CD 5)",136,91,0,227
"Charlotte County",-,"601 - Aspen (CD 5)",127,59,0,186
"Charlotte County",-,"602 - Phenix (CD 5)",217,88,2,307
"Charlotte County",-,"701 - Bacon (CD 5)",126,111,0,237
"Charlotte County",-,"702 - Saxe (CD 5)",93,73,0,166
"Charlotte County",-,"Ab - Central Absentee Precinct (CD 5)",81,54,1,136
"Charlotte County",-,"Provisional Votes (CD 5)",0,0,0,0
"Charlottesville City",-,"101 - Recreation (CD 5)",499,"1,445",6,"1,950"
"Charlottesville City",-,"102 - Clark (CD 5)",264,746,2,"1,012"
"Charlottesville City",-,"201 - Carver (CD 5)",150,691,0,841
"Charlottesville City",-,"202 - Walker (CD 5)",479,993,2,"1,474"
"Charlottesville City",-,"301 - Benjamin Tonsler (CD 5)",124,573,3,700
"Charlottesville City",-,"302 - Jefferson Park (CD 5)",484,"1,163",0,"1,647"
"Charlottesville City",-,"401 - Venable (CD 5)",328,841,0,"1,169"
"Charlottesville City",-,"402 - Alumni Hall (CD 5)",156,454,1,611
"Charlottesville City",-,"Ab - Central Absentee Precinct (CD 5)",150,486,0,636
"Charlottesville City",-,"Provisional Votes (CD 5)",2,14,0,16
"Chesapeake City",-,"1 - Great Bridge (CD 4)",824,266,0,"1,090"
"Chesapeake City",-,"2 - Bethel (CD 4)",789,170,0,959
"Chesapeake City",-,"3 - Camelot (CD 4)",172,"1,202",1,"1,375"
"Chesapeake City",-,"4 - Churchland (CD 4)",828,277,1,"1,106"
"Chesapeake City",-,"5 - Crestwood (CD 4)",104,742,0,846
"Chesapeake City",-,"6 - Deep Creek (CD 4)",815,589,3,"1,407"
"Chesapeake City",-,"7 - Greenbrier (CD 4)",863,389,0,"1,252"
"Chesapeake City",-,"8 - South Norfolk Recreation (CD 4)",598,380,3,981
"Chesapeake City",-,"9 - Bells Mill (CD 4)","1,136",418,1,"1,555"
"Chesapeake City",-,"10 - Oscar Smith School (CD 4)",292,146,0,438
"Chesapeake City",-,"11 - Geneva Park (CD 4)",454,232,1,687
"Chesapeake City",-,"12 - Georgetown (CD 4)",370,"1,204",0,"1,574"
"Chesapeake City",-,"13 - Gilmerton (CD 4)",578,355,1,934
"Chesapeake City",-,"14 - Grassfield (CD 4)",189,86,0,275
"Chesapeake City",-,"15 - B M Williams (CD 4)",381,325,0,706
"Chesapeake City",-,"16 - Hickory Grove (CD 4)","1,145",342,2,"1,489"
"Chesapeake City",-,"17 - Indian Creek (CD 4)",510,160,1,671
"Chesapeake City",-,"18 - Indian River (CD 4)",268,253,2,523
"Chesapeake City",-,"19 - Joliff One (CD 4)",564,191,0,755
"Chesapeake City",-,"20 - E W Chittum School (CD 4)",783,411,2,"1,196"
"Chesapeake City",-,"21 - Fellowship (CD 4)",616,265,2,883
"Chesapeake City",-,"22 - Norfolk Highlands (CD 4)",412,190,1,603
"Chesapeake City",-,"23 - Oak Grove (CD 4)",743,592,2,"1,337"
"Chesapeake City",-,"24 - Oaklette (CD 4)",416,314,0,730
"Chesapeake City",-,"25 - St Julians (CD 4)",216,83,0,299
"Chesapeake City",-,"26 - Johnson Park (CD 4)",161,164,1,326
"Chesapeake City",-,"27 - Silverwood (CD 4)",944,416,0,"1,360"
"Chesapeake City",-,"28 - Sunray I (CD 4)",100,23,0,123
"Chesapeake City",-,"29 - Tanglewood (CD 4)",635,205,0,840
"Chesapeake City",-,"30 - South Norfolk (CD 4)",28,319,0,347
"Chesapeake City",-,"31 - Carver School (CD 4)",189,694,0,883
"Chesapeake City",-,"32 - Providence (CD 4)",73,772,0,845
"Chesapeake City",-,"33 - Westover (CD 4)",377,170,0,547
"Chesapeake City",-,"34 - Hickory Middle School Precinct (CD 4)","1,570",337,0,"1,907"
"Chesapeake City",-,"35 - Taylor Road (CD 4)",518,813,2,"1,333"
"Chesapeake City",-,"36 - Great Bridge Baptist Church (CD 4)","1,484",426,1,"1,911"
"Chesapeake City",-,"37 - Bridgetown (CD 4)","1,360",451,3,"1,814"
"Chesapeake City",-,"38 - Bailey Creek (CD 4)",585,165,0,750
"Chesapeake City",-,"39 - Lake Drummond (CD 4)",360,135,0,495
"Chesapeake City",-,"40 - River Birch (CD 4)",860,634,1,"1,495"
"Chesapeake City",-,"41 - John T West (CD 4)",610,617,1,"1,228"
"Chesapeake City",-,"42 - Parkways (CD 4)",785,707,3,"1,495"
"Chesapeake City",-,"43 - Pleasant Crossing (CD 4)","1,613",443,1,"2,057"
"Chesapeake City",-,"44 - Nansemond (CD 4)",407,289,0,696
"Chesapeake City",-,"45 - Sunray II (CD 4)",147,228,0,375
"Chesapeake City",-,"46 - Bells Mill II (CD 4)",556,313,1,870
"Chesapeake City",-,"47 - Green Sea (CD 4)",678,218,1,897
"Chesapeake City",-,"48 - Jolliff Middle School (CD 4)",88,719,0,807
"Chesapeake City",-,"49 - Waterway (CD 4)","1,004",466,0,"1,470"
"Chesapeake City",-,"50 - River Walk (CD 4)",524,514,1,"1,039"
"Chesapeake City",-,"51 - Coopers Way (CD 4)",979,304,2,"1,285"
"Chesapeake City",-,"52 - Shipyard Road (CD 4)",319,433,0,752
"Chesapeake City",-,"53 - Fairways (CD 4)",357,277,1,635
"Chesapeake City",-,"Ab - Central Absentee Precinct (CD 4)","1,127",528,1,"1,656"
"Chesapeake City",-,"Provisional Votes (CD 4)",14,14,0,28
"Chesterfield County",-,"101 - Bellwood (CD 4)",412,229,0,641
"Chesterfield County",-,"102 - South Chester (CD 4)",837,379,2,"1,218"
"Chesterfield County",-,"103 - Enon (CD 4)",955,273,1,"1,229"
"Chesterfield County",-,"104 - North Chester (CD 4)",980,310,2,"1,292"
"Chesterfield County",-,"105 - Drewrys Bluff (CD 4)",475,419,2,896
"Chesterfield County",-,"106 - Harrowgate (CD 4)",959,569,2,"1,530"
"Chesterfield County",-,"107 - Wells (CD 4)",742,419,4,"1,165"
"Chesterfield County",-,"108 - Ecoff (CD 4)","1,393",420,2,"1,815"
"Chesterfield County",-,"109 - Elizabeth Scott (CD 4)","1,101",575,2,"1,678"
"Chesterfield County",-,"110 - Dutch Gap (CD 4)",562,298,0,860
"Chesterfield County",-,"111 - Iron Bridge (CD 4)","1,166",567,3,"1,736"
"Chesterfield County",-,"112 - Carver (CD 4)",614,460,1,"1,075"
"Chesterfield County",-,"201 - Gates (CD 4)",629,324,2,955
"Chesterfield County",-,"202 - Beulah (CD 4)",695,599,3,"1,297"
"Chesterfield County",-,"203 - Bird (CD 4)",429,319,1,749
"Chesterfield County",-,"204 - Jacobs (CD 4)",506,325,0,831
"Chesterfield County",-,"205 - Falling Creek (CD 4)",743,689,3,"1,435"
"Chesterfield County",-,"206 - Belmont (CD 7)",166,364,1,531
"Chesterfield County",-,"207 - Chippenham (CD 7)",206,242,2,450
"Chesterfield County",-,"208 - Meadowbrook (CD 4)",466,597,4,"1,067"
"Chesterfield County",-,"209 - Salem Church (CD 4)",921,439,2,"1,362"
"Chesterfield County",-,"210 - Five Forks (CD 4)",728,640,4,"1,372"
"Chesterfield County",-,"211 - Nash (CD 4)","1,449",403,1,"1,853"
"Chesterfield County",-,"212 - St. Luke's (CD 7)",561,231,0,792
"Chesterfield County",-,"213 - Southside (CD 7)",500,"1,042",3,"1,545"
"Chesterfield County",-,"301 - Ettrick (CD 4)",307,848,3,"1,158"
"Chesterfield County",-,"302 - Deer Run (CD 4)",369,158,0,527
"Chesterfield County",-,"303 - Matoaca (CD 4)",868,651,1,"1,520"
"Chesterfield County",-,"304 - Winfrees Store (CD 4)","1,228",317,3,"1,548"
"Chesterfield County",-,"305 - Beach (CD 4)",478,94,0,572
"Chesterfield County",-,"306 - Winterpock (CD 4)","1,293",293,0,"1,586"
"Chesterfield County",-,"307 - Cosby (CD 4)",896,314,0,"1,210"
"Chesterfield County",-,"308 - South Manchester (CD 7)",435,221,3,659
"Chesterfield County",-,"309 - Skinquarter (CD 7)","1,372",348,4,"1,724"
"Chesterfield County",-,"310 - Tomahawk (CD 7)","1,117",458,2,"1,577"
"Chesterfield County",-,"312 - Evergreen (CD 7)","1,353",551,5,"1,909"
"Chesterfield County",-,"313 - Woolridge (CD 7)","1,161",444,2,"1,607"
"Chesterfield County",-,"315 - Bailey Bridge (CD 4)","1,414",451,4,"1,869"
"Chesterfield County",-,"316 - Spring Run (CD 4)",839,333,3,"1,175"
"Chesterfield County",-,"317 - Birkdale (CD 4)",991,363,2,"1,356"
"Chesterfield County",-,"401 - Harbour Pointe (CD 7)",618,275,0,893
"Chesterfield County",-,"402 - Genito (CD 7)","1,119",615,5,"1,739"
"Chesterfield County",-,"403 - Brandermill (CD 7)","1,018",448,6,"1,472"
"Chesterfield County",-,"404 - Providence (CD 7)",759,570,4,"1,333"
"Chesterfield County",-,"405 - La Prade (CD 7)","1,014",498,4,"1,516"
"Chesterfield County",-,"406 - Smoketree (CD 7)","1,064",366,3,"1,433"
"Chesterfield County",-,"407 - Monacan (CD 7)",539,243,0,782
"Chesterfield County",-,"408 - Reams (CD 7)",815,729,3,"1,547"
"Chesterfield County",-,"409 - Manchester (CD 7)",618,671,0,"1,289"
"Chesterfield County",-,"410 - Wagstaff (CD 7)",512,241,1,754
"Chesterfield County",-,"411 - Swift Creek (CD 7)",949,453,4,"1,406"
"Chesterfield County",-,"413 - Shenandoah (CD 7)",751,470,1,"1,222"
"Chesterfield County",-,"414 - Crenshaw (CD 7)",716,369,2,"1,087"
"Chesterfield County",-,"501 - Huguenot (CD 7)",699,414,6,"1,119"
"Chesterfield County",-,"502 - Crestwood (CD 7)",554,315,2,871
"Chesterfield County",-,"503 - Midlothian (CD 7)","2,014",583,6,"2,603"
"Chesterfield County",-,"504 - Robious (CD 7)","1,488",519,5,"2,012"
"Chesterfield County",-,"505 - Bon Air (CD 7)","1,117",568,0,"1,685"
"Chesterfield County",-,"506 - Greenfield (CD 7)",831,520,4,"1,355"
"Chesterfield County",-,"507 - Salisbury (CD 7)","1,684",466,3,"2,153"
"Chesterfield County",-,"508 - Belgrade (CD 7)",782,342,2,"1,126"
"Chesterfield County",-,"509 - Cranbeck (CD 7)",479,274,0,753
"Chesterfield County",-,"510 - Sycamore (CD 7)","1,180",388,2,"1,570"
"Chesterfield County",-,"511 - Black Heath (CD 7)",917,308,3,"1,228"
"Chesterfield County",-,"513 - Beaufont (CD 7)",110,113,0,223
"Chesterfield County",-,"514 - Watkins (CD 7)","1,336",461,4,"1,801"
"Chesterfield County",-,"515 - Davis (CD 7)",359,730,1,"1,090"
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 4)","1,475",558,0,"2,033"
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 7)","1,682",661,6,"2,349"
"Chesterfield County",-,"Provisional Votes (CD 4)",21,9,0,30
"Chesterfield County",-,"Provisional Votes (CD 7)",22,8,0,30
"Clarke County",-,"101 - Russell (CD 10)",540,256,1,797
"Clarke County",-,"201 - Berryville (CD 10)",538,342,0,880
"Clarke County",-,"301 - Millwood (CD 10)",359,214,0,573
"Clarke County",-,"302 - Pine Grove (CD 10)",178,98,0,276
"Clarke County",-,"401 - White Post (CD 10)",483,303,0,786
"Clarke County",-,"501 - Buckmarsh (CD 10)",397,222,3,622
"Clarke County",-,"502 - Blue Ridge (CD 10)",119,80,0,199
"Clarke County",-,"Ab - Central Absentee Precinct (CD 10)",130,71,0,201
"Clarke County",-,"Provisional Votes (CD 10)",0,0,0,0
"Colonial Heights City",-,"1 - First (CD 4)",485,125,1,611
"Colonial Heights City",-,"2 - Second (CD 4)",614,129,0,743
"Colonial Heights City",-,"3 - Third (CD 4)",754,180,0,934
"Colonial Heights City",-,"4 - Fourth (CD 4)",936,196,1,"1,133"
"Colonial Heights City",-,"5 - Fifth (CD 4)","1,127",165,0,"1,292"
"Colonial Heights City",-,"Ab - Central Absentee Precinct (CD 4)",417,82,0,499
"Colonial Heights City",-,"Provisional Votes (CD 4)",0,0,0,0
"Covington City",-,"101 - Precinct 1-1 (CD 6)",65,130,0,195
"Covington City",-,"201 - Precinct 2-1 (CD 9)",107,177,1,285
"Covington City",-,"301 - Precinct 3-1 (CD 9)",36,163,1,200
"Covington City",-,"401 - Precinct 4-1 (CD 9)",148,252,0,400
"Covington City",-,"501 - Precinct 5-1 (CD 9)",133,237,0,370
"Covington City",-,"Ab - Central Absentee Precinct (CD 6)",5,5,0,10
"Covington City",-,"Ab - Central Absentee Precinct (CD 9)",13,15,0,28
"Covington City",-,"Provisional Votes (CD 6)",0,0,0,0
"Covington City",-,"Provisional Votes (CD 9)",0,0,0,0
"Craig County",-,"101 - Court House (CD 9)",217,76,1,294
"Craig County",-,"201 - Ammendale Precinct (CD 9)",258,84,0,342
"Craig County",-,"202 - North Mountain (CD 9)",30,21,0,51
"Craig County",-,"301 - Givens & Reynolds Store (CD 9)",96,103,0,199
"Craig County",-,"302 - Mcguires Store (CD 9)",59,43,0,102
"Craig County",-,"303 - Marshalls Store (CD 9)",63,26,0,89
"Craig County",-,"401 - Barbours Creek (CD 9)",55,29,0,84
"Craig County",-,"402 - Paint Bank (CD 9)",14,12,0,26
"Craig County",-,"403 - Craig Springs (CD 9)",90,30,0,120
"Craig County",-,"404 - Forks Of Johns Creek (CD 9)",27,23,0,50
"Craig County",-,"501 - Craig City (CD 9)",182,71,0,253
"Craig County",-,"Provisional Votes (CD 9)",0,0,0,0
"Culpeper County",-,"101 - West Fairfax (CD 7)",927,525,1,"1,453"
"Culpeper County",-,"201 - East Fairfax (CD 7)",492,347,2,841
"Culpeper County",-,"302 - Eggbornsville (CD 7)",450,117,2,569
"Culpeper County",-,"303 - Cardova (CD 7)",413,173,2,588
"Culpeper County",-,"401 - Eldorado (CD 7)",431,174,1,606
"Culpeper County",-,"402 - Browns Store (CD 7)",816,314,0,"1,130"
"Culpeper County",-,"501 - Jeffersonton (CD 7)","1,067",394,2,"1,463"
"Culpeper County",-,"502 - Rixeyville (CD 7)",337,93,1,431
"Culpeper County",-,"601 - Mitchells (CD 7)",137,59,0,196
"Culpeper County",-,"602 - Pearl Sample (CD 7)",688,299,2,989
"Culpeper County",-,"702 - Brandy Station (CD 7)",690,251,1,942
"Culpeper County",-,"703 - Lignum (CD 7)",319,120,0,439
"Culpeper County",-,"704 - Richardsville (CD 7)",195,51,0,246
"Culpeper County",-,"Ab - Central Absentee Precinct (CD 7)",289,138,0,427
"Culpeper County",-,"Provisional Votes (CD 7)",2,2,0,4
"Cumberland County",-,"101 - Precinct 1 (CD 5)",371,189,0,560
"Cumberland County",-,"201 - Precinct 2 (CD 5)",407,172,0,579
"Cumberland County",-,"301 - Election District 3 Precinct (CD 5)",256,267,0,523
"Cumberland County",-,"401 - Precinct 4 (CD 5)",346,164,1,511
"Cumberland County",-,"501 - Precinct 5 (CD 5)",348,175,0,523
"Cumberland County",-,"Provisional Votes (CD 5)",0,0,0,0
"Danville City",-,"1 - Ward One (CD 5)",17,166,1,184
"Danville City",-,"2 - Ward Two (CD 5)",153,187,2,342
"Danville City",-,"3 - Ward Three (CD 5)",31,227,1,259
"Danville City",-,"4 - Ward Four (CD 5)",719,445,0,"1,164"
"Danville City",-,"5 - Ward Five (CD 5)",291,153,0,444
"Danville City",-,"6 - Ward Six (CD 5)",66,255,1,322
"Danville City",-,"7 - Ward Seven (CD 5)",93,421,0,514
"Danville City",-,"8 - Ward Eight (CD 5)",318,191,0,509
"Danville City",-,"9 - Ward Nine (CD 5)",233,192,1,426
"Danville City",-,"10 - Ward Ten (CD 5)",440,253,1,694
"Danville City",-,"11 - Ward Eleven (CD 5)",452,485,0,937
"Danville City",-,"12 - Ward Twelve (CD 5)",580,481,0,"1,061"
"Danville City",-,"13 - Ward Thirteen (CD 5)",433,376,2,811
"Danville City",-,"14 - Ward Fourteen (CD 5)",10,112,0,122
"Danville City",-,"15 - Ward Fifteen (CD 5)",468,301,0,769
"Danville City",-,"16 - Ward Sixteen (CD 5)",658,283,1,942
"Danville City",-,"17 - Ward Seventeen (CD 5)",704,212,0,916
"Danville City",-,"Ab - Central Absentee Precinct (CD 5)",334,165,1,500
"Danville City",-,"Provisional Votes (CD 5)",1,1,0,2
"Dickenson County",-,"101 - South Clintwood (CD 9)",458,294,1,753
"Dickenson County",-,"201 - Nora (CD 9)",159,75,0,234
"Dickenson County",-,"202 - Frying Pan (CD 9)",58,41,0,99
"Dickenson County",-,"203 - Clinchco (CD 9)",129,113,0,242
"Dickenson County",-,"301 - West Dante (CD 9)",109,24,0,133
"Dickenson County",-,"302 - Herald (CD 9)",116,49,0,165
"Dickenson County",-,"303 - Ridge (CD 9)",174,47,1,222
"Dickenson County",-,"304 - Longs Fork (CD 9)",130,57,0,187
"Dickenson County",-,"401 - Colley (CD 9)",137,186,0,323
"Dickenson County",-,"402 - Haysi (CD 9)",147,174,0,321
"Dickenson County",-,"501 - Tarpon (CD 9)",84,79,0,163
"Dickenson County",-,"502 - Artrip (CD 9)",105,61,0,166
"Dickenson County",-,"503 - North Clintwood (CD 9)",225,82,1,308
"Dickenson County",-,"Ab - Central Absentee Precinct (CD 9)",145,138,0,283
"Dickenson County",-,"Provisional Votes (CD 9)",0,0,0,0
"Dinwiddie County",-,"101 - Rohoic (CD 4)",285,184,1,470
"Dinwiddie County",-,"102 - White Oak (CD 4)",253,84,0,337
"Dinwiddie County",-,"103 - Church Road (CD 4)",559,124,0,683
"Dinwiddie County",-,"201 - Edgehill (CD 4)",274,197,0,471
"Dinwiddie County",-,"202 - Chesdin (CD 4)",530,337,1,868
"Dinwiddie County",-,"301 - Reams (CD 4)",187,84,1,272
"Dinwiddie County",-,"302 - New Hope (CD 4)",537,409,1,947
"Dinwiddie County",-,"401 - Dinwiddie (CD 4)",370,387,0,757
"Dinwiddie County",-,"402 - Little Zion (CD 4)",262,285,0,547
"Dinwiddie County",-,"403 - Cherry Hill (CD 4)",108,142,0,250
"Dinwiddie County",-,"501 - Courthouse (CD 4)",435,147,0,582
"Dinwiddie County",-,"502 - Mckenney (CD 4)",399,195,0,594
"Dinwiddie County",-,"503 - Rocky Run (CD 4)",262,86,0,348
"Dinwiddie County",-,"Provisional Votes (CD 4)",0,0,0,0
"Emporia City",-,"101 - Precinct 1-1 (CD 4)",75,131,0,206
"Emporia City",-,"201 - Precinct 2-1 (CD 4)",24,90,0,114
"Emporia City",-,"301 - Precinct 3-1 (CD 4)",161,59,0,220
"Emporia City",-,"401 - Precinct 4-1 (CD 4)",156,104,0,260
"Emporia City",-,"501 - Precinct 5-1 (CD 4)",7,102,1,110
"Emporia City",-,"601 - District 6 (CD 4)",194,64,0,258
"Emporia City",-,"701 - District 7 (CD 4)",73,77,0,150
"Emporia City",-,"Provisional Votes (CD 4)",0,0,0,0
"Essex County",-,"101 - Greater Tappahannock (CD 1)",384,199,0,583
"Essex County",-,"201 - North (CD 1)",222,338,0,560
"Essex County",-,"301 - South (CD 1)",470,205,0,675
"Essex County",-,"401 - Central (CD 1)",478,259,0,737
"Essex County",-,"Ab - Central Absentee Precinct (CD 1)",77,50,0,127
"Essex County",-,"Provisional Votes (CD 1)",0,0,0,0
"Fairfax County",-,"102 - Bristow (CD 11)",344,378,0,722
"Fairfax County",-,"104 - Chapel (CD 11)",624,549,0,"1,173"
"Fairfax County",-,"105 - Fairview (CD 11)","1,023",820,3,"1,846"
"Fairfax County",-,"106 - Heritage (CD 11)",428,631,7,"1,066"
"Fairfax County",-,"108 - Kings Park (CD 11)",703,601,3,"1,307"
"Fairfax County",-,"109 - Olde Creek (CD 11)",650,505,0,"1,155"
"Fairfax County",-,"110 - North Springfield #1 (CD 11)",481,429,5,915
"Fairfax County",-,"111 - North Springfield #2 (CD 11)",329,301,0,630
"Fairfax County",-,"113 - Oak Hill (CD 11)",558,532,2,"1,092"
"Fairfax County",-,"115 - Ravensworth (CD 11)",399,324,1,724
"Fairfax County",-,"116 - Wakefield (CD 11)",575,612,2,"1,189"
"Fairfax County",-,"117 - Woodson (CD 11)",458,423,0,881
"Fairfax County",-,"118 - Lake Braddock (CD 11)",732,829,5,"1,566"
"Fairfax County",-,"119 - Laurel (CD 11)",883,798,1,"1,682"
"Fairfax County",-,"120 - Sideburn (CD 11)",920,622,4,"1,546"
"Fairfax County",-,"121 - Villa (CD 11)",462,302,4,768
"Fairfax County",-,"122 - Long Branch (CD 11)",412,377,1,790
"Fairfax County",-,"123 - Robinson (CD 11)",940,717,2,"1,659"
"Fairfax County",-,"124 - Olley (CD 11)",448,391,2,841
"Fairfax County",-,"125 - Signal Hill (CD 11)",754,675,3,"1,432"
"Fairfax County",-,"126 - Bonnie Brae (CD 11)",457,487,0,944
"Fairfax County",-,"127 - Burke Centre (CD 11)",814,779,2,"1,595"
"Fairfax County",-,"128 - Cardinal (CD 11)",447,495,6,948
"Fairfax County",-,"129 - Keene Mill (CD 11)",371,365,2,738
"Fairfax County",-,"130 - Terra Centre (CD 11)",530,459,2,991
"Fairfax County",-,"202 - Flint Hill (CD 11)",969,867,2,"1,838"
"Fairfax County",-,"203 - Floris (CD 10)",884,681,3,"1,568"
"Fairfax County",-,"208 - Reston #1 (CD 8)",317,625,1,943
"Fairfax County",-,"209 - Reston #2 (CD 8)",398,756,1,"1,155"
"Fairfax County",-,"213 - Vienna #1 (CD 11)",828,919,3,"1,750"
"Fairfax County",-,"214 - Vienna #2 (CD 11)",734,730,8,"1,472"
"Fairfax County",-,"216 - Vienna #4 (CD 11)",276,373,1,650
"Fairfax County",-,"218 - Vienna #6 (CD 11)",401,542,4,947
"Fairfax County",-,"219 - Westbriar (CD 8)",812,636,2,"1,450"
"Fairfax County",-,"220 - Dogwood (CD 8)",513,826,4,"1,343"
"Fairfax County",-,"221 - Hunters Woods (CD 8)",602,789,4,"1,395"
"Fairfax County",-,"222 - Reston #3 (CD 8)",270,668,2,940
"Fairfax County",-,"223 - Glade (CD 8)",633,992,1,"1,626"
"Fairfax County",-,"224 - South Lakes (CD 8)",672,"1,276",1,"1,949"
"Fairfax County",-,"225 - Terraset (CD 8)",453,852,0,"1,305"
"Fairfax County",-,"226 - Wolftrap (CD 8)",911,815,2,"1,728"
"Fairfax County",-,"227 - Sunrise Valley (CD 8)",423,464,2,889
"Fairfax County",-,"229 - Fox Mill (CD 10)","1,113",904,2,"2,019"
"Fairfax County",-,"233 - North Point (CD 8)",895,910,2,"1,807"
"Fairfax County",-,"234 - Aldrin (CD 8)",893,"1,010",2,"1,905"
"Fairfax County",-,"235 - Frying Pan (CD 10)",427,521,2,950
"Fairfax County",-,"236 - Stuart (CD 10)",282,288,2,572
"Fairfax County",-,"237 - Mcnair (CD 10)",401,478,0,879
"Fairfax County",-,"238 - Cameron Glen (CD 8)",450,447,1,898
"Fairfax County",-,"239 - Coppermine (CD 10)",232,293,0,525
"Fairfax County",-,"301 - Chain Bridge (CD 10)",741,682,1,"1,424"
"Fairfax County",-,"302 - Chesterbrook (CD 10)",612,685,1,"1,298"
"Fairfax County",-,"303 - Churchill (CD 10)",329,367,1,697
"Fairfax County",-,"304 - Cooper (CD 10)",572,422,0,994
"Fairfax County",-,"305 - El Nido (CD 10)",423,620,1,"1,044"
"Fairfax County",-,"306 - Great Falls (CD 10)",538,418,0,956
"Fairfax County",-,"307 - Haycock (CD 10)",549,649,2,"1,200"
"Fairfax County",-,"309 - Kenmore (CD 10)",891,655,2,"1,548"
"Fairfax County",-,"310 - Kirby (CD 10)",425,513,3,941
"Fairfax County",-,"311 - Langley (CD 10)",545,487,1,"1,033"
"Fairfax County",-,"312 - Longfellow (CD 10)",506,628,5,"1,139"
"Fairfax County",-,"314 - Mclean (CD 10)",526,555,1,"1,082"
"Fairfax County",-,"315 - Pimmit (CD 8)",499,577,0,"1,076"
"Fairfax County",-,"316 - Salona (CD 10)",594,695,2,"1,291"
"Fairfax County",-,"317 - Westhampton (CD 8)",392,528,1,921
"Fairfax County",-,"318 - Westmoreland (CD 10)",300,386,2,688
"Fairfax County",-,"319 - Herndon #1 (CD 10)",769,707,4,"1,480"
"Fairfax County",-,"320 - Herndon #2 (CD 10)",575,703,4,"1,282"
"Fairfax County",-,"321 - Clearview (CD 10)",924,858,3,"1,785"
"Fairfax County",-,"322 - Forestville (CD 10)",874,464,3,"1,341"
"Fairfax County",-,"323 - Shouse (CD 10)",543,485,2,"1,030"
"Fairfax County",-,"324 - Herndon #3 (CD 10)",460,577,2,"1,039"
"Fairfax County",-,"325 - Hutchison (CD 10)",269,360,1,630
"Fairfax County",-,"327 - Sugarland (CD 10)",700,572,1,"1,273"
"Fairfax County",-,"328 - Hickory (CD 10)",769,553,2,"1,324"
"Fairfax County",-,"329 - Seneca (CD 10)",876,560,1,"1,437"
"Fairfax County",-,"330 - Colvin (CD 10)",641,418,4,"1,063"
"Fairfax County",-,"331 - Spring Hill (CD 10)",614,484,3,"1,101"
"Fairfax County",-,"401 - Bush Hill (CD 8)",677,668,4,"1,349"
"Fairfax County",-,"402 - Cameron (CD 8)",186,186,1,373
"Fairfax County",-,"404 - Franconia (CD 8)",564,679,1,"1,244"
"Fairfax County",-,"405 - Groveton (CD 8)",400,893,3,"1,296"
"Fairfax County",-,"406 - Hayfield (CD 8)",774,561,1,"1,336"
"Fairfax County",-,"408 - Mount Eagle (CD 8)",158,360,0,518
"Fairfax County",-,"409 - Pioneer (CD 8)",644,823,2,"1,469"
"Fairfax County",-,"410 - Rose Hill (CD 8)",772,744,6,"1,522"
"Fairfax County",-,"411 - Virginia Hills (CD 8)",230,238,0,468
"Fairfax County",-,"413 - Fairfield (CD 8)",355,947,2,"1,304"
"Fairfax County",-,"415 - Crestwood (CD 11)",465,427,2,894
"Fairfax County",-,"417 - Garfield (CD 11)",539,570,1,"1,110"
"Fairfax County",-,"418 - Lynbrook (CD 11)",329,278,0,607
"Fairfax County",-,"419 - Lane (CD 8)",459,617,0,"1,076"
"Fairfax County",-,"420 - Villages (CD 8)",552,650,1,"1,203"
"Fairfax County",-,"421 - Kingstowne (CD 8)",486,680,0,"1,166"
"Fairfax County",-,"422 - Van Dorn (CD 8)",524,624,3,"1,151"
"Fairfax County",-,"423 - Clermont (CD 8)",531,553,0,"1,084"
"Fairfax County",-,"424 - Huntley (CD 8)",475,647,3,"1,125"
"Fairfax County",-,"425 - Wilton (CD 8)",304,399,2,705
"Fairfax County",-,"426 - Greenspring (CD 11)",602,668,1,"1,271"
"Fairfax County",-,"427 - Island Creek (CD 8)",458,513,0,971
"Fairfax County",-,"501 - Baileys (CD 8)",360,669,0,"1,029"
"Fairfax County",-,"502 - Barcroft (CD 11)",604,791,3,"1,398"
"Fairfax County",-,"503 - Belvedere (CD 11)",288,442,3,733
"Fairfax County",-,"505 - Glen Forest #1 (CD 8)",143,305,0,448
"Fairfax County",-,"506 - Holmes #1 (CD 11)",28,52,0,80
"Fairfax County",-,"506 - Holmes #1 (CD 8)",36,50,0,86
"Fairfax County",-,"507 - Lincolnia (CD 8)",397,616,2,"1,015"
"Fairfax County",-,"508 - Masonville (CD 11)",406,442,2,850
"Fairfax County",-,"510 - Parklawn (CD 8)",391,424,3,818
"Fairfax County",-,"511 - Ravenwood (CD 11)",296,469,1,766
"Fairfax County",-,"512 - Sleepy Hollow (CD 11)",314,370,0,684
