County/City,Ward,Pct,"Mark Robert Warner","Edward Walter Gillespie","Robert Christopher Sarvis","All Others","Total Votes Cast"
,,,Democratic,Republican,Libertarian
"Accomack County",-,"101 - Chincoteague",353,769,18,0,"1,140"
"Accomack County",-,"201 - Atlantic",148,351,13,0,512
"Accomack County",-,"202 - Greenbackville",174,389,20,2,585
"Accomack County",-,"301 - Oak Hall",337,325,10,0,672
"Accomack County",-,"401 - Bloxom",83,201,9,1,294
"Accomack County",-,"402 - Parksley",151,332,23,1,507
"Accomack County",-,"403 - Saxis",32,79,4,0,115
"Accomack County",-,"501 - Mappsville",203,142,10,0,355
"Accomack County",-,"502 - Rue",227,72,6,0,305
"Accomack County",-,"601 - Accomac",321,428,30,0,779
"Accomack County",-,"602 - Tangier",36,144,1,0,181
"Accomack County",-,"701 - Onancock",416,495,35,1,947
"Accomack County",-,"702 - Onley",206,203,10,0,419
"Accomack County",-,"801 - Bobtown",152,274,17,1,444
"Accomack County",-,"802 - Melfa",271,215,12,0,498
"Accomack County",-,"803 - Wachapreague",115,225,13,0,353
"Accomack County",-,"901 - Painter",669,398,21,0,"1,088"
"Accomack County",-,"Ab - Central Absentee Precinct",243,217,4,0,464
"Albemarle County",-,"101 - Woodbrook",708,604,56,1,"1,369"
"Albemarle County",-,"103 - Branchlands",291,155,16,0,462
"Albemarle County",-,"104 - Agnor-hurt",614,317,36,1,968
"Albemarle County",-,"105 - Dunlora",798,478,41,1,"1,318"
"Albemarle County",-,"106 - Northside",649,661,45,0,"1,355"
"Albemarle County",-,"201 - Jack Jouett",525,430,33,1,989
"Albemarle County",-,"202 - University Hall",426,195,42,2,665
"Albemarle County",-,"203 - Georgetown",653,259,51,2,965
"Albemarle County",-,"204 - Belfield",328,274,21,0,623
"Albemarle County",-,"301 - Ivy","1,198",814,85,0,"2,097"
"Albemarle County",-,"302 - Red Hill",747,526,35,1,"1,309"
"Albemarle County",-,"304 - East Ivy",285,247,10,0,542
"Albemarle County",-,"305 - Country Green",565,403,34,0,"1,002"
"Albemarle County",-,"306 - Porters",368,218,22,0,608
"Albemarle County",-,"307 - Yellow Mountain",149,146,21,0,316
"Albemarle County",-,"401 - Scottsville",302,355,31,0,688
"Albemarle County",-,"402 - Monticello",269,297,27,1,594
"Albemarle County",-,"405 - Cale","1,166",523,60,0,"1,749"
"Albemarle County",-,"406 - Stone Robinson",587,826,42,0,"1,455"
"Albemarle County",-,"501 - Keswick",335,270,15,1,621
"Albemarle County",-,"502 - Stony Point",359,387,41,0,787
"Albemarle County",-,"503 - Hollymead",557,521,42,3,"1,123"
"Albemarle County",-,"504 - Free Bridge","1,022",674,56,0,"1,752"
"Albemarle County",-,"506 - Baker-butler",748,707,55,0,"1,510"
"Albemarle County",-,"601 - Crozet","1,035",788,75,1,"1,899"
"Albemarle County",-,"602 - Free Union",333,318,28,0,679
"Albemarle County",-,"603 - Earlysville",731,808,51,0,"1,590"
"Albemarle County",-,"604 - Brownsville","1,034",902,70,0,"2,006"
"Albemarle County",-,"Ab - Central Absentee Precinct","1,130",819,29,1,"1,979"
"Albemarle County",-,Provisional,12,8,0,0,20
"Alexandria City",-,"101 - Ladrey Senior Building",686,347,20,1,"1,054"
"Alexandria City",-,"102 - City Hall",775,488,22,4,"1,289"
"Alexandria City",-,"103 - Lyles Crouch School","1,124",547,35,2,"1,708"
"Alexandria City",-,"104 - Durant Center","1,254",421,52,0,"1,727"
"Alexandria City",-,"105 - Lee Center","1,091",442,42,1,"1,576"
"Alexandria City",-,"106 - Cora Kelly Center","1,177",298,35,1,"1,511"
"Alexandria City",-,"107 - Mt Vernon Recreation Center","1,567",491,37,3,"2,098"
"Alexandria City",-,"108 - George Washington Middle Sch","1,463",398,44,5,"1,910"
"Alexandria City",-,"109 - Fire Department Headquarters","1,236",567,57,1,"1,861"
"Alexandria City",-,"201 - Maury School","1,071",402,30,5,"1,508"
"Alexandria City",-,"202 - George Mason School","1,007",547,10,2,"1,566"
"Alexandria City",-,"203 - Agudas Achim Synagogue",998,359,29,3,"1,389"
"Alexandria City",-,"204 - Blessed Sacrament Church","1,003",477,20,0,"1,500"
"Alexandria City",-,"205 - Douglas Macarthur School","1,122",557,36,1,"1,716"
"Alexandria City",-,"206 - Chinquapin Park Recreation Ctr",832,333,18,0,"1,183"
"Alexandria City",-,"207 - Temple Beth El Synagogue","1,095",573,31,0,"1,699"
"Alexandria City",-,"208 - Nova Arts Center",788,303,35,0,"1,126"
"Alexandria City",-,"209 - James K Polk School","1,154",380,34,0,"1,568"
"Alexandria City",-,"210 - St James Church",524,237,9,1,771
"Alexandria City",-,"302 - Patrick Henry Rec Center",676,196,16,3,891
"Alexandria City",-,"303 - Charles E Beatley Library",945,241,35,0,"1,221"
"Alexandria City",-,"304 - Samuel Tucker School","1,061",309,32,2,"1,404"
"Alexandria City",-,"305 - John Adams School",884,249,28,2,"1,163"
"Alexandria City",-,"306 - William Ramsay School",911,226,30,2,"1,169"
"Alexandria City",-,"307 - South Port",915,290,30,1,"1,236"
"Alexandria City",-,"308 - Cameron Station Community Ctr",964,549,33,1,"1,547"
"Alexandria City",-,"Ab - Central Absentee Precinct","2,685","1,229",59,5,"3,978"
"Alexandria City",-,Provisional,39,24,0,0,63
"Alleghany County",-,"101 - Arritt",167,158,9,1,335
"Alleghany County",-,"103 - Dameron",62,83,4,0,149
"Alleghany County",-,"201 - Humpback Bridge",107,108,3,0,218
"Alleghany County",-,"202 - Dolly Ann",136,155,11,0,302
"Alleghany County",-,"301 - Callaghan",100,118,0,0,218
"Alleghany County",-,"302 - Griffith",167,197,14,1,379
"Alleghany County",-,"401 - Low Moor",142,116,6,0,264
"Alleghany County",-,"402 - Jackson Heights",169,180,10,0,359
"Alleghany County",-,"501 - Iron Gate",145,67,3,1,216
"Alleghany County",-,"502 - Peters Switch",196,200,6,0,402
"Alleghany County",-,"601 - District 1",412,237,15,0,664
"Alleghany County",-,"701 - District 2",322,135,23,1,481
"Alleghany County",-,"Ab - Central Absentee Precinct",86,81,1,0,168
"Amelia County",-,"101 - Number One",217,398,17,1,633
"Amelia County",-,"201 - Number Two",288,446,21,0,755
"Amelia County",-,"301 - Number Three",208,551,17,0,776
"Amelia County",-,"401 - Number Four",213,560,25,0,798
"Amelia County",-,"501 - Number Five",353,489,14,2,858
"Amelia County",-,"Ab - Central Absentee Precinct",95,144,6,0,245
"Amelia County",-,Provisional,3,0,0,0,3
"Amherst County",-,"101 - Wright Shop",325,219,5,0,549
"Amherst County",-,"102 - New Glasgow",269,415,22,1,707
"Amherst County",-,"103 - Coolwell",79,246,6,0,331
"Amherst County",-,"201 - Court House",504,723,27,0,"1,254"
"Amherst County",-,"202 - Temperance",172,293,0,1,466
"Amherst County",-,"301 - Monroe",177,339,11,0,527
"Amherst County",-,"302 - Elon",347,959,26,0,"1,332"
"Amherst County",-,"303 - Pleasant View",94,200,10,0,304
"Amherst County",-,"401 - Amelon",502,844,26,0,"1,372"
"Amherst County",-,"402 - Lonco",92,186,12,0,290
"Amherst County",-,"501 - Madison",522,777,35,0,"1,334"
"Amherst County",-,"Ab - Central Absentee Precinct",159,166,3,0,328
"Amherst County",-,Provisional,1,3,0,0,4
"Appomattox County",-,"101 - Vera",84,256,10,0,350
"Appomattox County",-,"102 - Pamplin",205,409,16,1,631
"Appomattox County",-,"201 - Chap",88,128,6,0,222
"Appomattox County",-,"202 - Spout Spring",185,560,14,0,759
"Appomattox County",-,"301 - Us 460",107,317,8,0,432
"Appomattox County",-,"302 - Stonewall",138,346,8,0,492
"Appomattox County",-,"401 - Courthouse",227,549,19,3,798
"Appomattox County",-,"501 - Oakville",203,427,6,0,636
"Appomattox County",-,"502 - Agee",85,149,8,1,243
"Appomattox County",-,"Ab - Central Absentee Precinct",77,92,3,0,172
"Appomattox County",-,Provisional,0,1,0,0,1
"Arlington County",-,"1 - Arlington",680,176,22,2,880
"Arlington County",-,"2 - Ashton Heights",998,293,38,2,"1,331"
"Arlington County",-,"3 - Aurora Hills",646,350,19,1,"1,016"
"Arlington County",-,"4 - Ballston",769,301,40,1,"1,111"
"Arlington County",-,"5 - Barcroft",845,294,31,0,"1,170"
"Arlington County",-,"6 - Crystal City",578,288,29,0,895
"Arlington County",-,"7 - Cherrydale",980,404,31,3,"1,418"
"Arlington County",-,"8 - Hume",884,457,47,4,"1,392"
"Arlington County",-,"9 - Columbia","1,099",287,36,5,"1,427"
"Arlington County",-,"10 - Wilson",885,361,37,2,"1,285"
"Arlington County",-,"11 - East Falls Church",766,292,24,0,"1,082"
"Arlington County",-,"12 - Fairlington",975,444,37,0,"1,456"
"Arlington County",-,"13 - Glen Carlyn",666,201,25,3,895
"Arlington County",-,"14 - Clarendon",613,258,31,1,903
"Arlington County",-,"15 - Lyon Park",820,286,27,2,"1,135"
"Arlington County",-,"16 - Lyon Village",874,354,34,0,"1,262"
"Arlington County",-,"17 - Overlee Knolls","1,087",421,33,3,"1,544"
"Arlington County",-,"18 - Park Lane","1,017",328,51,1,"1,397"
"Arlington County",-,"19 - Rosslyn",903,337,40,0,"1,280"
"Arlington County",-,"20 - Thrifton","1,001",532,20,1,"1,554"
"Arlington County",-,"21 - Virginia Highlands",932,476,30,1,"1,439"
"Arlington County",-,"22 - Abingdon","1,008",368,45,2,"1,423"
"Arlington County",-,"23 - Westover",966,348,48,2,"1,364"
"Arlington County",-,"24 - Woodlawn","1,281",359,37,4,"1,681"
"Arlington County",-,"25 - Arlington Forest",835,261,21,0,"1,117"
"Arlington County",-,"26 - Fillmore","1,083",316,44,3,"1,446"
"Arlington County",-,"27 - Jefferson",988,342,40,0,"1,370"
"Arlington County",-,"28 - Claremont",999,263,37,1,"1,300"
"Arlington County",-,"29 - Dominion Hills","1,133",376,37,1,"1,547"
"Arlington County",-,"30 - Glebe",888,175,24,2,"1,089"
"Arlington County",-,"31 - Lexington","1,103",425,29,3,"1,560"
"Arlington County",-,"32 - Oakridge",372,210,18,1,601
"Arlington County",-,"33 - Rock Spring","1,041",515,14,1,"1,571"
"Arlington County",-,"34 - Yorktown",918,386,29,1,"1,334"
"Arlington County",-,"35 - Madison","1,038",690,23,2,"1,753"
"Arlington County",-,"36 - Marshall","1,016",448,18,1,"1,483"
"Arlington County",-,"37 - Nottingham",905,443,28,1,"1,377"
"Arlington County",-,"38 - Arlington View",742,185,25,0,952
"Arlington County",-,"39 - Ashlawn",611,200,13,1,825
"Arlington County",-,"40 - Virginia Square",727,321,30,3,"1,081"
"Arlington County",-,"41 - Woodbury",717,304,43,2,"1,066"
"Arlington County",-,"42 - Shirlington",657,241,25,0,923
"Arlington County",-,"43 - Arlington Mill",519,104,17,0,640
"Arlington County",-,"44 - Dawson Terrace",610,191,26,0,827
"Arlington County",-,"45 - Buckingham",682,211,21,0,914
"Arlington County",-,"46 - Central",735,359,47,2,"1,143"
"Arlington County",-,"47 - Four Mile Run",623,187,18,0,828
"Arlington County",-,"48 - Courtlands",592,292,36,0,920
"Arlington County",-,"49 - Monroe",481,147,25,0,653
"Arlington County",-,"50 - Crystal Plaza",519,308,29,1,857
"Arlington County",-,"51 - Taylor",231,97,2,0,330
"Arlington County",-,"52 - Gunston",431,208,30,2,671
"Arlington County",-,"Ab - Central Absentee Precinct","5,182","1,804",97,7,"7,090"
"Arlington County",-,Provisional,58,15,2,0,75
"Augusta County",-,"101 - Jolivue",155,314,14,0,483
"Augusta County",-,"102 - Stuarts Draft Elementary",164,372,16,1,553
"Augusta County",-,"103 - Verona",255,624,21,0,900
"Augusta County",-,"201 - Crimora",223,758,17,1,999
"Augusta County",-,"202 - New Hope",170,496,16,1,683
"Augusta County",-,"203 - Weyers Cave",239,761,26,0,"1,026"
"Augusta County",-,"301 - Fort Defiance",433,"1,120",50,6,"1,609"
"Augusta County",-,"302 - North River",94,292,8,1,395
"Augusta County",-,"303 - Mount Solon",98,449,20,1,568
"Augusta County",-,"304 - Churchville Fire Station",94,379,11,0,484
"Augusta County",-,"401 - Buffalo Gap",142,431,17,1,591
"Augusta County",-,"402 - Churchville Elementary",128,426,18,0,572
"Augusta County",-,"403 - Craigsville",77,212,6,0,295
"Augusta County",-,"404 - Deerfield",38,127,5,0,170
"Augusta County",-,"405 - Cedar Green",222,474,27,7,730
"Augusta County",-,"501 - Greenville",206,661,18,1,886
"Augusta County",-,"502 - Middlebrook",137,355,13,0,505
"Augusta County",-,"503 - Spottswood",121,345,14,0,480
"Augusta County",-,"504 - White Hill",223,650,21,2,896
"Augusta County",-,"601 - Sherando",173,438,16,1,628
"Augusta County",-,"602 - Stuarts Draft Rescue",379,"1,042",46,1,"1,468"
"Augusta County",-,"603 - Lyndhurst",266,726,31,0,"1,023"
"Augusta County",-,"801 - Dooms",173,505,20,0,698
"Augusta County",-,"802 - Fishersville",429,922,51,0,"1,402"
"Augusta County",-,"803 - Wilson",310,624,27,1,962
"Augusta County",-,"Ab - Central Absentee Precinct",202,505,15,1,723
"Augusta County",-,Provisional,2,3,0,0,5
"Bath County",-,"101 - Warm Springs",92,111,7,0,210
"Bath County",-,"102 - Mountain Grove",14,31,2,0,47
"Bath County",-,"201 - Hot Springs",107,68,8,0,183
"Bath County",-,"301 - Fairview",43,110,6,0,159
"Bath County",-,"302 - Burnsville",18,29,2,0,49
"Bath County",-,"401 - Millboro",99,141,6,0,246
"Bath County",-,"501 - Healing Springs",93,128,9,0,230
"Bath County",-,"Ab - Central Absentee Precinct",23,20,4,0,47
"Bedford County",-,"101 - Goodview Elem School (CD 5)",245,689,38,0,972
"Bedford County",-,"102 - Hardy Vol Fire Co (CD 5)",163,282,12,0,457
"Bedford County",-,"103 - Chamblissburg Baptist Church (CD 5)",192,455,17,0,664
"Bedford County",-,"104 - Stewartsville Rescue Squad (CD 5)",208,422,24,0,654
"Bedford County",-,"201 - Bedford Christian Church (CD 5)",110,269,8,1,388
"Bedford County",-,"202 - Staunton River High School (CD 5)",153,311,14,1,479
"Bedford County",-,"203 - Moneta Elem School (CD 5)",304,717,20,0,"1,041"
"Bedford County",-,"204 - Body Camp Elem School (CD 5)",105,181,10,0,296
"Bedford County",-,"205 - Saunders Vol Fire Co (CD 5)",285,612,10,0,907
"Bedford County",-,"301 - New London Academy (CD 6)",332,"1,335",38,3,"1,708"
"Bedford County",-,"302 - Bedford Regional Water Auth (CD 5)",218,496,12,0,726
"Bedford County",-,"303 - Bethesda United Methodist Church (CD 5)",115,355,2,0,472
"Bedford County",-,"304 - Forest Youth Athletic Assoc (CD 6)",124,400,7,0,531
"Bedford County",-,"305 - Huddleston Elem School (CD 5)",95,265,7,0,367
"Bedford County",-,"401 - Forest Elementary School (CD 6)",240,842,16,0,"1,098"
"Bedford County",-,"402 - Thomas Jefferson Elem School (CD 6)",169,521,12,0,702
"Bedford County",-,"403 - Knights Of Columbus Bldg (CD 6)",372,980,28,1,"1,381"
"Bedford County",-,"404 - St. Paul Baptist Church (CD 6)",253,869,14,1,"1,137"
"Bedford County",-,"502 - Big Island Elem School (CD 6)",116,169,12,0,297
"Bedford County",-,"503 - Sedalia Center (CD 6)",94,239,12,0,345
"Bedford County",-,"504 - Suck Springs Baptist Church (CD 6)",169,404,9,1,583
"Bedford County",-,"505 - Boonsboro Elementary School (CD 6)",334,798,29,0,"1,161"
"Bedford County",-,"506 - Boonsboro Ruritan Club (CD 6)",342,"1,075",32,0,"1,449"
"Bedford County",-,"601 - Montvale Elem School (CD 6)",200,493,25,0,718
"Bedford County",-,"602 - Shady Grove Fire Department (CD 5)",196,485,26,0,707
"Bedford County",-,"603 - Thaxton Community Center (CD 5)",57,113,9,0,179
"Bedford County",-,"604 - Bedford Welcome Center (CD 5)",378,628,35,0,"1,041"
"Bedford County",-,"701 - Goode Vol Rescue Squad (CD 5)",215,894,9,0,"1,118"
"Bedford County",-,"702 - Liberty High School (CD 5)",175,419,8,0,602
"Bedford County",-,"703 - Thaxton Elem School (CD 5)",131,275,14,0,420
"Bedford County",-,"704 - Bedford Central Library (CD 5)",420,610,36,0,"1,066"
"Bedford County",-,"Ab - Central Absentee Precinct (CD 5)",216,359,20,0,595
"Bedford County",-,"Ab - Central Absentee Precinct (CD 6)",125,311,3,0,439
"Bedford County",-,"Provisional (CD 5)",4,4,0,0,8
"Bedford County",-,"Provisional (CD 6)",0,3,0,0,3
"Bland County",-,"101 - Bastian",62,157,2,1,222
"Bland County",-,"102 - Ceres",73,158,8,0,239
"Bland County",-,"201 - Davis",30,45,1,0,76
"Bland County",-,"202 - Seddon",150,309,15,0,474
"Bland County",-,"301 - Hollybrook",47,155,4,0,206
"Bland County",-,"302 - Mechanicsburg",28,65,2,0,95
"Bland County",-,"401 - Rocky Gap",103,336,6,1,446
"Bland County",-,"Ab - Central Absentee Precinct",21,41,0,0,62
"Botetourt County",-,"101 - Amsterdam",391,699,26,0,"1,116"
"Botetourt County",-,"102 - Asbury",363,900,26,1,"1,290"
"Botetourt County",-,"201 - Blue Ridge",296,757,27,1,"1,081"
"Botetourt County",-,"202 - Rainbow Forest",324,794,26,1,"1,145"
"Botetourt County",-,"301 - Buchanan",206,367,19,0,592
"Botetourt County",-,"302 - Mill Creek",181,394,18,1,594
"Botetourt County",-,"303 - Roaring Run",61,127,12,0,200
"Botetourt County",-,"304 - Springwood",121,282,6,1,410
"Botetourt County",-,"402 - Courthouse",204,335,23,1,563
"Botetourt County",-,"403 - Eagle Rock",137,213,10,0,360
"Botetourt County",-,"404 - Glen Wilton",92,140,4,0,236
"Botetourt County",-,"405 - Oriskany",11,29,3,0,43
"Botetourt County",-,"406 - Town Hall",216,505,20,0,741
"Botetourt County",-,"501 - Coyner Springs",166,313,16,1,496
"Botetourt County",-,"502 - Cloverdale",437,841,25,1,"1,304"
"Botetourt County",-,"503 - Troutville",120,247,15,0,382
"Botetourt County",-,"Ab - Central Absentee Precinct",160,350,9,0,519
"Botetourt County",-,Provisional,2,3,0,0,5
"Bristol City",-,"1 - First Ward",213,396,13,0,622
"Bristol City",-,"2 - Second Ward",347,618,16,2,983
"Bristol City",-,"3 - Third Ward",213,274,11,1,499
"Bristol City",-,"4 - Fourth Ward",431,"1,073",22,1,"1,527"
"Bristol City",-,"Ab - Central Absentee Precinct",88,83,2,0,173
"Bristol City",-,Provisional,2,1,0,0,3
"Brunswick County",-,"101 - Brodnax",121,100,5,0,226
"Brunswick County",-,"102 - Rock Store",136,175,4,0,315
"Brunswick County",-,"103 - Tillman",135,246,5,0,386
"Brunswick County",-,"201 - Dromgoole",90,62,3,0,155
"Brunswick County",-,"202 - Edgerton",283,77,1,0,361
"Brunswick County",-,"203 - Fitzhugh",225,87,2,0,314
"Brunswick County",-,"301 - Alberta",49,49,2,0,100
"Brunswick County",-,"302 - Danieltown",227,174,7,0,408
"Brunswick County",-,"303 - Elmore",109,88,4,0,201
"Brunswick County",-,"304 - Seymour",94,51,0,0,145
"Brunswick County",-,"401 - Sturgeon",388,227,3,0,618
"Brunswick County",-,"402 - King's Store",179,56,1,0,236
"Brunswick County",-,"501 - Totaro",496,158,6,0,660
"Brunswick County",-,"Ab - Central Absentee Precinct",132,142,5,0,279
"Brunswick County",-,Provisional,11,0,0,0,11
"Buchanan County",-,"102 - Blackey",50,143,3,0,196
"Buchanan County",-,"103 - Hurley",91,280,2,0,373
"Buchanan County",-,"201 - Grassy",41,26,0,0,67
"Buchanan County",-,"202 - Bull",98,156,2,0,256
"Buchanan County",-,"203 - Rocklick",82,164,4,0,250
"Buchanan County",-,"301 - Slate",131,197,3,1,332
"Buchanan County",-,"302 - North Grundy",96,189,8,0,293
"Buchanan County",-,"403 - South Grundy",162,326,8,1,497
"Buchanan County",-,"404 - Oakwood",11,31,0,0,42
"Buchanan County",-,"501 - Prater",175,131,1,1,308
"Buchanan County",-,"502 - Fox",70,34,0,0,104
"Buchanan County",-,"503 - Vansant",135,202,1,0,338
"Buchanan County",-,"601 - Council",73,106,2,0,181
"Buchanan County",-,"602 - Garden",104,188,2,0,294
"Buchanan County",-,"603 - Hurricane",91,92,1,1,185
"Buchanan County",-,"701 - Whitewood",150,205,4,0,359
"Buchanan County",-,"702 - Contrary",90,170,2,0,262
"Buchanan County",-,"Ab - Central Absentee Precinct",144,154,0,0,298
"Buchanan County",-,Provisional,0,0,0,0,0
"Buckingham County",-,"101 - New Canton",235,248,19,0,502
"Buckingham County",-,"102 - Georgia Creek",59,83,5,0,147
"Buckingham County",-,"201 - White Hall",173,162,9,0,344
"Buckingham County",-,"301 - Curdsville",157,233,12,0,402
"Buckingham County",-,"302 - New Store",79,221,5,1,306
"Buckingham County",-,"401 - Maysville",248,318,7,3,576
"Buckingham County",-,"501 - Wrights",92,150,8,0,250
"Buckingham County",-,"502 - Glenmore",194,152,9,0,355
"Buckingham County",-,"601 - Slate River",300,178,21,0,499
"Buckingham County",-,"701 - Gold Hill",174,180,8,1,363
"Buckingham County",-,"Ab - Central Absentee Precinct",72,89,2,0,163
"Buckingham County",-,Provisional,2,1,0,0,3
"Buena Vista City",-,"1 - First Ward",268,379,21,1,669
"Buena Vista City",-,"2 - Second Ward",207,313,17,0,537
"Buena Vista City",-,Provisional,0,0,0,0,0
"Campbell County",-,"101 - Brookville",343,"1,027",28,2,"1,400"
"Campbell County",-,"102 - New London",275,875,22,2,"1,174"
"Campbell County",-,"201 - Walker",230,694,23,0,947
"Campbell County",-,"202 - Bedford Springs",321,993,23,2,"1,339"
"Campbell County",-,"301 - Evington",141,305,9,2,457
"Campbell County",-,"302 - Otter River",139,269,14,0,422
"Campbell County",-,"303 - Altavista",469,644,18,1,"1,132"
"Campbell County",-,"401 - Three Forks",189,601,16,0,806
"Campbell County",-,"402 - Court House",388,957,26,1,"1,372"
"Campbell County",-,"501 - Spring Hill",253,"1,006",21,1,"1,281"
"Campbell County",-,"502 - Yellow Branch",264,460,8,0,732
"Campbell County",-,"601 - Kings",234,567,18,2,821
"Campbell County",-,"602 - Concord",361,881,28,0,"1,270"
"Campbell County",-,"701 - Brookneal",211,405,9,0,625
"Campbell County",-,"702 - Gladys",303,546,11,1,861
"Campbell County",-,"703 - Morris Church",137,257,6,0,400
"Campbell County",-,"Ab - Central Absentee Precinct",170,271,11,1,453
"Campbell County",-,Provisional,0,3,0,0,3
"Caroline County",-,"101 - Bowling Green",266,431,16,1,714
"Caroline County",-,"102 - Sparta",246,280,7,1,534
"Caroline County",-,"201 - North Madison",257,241,8,1,507
"Caroline County",-,"202 - South Madison",321,341,18,0,680
"Caroline County",-,"301 - Port Royal",152,190,9,0,351
"Caroline County",-,"302 - Woodford",416,361,12,0,789
"Caroline County",-,"401 - Dawn",691,351,11,1,"1,054"
"Caroline County",-,"402 - Carmel Church",247,107,9,0,363
"Caroline County",-,"501 - West Mattaponi",391,268,15,0,674
"Caroline County",-,"502 - Milford",263,270,11,0,544
"Caroline County",-,"601 - Chilesburg",290,275,27,1,593
"Caroline County",-,"602 - Lake",177,233,19,1,430
"Caroline County",-,"Ab - Central Absentee Precinct",161,167,12,0,340
"Caroline County",-,Provisional,1,2,0,0,3
"Carroll County",-,"101 - Mt Bethel",69,154,13,0,236
"Carroll County",-,"102 - St Paul",76,270,9,0,355
"Carroll County",-,"103 - Lambsburg",62,166,4,0,232
"Carroll County",-,"105 - Fancy Gap",109,231,10,0,350
"Carroll County",-,"201 - Hillsville B",313,514,16,1,844
"Carroll County",-,"202 - Laurel Fork",105,183,9,0,297
"Carroll County",-,"203 - Gladesboro",129,242,8,0,379
"Carroll County",-,"301 - Hillsville C",326,515,28,0,869
"Carroll County",-,"302 - Sylvatus",106,201,10,0,317
"Carroll County",-,"303 - Dugspur",47,125,7,2,181
"Carroll County",-,"402 - Woodlawn D",223,378,17,0,618
"Carroll County",-,"403 - Oakland D",99,231,13,1,344
"Carroll County",-,"405 - Oakland A",94,198,10,0,302
"Carroll County",-,"406 - Woodlawn F",28,79,5,0,112
"Carroll County",-,"501 - Vaughan",53,141,7,0,201
"Carroll County",-,"502 - Gladeville",142,382,14,2,540
"Carroll County",-,"503 - Woodlawn E",89,192,5,1,287
"Carroll County",-,"504 - Laurel",74,213,1,0,288
"Carroll County",-,"Ab - Central Absentee Precinct",120,172,8,1,301
"Carroll County",-,Provisional,1,0,0,0,1
"Charles City County",-,"101 - Precinct 1-1",433,301,14,2,750
"Charles City County",-,"201 - Precinct 2-1",478,196,11,0,685
"Charles City County",-,"301 - Precinct 3-1",553,281,21,1,856
"Charles City County",-,"Ab - Central Absentee Precinct",129,56,2,0,187
"Charlotte County",-,"101 - County Seat",225,304,12,0,541
"Charlotte County",-,"201 - Red Oak Wylliesburg",181,287,7,0,475
"Charlotte County",-,"302 - Drakes Branch",170,241,9,0,420
"Charlotte County",-,"401 - Keysville",204,321,10,0,535
"Charlotte County",-,"501 - Cullen",109,184,1,0,294
"Charlotte County",-,"503 - Red House",97,95,2,0,194
"Charlotte County",-,"602 - Phenix",193,309,6,0,508
"Charlotte County",-,"701 - Bacon",122,105,1,0,228
"Charlotte County",-,"702 - Saxe",99,155,2,0,256
"Charlotte County",-,"Ab - Central Absentee Precinct",62,61,0,0,123
"Charlotte County",-,Provisional,0,0,0,0,0
"Charlottesville City",-,"101 - Recreation","1,142",275,64,2,"1,483"
"Charlottesville City",-,"102 - Clark","1,116",227,59,2,"1,404"
"Charlottesville City",-,"201 - Carver",880,137,54,0,"1,071"
"Charlottesville City",-,"202 - Walker","1,430",440,61,0,"1,931"
"Charlottesville City",-,"301 - Benjamin Tonsler",785,123,37,1,946
"Charlottesville City",-,"302 - Johnson","1,028",327,64,3,"1,422"
"Charlottesville City",-,"303 - Buford",349,82,27,0,458
"Charlottesville City",-,"401 - Venable",245,60,17,0,322
"Charlottesville City",-,"402 - Alumni Hall",623,251,18,2,894
"Charlottesville City",-,"Ab - Central Absentee Precinct",636,129,11,1,777
"Charlottesville City",-,Provisional,7,3,1,0,11
"Chesapeake City",-,"1 - Great Bridge",380,750,25,2,"1,157"
"Chesapeake City",-,"2 - Bethel",233,754,21,1,"1,009"
"Chesapeake City",-,"3 - Camelot","1,257",75,6,2,"1,340"
"Chesapeake City",-,"4 - Churchland",314,556,18,1,889
"Chesapeake City",-,"5 - Crestwood",938,76,12,0,"1,026"
"Chesapeake City",-,"6 - Deep Creek",861,776,45,1,"1,683"
"Chesapeake City",-,"7 - Greenbrier",518,786,26,2,"1,332"
"Chesapeake City",-,"8 - South Norfolk Recreation",501,429,17,0,947
"Chesapeake City",-,"9 - Bells Mill",630,"1,092",44,1,"1,767"
"Chesapeake City",-,"10 - Oscar Smith",214,251,17,0,482
"Chesapeake City",-,"11 - Geneva Park",318,422,18,2,760
"Chesapeake City",-,"12 - Georgetown",832,120,10,0,962
"Chesapeake City",-,"13 - Gilmerton",438,464,27,0,929
"Chesapeake City",-,"14 - Grassfield",116,185,4,0,305
"Chesapeake City",-,"15 - B M Williams",468,367,14,0,849
"Chesapeake City",-,"16 - Hickory Grove",333,818,27,1,"1,179"
"Chesapeake City",-,"17 - Indian Creek",227,497,20,1,745
"Chesapeake City",-,"18 - Indian River",392,205,10,1,608
"Chesapeake City",-,"19 - Jolliff",278,543,20,1,842
"Chesapeake City",-,"20 - E W Chittum",534,662,21,0,"1,217"
"Chesapeake City",-,"21 - Fellowship",397,539,16,1,953
"Chesapeake City",-,"22 - Norfolk Highlands",229,345,22,0,596
"Chesapeake City",-,"23 - Oak Grove",521,449,23,2,995
"Chesapeake City",-,"24 - Oaklette",415,310,23,2,750
"Chesapeake City",-,"25 - St Julians",255,239,11,1,506
"Chesapeake City",-,"26 - Johnson Park",222,105,8,1,336
"Chesapeake City",-,"27 - Silverwood",528,758,31,0,"1,317"
"Chesapeake City",-,"28 - Sunray I",35,88,6,0,129
"Chesapeake City",-,"29 - Tanglewood",261,555,25,0,841
