County/City,Ward,Pct,"Mark Robert Warner","Edward Walter Gillespie","Robert Christopher Sarvis","All Others","Total Votes Cast"
,,,Democratic,Republican,Libertarian
"Henrico County",-,"208 - Fairfield (CD 3)",886,38,10,0,934
"Henrico County",-,"209 - Glen Lea (CD 3)",658,110,9,0,777
"Henrico County",-,"210 - Greenwood (CD 7)",619,102,14,0,735
"Henrico County",-,"211 - Highland Gardens (CD 3)",690,27,7,1,725
"Henrico County",-,"212 - Hollybrook (CD 7)",252,110,17,0,379
"Henrico County",-,"213 - Hungary (CD 7)",598,111,13,1,723
"Henrico County",-,"214 - Longdale (CD 7)",417,201,31,1,650
"Henrico County",-,"215 - Maplewood (CD 3)","1,253",48,9,1,"1,311"
"Henrico County",-,"216 - Moody (CD 7)",224,229,15,0,468
"Henrico County",-,"217 - Mountain (CD 7)",162,157,11,0,330
"Henrico County",-,"218 - Oakview (CD 7)",25,29,2,0,56
"Henrico County",-,"219 - Randolph (CD 7)",147,23,4,2,176
"Henrico County",-,"220 - Ratcliffe (CD 3)","1,439",61,14,3,"1,517"
"Henrico County",-,"221 - Stratford Hall (CD 7)",77,58,12,0,147
"Henrico County",-,"222 - Wilder (CD 3)",925,153,15,0,"1,093"
"Henrico County",-,"223 - Yellow Tavern (CD 7)",846,585,37,2,"1,470"
"Henrico County",-,"301 - Causeway (CD 7)",351,504,30,1,886
"Henrico County",-,"302 - Cedarfield (CD 7)",494,801,42,1,"1,338"
"Henrico County",-,"303 - Innsbrook (CD 7)",576,630,41,0,"1,247"
"Henrico County",-,"304 - Jackson Davis (CD 7)",305,421,23,1,750
"Henrico County",-,"305 - Nuckols Farm (CD 7)",652,961,59,2,"1,674"
"Henrico County",-,"306 - Pocahontas (CD 7)",480,595,33,1,"1,109"
"Henrico County",-,"307 - Ridge (CD 7)",289,401,33,1,724
"Henrico County",-,"308 - Rivers Edge (CD 7)",511,843,36,2,"1,392"
"Henrico County",-,"309 - Sadler (CD 7)",509,629,32,1,"1,171"
"Henrico County",-,"310 - Shady Grove (CD 7)",556,"1,002",42,2,"1,602"
"Henrico County",-,"311 - Short Pump (CD 7)",655,895,52,0,"1,602"
"Henrico County",-,"312 - Springfield (CD 7)",417,372,37,0,826
"Henrico County",-,"313 - Stoney Run (CD 7)",775,"1,070",60,1,"1,906"
"Henrico County",-,"314 - Three Chopt (CD 7)",567,635,68,1,"1,271"
"Henrico County",-,"315 - Tucker (CD 7)",693,348,32,2,"1,075"
"Henrico County",-,"401 - Byrd (CD 7)",673,715,54,0,"1,442"
"Henrico County",-,"402 - Crestview (CD 7)",452,394,27,0,873
"Henrico County",-,"403 - Derbyshire (CD 7)",409,704,28,0,"1,141"
"Henrico County",-,"404 - Freeman (CD 7)",357,422,32,0,811
"Henrico County",-,"405 - Gayton (CD 7)",703,"1,089",48,0,"1,840"
"Henrico County",-,"406 - Godwin (CD 7)",621,665,37,0,"1,323"
"Henrico County",-,"407 - Lakewood (CD 7)",416,630,36,0,"1,082"
"Henrico County",-,"408 - Lauderdale (CD 7)",512,566,54,2,"1,134"
"Henrico County",-,"409 - Maybeury (CD 7)",574,756,54,0,"1,384"
"Henrico County",-,"410 - Mooreland (CD 7)",309,684,13,0,"1,006"
"Henrico County",-,"411 - Pemberton (CD 7)",444,445,34,0,923
"Henrico County",-,"412 - Pinchbeck (CD 7)",596,725,60,0,"1,381"
"Henrico County",-,"413 - Ridgefield (CD 7)",635,851,48,0,"1,534"
"Henrico County",-,"414 - Rollingwood (CD 7)",513,540,33,1,"1,087"
"Henrico County",-,"415 - Skipwith (CD 7)",333,336,26,0,695
"Henrico County",-,"416 - Spottswood (CD 7)",285,299,15,0,599
"Henrico County",-,"417 - Tuckahoe (CD 7)",699,"1,380",52,1,"2,132"
"Henrico County",-,"418 - Welborne (CD 7)",360,387,28,1,776
"Henrico County",-,"419 - West End (CD 7)",584,699,37,0,"1,320"
"Henrico County",-,"501 - Antioch (CD 3)",277,657,34,1,969
"Henrico County",-,"502 - Cedar Fork (CD 3)",459,73,12,0,544
"Henrico County",-,"503 - Chickahominy (CD 3)",505,547,25,0,"1,077"
"Henrico County",-,"504 - Donahoe (CD 3)",433,202,10,0,645
"Henrico County",-,"505 - Dorey (CD 3)",613,578,21,1,"1,213"
"Henrico County",-,"506 - Eanes (CD 3)",640,180,23,1,844
"Henrico County",-,"507 - Elko (CD 3)",76,253,6,0,335
"Henrico County",-,"508 - Highland Springs (CD 3)",625,119,16,0,760
"Henrico County",-,"509 - Laburnum (CD 3)",642,220,7,2,871
"Henrico County",-,"510 - Mehfoud (CD 3)",701,235,19,1,956
"Henrico County",-,"511 - Montrose (CD 3)","1,457",209,24,1,"1,691"
"Henrico County",-,"512 - Nine Mile (CD 3)",257,173,18,0,448
"Henrico County",-,"513 - Pleasants (CD 3)","1,057",124,11,1,"1,193"
"Henrico County",-,"514 - Rolfe (CD 3)","2,012",162,28,1,"2,203"
"Henrico County",-,"515 - Sandston (CD 3)",267,505,46,2,820
"Henrico County",-,"516 - Sullivans (CD 3)",597,268,17,2,884
"Henrico County",-,"517 - Town Hall (CD 3)",223,276,20,0,519
"Henrico County",-,"518 - Whitlocks (CD 3)",436,534,28,4,"1,002"
"Henrico County",-,"Ab - Central Absentee Precinct (CD 3)",756,190,15,0,961
"Henrico County",-,"Ab - Central Absentee Precinct (CD 7)","1,508","1,543",71,5,"3,127"
"Henrico County",-,"Provisional (CD 3)",50,5,0,0,55
"Henrico County",-,"Provisional (CD 7)",85,76,12,0,173
"Henry County",-,"101 - Bassett Number Two (CD 9)",176,120,4,0,300
"Henry County",-,"102 - Gunville (CD 9)",153,341,10,0,504
"Henry County",-,"103 - Scott's Tanyard (CD 9)",295,591,28,0,914
"Henry County",-,"201 - Fieldale (CD 9)",148,191,6,0,345
"Henry County",-,"202 - Horsepasture #1 (CD 9)",297,340,7,0,644
"Henry County",-,"203 - Horsepasture #2 (CD 9)",468,103,3,0,574
"Henry County",-,"204 - Spencer (CD 9)",242,395,8,0,645
"Henry County",-,"302 - Axton (CD 5)",270,172,5,0,447
"Henry County",-,"303 - Irisburg (CD 5)",348,363,11,0,722
"Henry County",-,"304 - Mount Olivet (CD 5)",543,413,10,0,966
"Henry County",-,"304 - Mount Olivet (CD 9)",0,0,0,0,0
"Henry County",-,"305 - Mountain Valley (CD 5)",190,178,7,0,375
"Henry County",-,"401 - Collinsville Number 1 (CD 9)",134,284,7,1,426
"Henry County",-,"402 - Daniels Creek (CD 9)",143,245,7,0,395
"Henry County",-,"404 - Collinsville Number 2 (CD 9)",274,497,20,0,791
"Henry County",-,"405 - Mountain View (CD 5)",200,221,7,0,428
"Henry County",-,"501 - Bassett Number One (CD 9)",186,171,10,0,367
"Henry County",-,"502 - Figsboro (CD 9)",187,334,12,0,533
"Henry County",-,"503 - Stanleytown (CD 9)",218,528,19,0,765
"Henry County",-,"504 - Oak Level (CD 9)",90,186,5,0,281
"Henry County",-,"505 - Dyers Store (CD 5)",12,29,0,0,41
"Henry County",-,"505 - Dyers Store (CD 9)",141,144,3,0,288
"Henry County",-,"601 - Fontaine (CD 9)",206,438,16,0,660
"Henry County",-,"602 - Hillcrest (CD 9)",121,122,6,0,249
"Henry County",-,"603 - Ridgeway #1 (CD 5)",232,452,13,0,697
"Henry County",-,"604 - Ridgeway #2 (CD 9)",187,382,13,0,582
"Henry County",-,"Ab - Central Absentee Precinct (CD 5)",75,70,2,0,147
"Henry County",-,"Ab - Central Absentee Precinct (CD 9)",159,234,3,1,397
"Henry County",-,"Provisional (CD 5)",0,0,0,0,0
"Henry County",-,"Provisional (CD 9)",0,5,0,0,5
"Highland County",-,"1 - Monterey",121,169,17,0,307
"Highland County",-,"3 - Wilsons Mill",26,44,2,0,72
"Highland County",-,"5 - Blue Grass",61,108,6,0,175
"Highland County",-,"7 - Mill Gap",50,64,2,0,116
"Highland County",-,"8 - Mcdowell",49,145,10,0,204
"Highland County",-,"10 - Headwaters",11,34,0,0,45
"Highland County",-,Provisional,0,0,0,0,0
"Hopewell City",-,"101 - Ward One",262,287,22,0,571
"Hopewell City",-,"201 - Ward Two",374,41,3,0,418
"Hopewell City",-,"301 - Ward Three",266,624,22,1,913
"Hopewell City",-,"401 - Ward Four",440,462,32,1,935
"Hopewell City",-,"501 - Ward Five",225,393,31,2,651
"Hopewell City",-,"601 - Ward Six",433,57,9,0,499
"Hopewell City",-,"701 - Ward Seven",327,198,10,0,535
"Hopewell City",-,"Ab - Central Absentee Precinct",85,135,5,1,226
"Isle of Wight County",-,"101 - Smithfield",557,895,25,2,"1,479"
"Isle of Wight County",-,"102 - Cypress Creek",456,733,15,1,"1,205"
"Isle of Wight County",-,"201 - Bartlett",513,902,41,2,"1,458"
"Isle of Wight County",-,"202 - Carrollton",485,763,31,0,"1,279"
"Isle of Wight County",-,"301 - Rushmere",574,431,18,0,"1,023"
"Isle of Wight County",-,"302 - Pons",694,319,10,2,"1,025"
"Isle of Wight County",-,"401 - Courthouse",129,276,9,0,414
"Isle of Wight County",-,"402 - Windsor",329,525,14,0,868
"Isle of Wight County",-,"403 - Longview",323,432,12,0,767
"Isle of Wight County",-,"501 - Walters",146,317,12,0,475
"Isle of Wight County",-,"502 - Camps Mill",151,90,3,0,244
"Isle of Wight County",-,"503 - Carrsville",142,163,9,0,314
"Isle of Wight County",-,"504 - Zuni",181,394,19,2,596
"Isle of Wight County",-,"505 - Raynor",104,185,6,0,295
"Isle of Wight County",-,"Ab - Central Absentee Precinct",191,287,9,0,487
"Isle of Wight County",-,Provisional,4,2,0,0,6
"James City County",-,"101 - Berkeley A",986,"1,092",42,1,"2,121"
"James City County",-,"102 - Berkeley B",497,544,33,4,"1,078"
"James City County",-,"103 - Berkeley C",784,"1,423",20,3,"2,230"
"James City County",-,"201 - Jamestown A",258,200,5,0,463
"James City County",-,"202 - Jamestown B",683,592,33,1,"1,309"
"James City County",-,"203 - Jamestown C",490,664,19,0,"1,173"
"James City County",-,"204 - Jamestown D",812,"1,188",15,2,"2,017"
"James City County",-,"301 - Powhatan A",786,"1,100",24,4,"1,914"
"James City County",-,"302 - Powhatan B",257,221,13,0,491
"James City County",-,"303 - Powhatan C",218,405,8,1,632
"James City County",-,"304 - Powhatan D",714,596,28,2,"1,340"
"James City County",-,"401 - Stonehouse A",507,783,49,2,"1,341"
"James City County",-,"402 - Stonehouse B",914,"1,099",45,2,"2,060"
"James City County",-,"403 - Stonehouse C",614,955,27,0,"1,596"
"James City County",-,"501 - Roberts A",436,169,18,3,626
"James City County",-,"502 - Roberts B",734,"1,200",24,0,"1,958"
"James City County",-,"503 - Roberts C",147,59,8,0,214
"James City County",-,"504 - Roberts D",797,797,46,2,"1,642"
"James City County",-,"Ab - Central Absentee Precinct",932,"1,307",17,1,"2,257"
"James City County",-,Provisional,11,9,0,0,20
"King and Queen County",-,"101 - Owenton",221,129,4,0,354
"King and Queen County",-,"201 - Clarks",180,245,15,0,440
"King and Queen County",-,"301 - Shacklefords",188,214,18,0,420
"King and Queen County",-,"401 - Courthouse",241,201,6,0,448
"King and Queen County",-,"501 - Oldmill",124,232,16,0,372
"King and Queen County",-,"Ab - Central Absentee Precinct",57,46,0,0,103
"King and Queen County",-,Provisional,1,0,0,0,1
"King George County",-,"101 - Courthouse",375,702,29,0,"1,106"
"King George County",-,"102 - Passapatanzy",215,349,8,0,572
"King George County",-,"201 - Monroe",521,"1,102",52,0,"1,675"
"King George County",-,"301 - Dahlgren",633,840,36,5,"1,514"
"King George County",-,"401 - Shiloh",564,916,43,1,"1,524"
"King George County",-,"Ab - Central Absentee Precinct",147,231,3,0,381
"King George County",-,Provisional,5,8,0,0,13
"King William County",-,"101 - West Point",389,609,46,1,"1,045"
"King William County",-,"201 - Sweet Hall",102,213,15,1,331
"King William County",-,"202 - Courthouse",298,320,15,1,634
"King William County",-,"301 - Aylett",248,660,38,0,946
"King William County",-,"401 - Manquin",289,659,27,0,975
"King William County",-,"501 - Mangohick",410,619,33,1,"1,063"
"King William County",-,"Ab - Central Absentee Precinct",60,86,7,0,153
"King William County",-,Provisional,1,2,0,0,3
"Lancaster County",-,"101 - Precinct 1-1",335,514,15,0,864
"Lancaster County",-,"201 - Precinct 2-1",373,298,16,0,687
"Lancaster County",-,"301 - Precinct 3-1",227,453,13,0,693
"Lancaster County",-,"302 - Precinct 3-2",102,193,11,0,306
"Lancaster County",-,"401 - Precinct 4-1",397,252,10,1,660
"Lancaster County",-,"501 - Precinct 5-1",340,653,20,4,"1,017"
"Lancaster County",-,"Ab - Central Absentee Precinct",148,210,6,0,364
"Lancaster County",-,Provisional,2,0,0,0,2
"Lee County",-,"101 - Elydale",127,187,7,0,321
"Lee County",-,"102 - Ewing",104,206,4,0,314
"Lee County",-,"103 - Rose Hill",176,377,13,0,566
"Lee County",-,"201 - Blackwater",39,50,0,0,89
"Lee County",-,"202 - Flatwoods",131,296,8,0,435
"Lee County",-,"203 - Jonesville",251,435,11,1,698
"Lee County",-,"301 - Ben Hur",256,455,9,1,721
"Lee County",-,"302 - Woodway",155,279,4,1,439
"Lee County",-,"401 - Stickleyville",93,141,2,0,236
"Lee County",-,"402 - Jasper",58,83,7,1,149
"Lee County",-,"403 - Seminary",60,196,3,0,259
"Lee County",-,"404 - Dryden",160,258,4,0,422
"Lee County",-,"501 - Saint Charles",103,101,0,0,204
"Lee County",-,"502 - Pennington",157,322,10,0,489
"Lee County",-,"503 - Robbins Chapel",15,52,3,0,70
"Lee County",-,"504 - Keokee",44,67,0,0,111
"Lee County",-,"Ab - Central Absentee Precinct",101,184,3,0,288
"Lee County",-,Provisional,0,1,0,0,1
"Lexington City",-,"1 - Lexington",904,455,29,3,"1,391"
"Lexington City",-,"Ab - Central Absentee Precinct",75,45,4,0,124
"Lexington City",-,Provisional,2,1,0,0,3
"Loudoun County",-,"107 - Little River",910,919,43,1,"1,873"
"Loudoun County",-,"108 - Mercer",440,478,18,0,936
"Loudoun County",-,"112 - Freedom",638,619,30,1,"1,288"
"Loudoun County",-,"114 - Dulles South",273,285,14,0,572
"Loudoun County",-,"117 - Carter",694,410,21,1,"1,126"
"Loudoun County",-,"118 - Moorefield",395,311,12,1,719
"Loudoun County",-,"119 - Arcola",572,547,39,1,"1,159"
"Loudoun County",-,"120 - Lunsford",461,459,15,0,935
"Loudoun County",-,"121 - Town Hall",313,335,15,2,665
"Loudoun County",-,"122 - Hutchison Farm",521,515,28,0,"1,064"
"Loudoun County",-,"207 - River Bend",428,408,22,0,858
"Loudoun County",-,"208 - Algonkian",404,382,19,0,805
"Loudoun County",-,"209 - Potomac Falls",591,508,27,0,"1,126"
"Loudoun County",-,"210 - Cascades",668,584,41,2,"1,295"
"Loudoun County",-,"213 - Countryside",241,189,12,0,442
"Loudoun County",-,"214 - Sugarland North",745,718,35,4,"1,502"
"Loudoun County",-,"215 - Sugarland South",674,538,43,3,"1,258"
"Loudoun County",-,"216 - Lowes Island",533,596,19,0,"1,148"
"Loudoun County",-,"217 - South Bank",648,620,16,1,"1,285"
"Loudoun County",-,"218 - University Center",348,275,22,0,645
"Loudoun County",-,"219 - Galilee Church",431,355,28,0,814
"Loudoun County",-,"301 - Purcellville",589,791,26,0,"1,406"
"Loudoun County",-,"302 - Round Hill",459,673,22,4,"1,158"
"Loudoun County",-,"303 - Hillsboro",415,667,24,1,"1,107"
"Loudoun County",-,"305 - Philomont",220,340,8,0,568
"Loudoun County",-,"307 - Middleburg",312,277,13,0,602
"Loudoun County",-,"308 - St Louis",316,284,10,0,610
"Loudoun County",-,"309 - Aldie",223,267,10,2,502
"Loudoun County",-,"310 - Mountain View",484,738,29,0,"1,251"
"Loudoun County",-,"311 - Round Hill Elementary",379,616,22,0,"1,017"
"Loudoun County",-,"312 - Briar Woods",668,833,38,0,"1,539"
"Loudoun County",-,"313 - Pinebrook",516,494,15,0,"1,025"
"Loudoun County",-,"314 - Legacy",688,548,25,1,"1,262"
"Loudoun County",-,"315 - Firehouse",168,277,4,0,449
"Loudoun County",-,"316 - Creighton's Corner",664,592,20,0,"1,276"
"Loudoun County",-,"401 - West Lovettsville",525,803,32,1,"1,361"
"Loudoun County",-,"402 - Waterford",493,704,20,1,"1,218"
"Loudoun County",-,"403 - Lucketts",514,719,23,0,"1,256"
"Loudoun County",-,"407 - Harper Park",796,"1,080",18,3,"1,897"
"Loudoun County",-,"408 - Evergreen",430,445,22,0,897
"Loudoun County",-,"409 - Clarkes Gap",509,800,20,0,"1,329"
"Loudoun County",-,"411 - East Lovettsville",432,649,34,2,"1,117"
"Loudoun County",-,"413 - Tuscarora",18,41,2,0,61
"Loudoun County",-,"414 - Red Rock",312,314,11,1,638
"Loudoun County",-,"416 - Hamilton",695,874,35,2,"1,606"
"Loudoun County",-,"417 - Between The Hills",69,116,5,0,190
"Loudoun County",-,"419 - J. L. Simpson",411,755,22,0,"1,188"
"Loudoun County",-,"501 - West Leesburg",698,521,33,1,"1,253"
"Loudoun County",-,"502 - East Leesburg",629,402,40,1,"1,072"
"Loudoun County",-,"503 - Dry Mill",364,317,33,0,714
"Loudoun County",-,"504 - Smarts Mill",636,508,39,2,"1,185"
"Loudoun County",-,"505 - Cool Spring",594,712,30,0,"1,336"
"Loudoun County",-,"506 - Brandon Park",338,257,29,0,624
"Loudoun County",-,"507 - Greenway",382,338,15,1,736
"Loudoun County",-,"508 - Balls Bluff",563,590,36,1,"1,190"
"Loudoun County",-,"509 - Tolbert",535,401,19,0,955
"Loudoun County",-,"510 - Heritage",384,422,16,1,823
"Loudoun County",-,"615 - Hillside",577,526,40,1,"1,144"
"Loudoun County",-,"616 - Eagle Ridge",755,822,25,1,"1,603"
"Loudoun County",-,"617 - Oak Grove",248,92,6,0,346
"Loudoun County",-,"618 - Mill Run",423,382,25,0,830
"Loudoun County",-,"619 - Ridgetop",222,103,10,1,336
"Loudoun County",-,"620 - Russell Branch",629,561,25,2,"1,217"
"Loudoun County",-,"621 - Dominion Trail",742,613,37,2,"1,394"
"Loudoun County",-,"622 - Farmwell Station",815,682,25,4,"1,526"
"Loudoun County",-,"623 - Weller",976,863,34,2,"1,875"
"Loudoun County",-,"624 - Moorefield Station",94,116,4,0,214
"Loudoun County",-,"701 - Sully",555,455,36,1,"1,047"
"Loudoun County",-,"702 - Park View",537,393,23,1,954
"Loudoun County",-,"703 - Rolling Ridge",618,346,40,1,"1,005"
"Loudoun County",-,"705 - Forest Grove",665,585,41,1,"1,292"
"Loudoun County",-,"707 - Claude Moore Park",458,276,22,1,757
"Loudoun County",-,"708 - Seneca",493,456,21,1,971
"Loudoun County",-,"709 - Mirror Ridge",592,375,31,1,999
"Loudoun County",-,"710 - Sterling",412,341,26,1,780
"Loudoun County",-,"808 - Stone Bridge",683,717,38,2,"1,440"
"Loudoun County",-,"810 - Cedar Lane",589,531,27,2,"1,149"
"Loudoun County",-,"813 - Seldens Landing",408,323,11,2,744
"Loudoun County",-,"814 - Newton - Lee",489,728,7,0,"1,224"
"Loudoun County",-,"815 - Belmont Ridge",685,590,5,0,"1,280"
"Loudoun County",-,"817 - Sanders Corner",582,763,39,1,"1,385"
"Loudoun County",-,"818 - Broad Run",435,474,13,0,922
"Loudoun County",-,"819 - Heritage Church",388,460,17,0,865
"Loudoun County",-,"820 - Belmont Station",415,408,13,1,837
"Loudoun County",-,"821 - Lansdowne",350,369,17,0,736
"Loudoun County",-,"Ab - Central Absentee Precinct","2,826","2,917",103,10,"5,856"
"Loudoun County",-,Provisional,25,17,1,0,43
"Louisa County",-,"101 - Zion",386,586,42,0,"1,014"
"Louisa County",-,"102 - Mechanicsville",225,322,24,0,571
"Louisa County",-,"201 - Louisa #1",229,357,23,0,609
"Louisa County",-,"202 - Louisa #2",232,325,20,1,578
"Louisa County",-,"301 - Patrick Henry No 1",642,440,27,1,"1,110"
"Louisa County",-,"302 - Patrick Henry #2",118,136,12,0,266
"Louisa County",-,"401 - Mineral",339,655,33,0,"1,027"
"Louisa County",-,"402 - Yanceyville",138,161,8,0,307
"Louisa County",-,"501 - Fredericks Hall",189,163,12,0,364
"Louisa County",-,"502 - Cuckoo",160,296,15,0,471
"Louisa County",-,"503 - Elk Creek",134,295,8,0,437
"Louisa County",-,"601 - Bumpass",140,408,23,1,572
"Louisa County",-,"602 - Locust Creek",219,483,27,1,730
"Louisa County",-,"701 - Sheltons Mill",281,476,21,0,778
"Louisa County",-,"702 - South Anna",225,357,16,0,598
"Louisa County",-,"Ab - Central Absentee Precinct",277,342,22,0,641
"Louisa County",-,Provisional,2,0,0,0,2
"Lunenburg County",-,"101 - Plymouth",106,272,5,0,383
"Lunenburg County",-,"201 - Browns Store",140,257,13,0,410
"Lunenburg County",-,"301 - Rosebud",74,165,10,0,249
"Lunenburg County",-,"302 - Flat Rock",114,138,3,0,255
"Lunenburg County",-,"401 - Arrowhead Gun Club",41,136,1,0,178
"Lunenburg County",-,"402 - Pleasant Grove",107,163,8,0,278
"Lunenburg County",-,"501 - Reedy Creek",141,95,5,0,241
"Lunenburg County",-,"502 - Peoples Community Center",201,82,3,1,287
"Lunenburg County",-,"601 - Hounds Creek",290,133,6,0,429
"Lunenburg County",-,"701 - Meherrin Fire Department",100,95,9,0,204
"Lunenburg County",-,"702 - Victoria Public Library",99,151,4,0,254
"Lunenburg County",-,"Ab - Central Absentee Precinct",68,49,0,0,117
"Lynchburg City",-,"101 - First Ward First Precinct",660,880,34,2,"1,576"
"Lynchburg City",-,"102 - First Ward Second Precinct",749,"1,112",40,1,"1,902"
"Lynchburg City",-,"103 - First Ward Third Precinct",572,755,23,0,"1,350"
"Lynchburg City",-,"104 - First Ward Fourth Precinct",247,235,14,0,496
"Lynchburg City",-,"105 - First Ward Fifth Precinct",452,374,31,0,857
"Lynchburg City",-,"201 - Second Ward First Precinct",903,241,39,1,"1,184"
"Lynchburg City",-,"202 - Second Ward Second Precinct",717,160,22,3,902
"Lynchburg City",-,"203 - Second Ward Third Precinct",290,72,3,1,366
"Lynchburg City",-,"204 - Second Ward Fourth Precinct",182,130,7,1,320
"Lynchburg City",-,"301 - Third Ward First Precinct",272,249,23,0,544
"Lynchburg City",-,"302 - Third Ward Second Precinct",44,"1,181",31,2,"1,258"
"Lynchburg City",-,"303 - Third Ward Third Precinct",272,451,13,1,737
"Lynchburg City",-,"304 - Third Ward Fourth Precinct",227,424,23,1,675
"Lynchburg City",-,"305 - Third Ward Fifth Precinct",358,902,18,4,"1,282"
"Lynchburg City",-,"401 - Fourth Ward First Precinct",581,"1,163",26,0,"1,770"
"Lynchburg City",-,"402 - Fourth Ward Second Precinct",269,446,29,0,744
"Lynchburg City",-,"403 - Fourth Ward Third Precinct",492,759,47,2,"1,300"
"Lynchburg City",-,"404 - Fourth Ward Fourth Precinct",592,761,26,4,"1,383"
"Lynchburg City",-,"Ab - Central Absentee Precinct",403,329,12,0,744
"Lynchburg City",-,Provisional,2,3,0,0,5
"Madison County",-,"1 - Oak Park",181,254,9,0,444
"Madison County",-,"2 - Radiant",257,356,15,2,630
"Madison County",-,"3 - Rochelle",89,222,11,0,322
"Madison County",-,"4 - Graves Mill",10,38,0,0,48
"Madison County",-,"5 - Madison",261,442,17,0,720
"Madison County",-,"6 - Wolftown",145,239,15,1,400
"Madison County",-,"7 - Brightwood",186,500,21,0,707
"Madison County",-,"8 - Criglersville",127,246,5,0,378
"Madison County",-,"9 - Etlan",68,131,6,0,205
"Madison County",-,"Ab - Central Absentee Precinct",94,132,3,0,229
"Manassas City",-,"1 - Dean",915,"1,015",59,1,"1,990"
"Manassas City",-,"2 - Weems",579,615,52,1,"1,247"
"Manassas City",-,"3 - Metz",654,667,42,1,"1,364"
"Manassas City",-,"4 - Haydon",787,783,36,2,"1,608"
"Manassas City",-,"5 - Baldwin",763,584,45,0,"1,392"
"Manassas City",-,"Ab - Central Absentee Precinct",305,225,6,1,537
"Manassas City",-,Provisional,1,2,0,0,3
"Manassas Park City",-,"1 - Precinct One",553,468,34,1,"1,056"
"Manassas Park City",-,"2 - Precinct Two",466,374,26,1,867
"Manassas Park City",-,"Ab - Central Absentee Precinct",88,81,4,0,173
"Manassas Park City",-,Provisional,0,1,0,0,1
"Martinsville City",-,"1 - Precinct #1",338,4,3,2,347
"Martinsville City",-,"2 - Precinct #2",394,255,12,1,662
"Martinsville City",-,"3 - Precinct #3",244,111,14,1,370
"Martinsville City",-,"4 - Precinct #4",426,205,13,1,645
"Martinsville City",-,"5 - Precinct #5",447,660,28,1,"1,136"
"Martinsville City",-,"6 - Precinct #6",174,5,2,0,181
"Martinsville City",-,"Ab - Central Absentee Precinct",123,77,3,0,203
"Martinsville City",-,Provisional,0,0,0,0,0
"Mathews County",-,"1 - Chesapeake",207,455,12,0,674
"Mathews County",-,"2 - Westville",398,679,14,0,"1,091"
"Mathews County",-,"3 - Piankatank",453,776,24,0,"1,253"
"Mathews County",-,"Ab - Central Absentee Precinct",148,229,2,0,379
"Mathews County",-,Provisional,2,2,0,0,4
"Mecklenburg County",-,"101 - Wrights Store",174,149,4,0,327
"Mecklenburg County",-,"102 - Pearsons Store",44,95,2,0,141
"Mecklenburg County",-,"103 - South Clarksville",238,198,7,0,443
"Mecklenburg County",-,"201 - Boydton",140,142,3,0,285
"Mecklenburg County",-,"202 - Bluestone Senior High School",64,23,2,0,89
"Mecklenburg County",-,"203 - Chase City Vfw Post",155,44,3,0,202
"Mecklenburg County",-,"301 - Bracey",148,404,4,0,556
"Mecklenburg County",-,"302 - Lacrosse",158,157,4,0,319
"Mecklenburg County",-,"401 - American Legion Hall",400,230,4,0,634
"Mecklenburg County",-,"402 - Park View Middle School",71,42,1,0,114
"Mecklenburg County",-,"501 - South Hill",291,502,22,0,815
"Mecklenburg County",-,"601 - Baskerville",133,192,2,0,327
"Mecklenburg County",-,"602 - Union Level",33,147,2,0,182
"Mecklenburg County",-,"603 - Smith Crossroads",52,94,3,0,149
"Mecklenburg County",-,"604 - Lake Gaston",65,99,3,0,167
"Mecklenburg County",-,"701 - Chase City",158,216,7,0,381
"Mecklenburg County",-,"702 - Sunshine",141,175,4,0,320
"Mecklenburg County",-,"801 - Finchley",50,75,3,0,128
"Mecklenburg County",-,"802 - Bluestone",149,267,8,0,424
"Mecklenburg County",-,"803 - Chase City Elementary School",117,173,10,0,300
"Mecklenburg County",-,"901 - Averett",21,78,1,0,100
"Mecklenburg County",-,"902 - Buffalo Springs",59,163,4,0,226
"Mecklenburg County",-,"903 - Clarksville",227,515,23,0,765
"Mecklenburg County",-,"Ab - Central Absentee Precinct",176,191,2,0,369
"Mecklenburg County",-,Provisional,2,4,0,0,6
"Middlesex County",-,"101 - Saluda",109,147,4,0,260
"Middlesex County",-,"102 - Urbanna",176,299,17,0,492
"Middlesex County",-,"201 - New Market",225,594,17,1,837
"Middlesex County",-,"301 - Waterview",131,136,11,0,278
"Middlesex County",-,"302 - Church View",175,152,6,0,333
"Middlesex County",-,"401- Harmony Village",270,335,17,0,622
"Middlesex County",-,"501 - Wilton",251,504,14,0,769
"Middlesex County",-,"Ab - Central Absentee Precinct",87,135,5,0,227
"Middlesex County",-,Provisional,3,2,0,0,5
"Montgomery County",-,"101 - Precinct A-1",783,579,31,1,"1,394"
"Montgomery County",-,"102 - Precinct A-2",607,223,52,2,884
"Montgomery County",-,"103 - Precinct A-3","1,067",555,63,1,"1,686"
"Montgomery County",-,"201 - Precinct B-1",74,57,4,0,135
"Montgomery County",-,"202 - Precinct B-2",586,541,56,0,"1,183"
"Montgomery County",-,"203 - Precinct B-3",360,415,24,0,799
"Montgomery County",-,"204 - Precinct B-4",656,737,57,0,"1,450"
"Montgomery County",-,"301 - Precinct C-1",368,536,23,0,927
"Montgomery County",-,"302 - Precinct C-2",414,560,22,0,996
"Montgomery County",-,"303 - Precinct C-3",145,224,16,0,385
