block_geoid20,total_population_2020,voting_age_population_2020
510690507001033,153,129
510690507001034,15,13
510690507001035,7,4
510690507001036,9,6
510690507001037,10,10
510690507001038,26,24
510690507001039,21,12
510690507001040,39,30
510690507001041,11,9
510690507001042,7,7
510690507001043,16,12
510690507001044,26,16
510690507001045,79,58
510690507001046,8,8
510690507001047,0,0
510690507001048,16,13
510690507001049,24,21
510690507001050,28,22
510690507002000,0,0
510690507002001,10,7
510690507002002,131,100
510690507002003,3,2
510690507002004,7,4
510690507002005,16,14
510690507002006,0,0
510690507002007,12,8
510690507002008,37,25
510690507002009,76,59
510690507002010,7,7
510690507002011,15,13
510690507002012,13,11
510690507002013,10,10
510690507002014,15,13
510690507002015,34,21
510690507002016,11,10
510690507002017,68,55
510690507002018,9,5
510690507002019,16,13
510690507002020,0,0
510690507002021,6,3
510690507002022,44,37
510690507002023,30,30
510690507002024,14,5
510690507002025,63,56
510690507002026,56,41
510690507002027,2,2
510690507002028,0,0
510690507002029,0,0
510690507002030,27,23
510690507002031,0,0
510690507002032,6,3
510690507002033,0,0
510690507002034,57,47
510690507002035,67,58
510690507002036,15,13
510690507002037,19,15
510690507002038,32,19
510690507002039,24,22
510690507002040,32,24
510690507002041,16,8
510690507002042,0,0
510690507002043,0,0
510690507002044,261,180
510690507002045,25,18
510690508011000,179,131
510690508011001,35,24
510690508011002,189,141
510690508011003,39,26
510690508011004,55,42
510690508011005,62,45
510690508011006,20,10
510690508011007,68,66
510690508011008,40,24
510690508011009,269,219
510690508011010,28,16
510690508011011,30,30
510690508011012,38,31
510690508011013,44,36
510690508011014,339,244
510690508011015,19,17
510690508011016,5,2
510690508011017,47,33
510690508011018,17,13
510690508011019,0,0
510690508011020,107,85
510690508012000,58,53
510690508012001,78,58
510690508012002,534,334
510690508012003,1184,1042
510690508012004,33,23
510690508012005,32,32
510690508012006,0,0
510690508012007,22,19
510690508012008,48,41
510690508012009,41,39
510690508012010,51,39
510690508012011,17,10
510690508012012,54,47
510690508012013,53,31
510690508012014,12,7
510690508012015,34,34
510690508012016,57,57
510690508012017,34,27
510690508012018,0,0
510690508012019,29,23
510690508012020,45,40
510690508012021,52,44
510690508012022,118,101
510690508012023,77,56
510690508012024,58,43
510690508012025,21,13
510690508012026,0,0
510690508012027,7,3
510690508012028,0,0
510690508012029,0,0
510690508012030,24,16
510690508012031,0,0
510690508012032,19,13
510690508012033,11,8
510690508012034,27,17
510690508012035,45,33
510690508012036,19,16
510690508012037,0,0
510690508012038,48,38
510690508012039,32,28
510690508012040,22,17
510690508013000,0,0
510690508013001,0,0
510690508013002,504,394
510690508013003,42,33
510690508013004,54,40
510690508013005,38,36
510690508013006,428,323
510690508013007,0,0
510690508013008,0,0
510690508013009,0,0
510690508013010,405,276
510690508013011,138,94
510690508013012,84,67
510690508013013,100,65
510690508013014,79,46
510690508013015,41,33
510690508013016,75,46
510690508013017,75,46
510690508041000,660,550
510690508041001,76,66
510690508041002,81,67
510690508041003,179,130
510690508041004,378,297
510690508041005,88,76
510690508041006,31,30
510690508041007,54,41
510690508041008,113,84
510690508041009,272,211
510690508041010,94,61
510690508041011,52,43
510690508041012,92,64
510690508041013,74,56
510690508041014,33,31
510690508041015,32,14
510690508041016,33,26
510690508041017,14,11
510690508041018,19,16
510690508041019,111,87
510690508041020,222,151
510690508041021,103,79
510690508042000,70,64
510690508042001,45,32
510690508042002,0,0
510690508042003,0,0
510690508042004,125,103
510690508042005,459,341
510690508042006,129,99
510690508042007,28,12
510690508042008,0,0
510690508042009,922,683
510690508042010,30,20
510690508042011,61,51
510690508042012,48,37
510690508042013,274,221
510690508042014,45,30
510690508042015,86,62
510690508042016,0,0
510690508051000,0,0
510690508051001,68,54
510690508051002,6,6
510690508051003,0,0
510690508051004,16,11
510690508051005,44,41
510690508051006,17,9
510690508051007,0,0
510690508051008,179,155
510690508051009,0,0
510690508051010,39,32
510690508051011,14,14
510690508051012,0,0
510690508051013,0,0
510690508051014,131,112
510690508051015,0,0
510690508051016,27,25
510690508051017,0,0
510690508051018,10,8
510690508051019,10,8
510690508051020,8,7
510690508051021,0,0
510690508051022,6,3
510690508051023,21,12
510690508051024,50,37
510690508051025,66,56
510690508051026,5,4
510690508051027,2,2
510690508051028,0,0
510690508051029,73,66
510690508051030,27,18
510690508051031,47,33
510690508052000,207,161
510690508052001,76,57
510690508052002,21,15
510690508052003,124,81
510690508052004,143,99
510690508052005,184,121
510690508052006,0,0
510690508052007,156,94
510690508052008,173,133
510690508052009,690,438
510690508052010,85,73
510690508052011,114,82
510690508052012,33,19
510690508052013,60,40
510690508052014,21,12
510690508052015,10,9
510690508052016,30,27
510690508052017,42,40
510690508052018,16,13
510690508061000,410,304
510690508061001,145,90
510690508061002,47,37
510690508061003,50,38
510690508061004,79,53
510690508061005,34,24
510690508061006,124,103
510690508061007,47,31
510690508061008,45,35
510690508061009,101,60
510690508061010,68,43
510690508061011,175,128
510690508061012,410,299
510690508061013,61,48
510690508061014,0,0
510690508061015,59,41
510690508061016,0,0
510690508061017,46,32
510690508061018,30,20
510690508061019,55,37
510690508062000,0,0
510690508062001,135,103
510690508062002,437,310
510690508062003,454,325
510690508062004,257,193
510690508062005,219,155
510690508062006,156,109
510690508062007,0,0
510690508062008,41,34
510690508062009,127,93
510690508071000,705,564
510690508071001,63,56
510690508071002,146,112
510690508071003,149,126
510690508071004,185,150
510690508071005,54,37
510690508072000,115,86
510690508072001,16,15
510690508072002,626,463
510690508072003,6,2
510690508072004,72,51
510690508072005,57,44
510690508072006,82,60
510690508072007,77,54
510690508072008,35,23
510690508072009,76,66
510690508072010,224,169
510690508072011,235,182
510690508073000,211,150
510690508073001,65,48
510690508073002,88,73
510690508073003,42,31
510690508073004,45,32
510690508073005,152,128
510690508073006,56,44
510690508073007,0,0
510690508073008,20,20
510690508073009,35,27
510690508073010,138,113
510690508073011,39,25
510690508073012,32,30
510690508073013,39,28
510690509001000,23,16
510690509001001,36,25
510690509001002,0,0
510690509001003,29,21
510690509001004,16,11
510690509001005,0,0
510690509001006,67,45
510690509001007,0,0
510690509001008,0,0
510690509001009,6,2
510690509001010,0,0
510690509001011,0,0
510690509001012,0,0
510690509001013,224,175
510690509001014,27,18
510690509001015,0,0
510690509001016,0,0
510690509001017,357,254
510690509001018,58,33
510690509001019,477,307
510690509001020,78,64
510690509001021,45,33
510690509001022,0,0
510690509001023,0,0
510690509001024,0,0
510690509001025,665,525
510690509001026,184,134
510690509001027,149,108
510690509001028,95,85
510690509001029,0,0
510690509001030,28,13
510690509001031,16,13
510690509001032,0,0
510690509001033,15,11
510690509001034,39,25
510690509001035,10,9
510690509001036,30,29
510690509001037,0,0
510690509001038,83,73
510690509001039,0,0
510690509001040,0,0
510690509001041,10,7
510690509001042,9,3
510690509001043,33,33
510690509001044,0,0
510690509001045,0,0
510690509001046,0,0
510690509001047,0,0
510690509002000,0,0
510690509002001,85,63
510690509002002,67,45
510690509002003,48,37
510690509002004,135,135
510690509002005,79,67
510690509002006,0,0
510690509002007,0,0
510690509002008,0,0
510690509002009,343,322
510690509002010,11,11
510690509002011,32,26
510690509002012,24,18
510690509002013,7,5
510690509002014,0,0
510690509002015,24,15
510690509002016,160,153
510690509002017,7,5
510690509002018,91,76
510690509002019,17,16
510690509002020,36,29
510690509002021,71,55
510690509002022,82,55
510690509002023,43,31
510690509002024,0,0
510690509002025,0,0
510690509002026,275,204
510690509002027,32,23
510690509002028,0,0
510690509002029,0,0
510690509002030,0,0
510690509002031,16,12
510690509002032,0,0
510690509002033,0,0
510690509002034,0,0
510690509002035,0,0
510690509002036,38,33
510690509002037,42,27
510690509002038,31,28
510690509002039,0,0
510690509002040,203,152
510690509002041,0,0
510690509002042,0,0
510690509002043,0,0
510690509002044,0,0
510690509002045,117,94
510690509002046,15,10
510690509002047,20,20
510690509002048,0,0
510690509002049,0,0
510690509002050,12,9
510690509002051,0,0
510690509002052,0,0
510690509002053,10,8
510690509002054,16,6
510690509002055,0,0
510690509002056,2,1
510690510011000,739,567
510690510011001,184,139
510690510011002,45,36
510690510012000,0,0
510690510012001,0,0
510690510012002,0,0
510690510012003,1011,797
510690510012004,50,44
510690510012005,15,12
510690510012006,49,29
510690510012007,95,66
510690510012008,98,91
510690510012009,209,163
510690510012010,165,115
510690510012011,0,0
510690510012012,42,35
510690510012013,144,141
510690510012014,62,47
510690510012015,36,20
510690510012016,186,132
510690510013000,826,646
510690510013001,47,37
510690510013002,66,54
510690510013003,58,45
510690510013004,76,62
510690510013005,0,0
510690510021000,0,0
510690510021001,119,92
510690510021002,41,21
510690510021003,54,45
510690510021004,811,598
510690510021005,96,74
510690510021006,31,22
510690510021007,0,0
510690510021008,24,14
510690510022000,1711,1274
510690510022001,57,36
510690510022002,127,104
510690510022003,29,26
510690510022004,56,40
510690510022005,66,53
510690510022006,43,34
510690510022007,35,21
510690510022008,39,33
510690510022009,25,12
510690510022010,54,40
510690510022011,0,0
510690510022012,49,38
510690510022013,12,12
510690510022014,0,0
510690510022015,0,0
510690510022016,0,0
510690510022017,0,0
510690510022018,0,0
510690510023000,1378,1092
510690510023001,40,36
510690510023002,38,37
510690510023003,25,19
510690510023004,77,60
510690510023005,29,19
510690510023006,13,9
510690510024000,0,0
510690510024001,0,0
510690510024002,590,452
510690510024003,42,41
510690510024004,36,26
510690510024005,74,59
510690510024006,0,0
510690510024007,0,0
510690511021000,64,47
510690511021001,0,0
510690511021002,0,0
510690511021003,0,0
510690511021004,0,0
510690511021005,0,0
510690511021006,13,11
510690511021007,0,0
510690511021008,14,12
510690511021009,29,18
510690511021010,67,56
510690511021011,0,0
510690511021012,0,0
510690511021013,0,0
510690511021014,5,2
510690511021015,0,0
510690511021016,0,0
510690511021017,9,8
510690511021018,17,15
510690511021019,237,182
510690511021020,17,12
510690511021021,31,16
510690511021022,70,51
510690511021023,64,40
510690511021024,103,83
510690511021025,383,238
510690511021026,30,26
510690511021027,44,39
510690511021028,53,48
510690511021029,82,55
510690511021030,0,0
510690511021031,113,79
510690511021032,0,0
510690511021033,0,0
510690511021034,0,0
510690511021035,0,0
510690511021036,87,58
510690511021037,145,114
510690511021038,12,4
510690511021039,71,48
510690511021040,173,147
510690511021041,18,9
510690511022000,0,0
510690511022001,0,0
510690511022002,33,23
510690511022003,0,0
510690511022004,0,0
510690511022005,0,0
510690511022006,0,0
510690511022007,28,10
510690511022008,28,25
510690511022009,0,0
510690511022010,909,738
510690511022011,21,12
510690511022012,56,34
510690511022013,47,40
510690511022014,96,78
510690511022015,46,36
510690511022016,121,81
510690511022017,51,39
510690511022018,120,78
510690511022019,114,71
510690511022020,0,0
510690511022021,172,109
510690511022022,0,0
510690511022023,0,0
510690511022024,0,0
510690511022025,525,409
510690511022026,85,67
510690511022027,120,88
510690511022028,27,19
510690511022029,89,67
510690511022030,13,11
510690511022031,100,67
510690511022032,54,39
510690511022033,61,41
510690511022034,79,60
510690511022035,85,44
510690511022036,0,0
510690511022037,17,11
510690511022038,15,12
510690511022039,114,98
510690511022040,0,0
510690511023000,0,0
510690511023001,0,0
510690511023002,0,0
510690511023003,576,471
510690511023004,0,0
510690511023005,98,90
510690511023006,12,8
510690511023007,144,102
510690511024000,611,450
510690511024001,42,28
510690511024002,34,26
510690511024003,18,12
510690511024004,27,23
510690511024005,136,130
510690511024006,47,43
510690511024007,161,125
510690511024008,0,0
510690511024009,50,42
510690511024010,117,83
510690511024011,20,10
510690511024012,48,37
510690511024013,0,0
510690511024014,229,224
510690511031000,16,13
510690511031001,119,73
510690511031002,607,446
510690511031003,70,49
510690511031004,92,64
510690511031005,234,145
510690511031006,33,24
510690511031007,33,19
510690511031008,73,57
510690511031009,127,88
510690511031010,40,25
510690511031011,300,229
510690511031012,18,10
510690511031013,70,42
510690511031014,360,251
510690511031015,122,85
510690511031016,108,79
510690511031017,364,236
510690511031018,15,5
510690511032000,0,0
510690511032001,29,21
510690511032002,90,72
510690511032003,1230,954
510690511032004,40,39
510690511032005,21,16
510690511032006,29,24
510690511032007,213,182
510690511032008,187,146
510690511032009,15,13
510690511032010,29,24
510690511032011,205,178
510690511041000,212,161
510690511041001,26,16
510690511041002,35,17
510690511041003,210,141
510690511041004,131,94
510690511041005,231,149
510690511041006,144,106
510690511041007,210,152
510690511041008,25,18
510690511041009,36,18
510690511041010,0,0
510690511041011,0,0
510690511042000,0,0
510690511042001,840,616
510690511042002,0,0
510690511042003,30,16
510690511042004,25,21
510690511042005,705,517
510690511042006,38,29
510690511042007,49,35
510690511042008,62,48
510690511042009,0,0
510690511042010,117,89
510690511042011,0,0
510690511042012,444,316
510690511042013,8,8
510690511042014,65,49
510690511042015,87,58
510690511042016,195,148
510719301001000,0,0
510719301001001,26,23
510719301001002,0,0
510719301001003,2,2
510719301001004,13,13
510719301001005,0,0
510719301001006,0,0
510719301001007,2,2
510719301001008,43,36
510719301001009,64,59
510719301001010,0,0
510719301001011,46,27
510719301001012,9,9
510719301001013,7,6
510719301001014,137,115
510719301001015,19,13
510719301001016,2,2
510719301001017,8,8
510719301001018,14,12
510719301001019,9,5
510719301001020,6,6
510719301001021,0,0
510719301001022,6,2
510719301001023,0,0
510719301001024,44,40
510719301001025,14,10
510719301001026,17,11
510719301001027,0,0
510719301001028,75,62
510719301001029,8,8
510719301001030,0,0
510719301001031,24,24
510719301001032,42,27
510719301001033,7,6
510719301001034,0,0
510719301001035,0,0
510719301001036,0,0
510719301001037,3,1
510719301001038,1,1
510719301001039,57,49
510719301001040,0,0
510719301001041,0,0
510719301001042,0,0
510719301001043,16,14
510719301001044,68,55
510719301001045,10,4
510719301001046,0,0
510719301001047,27,26
510719301001048,60,55
510719301001049,9,5
510719301001050,0,0
510719301001051,0,0
510719301001052,0,0
510719301001053,1,1
510719301001054,0,0
510719301001055,12,9
510719301001056,5,5
510719301001057,0,0
510719301001058,0,0
510719301001059,0,0
510719301001060,20,18
510719301001061,10,10
510719301001062,12,9
510719301001063,43,37
510719301001064,3,3
510719301001065,7,6
510719301001066,0,0
