County/City,Ward,Pct,"Ralph Shearer Northam","Edward Walter Gillespie","Clifford Daniel Hyra","All Others","Total Votes Cast"
"Spotsylvania County",-,"201 - Wilderness School (CD 7)",475,655,12,0,"1,142"
"Spotsylvania County",-,"202 - Wilderness Fire (CD 7)",411,731,21,0,"1,163"
"Spotsylvania County",-,"203 - Ni River / Elys Ford (CD 7)",382,780,8,0,"1,170"
"Spotsylvania County",-,"204 - Chancellor (CD 7)",683,691,23,0,"1,397"
"Spotsylvania County",-,"301 - Plank Road (CD 7)",580,770,16,0,"1,366"
"Spotsylvania County",-,"302 - Hazel Run (CD 7)",754,729,25,0,"1,508"
"Spotsylvania County",-,"303 - Riverbend (CD 7)",792,"1,148",17,0,"1,957"
"Spotsylvania County",-,"401 - Summit (CD 1)",717,745,17,0,"1,479"
"Spotsylvania County",-,"402 - Parkside (CD 1)",660,556,16,2,"1,234"
"Spotsylvania County",-,"402 - Parkside (CD 7)",141,124,0,0,265
"Spotsylvania County",-,"403 - Lee Hill (CD 1)",870,944,21,1,"1,836"
"Spotsylvania County",-,"501 - Belmont (CD 7)",262,588,8,2,860
"Spotsylvania County",-,"502 - Brokenburg (CD 7)",210,567,6,1,784
"Spotsylvania County",-,"503 - Post Oak (CD 7)",219,645,8,0,872
"Spotsylvania County",-,"504 - Courthouse (CD 7)",526,750,15,0,"1,291"
"Spotsylvania County",-,"505 - Brock (CD 7)",482,975,6,2,"1,465"
"Spotsylvania County",-,"601 - Salem (CD 7)",717,754,16,0,"1,487"
"Spotsylvania County",-,"602 - Smith Station (CD 7)",975,880,23,1,"1,879"
"Spotsylvania County",-,"603 - Piedmont (CD 7)",395,491,20,0,906
"Spotsylvania County",-,"701 - Battlefield (CD 1)",600,572,17,0,"1,189"
"Spotsylvania County",-,"702 - Brents Mill (CD 1)",370,334,17,1,722
"Spotsylvania County",-,"702 - Brents Mill (CD 7)",322,337,3,1,663
"Spotsylvania County",-,"703 - Fairview (CD 1)",99,96,4,0,199
"Spotsylvania County",-,"703 - Fairview (CD 7)",265,199,4,0,468
"Spotsylvania County",-,"704 - Gayle (CD 1)",390,399,2,0,791
"Spotsylvania County",-,"704 - Gayle (CD 7)",612,605,10,0,"1,227"
"Spotsylvania County",-,"Ab - Central Absentee Precinct (CD 1)",369,375,8,1,753
"Spotsylvania County",-,"Ab - Central Absentee Precinct (CD 7)",884,"1,185",22,6,"2,097"
"Spotsylvania County",-,"Provisional (CD 1)",3,1,0,0,4
"Spotsylvania County",-,"Provisional (CD 7)",4,2,0,0,6
"Stafford County",-,"101 - Hartwood",746,"1,538",26,0,"2,310"
"Stafford County",-,"102 - Rocky Run",651,705,10,0,"1,366"
"Stafford County",-,"103 - Simpson",575,784,13,0,"1,372"
"Stafford County",-,"104 - College",765,937,18,0,"1,720"
"Stafford County",-,"201 - Rock Hill",568,712,17,1,"1,298"
"Stafford County",-,"202 - Roseville",853,820,25,0,"1,698"
"Stafford County",-,"203 - Ruby",358,786,18,0,"1,162"
"Stafford County",-,"204 - Stefaniga",766,"1,022",12,0,"1,800"
"Stafford County",-,"301 - Griffis",649,303,10,0,962
"Stafford County",-,"302 - Widewater",928,637,17,0,"1,582"
"Stafford County",-,"303 - Harbour",401,571,13,1,986
"Stafford County",-,"304 - Barrett",331,262,10,2,605
"Stafford County",-,"401 - Aquia",345,171,6,0,522
"Stafford County",-,"402 - Courthouse","1,127",637,20,4,"1,788"
"Stafford County",-,"403 - Brooke",686,"1,054",17,0,"1,757"
"Stafford County",-,"404 - Government Island",511,707,21,1,"1,240"
"Stafford County",-,"501 - Grafton",799,"1,091",26,0,"1,916"
"Stafford County",-,"502 - Falmouth",638,701,26,2,"1,367"
"Stafford County",-,"503 - Drew",550,651,28,0,"1,229"
"Stafford County",-,"504 - Gayle",762,524,12,0,"1,298"
"Stafford County",-,"601 - Ferry Farm",521,842,32,2,"1,397"
"Stafford County",-,"602 - Chatham",746,809,16,0,"1,571"
"Stafford County",-,"603 - White Oak",550,"1,072",16,1,"1,639"
"Stafford County",-,"604 - England Run",459,216,5,1,681
"Stafford County",-,"701 - Woodlands",870,878,16,1,"1,765"
"Stafford County",-,"702 - Whitson",748,514,15,1,"1,278"
"Stafford County",-,"703 - Hampton","1,013","1,008",21,2,"2,044"
"Stafford County",-,"Ab - Central Absentee Precinct","1,071","1,155",23,2,"2,251"
"Stafford County",-,Provisional,24,16,0,0,40
"Staunton City",-,"101 - Ward No 1",625,626,25,1,"1,277"
"Staunton City",-,"201 - Ward Two",700,801,26,0,"1,527"
"Staunton City",-,"301 - Ward No 3",765,654,27,2,"1,448"
"Staunton City",-,"401 - Ward No 4",672,632,27,0,"1,331"
"Staunton City",-,"501 - Ward No 5",993,481,25,0,"1,499"
"Staunton City",-,"Ab - Central Absentee Precinct",288,206,2,1,497
"Staunton City",-,Provisional,4,6,0,0,10
"Suffolk City",-,"101 - Belleharbour (CD 3)",640,218,11,0,869
"Suffolk City",-,"102 - Driver (CD 3)",826,"1,255",28,1,"2,110"
"Suffolk City",-,"104 - Bennetts Creek (CD 3)",656,540,17,1,"1,214"
"Suffolk City",-,"201 - Ebenezer (CD 3)",363,708,8,0,"1,079"
"Suffolk City",-,"202 - Chuckatuck (CD 3)",408,595,10,0,"1,013"
"Suffolk City",-,"203 - Kings Fork (CD 3)",939,422,12,0,"1,373"
"Suffolk City",-,"204 - Hillpoint (CD 3)",692,316,8,0,"1,016"
"Suffolk City",-,"301 - White Marsh (CD 4)",273,109,9,0,391
"Suffolk City",-,"302 - John F Kennedy (CD 3)",467,100,7,1,575
"Suffolk City",-,"302 - John F Kennedy (CD 4)",645,21,4,0,670
"Suffolk City",-,"304 - Nansemond River (CD 3)",877,416,17,1,"1,311"
"Suffolk City",-,"305 - Shoulders Hill (CD 3)",376,197,5,0,578
"Suffolk City",-,"401 - Airport (CD 4)",321,379,9,1,710
"Suffolk City",-,"402 - Whaleyville (CD 4)",216,581,6,0,803
"Suffolk City",-,"403 - Southside (CD 4)",455,32,7,0,494
"Suffolk City",-,"404 - Booker T Washington (CD 3)",183,5,3,0,191
"Suffolk City",-,"404 - Booker T Washington (CD 4)",658,42,4,0,704
"Suffolk City",-,"405 - Pittmantown (CD 4)",141,163,1,0,305
"Suffolk City",-,"501 - Kilbys Mill (CD 4)",598,845,12,0,"1,455"
"Suffolk City",-,"502 - Holland (CD 4)",527,742,10,0,"1,279"
"Suffolk City",-,"504 - Lake Cohoon (CD 3)",125,317,2,0,444
"Suffolk City",-,"504 - Lake Cohoon (CD 4)",338,644,8,1,991
"Suffolk City",-,"601 - Lakeside (CD 4)",674,485,18,1,"1,178"
"Suffolk City",-,"602 - Olde Towne (CD 3)",169,105,5,0,279
"Suffolk City",-,"602 - Olde Towne (CD 4)",4,2,0,0,6
"Suffolk City",-,"603 - Elephants Fork/westhaven (CD 4)",200,194,2,0,396
"Suffolk City",-,"604 - Wilroy (CD 3)",402,412,8,0,822
"Suffolk City",-,"605 - Hollywood (CD 3)",448,18,3,1,470
"Suffolk City",-,"702 - Harbourview (CD 3)",864,619,11,0,"1,494"
"Suffolk City",-,"704 - Burbage Grant (CD 3)",992,383,13,1,"1,389"
"Suffolk City",-,"706 - Huntersville (CD 3)","1,134",158,8,1,"1,301"
"Suffolk City",-,"AB - Central Absentee Precinct (CD 3)",637,389,9,0,"1,035"
"Suffolk City",-,"Ab - Central Absentee Precinct (CD 4)",363,201,3,0,567
"Suffolk City",-,"Provisional (CD 3)",5,5,0,0,10
"Suffolk City",-,"Provisional (CD 4)",5,5,0,0,10
"Surry County",-,"101 - Surry",260,373,9,0,642
"Surry County",-,"201 - Bacons Castle",387,205,4,0,596
"Surry County",-,"301 - Dendron",170,160,1,0,331
"Surry County",-,"302 - Walls Bridge",158,116,0,0,274
"Surry County",-,"401 - Carsley",325,214,8,0,547
"Surry County",-,"501 - Claremont",199,173,9,1,382
"Surry County",-,"502 - Spring Grove",159,27,1,0,187
"Surry County",-,Provisional,0,0,0,0,0
"Sussex County",-,"101 - Waverly",362,128,6,0,496
"Sussex County",-,"201 - Stony Creek",282,126,1,0,409
"Sussex County",-,"202 - Little Mill",62,39,0,0,101
"Sussex County",-,"301 - Courthouse",142,268,3,0,413
"Sussex County",-,"302 - Wakefield",24,96,4,1,125
"Sussex County",-,"401 - Mars Hill",275,176,3,0,454
"Sussex County",-,"402 - West Wakefield",51,15,0,0,66
"Sussex County",-,"501 - Henry",239,146,2,0,387
"Sussex County",-,"502 - Yale",104,60,0,0,164
"Sussex County",-,"601 - Blackwater",144,215,3,0,362
"Sussex County",-,"602 - Newville",85,106,1,0,192
"Sussex County",-,"AB - Central Absentee Precinct",59,54,2,0,115
"Sussex County",-,Provisional,0,0,0,0,0
"Tazewell County",-,"101 - Abbs Valley",11,134,1,0,146
"Tazewell County",-,"102 - Tip Top",29,204,2,0,235
"Tazewell County",-,"103 - Boissevain",26,95,2,0,123
"Tazewell County",-,"104 - Falls Mills",30,193,0,0,223
"Tazewell County",-,"106 - Pocahontas",24,73,0,0,97
"Tazewell County",-,"107 - Amonate",8,41,0,0,49
"Tazewell County",-,"109 - Bishop",9,74,1,0,84
"Tazewell County",-,"110 - Adria",18,209,0,0,227
"Tazewell County",-,"111 - Gap Store",34,191,2,0,227
"Tazewell County",-,"112 - Bandy",15,89,0,0,104
"Tazewell County",-,"203 - Burkes Garden",10,81,0,0,91
"Tazewell County",-,"204 - Clear Fork",31,283,0,0,314
"Tazewell County",-,"207 - Freestone",19,93,0,0,112
"Tazewell County",-,"209 - Jeffersonville",313,"1,088",8,3,"1,412"
"Tazewell County",-,"214 - Thompson Valley",46,285,0,0,331
"Tazewell County",-,"301 - Cedar Bluff",143,958,12,0,"1,113"
"Tazewell County",-,"302 - Baptist Valley",40,180,0,0,220
"Tazewell County",-,"303 - Wardell",72,399,2,0,473
"Tazewell County",-,"305 - Pounding Mill",41,282,2,0,325
"Tazewell County",-,"401 - Richlands",211,992,8,3,"1,214"
"Tazewell County",-,"402 - Jewell Ridge",19,116,0,0,135
"Tazewell County",-,"404 - Raven",53,330,1,0,384
"Tazewell County",-,"501 - Springville",73,561,4,2,640
"Tazewell County",-,"502 - Graham",250,"1,053",6,1,"1,310"
"Tazewell County",-,"Ab - Central Absentee Precinct",131,366,6,0,503
"Tazewell County",-,Provisional,1,3,0,0,4
"Virginia Beach City",-,"1 - North Beach",772,"1,064",7,0,"1,843"
"Virginia Beach City",-,"2 - South Beach",654,552,34,2,"1,242"
"Virginia Beach City",-,"3 - Ocean Lakes",414,472,8,0,894
"Virginia Beach City",-,"4 - Linkhorn",608,815,14,1,"1,438"
"Virginia Beach City",-,"5 - Seatack",762,355,22,1,"1,140"
"Virginia Beach City",-,"6 - Alanton",731,887,9,1,"1,628"
"Virginia Beach City",-,"7 - Kingston",460,611,6,1,"1,078"
"Virginia Beach City",-,"8 - London Bridge",722,633,22,1,"1,378"
"Virginia Beach City",-,"9 - Trantwood",591,886,12,1,"1,490"
"Virginia Beach City",-,"10 - Great Neck",628,"1,099",13,5,"1,745"
"Virginia Beach City",-,"11 - Cape Henry","1,000",870,12,1,"1,883"
"Virginia Beach City",-,"12 - Plaza",713,492,21,2,"1,228"
"Virginia Beach City",-,"13 - Mt Trashmore",823,772,19,1,"1,615"
"Virginia Beach City",-,"14 - Malibu",706,648,13,1,"1,368"
"Virginia Beach City",-,"15 - Old Donation",397,380,18,1,796
"Virginia Beach City",-,"16 - Aragona",777,717,36,1,"1,531"
"Virginia Beach City",-,"17 - Ocean Park",554,542,20,0,"1,116"
"Virginia Beach City",-,"18 - Thoroughgood",814,892,25,0,"1,731"
"Virginia Beach City",-,"19 - Lake Smith",347,451,9,0,807
"Virginia Beach City",-,"20 - Bayside",542,527,14,0,"1,083"
"Virginia Beach City",-,"21 - Davis Corner",917,211,16,1,"1,145"
"Virginia Beach City",-,"22 - Point O View",499,616,19,0,"1,134"
"Virginia Beach City",-,"23 - Arrowhead",592,711,23,0,"1,326"
"Virginia Beach City",-,"24 - Larkspur",518,471,10,0,999
"Virginia Beach City",-,"25 - Avalon",930,887,18,0,"1,835"
"Virginia Beach City",-,"26 - Fairfield",664,674,10,1,"1,349"
"Virginia Beach City",-,"27 - Edwin",704,822,24,1,"1,551"
"Virginia Beach City",-,"28 - Thalia",534,568,17,0,"1,119"
"Virginia Beach City",-,"29 - Holland",674,379,18,0,"1,071"
"Virginia Beach City",-,"30 - Red Wing",494,771,9,0,"1,274"
"Virginia Beach City",-,"31 - Sigma",810,"1,348",20,1,"2,179"
"Virginia Beach City",-,"32 - Creeds",194,517,7,0,718
"Virginia Beach City",-,"33 - Capps Shop",206,594,3,0,803
"Virginia Beach City",-,"34 - Blackwater",118,322,5,0,445
"Virginia Beach City",-,"35 - Courthouse",628,"1,028",8,0,"1,664"
"Virginia Beach City",-,"36 - Windsor Oaks",943,546,22,0,"1,511"
"Virginia Beach City",-,"37 - Chesapeake Beach",506,384,21,0,911
"Virginia Beach City",-,"38 - Witchduck",774,"1,102",19,3,"1,898"
"Virginia Beach City",-,"39 - Pembroke",817,675,20,0,"1,512"
"Virginia Beach City",-,"40 - Bonney",500,437,17,1,955
"Virginia Beach City",-,"41 - College Park","1,294",361,20,0,"1,675"
"Virginia Beach City",-,"42 - Brandon",740,559,22,0,"1,321"
"Virginia Beach City",-,"43 - Bellamy",727,366,24,0,"1,117"
"Virginia Beach City",-,"44 - Centerville",805,763,16,1,"1,585"
"Virginia Beach City",-,"45 - Timberlake",782,314,17,0,"1,113"
"Virginia Beach City",-,"46 - Green Run",686,317,5,1,"1,009"
"Virginia Beach City",-,"47 - Kings Grant",746,"1,067",19,1,"1,833"
"Virginia Beach City",-,"48 - Wolfsnare",691,816,18,1,"1,526"
"Virginia Beach City",-,"49 - Lynnhaven",661,884,13,1,"1,559"
"Virginia Beach City",-,"50 - Oceana",472,179,8,1,660
"Virginia Beach City",-,"51 - Stratford Chase",571,637,15,1,"1,224"
"Virginia Beach City",-,"52 - Homestead",900,870,22,2,"1,794"
"Virginia Beach City",-,"53 - Shannon",570,611,13,3,"1,197"
"Virginia Beach City",-,"54 - Cromwell",570,439,21,0,"1,030"
"Virginia Beach City",-,"55 - Magic Hollow",741,296,24,1,"1,062"
"Virginia Beach City",-,"56 - Edinburgh",328,375,8,0,711
"Virginia Beach City",-,"57 - Sherry Park",406,439,11,1,857
"Virginia Beach City",-,"58 - Glenwood",729,590,15,0,"1,334"
"Virginia Beach City",-,"59 - Shelton Park",463,410,13,2,888
"Virginia Beach City",-,"60 - Foxfire",626,928,9,2,"1,565"
"Virginia Beach City",-,"61 - Baker",907,115,10,1,"1,033"
"Virginia Beach City",-,"62 - Landstown",737,742,21,2,"1,502"
"Virginia Beach City",-,"63 - Culver",716,808,23,0,"1,547"
"Virginia Beach City",-,"64 - Rosemont Forest","1,059",798,18,0,"1,875"
"Virginia Beach City",-,"65 - Colonial",700,543,14,1,"1,258"
"Virginia Beach City",-,"66 - Hunt",498,705,16,1,"1,220"
"Virginia Beach City",-,"67 - Eastern Shore",350,217,11,1,579
"Virginia Beach City",-,"68 - Manor",621,701,17,0,"1,339"
"Virginia Beach City",-,"69 - Shell",809,276,11,1,"1,097"
"Virginia Beach City",-,"70 - Corporate Landing",600,511,18,2,"1,131"
"Virginia Beach City",-,"71 - Round Hill",437,281,6,0,724
"Virginia Beach City",-,"72 - Rudee",593,696,10,1,"1,300"
"Virginia Beach City",-,"73 - Dahlia",737,296,15,0,"1,048"
"Virginia Beach City",-,"74 - Buckner",660,287,20,0,967
"Virginia Beach City",-,"75 - Colony",702,976,17,0,"1,695"
"Virginia Beach City",-,"76 - Village",638,235,11,0,884
"Virginia Beach City",-,"77 - Brookwood",595,488,15,1,"1,099"
"Virginia Beach City",-,"78 - Indian Lakes",623,482,17,3,"1,125"
"Virginia Beach City",-,"79 - Pleasant Hall",740,258,18,2,"1,018"
"Virginia Beach City",-,"80 - Chimney Hill",696,311,16,1,"1,024"
"Virginia Beach City",-,"81 - Rock Lake",829,479,13,1,"1,322"
"Virginia Beach City",-,"82 - Shelburne",502,548,7,0,"1,057"
"Virginia Beach City",-,"83 - Strawbridge",589,714,18,0,"1,321"
"Virginia Beach City",-,"84 - Tallwood",750,420,10,1,"1,181"
"Virginia Beach City",-,"85 - Upton",707,812,19,0,"1,538"
"Virginia Beach City",-,"86 - Haygood",745,742,11,0,"1,498"
"Virginia Beach City",-,"87 - Hillcrest",608,627,9,0,"1,244"
"Virginia Beach City",-,"88 - North Landing",498,536,13,1,"1,048"
"Virginia Beach City",-,"89 - Lake Christopher",673,646,9,0,"1,328"
"Virginia Beach City",-,"90 - Lake Joyce",402,462,16,2,882
"Virginia Beach City",-,"91 - Lexington",771,390,20,2,"1,183"
"Virginia Beach City",-,"92 - Little Neck",453,620,11,0,"1,084"
"Virginia Beach City",-,"93 - Newtown",872,142,10,0,"1,024"
"Virginia Beach City",-,"94 - Pinewood",316,351,11,1,679
"Virginia Beach City",-,"95 - Dam Neck",364,318,6,0,688
"Virginia Beach City",-,"96 - Hilltop",472,276,8,2,758
"Virginia Beach City",-,"97 - Indian River",774,330,19,1,"1,124"
"Virginia Beach City",-,"98 - Independence",424,235,14,0,673
"Virginia Beach City",-,"Ab - Central Absentee Precinct","3,659","3,664",59,8,"7,390"
"Virginia Beach City",-,Provisional,71,86,1,0,158
"Warren County",-,"101 - Fork Town",234,372,4,1,611
"Warren County",-,"102 - Otterburn",372,910,7,0,"1,289"
"Warren County",-,"201 - Happy Creek",378,718,12,1,"1,109"
"Warren County",-,"202 - Linden",395,667,27,1,"1,090"
"Warren County",-,"301 - North River",308,432,12,0,752
"Warren County",-,"302 - Riverton",282,680,7,0,969
"Warren County",-,"401 - East Shenandoah",392,948,19,1,"1,360"
"Warren County",-,"402 - Town - West Shenandoah",234,451,15,0,700
"Warren County",-,"501 - South River",440,676,10,0,"1,126"
"Warren County",-,"502 - Bentonville",126,331,4,0,461
"Warren County",-,"504 - Browntown",140,249,3,0,392
"Warren County",-,"Ab - Central Absentee Precinct",229,275,7,0,511
"Warren County",-,Provisional,1,2,0,0,3
"Washington County",-,"101 - East Abingdon",479,888,13,0,"1,380"
"Washington County",-,"102 - West Abingdon",264,482,4,2,752
"Washington County",-,"201 - Clinchburg",81,372,2,0,455
"Washington County",-,"202 - Greendale",140,591,10,2,743
"Washington County",-,"203 - Hayters Gap",48,246,5,0,299
"Washington County",-,"204 Woodland Hills",198,577,7,0,782
"Washington County",-,"301 - Watauga",316,973,8,0,"1,297"
"Washington County",-,"302 - South Abingdon",439,775,9,0,"1,223"
"Washington County",-,"401 - Glade Spring",200,636,10,0,846
"Washington County",-,"402 - Meadowview",271,796,8,1,"1,076"
"Washington County",-,"501 - Rhea Valley",255,"1,114",9,0,"1,378"
"Washington County",-,"502 - Damascus",219,479,9,0,707
"Washington County",-,"504 - Green Cove",22,91,0,0,113
"Washington County",-,"601 - Burson Place",140,890,7,0,"1,037"
"Washington County",-,"602 - Mendota",34,174,3,0,211
"Washington County",-,"603 - Valley Institute",139,645,2,0,786
"Washington County",-,"701 - High Point",151,759,13,0,923
"Washington County",-,"702 - Wallace",93,369,4,0,466
"Washington County",-,"703 - John Battle",199,831,15,0,"1,045"
"Washington County",-,"Ab - Central Absentee Precinct",314,557,10,1,882
"Washington County",-,Provisional,1,2,0,0,3
"Waynesboro City",-,"1 - Ward A",376,376,19,1,772
"Waynesboro City",-,"2 - Ward B",776,857,32,0,"1,665"
"Waynesboro City",-,"3 - Ward C",515,605,14,0,"1,134"
"Waynesboro City",-,"4 - Ward D",868,"1,181",30,0,"2,079"
"Waynesboro City",-,"Ab - Central Absentee Precinct",117,124,2,0,243
"Waynesboro City",-,Provisional,1,1,0,0,2
"Westmoreland County",-,"101 - Precinct 1-1",404,215,2,0,621
"Westmoreland County",-,"102 - Precinct 1-2",203,171,4,0,378
"Westmoreland County",-,"201 - Precinct 2-1",383,367,3,0,753
"Westmoreland County",-,"202 - Precinct 2-2",156,225,2,0,383
"Westmoreland County",-,"301 - Precinct 3-1",249,284,8,0,541
"Westmoreland County",-,"302 - Precinct 3-2",192,202,4,0,398
"Westmoreland County",-,"401 - Precinct 4-1",257,608,12,2,879
"Westmoreland County",-,"501 - Precinct 5-1",401,551,16,0,968
"Westmoreland County",-,"Ab - Central Absentee Precinct",197,241,0,0,438
"Westmoreland County",-,Provisional,0,1,0,0,1
"Williamsburg City",-,"1 - Stryker","1,684",696,25,1,"2,406"
"Williamsburg City",-,"2 - Matoaka","1,769",633,27,1,"2,430"
"Williamsburg City",-,"Ab - Central Absentee Precinct",270,160,2,0,432
"Williamsburg City",-,Provisional,2,3,0,0,5
"Winchester City",-,"101 - Merrimans",867,695,15,0,"1,577"
"Winchester City",-,"102 - Old Town",575,519,24,1,"1,119"
"Winchester City",-,"201 - Virginia Avenue",611,299,30,1,941
"Winchester City",-,"301 - War Memorial",526,440,22,0,988
"Winchester City",-,"401 - Frederick Douglass",251,212,2,0,465
"Winchester City",-,"402 - Rolling Hills",488,581,12,1,"1,082"
"Winchester City",-,"Ab - Central Absentee Precinct",249,222,2,0,473
"Winchester City",-,Provisional,2,1,0,0,3
"Wise County",-,"101 - Appalachia",117,340,4,1,462
"Wise County",-,"102 - Dorchester",78,243,5,0,326
"Wise County",-,"103 - Guest River Voting Place",50,259,5,0,314
"Wise County",-,"104 - West Pound",206,686,6,0,898
"Wise County",-,"201 - North Coeburn",93,352,3,0,448
"Wise County",-,"202 - Wise",353,947,10,0,"1,310"
"Wise County",-,"203 - East Pound",27,179,2,0,208
"Wise County",-,"301 - Big Stone Gap",285,721,17,0,"1,023"
"Wise County",-,"302 - East Stone Gap",201,907,10,1,"1,119"
"Wise County",-,"401 - Clinch Valley",163,705,12,1,881
"Wise County",-,"402 - South Coeburn",125,761,7,1,894
"Wise County",-,"403 - St Paul",77,237,2,0,316
"Wise County",-,"Ab - Central Absentee Precinct",134,292,1,0,427
"Wise County",-,Provisional,1,1,0,0,2
"Wythe County",-,"101 - Royal Oak",46,274,2,0,322
"Wythe County",-,"102 - Rural Retreat",234,914,7,1,"1,156"
"Wythe County",-,"203 - West Wytheville",438,859,16,2,"1,315"
"Wythe County",-,"303 - East Wytheville",499,957,15,0,"1,471"
"Wythe County",-,"401 - Fort Chiswell",133,575,8,2,718
"Wythe County",-,"402 - Max Meadows",159,532,5,0,696
"Wythe County",-,"501 - Jackson Memorial",105,352,2,0,459
"Wythe County",-,"502 - Sheffey",118,572,3,3,696
"Wythe County",-,"601 - Huddle",51,279,2,0,332
"Wythe County",-,"602 - Zion",113,461,6,0,580
"Wythe County",-,"603 Evergreen",95,319,5,0,419
"Wythe County",-,"Ab - Central Absentee Precinct",120,226,0,0,346
"Wythe County",-,Provisional,3,1,0,0,4
"York County",-,"101 - Queens Lake",677,629,13,3,"1,322"
"York County",-,"102 - Waller Mill",763,775,21,2,"1,561"
"York County",-,"103 - Magruder","1,153",578,22,0,"1,753"
"York County",-,"201 - Coventry",943,"1,085",25,1,"2,054"
"York County",-,"202 - Kiln Creek",499,570,19,0,"1,088"
"York County",-,"301 - Seaford",555,"1,479",18,3,"2,055"
"York County",-,"302 - Yorktown",632,896,17,0,"1,545"
"York County",-,"303 - Edgehill",783,703,20,0,"1,506"
"York County",-,"401 - Harwoods Mill",688,"1,232",24,3,"1,947"
"York County",-,"402 - Dare",625,"1,224",24,0,"1,873"
"York County",-,"403 - Grafton",380,553,6,0,939
"York County",-,"501 - Tabb",827,"1,314",27,1,"2,169"
"York County",-,"502 - Bethel",937,977,18,1,"1,933"
"York County",-,"Ab - Central Absentee Precinct",603,683,15,0,"1,301"
"York County",-,Provisional,3,10,0,1,14
TOTALS,,,"1,408,818","1,175,732","27,987","1,528","2,614,065"
