County/City,Ward,Pct,"Ralph Shearer Northam","Edward Walter Gillespie","Clifford Daniel Hyra","All Others","Total Votes Cast"
"Hanover County",-,"604 - Hanover Grove",277,685,11,0,973
"Hanover County",-,"701 - Farrington",391,889,16,1,"1,297"
"Hanover County",-,"702 - Montpelier",450,705,19,0,"1,174"
"Hanover County",-,"703 - Rockville",434,859,23,2,"1,318"
"Hanover County",-,"704 - Elmont",523,848,19,2,"1,392"
"Hanover County",-,"705 - South Anna",249,487,14,1,751
"Hanover County",-,"Ab - Central Absentee Precinct",803,"1,250",30,1,"2,084"
"Hanover County",-,Provisional,16,12,0,0,28
"Harrisonburg City",-,"101 - Northeast",919,446,31,1,"1,397"
"Harrisonburg City",-,"102 - East Central",564,202,7,1,774
"Harrisonburg City",-,"103 - Southeast",835,413,16,2,"1,266"
"Harrisonburg City",-,"104 - East",730,501,17,1,"1,249"
"Harrisonburg City",-,"105 - South East Central",529,223,13,0,765
"Harrisonburg City",-,"201 - Northwest",817,569,25,1,"1,412"
"Harrisonburg City",-,"202 - Southwest",931,531,22,0,"1,484"
"Harrisonburg City",-,"203 - West",895,469,19,1,"1,384"
"Harrisonburg City",-,"Ab - Central Absentee Precinct",334,241,4,0,579
"Harrisonburg City",-,Provisional,1,1,0,0,2
"Henrico County",-,"101 - Coalpit (CD 7)","1,050",846,32,2,"1,930"
"Henrico County",-,"102 - Dumbarton (CD 7)","1,109",344,16,2,"1,471"
"Henrico County",-,"103 - Glen Allen (CD 7)","1,106","1,088",15,2,"2,211"
"Henrico County",-,"104 - Glenside (CD 7)",793,187,16,1,997
"Henrico County",-,"105 - Greendale (CD 7)",940,593,31,0,"1,564"
"Henrico County",-,"106 - Hermitage (CD 7)",867,563,26,1,"1,457"
"Henrico County",-,"108 - Hungary Creek (CD 7)","1,135","1,050",27,2,"2,214"
"Henrico County",-,"109 - Hunton (CD 7)",222,363,9,0,594
"Henrico County",-,"110 - Johnson (CD 7)",301,186,15,1,503
"Henrico County",-,"111 - Lakeside (CD 7)","1,175",770,41,1,"1,987"
"Henrico County",-,"112 - Longan (CD 7)",688,655,22,0,"1,365"
"Henrico County",-,"113 - Maude Trevvett (CD 7)",344,309,9,0,662
"Henrico County",-,"114 - Monument Hills (CD 7)",346,297,6,0,649
"Henrico County",-,"115 - Staples Mill (CD 7)","1,040","1,110",19,0,"2,169"
"Henrico County",-,"117 - Westwood (CD 7)",686,478,20,0,"1,184"
"Henrico County",-,"201 - Adams (CD 4)","1,044",40,9,0,"1,093"
"Henrico County",-,"202 - Azalea (CD 7)","1,294",89,9,3,"1,395"
"Henrico County",-,"203 - Belmont (CD 7)",858,343,16,0,"1,217"
"Henrico County",-,"204 - Brookland (CD 7)",191,131,4,0,326
"Henrico County",-,"205 - Canterbury (CD 7)",215,303,2,0,520
"Henrico County",-,"206 - Central Gardens (CD 4)","1,333",30,7,0,"1,370"
"Henrico County",-,"207 - Chamberlayne (CD 7)","1,190",348,18,0,"1,556"
"Henrico County",-,"208 - Fairfield (CD 4)","1,079",41,7,0,"1,127"
"Henrico County",-,"209 - Glen Lea (CD 4)",792,111,7,0,910
"Henrico County",-,"210 - Greenwood (CD 7)",686,140,16,1,843
"Henrico County",-,"211 - Highland Gardens (CD 4)",483,25,3,2,513
"Henrico County",-,"212 - Hollybrook (CD 7)",333,120,5,1,459
"Henrico County",-,"213 - Hungary (CD 7)",710,128,11,0,849
"Henrico County",-,"214 - Longdale (CD 7)",563,233,13,1,810
"Henrico County",-,"215 - Maplewood (CD 4)","1,475",51,7,0,"1,533"
"Henrico County",-,"216 - Moody (CD 7)",300,255,14,0,569
"Henrico County",-,"217 - Mountain (CD 7)",257,147,11,0,415
"Henrico County",-,"218 - Oakview (CD 7)",37,44,1,0,82
"Henrico County",-,"219 - Randolph (CD 7)",174,29,1,0,204
"Henrico County",-,"220 - Ratcliffe (CD 4)","1,590",88,8,0,"1,686"
"Henrico County",-,"221 - Stratford Hall (CD 7)",116,66,8,0,190
"Henrico County",-,"222 - Wilder (CD 7)",998,187,15,0,"1,200"
"Henrico County",-,"223 - Yellow Tavern (CD 7)","1,004",629,9,0,"1,642"
"Henrico County",-,"224 - Essex Village (CD 4)",308,5,0,1,314
"Henrico County",-,"301 - Causeway (CD 7)",560,523,9,1,"1,093"
"Henrico County",-,"302 - Cedarfield (CD 7)",669,805,19,0,"1,493"
"Henrico County",-,"303 - Innsbrook (CD 7)",883,655,16,1,"1,555"
"Henrico County",-,"304 - Jackson Davis (CD 7)",402,469,15,1,887
"Henrico County",-,"305 - Nuckols Farm (CD 7)",842,959,21,0,"1,822"
"Henrico County",-,"306 - Pocahontas (CD 7)",761,615,9,1,"1,386"
"Henrico County",-,"307 - Ridge (CD 7)",395,424,14,0,833
"Henrico County",-,"308 - Rivers Edge (CD 7)",743,875,19,0,"1,637"
"Henrico County",-,"309 - Sadler (CD 7)",823,738,10,0,"1,571"
"Henrico County",-,"310 - Shady Grove (CD 7)",792,969,8,1,"1,770"
"Henrico County",-,"311 - Short Pump (CD 7)","1,091",889,25,1,"2,006"
"Henrico County",-,"312 - Springfield (CD 7)",572,382,11,0,965
"Henrico County",-,"313 - Stoney Run (CD 7)","1,110","1,014",21,0,"2,145"
"Henrico County",-,"314 - Three Chopt (CD 7)",774,702,25,1,"1,502"
"Henrico County",-,"315 - Tucker (CD 7)","1,014",344,17,1,"1,376"
"Henrico County",-,"401 - Quioccasin (CD 7)",880,684,20,1,"1,585"
"Henrico County",-,"402 - Crestview (CD 7)",727,416,21,1,"1,165"
"Henrico County",-,"403 - Derbyshire (CD 7)",529,700,18,0,"1,247"
"Henrico County",-,"404 - Freeman (CD 7)",553,471,14,0,"1,038"
"Henrico County",-,"405 - Gayton (CD 7)",834,"1,083",25,0,"1,942"
"Henrico County",-,"406 - Godwin (CD 7)",766,643,16,1,"1,426"
"Henrico County",-,"407 - Lakewood (CD 7)",486,586,21,0,"1,093"
"Henrico County",-,"408 - Lauderdale (CD 7)",703,558,14,1,"1,276"
"Henrico County",-,"409 - Maybeury (CD 7)",730,759,16,0,"1,505"
"Henrico County",-,"410 - Mooreland (CD 7)",364,642,6,0,"1,012"
"Henrico County",-,"411 - Pemberton (CD 7)",648,510,12,0,"1,170"
"Henrico County",-,"412 - Pinchbeck (CD 7)",853,722,26,1,"1,602"
"Henrico County",-,"413 - Ridgefield (CD 7)",867,836,19,1,"1,723"
"Henrico County",-,"414 - Rollingwood (CD 7)",638,581,15,1,"1,235"
"Henrico County",-,"415 - Skipwith (CD 7)",447,326,8,1,782
"Henrico County",-,"416 - Spottswood (CD 7)",335,327,7,1,670
"Henrico County",-,"417 - Tuckahoe (CD 7)",891,"1,324",18,0,"2,233"
"Henrico County",-,"418 - Welborne (CD 7)",560,392,14,2,968
"Henrico County",-,"419 - West End (CD 7)",707,685,13,0,"1,405"
"Henrico County",-,"501 - Antioch (CD 4)",287,761,16,0,"1,064"
"Henrico County",-,"502 - Cedar Fork (CD 4)",520,85,6,0,611
"Henrico County",-,"503 - Chickahominy (CD 4)",514,614,11,0,"1,139"
"Henrico County",-,"504 - Donahoe (CD 4)",565,232,8,1,806
"Henrico County",-,"505 - Dorey (CD 4)",715,635,14,0,"1,364"
"Henrico County",-,"506 - Eanes (CD 4)",816,240,7,2,"1,065"
"Henrico County",-,"507 - Elko (CD 4)",74,323,7,0,404
"Henrico County",-,"508 - Highland Springs (CD 4)",769,154,6,1,930
"Henrico County",-,"509 - Laburnum (CD 4)",680,226,8,1,915
"Henrico County",-,"510 - Mehfoud (CD 4)",827,281,8,1,"1,117"
"Henrico County",-,"511 - Montrose (CD 4)","1,738",216,17,0,"1,971"
"Henrico County",-,"512 - Nine Mile (CD 4)",319,188,8,1,516
"Henrico County",-,"513 - Pleasants (CD 4)","1,232",137,5,0,"1,374"
"Henrico County",-,"514 - Rolfe (CD 4)","2,345",217,22,0,"2,584"
"Henrico County",-,"515 - Sandston (CD 4)",340,590,13,2,945
"Henrico County",-,"516 - Sullivans (CD 4)",754,323,5,0,"1,082"
"Henrico County",-,"517 - Town Hall (CD 4)",279,312,5,0,596
"Henrico County",-,"518 - Whitlocks (CD 4)",516,641,7,0,"1,164"
"Henrico County",-,"AB - Central Absentee Precinct (CD 4)","1,081",307,15,1,"1,404"
"Henrico County",-,"Ab - Central Absentee Precinct (CD 7)","2,745","2,203",31,3,"4,982"
"Henrico County",-,"Provisional (CD 4)",17,2,1,0,20
"Henrico County",-,"Provisional (CD 7)",55,30,1,0,86
"Henry County",-,"101 - Bassett Number Two (CD 9)",149,140,2,0,291
"Henry County",-,"102 - Gunville (CD 9)",96,429,3,2,530
"Henry County",-,"103 - Scott's Tanyard (CD 9)",201,739,9,0,949
"Henry County",-,"201 - Fieldale (CD 9)",121,217,3,0,341
"Henry County",-,"202 - Horsepasture #1 (CD 9)",226,404,4,0,634
"Henry County",-,"203 - Horsepasture #2 (CD 9)",462,161,2,0,625
"Henry County",-,"204 - Spencer (CD 9)",210,515,3,0,728
"Henry County",-,"302 - Axton (CD 5)",244,200,8,0,452
"Henry County",-,"303 - Irisburg (CD 5)",339,418,8,0,765
"Henry County",-,"304 - Mount Olivet (CD 5)",510,471,6,0,987
"Henry County",-,"304 - Mount Olivet (CD 9)",1,0,0,0,1
"Henry County",-,"305 - Mountain Valley (CD 5)",189,240,6,0,435
"Henry County",-,"401 - Collinsville Number 1 (CD 9)",116,335,4,0,455
"Henry County",-,"402 - Daniels Creek (CD 9)",127,298,3,0,428
"Henry County",-,"404 - Collinsville Number 2 (CD 9)",253,554,9,1,817
"Henry County",-,"405 - Mountain View (CD 5)",194,264,6,0,464
"Henry County",-,"501 - Bassett Number One (CD 9)",162,183,2,0,347
"Henry County",-,"502 - Figsboro (CD 9)",140,387,4,0,531
"Henry County",-,"503 - Stanleytown (CD 9)",136,656,5,0,797
"Henry County",-,"504 - Oak Level (CD 9)",78,215,2,0,295
"Henry County",-,"505 - Dyers Store (CD 5)",6,39,0,0,45
"Henry County",-,"505 - Dyers Store (CD 9)",109,190,3,0,302
"Henry County",-,"601 - Fontaine (CD 9)",199,471,7,0,677
"Henry County",-,"602 - Hillcrest (CD 9)",112,153,5,0,270
"Henry County",-,"603 - Ridgeway #1 (CD 5)",180,518,4,0,702
"Henry County",-,"604 - Ridgeway #2 (CD 9)",148,443,0,0,591
"Henry County",-,"Ab - Central Absentee Precinct (CD 5)",55,117,4,0,176
"Henry County",-,"Ab - Central Absentee Precinct (CD 9)",131,282,1,0,414
"Henry County",-,"Provisional (CD 5)",0,2,0,0,2
"Henry County",-,"Provisional (CD 9)",1,5,0,0,6
"Highland County",-,"1 - Monterey",125,225,7,0,357
"Highland County",-,"3 - Wilsons Mill",26,54,3,0,83
"Highland County",-,"5 - Blue Grass",62,119,3,0,184
"Highland County",-,"7 - Mill Gap",38,80,2,0,120
"Highland County",-,"8 - Mcdowell",51,164,3,0,218
"Highland County",-,"10 - Headwaters",15,57,0,0,72
"Highland County",-,Provisional,0,0,0,0,0
"Hopewell City",-,"101 - Ward One",270,300,17,0,587
"Hopewell City",-,"201 - Ward Two",366,77,3,3,449
"Hopewell City",-,"301 - Ward Three",272,708,9,1,990
"Hopewell City",-,"401 - Ward Four",562,548,18,1,"1,129"
"Hopewell City",-,"501 - Ward Five",279,486,14,1,780
"Hopewell City",-,"601 - Ward Six",493,88,11,2,594
"Hopewell City",-,"701 - Ward Seven",365,239,4,0,608
"Hopewell City",-,"Ab - Central Absentee Precinct",119,195,5,1,320
"Hopewell City",-,Provisional,2,0,0,0,2
"Isle of Wight County",-,"101 - Smithfield",633,"1,051",16,1,"1,701"
"Isle of Wight County",-,"102 - Cypress Creek",551,797,9,1,"1,358"
"Isle of Wight County",-,"201 - Bartlett",670,"1,009",18,1,"1,698"
"Isle of Wight County",-,"202 - Carrollton",714,866,19,0,"1,599"
"Isle of Wight County",-,"301 - Rushmere",693,543,16,0,"1,252"
"Isle of Wight County",-,"302 - Pons",783,414,8,0,"1,205"
"Isle of Wight County",-,"401 - Courthouse",144,345,1,0,490
"Isle of Wight County",-,"402 - Windsor",323,632,6,0,961
"Isle of Wight County",-,"403 - Longview",405,501,4,0,910
"Isle of Wight County",-,"501 - Walters",149,394,7,0,550
"Isle of Wight County",-,"502 - Camps Mill",157,123,0,0,280
"Isle of Wight County",-,"503 - Carrsville",148,213,4,0,365
"Isle of Wight County",-,"504 - Zuni",207,473,8,0,688
"Isle of Wight County",-,"505 - Raynor",100,285,2,0,387
"Isle of Wight County",-,"Ab - Central Absentee Precinct",277,391,5,0,673
"Isle of Wight County",-,Provisional,3,2,1,0,6
"James City County",-,"101 - Berkeley A (CD 1)",936,"1,009",21,0,"1,966"
"James City County",-,"102 - Berkeley B (CD 1)",647,570,24,1,"1,242"
"James City County",-,"103 - Berkeley C (CD 1)","1,067","1,524",11,1,"2,603"
"James City County",-,"104- Berkeley D (CD 2)",322,239,11,0,572
"James City County",-,"201 - Jamestown A (CD 2)",373,208,4,1,586
"James City County",-,"202 - Jamestown B (CD 1)","1,031",608,28,1,"1,668"
"James City County",-,"202 - Jamestown B (CD 2)",0,0,0,0,0
"James City County",-,"203 - Jamestown C (CD 1)",769,765,13,0,"1,547"
"James City County",-,"204 - Jamestown D (CD 1)",991,"1,233",15,1,"2,240"
"James City County",-,"301 - Powhatan A (CD 1)","1,002","1,235",8,1,"2,246"
"James City County",-,"302 - Powhatan B (CD 1)",312,227,10,0,549
"James City County",-,"303 - Powhatan C (CD 1)",259,483,14,1,757
"James City County",-,"304 - Powhatan D (CD 1)",977,644,9,0,"1,630"
"James City County",-,"401 - Stonehouse A (CD 1)",807,"1,003",25,0,"1,835"
"James City County",-,"402 - Stonehouse B (CD 1)","1,254","1,354",29,3,"2,640"
"James City County",-,"403 - Stonehouse C (CD 1)",763,"1,002",10,1,"1,776"
"James City County",-,"501 - Roberts A (CD 2)",552,221,9,1,783
"James City County",-,"502 - Roberts B (CD 2)",860,"1,234",10,1,"2,105"
"James City County",-,"503 - Roberts C (CD 2)",207,74,3,0,284
"James City County",-,"504 - Roberts D (CD 1)",0,0,0,0,0
"James City County",-,"504 - Roberts D (CD 2)","1,009",886,16,0,"1,911"
"James City County",-,"Ab - Central Absentee Precinct (CD 1)","1,414","1,404",20,0,"2,838"
"James City County",-,"AB - Central Absentee Precinct (CD 2)",0,0,0,0,0
"James City County",-,"Provisional (CD 1)",7,8,0,0,15
"James City County",-,"Provisional (CD 2)",2,6,0,0,8
"King and Queen County",-,"101 - Owenton",251,170,4,0,425
"King and Queen County",-,"201 - Clarks",182,305,6,0,493
"King and Queen County",-,"301 - Shacklefords",195,273,8,0,476
"King and Queen County",-,"401 - Courthouse",241,261,5,1,508
"King and Queen County",-,"501 - Oldmill",116,313,5,0,434
"King and Queen County",-,"Ab - Central Absentee Precinct",54,82,0,0,136
"King and Queen County",-,Provisional,0,0,0,0,0
"King George County",-,"101 - Courthouse",441,786,21,0,"1,248"
"King George County",-,"102 - Passapatanzy",225,362,3,1,591
"King George County",-,"201 - Monroe",592,"1,119",24,2,"1,737"
"King George County",-,"301 - Dahlgren",654,811,15,0,"1,480"
"King George County",-,"401 - Shiloh",573,"1,006",20,1,"1,600"
"King George County",-,"Ab - Central Absentee Precinct",171,310,6,1,488
"King George County",-,Provisional,2,2,1,0,5
"King William County",-,"101 - West Point",397,724,17,2,"1,140"
"King William County",-,"201 - Sweet Hall",145,269,8,1,423
"King William County",-,"202 - Courthouse",326,415,6,0,747
"King William County",-,"301 - Aylett",275,782,13,3,"1,073"
"King William County",-,"401 - Manquin",343,793,6,0,"1,142"
"King William County",-,"501 - Mangohick",452,768,11,0,"1,231"
"King William County",-,"Ab - Central Absentee Precinct",76,133,3,0,212
"King William County",-,Provisional,3,5,1,0,9
"Lancaster County",-,"101 - Precinct 1-1",362,536,3,1,902
"Lancaster County",-,"201 - Precinct 2-1",384,311,5,0,700
"Lancaster County",-,"301 - Precinct 3-1",232,470,2,0,704
"Lancaster County",-,"302 - Precinct 3-2",124,223,2,0,349
"Lancaster County",-,"401 - Precinct 4-1",425,254,6,1,686
"Lancaster County",-,"501 - Precinct 5-1",374,657,7,1,"1,039"
"Lancaster County",-,"Ab - Central Absentee Precinct",196,228,2,0,426
"Lancaster County",-,Provisional,1,1,0,0,2
"Lee County",-,"101 - Elydale",73,246,2,1,322
"Lee County",-,"102 - Ewing",60,261,2,0,323
"Lee County",-,"103 - Rose Hill",117,497,14,0,628
"Lee County",-,"201 - Blackwater",34,91,0,0,125
"Lee County",-,"202 - Flatwoods",80,446,5,0,531
"Lee County",-,"203 - Jonesville",173,625,6,1,805
"Lee County",-,"301 - Ben Hur",163,663,8,0,834
"Lee County",-,"302 - Woodway",94,431,0,0,525
"Lee County",-,"401 - Stickleyville",71,225,4,0,300
"Lee County",-,"402 - Jasper",31,154,7,0,192
"Lee County",-,"403 - Seminary",39,236,1,0,276
"Lee County",-,"404 - Dryden",84,379,5,0,468
"Lee County",-,"501 - Saint Charles",76,158,11,0,245
"Lee County",-,"502 - Pennington",93,465,11,0,569
"Lee County",-,"503 - Robbins Chapel",8,77,2,0,87
"Lee County",-,"504 - Keokee",29,94,1,1,125
"Lee County",-,"Ab - Central Absentee Precinct",79,240,3,0,322
"Lee County",-,Provisional,0,1,0,0,1
"Lexington City",-,"1 - Lexington","1,042",513,12,1,"1,568"
"Lexington City",-,"Ab - Central Absentee Precinct",119,59,1,0,179
"Lexington City",-,Provisional,0,0,0,0,0
"Loudoun County",-,"107 - Little River",715,488,11,1,"1,215"
"Loudoun County",-,"108 - Mercer",694,417,16,2,"1,129"
"Loudoun County",-,"112 - Freedom",560,288,12,1,861
"Loudoun County",-,"114 - Dulles South",630,336,10,0,976
"Loudoun County",-,"117 - Carter",377,122,4,0,503
"Loudoun County",-,"118 - Moorefield",811,339,12,1,"1,163"
"Loudoun County",-,"119 - Arcola","1,315",682,21,0,"2,018"
"Loudoun County",-,"120 - Lunsford",771,437,14,0,"1,222"
"Loudoun County",-,"121 - Town Hall",518,321,12,1,852
"Loudoun County",-,"122 - Hutchison Farm",813,506,25,3,"1,347"
"Loudoun County",-,"123 - Cardinal Ridge",484,331,6,0,821
"Loudoun County",-,"124 - Liberty",520,280,13,0,813
"Loudoun County",-,"125 - Rock Ridge",738,283,6,0,"1,027"
"Loudoun County",-,"207 - River Bend",525,384,10,0,919
"Loudoun County",-,"208 - Algonkian",558,372,22,0,952
"Loudoun County",-,"209 - Potomac Falls",825,438,8,1,"1,272"
"Loudoun County",-,"210 - Cascades",967,501,21,1,"1,490"
"Loudoun County",-,"213 - Countryside",292,192,6,0,490
"Loudoun County",-,"214 - Sugarland North",992,686,16,0,"1,694"
"Loudoun County",-,"215 - Sugarland South",912,458,22,0,"1,392"
"Loudoun County",-,"216 - Lowes Island",773,511,8,0,"1,292"
"Loudoun County",-,"217 - South Bank",956,533,13,0,"1,502"
"Loudoun County",-,"218 - University Center",535,235,14,0,784
"Loudoun County",-,"219 - Galilee Church",684,348,25,0,"1,057"
"Loudoun County",-,"301 - Purcellville",803,804,16,1,"1,624"
"Loudoun County",-,"302 - Round Hill",616,742,21,1,"1,380"
"Loudoun County",-,"303 - Hillsboro",565,695,6,1,"1,267"
"Loudoun County",-,"305 - Philomont",280,350,2,1,633
"Loudoun County",-,"307 - Middleburg",380,263,10,0,653
"Loudoun County",-,"308 - St Louis",370,299,4,0,673
"Loudoun County",-,"309 - Aldie",257,253,5,0,515
"Loudoun County",-,"310 - Mountain View",665,798,12,2,"1,477"
"Loudoun County",-,"311 - Round Hill Elementary",509,726,14,0,"1,249"
"Loudoun County",-,"312 - Briar Woods",846,393,12,0,"1,251"
"Loudoun County",-,"313 - Pinebrook","1,113",587,10,0,"1,710"
"Loudoun County",-,"314 - Legacy",777,406,7,0,"1,190"
"Loudoun County",-,"315 - Firehouse",198,262,4,0,464
"Loudoun County",-,"316 - Creighton's Corner",804,398,9,0,"1,211"
"Loudoun County",-,"318 - Madison's Trust",541,626,10,1,"1,178"
"Loudoun County",-,"319 - John Champe",800,470,18,1,"1,289"
"Loudoun County",-,"320 - Stone Hill",875,296,14,0,"1,185"
"Loudoun County",-,"321 - Brambleton Middle",532,224,5,0,761
"Loudoun County",-,"401 - West Lovettsville",726,831,24,1,"1,582"
"Loudoun County",-,"402 - Waterford",601,749,19,0,"1,369"
"Loudoun County",-,"403 - Lucketts",760,783,10,0,"1,553"
"Loudoun County",-,"407 - Harper Park",465,356,7,0,828
"Loudoun County",-,"408 - Evergreen",593,395,11,0,999
"Loudoun County",-,"409 - Clarkes Gap",605,842,13,0,"1,460"
"Loudoun County",-,"411 - East Lovettsville",507,646,17,0,"1,170"
"Loudoun County",-,"413 - Tuscarora",35,39,0,0,74
"Loudoun County",-,"414 - Red Rock",444,267,11,0,722
"Loudoun County",-,"416 - Hamilton",886,942,18,2,"1,848"
"Loudoun County",-,"420 - River Creek",608,676,3,0,"1,287"
"Loudoun County",-,"421 - Between The Hills",72,98,2,0,172
"Loudoun County",-,"422 - Sycolin Creek",585,729,4,0,"1,318"
"Loudoun County",-,"501 - West Leesburg",837,542,25,1,"1,405"
"Loudoun County",-,"502 - East Leesburg",850,384,23,0,"1,257"
"Loudoun County",-,"503 - Dry Mill",430,303,9,2,744
"Loudoun County",-,"504 - Smarts Mill",891,553,25,0,"1,469"
"Loudoun County",-,"505 - Cool Spring",797,678,17,1,"1,493"
"Loudoun County",-,"506 - Brandon Park",465,243,18,0,726
"Loudoun County",-,"507 - Greenway",450,308,6,0,764
"Loudoun County",-,"508 - Balls Bluff",769,558,17,1,"1,345"
"Loudoun County",-,"509 - Tolbert",923,420,19,0,"1,362"
"Loudoun County",-,"510 - Heritage",438,405,13,0,856
"Loudoun County",-,"615 - Hillside",793,518,15,0,"1,326"
"Loudoun County",-,"616 - Eagle Ridge",880,477,16,0,"1,373"
"Loudoun County",-,"617 - Oak Grove",426,102,10,0,538
"Loudoun County",-,"619 - Ridgetop",380,130,6,0,516
"Loudoun County",-,"620 - Russell Branch",978,611,29,0,"1,618"
"Loudoun County",-,"621 - Dominion Trail","1,024",557,19,1,"1,601"
"Loudoun County",-,"622 - Farmwell Station","1,017",497,15,0,"1,529"
"Loudoun County",-,"623 - Weller",789,509,3,0,"1,301"
"Loudoun County",-,"625 - Mill Run",343,260,5,0,608
"Loudoun County",-,"626 - Ashby Ponds",435,383,2,0,820
"Loudoun County",-,"627 - Ashbrook",749,282,13,1,"1,045"
"Loudoun County",-,"628 - Moorefield Station",799,327,14,0,"1,140"
"Loudoun County",-,"629 - Discovery",201,117,2,0,320
"Loudoun County",-,"701 - Sully",747,374,13,1,"1,135"
"Loudoun County",-,"702 - Park View",668,344,14,3,"1,029"
"Loudoun County",-,"703 - Rolling Ridge",939,280,13,0,"1,232"
"Loudoun County",-,"705 - Forest Grove",860,515,17,1,"1,393"
"Loudoun County",-,"707 - Claude Moore Park",669,221,15,1,906
"Loudoun County",-,"708 - Seneca",708,422,9,1,"1,140"
"Loudoun County",-,"709 - Mirror Ridge",823,339,20,0,"1,182"
"Loudoun County",-,"710 - Sterling",565,301,22,1,889
"Loudoun County",-,"808 - Stone Bridge",988,639,20,2,"1,649"
"Loudoun County",-,"810 - Cedar Lane",874,477,11,0,"1,362"
"Loudoun County",-,"813 - Seldens Landing",605,297,8,0,910
"Loudoun County",-,"814 - Newton - Lee",730,703,4,1,"1,438"
"Loudoun County",-,"815 - Belmont Ridge",886,588,10,0,"1,484"
"Loudoun County",-,"817 - Sanders Corner",955,703,12,0,"1,670"
"Loudoun County",-,"818 - Broad Run",687,425,10,0,"1,122"
"Loudoun County",-,"819 - Heritage Church",628,435,11,1,"1,075"
"Loudoun County",-,"820 - Belmont Station",725,454,11,0,"1,190"
"Loudoun County",-,"822 - Riverside",540,353,5,0,898
"Loudoun County",-,"Ab - Central Absentee Precinct","5,666","3,881",66,13,"9,626"
"Loudoun County",-,Provisional,68,48,1,0,117
"Louisa County",-,"101 - Zion",585,752,16,2,"1,355"
"Louisa County",-,"102 - Mechanicsville",263,368,11,2,644
"Louisa County",-,"201 - Louisa #1",246,437,12,0,695
"Louisa County",-,"202 - Louisa #2",265,392,11,1,669
"Louisa County",-,"301 - Patrick Henry No 1",698,569,15,1,"1,283"
"Louisa County",-,"302 - Patrick Henry #2",138,188,4,0,330
"Louisa County",-,"401 - Mineral",370,773,20,0,"1,163"
"Louisa County",-,"402 - Yanceyville",172,203,3,0,378
"Louisa County",-,"501 - Fredericks Hall",189,196,3,0,388
"Louisa County",-,"502 - Cuckoo",180,367,4,0,551
"Louisa County",-,"503 - Elk Creek",131,355,5,0,491
"Louisa County",-,"601 - Bumpass",145,480,14,0,639
"Louisa County",-,"602 - Locust Creek",231,572,5,0,808
"Louisa County",-,"701 - Sheltons Mill",280,605,19,0,904
"Louisa County",-,"702 - South Anna",228,436,9,0,673
"Louisa County",-,"Ab - Central Absentee Precinct",358,458,12,0,828
"Louisa County",-,Provisional,2,2,0,0,4
"Lunenburg County",-,"101 - Plymouth",93,284,6,0,383
"Lunenburg County",-,"201 - Browns Store",129,282,5,0,416
"Lunenburg County",-,"301 - Rosebud",54,226,2,0,282
"Lunenburg County",-,"302 - Flat Rock",97,167,0,1,265
"Lunenburg County",-,"401 - Arrowhead Gun Club",38,161,0,0,199
"Lunenburg County",-,"402 - Pleasant Grove",90,238,3,0,331
"Lunenburg County",-,"501 - Reedy Creek",136,116,1,0,253
"Lunenburg County",-,"502 - Peoples Community Center",200,105,2,0,307
"Lunenburg County",-,"601 - Hounds Creek",296,193,2,0,491
"Lunenburg County",-,"701 - Meherrin Fire Department",89,118,0,0,207
"Lunenburg County",-,"702 - Victoria Public Library",91,169,1,0,261
"Lunenburg County",-,"Ab - Central Absentee Precinct",155,99,1,0,255
"Lunenburg County",-,Provisional,0,0,0,0,0
"Lynchburg City",-,"101 - First Ward First Precinct",813,869,24,2,"1,708"
"Lynchburg City",-,"102 - First Ward Second Precinct",893,"1,078",26,3,"2,000"
"Lynchburg City",-,"103 - First Ward Third Precinct",701,754,14,1,"1,470"
"Lynchburg City",-,"104 - First Ward Fourth Precinct",350,225,6,0,581
"Lynchburg City",-,"105 - First Ward Fifth Precinct",518,378,12,1,909
"Lynchburg City",-,"201 - Second Ward First Precinct","1,098",272,20,1,"1,391"
"Lynchburg City",-,"202 - Second Ward Second Precinct",913,182,19,4,"1,118"
"Lynchburg City",-,"203 - Second Ward Third Precinct",313,93,3,0,409
"Lynchburg City",-,"204 - Second Ward Fourth Precinct",187,154,1,0,342
"Lynchburg City",-,"301 - Third Ward First Precinct",337,259,9,0,605
"Lynchburg City",-,"302 - Third Ward Second Precinct",51,"1,213",38,1,"1,303"
"Lynchburg City",-,"303 - Third Ward Third Precinct",300,409,7,0,716
"Lynchburg City",-,"304 - Third Ward Fourth Precinct",265,451,5,0,721
"Lynchburg City",-,"305 - Third Ward Fifth Precinct",479,950,15,1,"1,445"
"Lynchburg City",-,"401 - Fourth Ward First Precinct",653,"1,253",23,1,"1,930"
"Lynchburg City",-,"402 - Fourth Ward Second Precinct",335,423,10,0,768
"Lynchburg City",-,"403 - Fourth Ward Third Precinct",585,784,25,1,"1,395"
"Lynchburg City",-,"404 - Fourth Ward Fourth Precinct",722,802,17,0,"1,541"
"Lynchburg City",-,"Ab - Central Absentee Precinct",533,410,10,1,954
"Lynchburg City",-,Provisional,1,0,0,0,1
"Madison County",-,"1 - Oak Park",248,283,2,0,533
"Madison County",-,"2 - Radiant",313,436,8,0,757
"Madison County",-,"3 - Rochelle",108,270,7,0,385
"Madison County",-,"4 - Graves Mill",15,37,1,0,53
"Madison County",-,"5 - Madison",318,509,12,0,839
"Madison County",-,"6 - Wolftown",183,292,10,1,486
