County/City,Ward,Pct,"Barack Obama","Willard M. Romney","Gary Johnson","Virgil Hamlin Goode, Jr.","Jill Stein","All Others","Total Votes Cast"
"Prince William County",-,"512 - York (CD 11)","1,396",400,14,3,7,2,"1,822"
"Prince William County",-,"601 - Dale (CD 11)","1,211",315,8,2,1,3,"1,540"
"Prince William County",-,"602 - Beville (CD 11)","1,571",600,14,5,5,2,"2,197"
"Prince William County",-,"603 - Godwin (CD 11)","1,961",610,14,1,5,9,"2,600"
"Prince William County",-,"604 - Gideon (CD 11)","1,106",395,11,10,5,2,"1,529"
"Prince William County",-,"605 - Minnieville (CD 11)","1,122",560,10,4,3,2,"1,701"
"Prince William County",-,"606 - Bel Air (CD 11)","1,118",494,17,5,7,1,"1,642"
"Prince William County",-,"607 - Kerrydale (CD 11)","1,339",542,22,2,8,3,"1,916"
"Prince William County",-,"608 - Enterprise (CD 11)","1,147",493,13,3,7,3,"1,666"
"Prince William County",-,"609 - King (CD 1)",0,0,0,0,0,0,0
"Prince William County",-,"609 - King (CD 11)","1,341",633,8,3,4,4,"1,993"
"Prince William County",-,"610 - Fitzgerald (CD 11)","1,303",486,11,2,2,5,"1,809"
"Prince William County",-,"701 - Belmont (CD 11)","1,106",738,11,7,5,2,"1,869"
"Prince William County",-,"702 - Library (CD 11)","1,685",627,20,3,2,4,"2,341"
"Prince William County",-,"703 - Lynn (CD 11)","1,380",282,8,3,2,2,"1,677"
"Prince William County",-,"704 - Porter (CD 11)","1,425",658,11,3,5,7,"2,109"
"Prince William County",-,"705 - Potomac View (CD 11)",673,457,3,2,1,2,"1,138"
"Prince William County",-,"706 - Rippon (CD 11)","1,611",680,20,7,6,2,"2,326"
"Prince William County",-,"707 - Kilby (CD 11)",985,369,15,2,5,4,"1,380"
"Prince William County",-,"708 - River Oaks (CD 11)","2,373",429,14,2,4,4,"2,826"
"Prince William County",-,"709 - Freedom (CD 11)","1,537",343,11,2,1,1,"1,895"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 1)","5,584","4,977",60,11,19,13,"10,664"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 10)","2,498","3,133",21,9,7,6,"5,674"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 11)","6,739","2,676",34,9,9,11,"9,478"
"Prince William County",-,"Provisional (CD 1)",38,32,2,0,0,0,72
"Prince William County",-,"Provisional (CD 10)",12,22,0,0,0,1,35
"Prince William County",-,"Provisional (CD 11)",61,22,0,1,0,1,85
"Pulaski County",-,"101 - Belspring",220,368,2,14,4,0,608
"Pulaski County",-,"102 - New River",780,915,12,32,10,0,"1,749"
"Pulaski County",-,"103 - West Cloyd",349,567,7,11,5,1,940
"Pulaski County",-,"201 - Draper",316,683,12,18,7,2,"1,038"
"Pulaski County",-,"202 - South Pulaski",97,131,3,4,0,0,235
"Pulaski County",-,"203 - Newbern",635,947,14,33,10,6,"1,645"
"Pulaski County",-,"301 - Dublin",490,953,13,18,6,1,"1,481"
"Pulaski County",-,"302 - Hiwassee",89,237,5,8,1,0,340
"Pulaski County",-,"304 - Snowville",242,609,6,16,2,0,875
"Pulaski County",-,"401 - Massie",684,"1,262",24,24,11,2,"2,007"
"Pulaski County",-,"402 - Walker",165,481,3,16,2,0,667
"Pulaski County",-,"501 - Robinson",912,"1,233",32,38,15,2,"2,232"
"Pulaski County",-,"Ab - Central Absentee Precinct",308,531,3,10,2,1,855
"Pulaski County",-,Provisional,5,3,0,0,0,0,8
"Radford City",-,"1 - East Precinct","1,067",819,39,14,8,9,"1,956"
"Radford City",-,"2 - Central Precinct",738,678,12,11,5,1,"1,445"
"Radford City",-,"3 - West Precinct",701,825,23,14,2,6,"1,571"
"Radford City",-,"Ab - Central Absentee Precinct",226,198,1,1,0,1,427
"Rappahannock County",-,"101 - Washington",432,477,7,3,2,2,923
"Rappahannock County",-,"201 - Amissville",322,557,6,1,0,2,888
"Rappahannock County",-,"301 - Sperryville",449,391,7,1,2,2,852
"Rappahannock County",-,"401 - Scrabble",423,391,7,5,2,4,832
"Rappahannock County",-,"501 - Chester Gap",117,236,5,1,0,1,360
"Rappahannock County",-,"502 - Flint Hill",237,259,1,0,3,2,502
"Richmond County",-,"101 - Precinct 1-1",533,261,2,3,1,0,800
"Richmond County",-,"201 - Precinct 2-1",253,453,4,4,1,0,715
"Richmond County",-,"301 - Precinct 3-1",214,368,2,1,0,0,585
"Richmond County",-,"401 - Precinct 4-1",236,459,3,4,1,0,703
"Richmond County",-,"501 - Precinct 5-1",226,431,3,1,1,1,663
"Richmond County",-,"Ab - Central Absentee Precinct",112,188,2,0,1,1,304
"Richmond City",-,"101 - One Hundred One (CD 7)",929,"1,049",12,3,3,3,"1,999"
"Richmond City",-,"102 - One Hundred Two (CD 7)",415,553,14,0,1,1,984
"Richmond City",-,"104 - One Hundred Four (CD 7)",520,968,11,4,3,2,"1,508"
"Richmond City",-,"105 - One Hundred Five (CD 7)",639,679,19,4,1,1,"1,343"
"Richmond City",-,"106 - One Hundred Six (CD 7)",374,"1,161",2,1,0,0,"1,538"
"Richmond City",-,"111 - One Hundred Eleven (CD 7)",681,614,14,4,4,5,"1,322"
"Richmond City",-,"112 - One Hundred Twelve (CD 7)",504,470,24,1,4,3,"1,006"
"Richmond City",-,"113 - One Hundred Thirteen (CD 3)","1,082",396,26,3,6,2,"1,515"
"Richmond City",-,"114 - One Hundred Fourteen (CD 3)","1,277",565,50,0,8,7,"1,907"
"Richmond City",-,"203 - Two Hundred Three (CD 3)","1,029",328,14,2,5,2,"1,380"
"Richmond City",-,"204 - Two Hundred Four (CD 3)","1,115",530,37,4,14,6,"1,706"
"Richmond City",-,"206 - Two Hundred Six (CD 3)","1,732",288,57,2,12,3,"2,094"
"Richmond City",-,"207 - Two Hundred Seven (CD 3)","1,112",588,48,1,11,5,"1,765"
"Richmond City",-,"208 - Two Hundred Eight (CD 3)","1,178",540,32,3,10,7,"1,770"
"Richmond City",-,"213 - Two Hundred Thirteen (CD 3)","1,845",142,44,1,10,1,"2,043"
"Richmond City",-,"301 - Three Hundred One (CD 3)",963,33,5,1,2,0,"1,004"
"Richmond City",-,"302 - Three Hundred Two (CD 3)",916,94,6,3,3,0,"1,022"
"Richmond City",-,"303 - Three Hundred Three (CD 3)",748,36,2,3,1,0,790
"Richmond City",-,"304 - Three Hundred Four (CD 3)","1,165",24,1,2,3,1,"1,196"
"Richmond City",-,"305 - Three Hundred Five (CD 3)","1,098",49,10,4,5,2,"1,168"
"Richmond City",-,"306 - Three Hundred Six (CD 3)",969,46,2,0,2,0,"1,019"
"Richmond City",-,"307 - Three Hundred Seven (CD 3)",872,269,10,1,5,4,"1,161"
"Richmond City",-,"308 - Three Hundred Eight (CD 3)",996,330,17,6,5,2,"1,356"
"Richmond City",-,"309 - Three Hundred Nine (CD 7)",516,409,14,6,7,1,953
"Richmond City",-,"310 - Three Hundred Ten (CD 3)",737,7,1,0,1,0,746
"Richmond City",-,"402 - Four Hundred Two (CD 3)","1,300",805,28,2,6,5,"2,146"
"Richmond City",-,"404 - Four Hundred Four (CD 3)","1,389",449,24,0,4,3,"1,869"
"Richmond City",-,"409 - Four Hundred Nine (CD 7)","1,233","1,118",24,11,4,3,"2,393"
"Richmond City",-,"410 - Four Hundred Ten (CD 7)","1,002",491,8,5,3,2,"1,511"
"Richmond City",-,"412 - Four Hundred Twelve (CD 3)",332,141,3,1,2,3,482
"Richmond City",-,"412 - Four Hundred Twelve (CD 7)",629,202,11,2,3,0,847
"Richmond City",-,"413 - Four Hundred Thirteen (CD 7)",761,624,10,0,3,0,"1,398"
"Richmond City",-,"414 - Four Hundred Fourteen (CD 7)",864,754,17,5,2,2,"1,644"
"Richmond City",-,"501 - Five Hundred One (CD 3)","1,378",295,34,0,20,4,"1,731"
"Richmond City",-,"503 - Five Hundred Three (CD 3)","1,239",179,23,3,5,3,"1,452"
"Richmond City",-,"504 - Five Hundred Four (CD 3)","1,710",261,43,5,6,4,"2,029"
"Richmond City",-,"505 - Five Hundred Five (CD 3)","1,073",162,29,1,17,1,"1,283"
"Richmond City",-,"508 - Five Hundred Eight (CD 3)",675,175,12,1,3,1,867
"Richmond City",-,"509 - Five Hundred Nine (CD 3)","1,314",62,14,1,2,2,"1,395"
"Richmond City",-,"510 - Five Hundred Ten (CD 3)","1,476",108,12,1,5,0,"1,602"
"Richmond City",-,"602 - Six Hundred Two (CD 3)","1,272",7,1,0,1,1,"1,282"
"Richmond City",-,"603 - Six Hundred Three (CD 3)",998,22,3,4,5,3,"1,035"
"Richmond City",-,"604 - Six Hundred Four (CD 3)",914,19,1,2,2,1,939
"Richmond City",-,"606 - Six Hundred Six (CD 3)","1,426",35,7,3,3,3,"1,477"
"Richmond City",-,"607 - Six Hundred Seven (CD 3)",671,227,18,1,9,4,930
"Richmond City",-,"609 - Six Hundred Nine (CD 3)",825,99,11,1,4,2,942
"Richmond City",-,"610 - Six Hundred Ten (CD 3)","1,186",23,2,0,0,5,"1,216"
"Richmond City",-,"701 - Seven Hundred One (CD 3)","1,439",11,0,1,0,2,"1,453"
"Richmond City",-,"702 - Seven Hundred Two (CD 3)","1,106",27,5,3,3,4,"1,148"
"Richmond City",-,"703 - Seven Hundred Three (CD 3)",945,48,9,2,2,5,"1,011"
"Richmond City",-,"705 - Seven Hundred Five (CD 3)",785,100,12,3,5,2,907
"Richmond City",-,"706 - Seven Hundred Six (CD 3)","1,735",121,6,4,7,3,"1,876"
"Richmond City",-,"707 - Seven Hundred Seven (CD 3)","1,594",361,31,7,9,5,"2,007"
"Richmond City",-,"708 - Seven Hundred Eight (CD 3)","1,113",359,22,1,10,2,"1,507"
"Richmond City",-,"802 - Eight Hundred Two (CD 3)","1,094",8,3,1,0,1,"1,107"
"Richmond City",-,"806 - Eight Hundred Six (CD 3)","1,516",100,5,2,1,0,"1,624"
"Richmond City",-,"810 - Eight Hundred Ten (CD 3)","1,132",109,3,3,1,3,"1,251"
"Richmond City",-,"811 - Eight Hundred Eleven (CD 3)","1,367",63,1,1,4,2,"1,438"
"Richmond City",-,"812 - Eight Hundred Twelve (CD 3)","1,609",229,4,4,1,2,"1,849"
"Richmond City",-,"814 - Eight Hundred Fourteen (CD 3)","1,004",48,2,2,0,1,"1,057"
"Richmond City",-,"902 - Nine Hundred Two (CD 3)",600,43,2,3,0,0,648
"Richmond City",-,"903 - Nine Hundred Three (CD 3)","1,459",141,8,5,2,0,"1,615"
"Richmond City",-,"908 - Nine Hundred Eight (CD 3)",964,64,1,1,1,3,"1,034"
"Richmond City",-,"908 - Nine Hundred Eight (CD 7)",465,56,3,0,1,0,525
"Richmond City",-,"909 - Nine Hundred Nine (CD 3)","1,486",128,11,2,2,1,"1,630"
"Richmond City",-,"910 - Nine Hundred Ten (CD 3)","1,282",120,3,1,1,1,"1,408"
"Richmond City",-,"911 - Nine Hundred Eleven (CD 3)","1,195",53,3,3,3,5,"1,262"
"Richmond City",-,"Ab - Central Absentee Precinct (CD 3)","4,428",849,23,12,13,30,"5,355"
"Richmond City",-,"Ab - Central Absentee Precinct (CD 7)",410,562,4,2,2,1,981
"Richmond City",-,"Provisional (CD 3)",107,18,0,1,0,128,254
"Richmond City",-,"Provisional (CD 7)",7,6,0,0,0,13,26
"Roanoke County",-,"101 - Catawba (CD 9)",148,368,1,4,0,3,524
"Roanoke County",-,"102 - Mason Valley (CD 9)",158,406,8,2,0,0,574
"Roanoke County",-,"103 - Glenvar (CD 9)",438,881,8,4,3,2,"1,336"
"Roanoke County",-,"104 - Northside (CD 9)",457,598,10,8,3,1,"1,077"
"Roanoke County",-,"105 - Peters Creek (CD 9)",819,"1,296",15,13,4,3,"2,150"
"Roanoke County",-,"106 - Green Hill (CD 9)",749,"1,332",16,13,6,1,"2,117"
"Roanoke County",-,"107 - Bennett Springs (CD 9)",234,483,2,13,1,1,734
"Roanoke County",-,"108 - Wildwood (CD 9)",385,689,11,7,1,1,"1,094"
"Roanoke County",-,"201 - Plantation (CD 6)",579,879,17,14,3,1,"1,493"
"Roanoke County",-,"202 - Burlington (CD 6)",487,482,6,6,1,0,982
"Roanoke County",-,"203 - Mountain View (CD 6)",732,"1,410",18,14,1,0,"2,175"
"Roanoke County",-,"204 - Botetourt Springs (CD 9)",664,984,8,9,4,3,"1,672"
"Roanoke County",-,"205 - Orchards (CD 6)",768,"1,704",16,16,3,2,"2,509"
"Roanoke County",-,"206 - Hollins (CD 6)",423,468,9,5,6,1,912
"Roanoke County",-,"301 - Bent Mountain (CD 9)",201,319,3,4,1,1,529
"Roanoke County",-,"302 - Poages Mill (CD 6)",666,"1,524",19,14,3,1,"2,227"
"Roanoke County",-,"303 - Windsor Hills (CD 6)",504,791,13,9,4,1,"1,322"
"Roanoke County",-,"304 - Oak Grove (CD 6)",756,"1,371",12,17,1,3,"2,160"
"Roanoke County",-,"305 - Castle Rock (CD 6)",940,"1,525",16,8,2,7,"2,498"
"Roanoke County",-,"306 - Garst Mill (CD 6)",544,599,7,7,1,4,"1,162"
"Roanoke County",-,"402 - Bonsack (CD 6)",134,330,1,0,2,0,467
"Roanoke County",-,"403 - North Vinton (CD 6)",543,863,14,15,4,3,"1,442"
"Roanoke County",-,"404 - South Vinton (CD 6)",743,"1,009",16,24,3,8,"1,803"
"Roanoke County",-,"405 - Lindenwood (CD 6)",868,"1,832",18,15,7,3,"2,743"
"Roanoke County",-,"406 - Mount Pleasant (CD 6)",646,"1,220",16,12,5,4,"1,903"
"Roanoke County",-,"501 - Cotton Hill (CD 6)",406,769,7,4,3,3,"1,192"
"Roanoke County",-,"502 - Penn Forest (CD 6)",411,627,5,8,4,2,"1,057"
"Roanoke County",-,"503 - Cave Spring (CD 6)",486,869,7,13,1,1,"1,377"
"Roanoke County",-,"504 - Ogden (CD 6)",619,654,20,9,2,4,"1,308"
"Roanoke County",-,"505 - Clearbrook (CD 6)",406,630,7,7,2,1,"1,053"
"Roanoke County",-,"506 - Mount Vernon (CD 6)",486,625,9,8,4,2,"1,134"
"Roanoke County",-,"507 - Hunting Hills (CD 6)",705,"1,285",11,10,5,5,"2,021"
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 6)","1,242","2,261",20,17,4,8,"3,552"
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 9)",360,525,6,4,2,1,898
"Roanoke County",-,"Provisional (CD 6)",4,13,0,0,0,0,17
"Roanoke County",-,"Provisional (CD 9)",0,3,0,0,0,0,3
"Roanoke City",-,"1 - Highland 1",596,181,10,4,8,5,804
"Roanoke City",-,"2 - Highland 2",743,304,22,4,8,1,"1,082"
"Roanoke City",-,"5 - Jefferson 1",674,474,22,10,5,5,"1,190"
"Roanoke City",-,"7 - Jefferson-riverdale",563,450,9,25,5,4,"1,056"
"Roanoke City",-,"8 - Jefferson 2",448,354,16,5,4,1,828
"Roanoke City",-,"9 - Tinker",896,881,22,30,9,5,"1,843"
"Roanoke City",-,"10 - Williamson Road 1",495,440,19,9,6,0,969
"Roanoke City",-,"11 - Williamson Road 2",296,410,10,13,3,1,733
"Roanoke City",-,"12 - Williamson Road 3",583,175,5,4,3,0,770
"Roanoke City",-,"13 - Williamson Road 4",529,279,8,8,4,0,828
"Roanoke City",-,"14 - Williamson Road 5",471,380,9,12,2,3,877
"Roanoke City",-,"15 - Williamson Road 6",396,467,5,20,4,0,892
"Roanoke City",-,"16 - Lincoln Terrace",657,56,7,0,3,1,724
"Roanoke City",-,"17 - Monterey",684,787,15,25,8,1,"1,520"
"Roanoke City",-,"18 - Peters Creek","1,646",503,13,19,6,5,"2,192"
"Roanoke City",-,"19 - Melrose",880,13,4,3,1,1,902
"Roanoke City",-,"20 - Eureka Park",991,33,8,14,6,0,"1,052"
"Roanoke City",-,"21 - Villa Heights","1,456",54,9,11,7,2,"1,539"
"Roanoke City",-,"22 - Washington Heights","1,744",506,17,24,11,5,"2,307"
"Roanoke City",-,"23 - Westside",769,122,5,12,6,2,916
"Roanoke City",-,"24 - Raleigh Court 1",729,397,21,7,5,2,"1,161"
"Roanoke City",-,"26 - Raleigh Court 2",561,401,12,9,4,5,992
"Roanoke City",-,"27 - Raleigh Court 3",636,338,16,2,5,0,997
"Roanoke City",-,"28 - Raleigh Court 4",368,410,11,5,2,3,799
"Roanoke City",-,"29 - Raleigh Court 5",401,374,8,7,1,0,791
"Roanoke City",-,"30 - Wasena",474,341,12,9,5,9,850
"Roanoke City",-,"31 - Fishburn Park",406,508,13,8,6,1,942
"Roanoke City",-,"32 - Grandin Court",496,469,10,8,2,0,985
"Roanoke City",-,"33 - South Roanoke 1",470,676,10,5,1,2,"1,164"
"Roanoke City",-,"34 - South Roanoke 2",586,944,12,7,4,3,"1,556"
"Roanoke City",-,"35 - Lee-hi",860,"1,171",8,12,7,1,"2,059"
"Roanoke City",-,"37 - Garden City",563,902,15,22,8,1,"1,511"
"Roanoke City",-,"Ab - Central Absentee Precinct","2,030","1,175",14,31,13,6,"3,269"
"Roanoke City",-,Provisional,37,16,0,0,1,1,55
"Rockbridge County",-,"101 - Airport",344,458,5,4,3,0,814
"Rockbridge County",-,"102 - Ben Salem",229,349,5,2,0,5,590
"Rockbridge County",-,"103 - Plank Road",118,198,1,2,1,0,320
"Rockbridge County",-,"104 - Effinger",140,208,4,2,4,0,358
"Rockbridge County",-,"201 - Collierstown",247,334,3,1,0,0,585
"Rockbridge County",-,"202 - Highland Belle",437,619,12,7,1,4,"1,080"
"Rockbridge County",-,"203 - Vo-tech",162,183,5,0,0,0,350
"Rockbridge County",-,"301 - Maury River",264,276,2,9,0,3,554
"Rockbridge County",-,"302 - Natural Bridge",264,333,3,7,1,0,608
"Rockbridge County",-,"303 - Falling Spring",103,167,5,4,1,0,280
"Rockbridge County",-,"401 - Fairfield",226,383,5,0,2,0,616
"Rockbridge County",-,"402 - Mountain View",297,556,6,9,1,1,870
"Rockbridge County",-,"403 - Vesuvius",84,218,1,2,1,1,307
"Rockbridge County",-,"501 - Goshen",107,210,0,2,0,0,319
"Rockbridge County",-,"502 - Meadowview",259,294,5,7,1,2,568
"Rockbridge County",-,"503 - Rockbridge Baths",156,207,7,0,2,3,375
"Rockbridge County",-,"504 - Rockbridge",251,435,4,3,0,0,693
"Rockbridge County",-,"Ab - Central Absentee Precinct",399,470,9,6,3,2,889
"Rockbridge County",-,Provisional,1,0,0,0,0,1,2
"Rockingham County",-,"101 - Broadway",531,"1,059",17,4,5,1,"1,617"
"Rockingham County",-,"102 - Timberville",270,573,11,4,4,2,864
"Rockingham County",-,"103 - Fulks Run",191,654,7,1,2,1,856
"Rockingham County",-,"104 - Bergton",59,275,2,3,1,1,341
"Rockingham County",-,"105 - Lacey Spring",166,544,7,4,3,1,725
"Rockingham County",-,"106 - Tenth Legion",169,495,6,3,3,1,677
"Rockingham County",-,"107 - Plains",192,550,7,3,1,2,755
"Rockingham County",-,"108 - Little North Mountain",146,378,3,2,4,2,535
"Rockingham County",-,"201 - Singers Glen",229,782,7,5,4,2,"1,029"
"Rockingham County",-,"202 - Edom",485,"1,048",14,5,6,4,"1,562"
"Rockingham County",-,"203 - Dayton",225,500,5,2,0,1,733
"Rockingham County",-,"204 - Mt Clinton",274,906,17,3,4,3,"1,207"
"Rockingham County",-,"205 - Silver Lake",430,"1,013",12,2,5,2,"1,464"
"Rockingham County",-,"301 - Keezletown",224,555,9,2,6,3,799
"Rockingham County",-,"302 - Port Republic",343,846,12,6,4,1,"1,212"
"Rockingham County",-,"303 - Melrose",177,481,6,5,1,1,671
"Rockingham County",-,"304 - Grottoes",321,786,14,3,4,0,"1,128"
"Rockingham County",-,"305 - Massanetta Springs","1,102","1,943",21,7,9,4,"3,086"
"Rockingham County",-,"306 - Cross Keys",117,310,1,1,0,2,431
"Rockingham County",-,"401 - Bridgewater",811,"1,446",21,10,5,4,"2,297"
"Rockingham County",-,"402 - Montezuma",293,903,8,6,3,0,"1,213"
"Rockingham County",-,"403 - Mt Crawford",70,114,5,0,0,0,189
"Rockingham County",-,"404 - North River",236,804,11,6,1,1,"1,059"
"Rockingham County",-,"405 - Ottobine",283,"1,056",14,6,2,2,"1,363"
"Rockingham County",-,"501 - Elkton",373,830,2,7,1,5,"1,218"
"Rockingham County",-,"502 - Swift Run",392,"1,264",15,4,4,4,"1,683"
"Rockingham County",-,"503 - Mcgaheysville",412,"1,053",21,6,5,1,"1,498"
"Rockingham County",-,"504 - South Fork",198,559,13,8,2,2,782
"Rockingham County",-,"505 - Stony Run",585,872,20,3,4,0,"1,484"
"Rockingham County",-,"Ab - Central Absentee Precinct",755,"1,574",20,6,9,5,"2,369"
"Rockingham County",-,Provisional,6,13,0,0,0,0,19
"Russell County",-,"101 - Moccasin",195,562,4,3,1,0,765
"Russell County",-,"102 - Copper Creek",199,429,4,9,0,2,643
"Russell County",-,"103 - South Castlewood",174,314,5,8,0,1,502
"Russell County",-,"201 - North Castlewood",412,949,3,8,0,2,"1,374"
"Russell County",-,"202 - Dante",110,179,0,2,1,0,292
"Russell County",-,"301 - Cooks Mill",79,152,3,2,0,2,238
"Russell County",-,"302 - Daugherty",101,249,2,0,0,0,352
"Russell County",-,"303 - New Garden",253,487,2,7,0,2,751
"Russell County",-,"304 - Cleveland",205,284,5,5,3,1,503
"Russell County",-,"401 - Drill",47,58,0,0,1,0,106
"Russell County",-,"402 - Swords Creek",273,929,7,2,8,1,"1,220"
"Russell County",-,"403 - Honaker",200,312,6,1,1,0,520
"Russell County",-,"501 - West Lebanon",574,"1,098",8,11,8,2,"1,701"
"Russell County",-,"601 - East Lebanon",244,678,6,4,2,2,936
"Russell County",-,"602 - Elk Garden",282,861,3,8,1,1,"1,156"
"Russell County",-,"Ab - Central Absentee Precinct",370,639,8,6,3,3,"1,029"
"Salem City",-,"1 - North Salem No 2",569,828,17,9,2,3,"1,428"
"Salem City",-,"2 - Conehurst",378,373,8,10,2,0,771
"Salem City",-,"3 - Beverly Heights",252,503,7,4,1,2,769
"Salem City",-,"4 - West Salem",351,707,14,6,4,4,"1,086"
"Salem City",-,"5 - North Salem No 1",596,780,10,12,2,5,"1,405"
"Salem City",-,"6 - South Salem No 1",363,434,11,5,1,1,815
"Salem City",-,"7 - South Salem No 2",484,657,17,6,4,3,"1,171"
"Salem City",-,"8 - East Salem",225,283,4,7,1,3,523
"Salem City",-,"9 - South Side Hills",522,987,8,14,1,4,"1,536"
"Salem City",-,"10 - Hidden Valley",592,"1,068",13,8,2,3,"1,686"
"Salem City",-,"Ab - Central Absentee Precinct",423,669,7,8,1,5,"1,113"
"Salem City",-,Provisional,5,10,0,0,0,0,15
"Scott County",-,"101 - Weber City",164,528,3,1,0,3,699
"Scott County",-,"102 - Yuma",223,616,5,3,1,0,848
"Scott County",-,"202 - Weber City East",110,433,5,2,1,0,551
"Scott County",-,"203 - Hiltons",169,657,8,5,2,4,845
"Scott County",-,"204 - Clark's",41,160,2,1,0,0,204
"Scott County",-,"301 - Nickelsville",124,459,1,1,2,4,591
"Scott County",-,"302 - Snowflake",116,336,1,0,1,1,455
"Scott County",-,"303 - Twin Springs",106,335,2,2,0,1,446
"Scott County",-,"304 - Copper Creek",40,96,2,3,1,1,143
"Scott County",-,"401 - Gate City",386,"1,233",16,8,5,5,"1,653"
"Scott County",-,"501 - Dungannon",113,228,2,1,0,2,346
"Scott County",-,"502 - Fort Blackmore",90,276,0,4,0,0,370
"Scott County",-,"503 - Manville",53,174,2,0,3,0,232
"Scott County",-,"504 - Rye Cove",128,360,3,2,3,2,498
"Scott County",-,"601 - Clinchport",79,246,1,2,1,0,329
"Scott County",-,"602 - Duffield-pattonsville",198,573,5,4,2,0,782
"Scott County",-,"603 - Fairview",66,131,1,0,2,0,200
"Scott County",-,"Ab - Central Absentee Precinct",188,594,3,4,1,5,795
"Scott County",-,Provisional,1,4,0,0,0,0,5
"Shenandoah County",-,"101 - Orkney Springs",283,546,7,2,2,2,842
"Shenandoah County",-,"103 - New Market",655,"1,478",32,3,4,3,"2,175"
"Shenandoah County",-,"201 - Conicville",348,"1,073",15,5,3,8,"1,452"
"Shenandoah County",-,"202 - Mt Jackson",428,837,15,7,1,5,"1,293"
"Shenandoah County",-,"302 - Edinburg",426,892,10,4,8,6,"1,346"
"Shenandoah County",-,"303 - St Luke",332,912,7,3,9,1,"1,264"
"Shenandoah County",-,"304 - Fort Valley",189,493,4,5,3,5,699
"Shenandoah County",-,"401 - Woodstock","1,079","1,692",21,14,6,10,"2,822"
"Shenandoah County",-,"501 - Cedar Creek",47,76,1,2,1,0,127
"Shenandoah County",-,"503 - Toms Brook",641,"1,234",17,5,8,7,"1,912"
"Shenandoah County",-,"504 - Lebanon Church",383,850,11,4,4,2,"1,254"
"Shenandoah County",-,"601 - Strasburg","1,103","1,591",27,9,8,12,"2,750"
"Shenandoah County",-,"Ab - Central Absentee Precinct",548,853,6,3,5,4,"1,419"
"Shenandoah County",-,Provisional,7,11,0,0,0,0,18
"Smyth County",-,"101 - Saltville",551,"1,008",9,10,4,5,"1,587"
"Smyth County",-,"201 - Seven Mile Ford",318,786,2,7,5,3,"1,121"
"Smyth County",-,"202 - Rich Valley",195,284,1,2,1,0,483
"Smyth County",-,"301 - Chilhowie",388,986,8,9,3,3,"1,397"
"Smyth County",-,"302 - St Clair",75,309,6,6,1,1,398
"Smyth County",-,"401 - East Park",394,689,16,5,2,2,"1,108"
"Smyth County",-,"402 - West Park",262,298,3,3,0,0,566
"Smyth County",-,"501 - Atkins",319,741,11,13,3,2,"1,089"
"Smyth County",-,"502 - Wassona",323,458,8,2,3,2,796
"Smyth County",-,"601 - Royal Oak East",393,649,9,1,1,1,"1,054"
"Smyth County",-,"602 - Royal Oak West",165,383,3,5,1,1,558
"Smyth County",-,"701 - Adwolfe",255,832,7,6,4,1,"1,105"
"Smyth County",-,"702 - Sugar Grove",241,401,6,4,2,0,654
"Smyth County",-,"703 - Konnarock",28,69,2,0,0,0,99
"Smyth County",-,"Ab - Central Absentee Precinct",264,485,6,4,2,0,761
"Smyth County",-,Provisional,0,1,0,0,0,0,1
"Southampton County",-,"101 - Berlin",122,453,6,6,1,1,589
"Southampton County",-,"102 - Ivor",413,445,7,1,1,0,867
"Southampton County",-,"201 - Boykins",604,326,3,2,1,0,936
"Southampton County",-,"202 - Branchville",158,131,0,1,3,0,293
"Southampton County",-,"301 - Capron",393,305,2,1,2,0,703
"Southampton County",-,"302 - Sebrell",330,341,1,4,0,0,676
"Southampton County",-,"401 - Drewryville",341,185,2,2,0,1,531
"Southampton County",-,"501 - Hunterdale",318,658,7,4,1,0,988
"Southampton County",-,"502 - Forks-of-the-river",225,238,2,2,0,0,467
"Southampton County",-,"601 - Courtland",437,505,11,2,2,1,958
"Southampton County",-,"602 - Sedley",103,300,0,0,0,0,403
"Southampton County",-,"701 - Blackwater River",402,141,1,0,1,0,545
"Southampton County",-,"702 - Newsoms",302,409,4,3,3,0,721
"Southampton County",-,"Ab - Central Absentee Precinct",289,296,2,0,0,0,587
"Spotsylvania County",-,"101 - Partlow (CD 7)",525,921,20,5,2,5,"1,478"
"Spotsylvania County",-,"102 - Blaydes Corner (CD 7)",622,955,17,7,5,6,"1,612"
"Spotsylvania County",-,"103 - Travelers Rest (CD 7)",927,"1,109",29,9,5,6,"2,085"
"Spotsylvania County",-,"104 - Massaponax (CD 1)",1,4,0,0,0,0,5
"Spotsylvania County",-,"104 - Massaponax (CD 7)",889,"1,095",21,2,7,7,"2,021"
"Spotsylvania County",-,"201 - Wilderness School (CD 7)",797,"1,169",17,2,11,4,"2,000"
"Spotsylvania County",-,"202 - Wilderness Fire (CD 7)",690,"1,037",29,12,3,4,"1,775"
"Spotsylvania County",-,"203 - Ni River / Elys Ford (CD 7)",424,"1,091",14,4,2,5,"1,540"
