County/City,Ward,Pct,"Jason Stuart Redding Miyares","Mark Rankin Herring","All Others","Total Votes Cast"
"Fairfax County",-,"117 - Woodson (CD 11)",469,643,2,"1,114"
"Fairfax County",-,"118 - Lake Braddock (CD 11)",564,"1,026",5,"1,595"
"Fairfax County",-,"119 - Laurel (CD 11)",725,992,2,"1,719"
"Fairfax County",-,"120 - Sideburn (CD 11)",625,708,1,"1,334"
"Fairfax County",-,"121 - Villa (CD 11)",380,469,4,853
"Fairfax County",-,"123 - Robinson (CD 11)",678,954,2,"1,634"
"Fairfax County",-,"125 - Signal Hill (CD 11)",525,725,1,"1,251"
"Fairfax County",-,"126 - Bonnie Brae (CD 11)",372,650,4,"1,026"
"Fairfax County",-,"127 - Burke Centre (CD 11)",614,"1,144",1,"1,759"
"Fairfax County",-,"128 - Cardinal (CD 11)",352,593,3,948
"Fairfax County",-,"129 - Keene Mill (CD 11)",315,469,2,786
"Fairfax County",-,"130 - Terra Centre (CD 11)",420,686,0,"1,106"
"Fairfax County",-,"131 - Eagle View (CD 11)",546,736,1,"1,283"
"Fairfax County",-,"132 - Monument (CD 11)",393,763,0,"1,156"
"Fairfax County",-,"133 - Danbury (CD 11)",126,230,0,356
"Fairfax County",-,"134 - University (CD 11)",60,319,1,380
"Fairfax County",-,"201 - Armstrong (CD 11)",442,902,0,"1,344"
"Fairfax County",-,"202 - Flint Hill (CD 11)",566,745,1,"1,312"
"Fairfax County",-,"203 - Floris (CD 11)",658,944,4,"1,606"
"Fairfax County",-,"204 - Madison (CD 11)",125,221,0,346
"Fairfax County",-,"208 - Reston #1 (CD 11)",443,950,2,"1,395"
"Fairfax County",-,"209 - Reston #2 (CD 11)",352,927,4,"1,283"
"Fairfax County",-,"213 - Vienna #1 (CD 11)",658,"1,047",4,"1,709"
"Fairfax County",-,"214 - Vienna #2 (CD 11)",540,867,1,"1,408"
"Fairfax County",-,"216 - Vienna #4 (CD 11)",276,401,0,677
"Fairfax County",-,"218 - Vienna #6 (CD 11)",380,552,1,933
"Fairfax County",-,"219 - Westbriar (CD 11)",538,821,1,"1,360"
"Fairfax County",-,"220 - Dogwood (CD 11)",477,941,3,"1,421"
"Fairfax County",-,"221 - Hunters Woods (CD 11)",399,758,1,"1,158"
"Fairfax County",-,"222 - Reston #3 (CD 11)",181,626,0,807
"Fairfax County",-,"223 - Glade (CD 11)",407,"1,042",0,"1,449"
"Fairfax County",-,"224 - South Lakes (CD 11)",537,"1,342",2,"1,881"
"Fairfax County",-,"225 - Hughes (CD 11)",369,964,2,"1,335"
"Fairfax County",-,"226 - Wolftrap (CD 11)",686,963,3,"1,652"
"Fairfax County",-,"227 - Sunrise Valley (CD 11)",313,488,1,802
"Fairfax County",-,"229 - Fox Mill (CD 10)",765,"1,099",6,"1,870"
"Fairfax County",-,"233 - North Point (CD 11)",590,736,3,"1,329"
"Fairfax County",-,"234 - Aldrin (CD 11)",393,654,1,"1,048"
"Fairfax County",-,"235 - Frying Pan (CD 11)",373,789,1,"1,163"
"Fairfax County",-,"236 - Stuart (CD 11)",232,376,2,610
"Fairfax County",-,"237 - Mcnair (CD 11)",334,798,0,"1,132"
"Fairfax County",-,"238 - Cameron Glen (CD 11)",384,584,3,971
"Fairfax County",-,"240 - Colvin (CD 10)",470,524,2,996
"Fairfax County",-,"301 - Chain Bridge (CD 10)",544,593,2,"1,139"
"Fairfax County",-,"302 - Chesterbrook (CD 8)",378,532,0,910
"Fairfax County",-,"303 - Churchill (CD 10)",262,368,0,630
"Fairfax County",-,"304 - Cooper (CD 10)",369,354,0,723
"Fairfax County",-,"305 - El Nido (CD 8)",368,577,2,947
"Fairfax County",-,"306 - Great Falls (CD 10)",421,340,1,762
"Fairfax County",-,"307 - Haycock (CD 8)",426,668,1,"1,095"
"Fairfax County",-,"309 - Kenmore (CD 10)",587,611,6,"1,204"
"Fairfax County",-,"310 - Kirby (CD 8)",318,496,2,816
"Fairfax County",-,"311 - Langley (CD 10)",395,393,1,789
"Fairfax County",-,"312 - Longfellow (CD 8)",354,546,1,901
"Fairfax County",-,"314 - Mclean (CD 10)",314,467,0,781
"Fairfax County",-,"315 - Pimmit (CD 8)",483,681,5,"1,169"
"Fairfax County",-,"316 - Salona #1 (CD 8)",158,183,0,341
"Fairfax County",-,"317 - Westhampton (CD 8)",296,499,0,795
"Fairfax County",-,"318 - Westmoreland (CD 8)",226,367,0,593
"Fairfax County",-,"319 - Herndon #1 (CD 11)",569,834,3,"1,406"
"Fairfax County",-,"320 - Herndon #2 (CD 11)",484,762,0,"1,246"
"Fairfax County",-,"321 - Clearview (CD 10)",747,985,3,"1,735"
"Fairfax County",-,"322 - Forestville (CD 10)",621,497,0,"1,118"
"Fairfax County",-,"323 - Shouse (CD 10)",405,557,2,964
"Fairfax County",-,"324 - Herndon #3 (CD 11)",421,719,3,"1,143"
"Fairfax County",-,"325 - Hutchison (CD 11)",184,545,1,730
"Fairfax County",-,"327 - Sugarland (CD 10)",636,836,0,"1,472"
"Fairfax County",-,"328 - Hickory (CD 10)",506,501,1,"1,008"
"Fairfax County",-,"329 - Seneca (CD 10)",648,609,2,"1,259"
"Fairfax County",-,"331 - Spring Hill (CD 10)",364,407,0,771
"Fairfax County",-,"332 - Coates (CD 11)",435,909,2,"1,346"
"Fairfax County",-,"333 - Salona #2 (CD 8)",279,388,1,668
"Fairfax County",-,"401 - Bush Hill (CD 8)",569,900,2,"1,471"
"Fairfax County",-,"402 - Cameron (CD 8)",159,363,1,523
"Fairfax County",-,"403 - Forestdale (CD 8)",177,338,2,517
"Fairfax County",-,"404 - Franconia (CD 8)",465,901,1,"1,367"
"Fairfax County",-,"405 - Groveton (CD 8)",179,467,2,648
"Fairfax County",-,"406 - Hayfield (CD 8)",498,653,1,"1,152"
"Fairfax County",-,"408 - Mount Eagle (CD 8)",229,745,2,976
"Fairfax County",-,"409 - Pioneer (CD 8)",498,814,1,"1,313"
"Fairfax County",-,"410 - Rose Hill (CD 8)",682,"1,081",5,"1,768"
"Fairfax County",-,"411 - Virginia Hills (CD 8)",331,629,4,964
"Fairfax County",-,"413 - Fairfield (CD 8)",153,559,2,714
"Fairfax County",-,"415 - Crestwood (CD 8)",470,658,5,"1,133"
"Fairfax County",-,"417 - Garfield (CD 8)",500,803,1,"1,304"
"Fairfax County",-,"418 - Lynbrook (CD 8)",297,448,1,746
"Fairfax County",-,"419 - Lane #1 (CD 8)",130,313,1,444
"Fairfax County",-,"420 - Villages (CD 8)",581,"1,103",0,"1,684"
"Fairfax County",-,"421 - Kingstowne (CD 8)",425,834,2,"1,261"
"Fairfax County",-,"422 - Van Dorn (CD 8)",402,922,1,"1,325"
"Fairfax County",-,"423 - Clermont (CD 8)",451,710,1,"1,162"
"Fairfax County",-,"424 - Huntley (CD 8)",409,737,0,"1,146"
"Fairfax County",-,"426 - Greenspring (CD 11)",286,651,3,940
"Fairfax County",-,"427 - Island Creek (CD 8)",382,784,2,"1,168"
"Fairfax County",-,"428 - Pinewood (CD 8)",198,682,1,881
"Fairfax County",-,"429 - Hybla Valley (CD 8)",211,722,2,935
"Fairfax County",-,"430 - Lane #2 (CD 8)",270,587,2,859
"Fairfax County",-,"501 - Baileys #1 (CD 8)",222,489,0,711
"Fairfax County",-,"502 - Barcroft (CD 11)",194,366,1,561
"Fairfax County",-,"503 - Belvedere (CD 11)",209,389,0,598
"Fairfax County",-,"504 - Bristow (CD 11)",332,553,2,887
"Fairfax County",-,"505 - Glen Forest (CD 8)",334,671,1,"1,006"
"Fairfax County",-,"506 - Holmes #1 (CD 8)",60,119,0,179
"Fairfax County",-,"507 - Lincolnia (CD 8)",343,748,3,"1,094"
"Fairfax County",-,"508 - Masonville (CD 11)",430,695,0,"1,125"
"Fairfax County",-,"509 - Plaza (CD 8)",100,397,0,497
"Fairfax County",-,"510 - Parklawn (CD 8)",313,490,0,803
"Fairfax County",-,"511 - Ravenwood (CD 11)",334,653,3,990
"Fairfax County",-,"512 - Sleepy Hollow (CD 11)",238,399,1,638
"Fairfax County",-,"513 - Saint Albans (CD 11)",321,553,2,876
"Fairfax County",-,"513 - Saint Albans (CD 8)",21,50,2,73
"Fairfax County",-,"514 - Crossroads (CD 8)",72,328,0,400
"Fairfax County",-,"515 - Westlawn (CD 8)",224,397,1,622
"Fairfax County",-,"516 - Weyanoke #1 (CD 8)",235,324,3,562
"Fairfax County",-,"517 - Willston (CD 8)",217,356,2,575
"Fairfax County",-,"518 - Columbia (CD 11)",385,569,5,959
"Fairfax County",-,"519 - Hummer (CD 11)",314,441,1,756
"Fairfax County",-,"520 - Skyline (CD 8)",171,534,0,705
"Fairfax County",-,"521 - Brook Hill (CD 8)",363,461,2,826
"Fairfax County",-,"522 - Camelot #1 (CD 11)",68,113,0,181
"Fairfax County",-,"523 - Poe (CD 8)",386,564,1,951
"Fairfax County",-,"525 - Walnut Hill (CD 8)",482,713,0,"1,195"
"Fairfax County",-,"526 - Bren Mar (CD 8)",384,941,4,"1,329"
"Fairfax County",-,"527 - Edsall (CD 8)",369,524,2,895
"Fairfax County",-,"528 - Ridgelea (CD 11)",263,373,0,636
"Fairfax County",-,"530 - Holmes #2 (CD 11)",146,442,1,589
"Fairfax County",-,"531 - Baileys #2 (CD 8)",113,285,0,398
"Fairfax County",-,"532 - Weyanoke #2 (CD 8)",182,396,2,580
"Fairfax County",-,"534 - Camelot #2 (CD 11)",234,334,1,569
"Fairfax County",-,"601 - Belle Haven (CD 8)",382,439,2,823
"Fairfax County",-,"602 - Belleview (CD 8)",363,528,1,892
"Fairfax County",-,"604 - Bucknell (CD 8)",319,755,2,"1,076"
"Fairfax County",-,"605 - Fort Hunt (CD 8)",455,523,2,980
"Fairfax County",-,"606 - Hollin Hall (CD 8)",453,599,0,"1,052"
"Fairfax County",-,"607 - Huntington (CD 8)",326,795,1,"1,122"
"Fairfax County",-,"608 - Kirkside (CD 8)",217,481,0,698
"Fairfax County",-,"609 - Marlan (CD 8)",376,429,2,807
"Fairfax County",-,"610 - Sherwood (CD 8)",205,430,2,637
"Fairfax County",-,"611 - Stratford (CD 8)",495,641,2,"1,138"
"Fairfax County",-,"612 - Waynewood (CD 8)",256,342,0,598
"Fairfax County",-,"613 - Westgate (CD 8)",804,646,2,"1,452"
"Fairfax County",-,"614 - Riverside (CD 8)",386,465,2,853
"Fairfax County",-,"615 - Woodley (CD 8)",443,617,1,"1,061"
"Fairfax County",-,"616 - Gunston (CD 8)",652,567,0,"1,219"
"Fairfax County",-,"617 - Lorton (CD 8)",259,542,0,801
"Fairfax County",-,"618 - Newington (CD 11)",857,"1,340",9,"2,206"
"Fairfax County",-,"619 - Belvoir (CD 8)",443,718,1,"1,162"
"Fairfax County",-,"621 - Grosvenor (CD 8)",230,558,3,791
"Fairfax County",-,"622 - Lorton Station (CD 8)",330,910,2,"1,242"
"Fairfax County",-,"623 - Alban (CD 8)",426,812,1,"1,239"
"Fairfax County",-,"626 - Saratoga (CD 8)",601,822,4,"1,427"
"Fairfax County",-,"627 - Woodlawn (CD 8)",391,828,3,"1,222"
"Fairfax County",-,"628 - Laurel Hill (CD 11)",495,"1,178",4,"1,677"
"Fairfax County",-,"629 - South County (CD 11)",621,803,1,"1,425"
"Fairfax County",-,"630 - Army (CD 8)",134,197,0,331
"Fairfax County",-,"701 - Blake (CD 11)",518,987,1,"1,506"
"Fairfax County",-,"703 - Fort Buffalo (CD 8)",231,512,0,743
"Fairfax County",-,"704 - Freedom Hill (CD 11)",354,601,2,957
"Fairfax County",-,"705 - Graham - Greenway (CD 8)",434,927,4,"1,365"
"Fairfax County",-,"707 - Mantua (CD 11)",352,633,1,986
"Fairfax County",-,"708 - Marshall (CD 8)",465,961,1,"1,427"
"Fairfax County",-,"709 - Mosby (CD 11)",370,728,2,"1,100"
"Fairfax County",-,"710 - Pine Spring (CD 8)",264,586,2,852
"Fairfax County",-,"711 - Price (CD 11)",333,511,3,847
"Fairfax County",-,"712 - Shreve (CD 8)",233,416,0,649
"Fairfax County",-,"713 - Timber Lane (CD 8)",355,887,2,"1,244"
"Fairfax County",-,"714 - Walker (CD 11)",440,778,1,"1,219"
"Fairfax County",-,"717 - Woodburn (CD 11)",235,518,0,753
"Fairfax County",-,"718 - Pine Ridge (CD 11)",336,509,2,847
"Fairfax County",-,"720 - Thoreau (CD 11)",485,769,1,"1,255"
"Fairfax County",-,"721 - Merrifield (CD 11)",369,966,3,"1,338"
"Fairfax County",-,"723 - Gallows East (CD 11)",169,418,1,588
"Fairfax County",-,"726 - Magarity (CD 8)",423,837,2,"1,262"
"Fairfax County",-,"727 - Oakton (CD 11)",458,581,2,"1,041"
"Fairfax County",-,"729 - Nottoway (CD 11)",340,615,2,957
"Fairfax County",-,"730 - Penderbrook (CD 11)",565,947,1,"1,513"
"Fairfax County",-,"731 - Tysons (CD 11)",380,682,2,"1,064"
"Fairfax County",-,"732 - Oak Marr (CD 11)",695,737,0,"1,432"
"Fairfax County",-,"733 - Kilmer (CD 11)",501,964,2,"1,467"
"Fairfax County",-,"734 - Hunters Branch (CD 11)",201,387,1,589
"Fairfax County",-,"735 - Rotonda (CD 11)",189,337,1,527
"Fairfax County",-,"801 - Burke (CD 11)",679,"1,039",2,"1,720"
"Fairfax County",-,"802 - Cedar Lake (CD 11)",167,275,1,443
"Fairfax County",-,"803 - Clifton (CD 10)","1,037",705,1,"1,743"
"Fairfax County",-,"804 - Colchester (CD 10)",439,382,1,822
"Fairfax County",-,"805 - Fairfax Station (CD 10)",391,403,0,794
"Fairfax County",-,"806 - Sydenstricker (CD 11)",590,878,0,"1,468"
"Fairfax County",-,"807 - Hunt Valley (CD 11)",420,562,0,982
"Fairfax County",-,"811 - Pohick (CD 11)",294,523,1,818
"Fairfax County",-,"812 - Valley (CD 11)",504,690,4,"1,198"
"Fairfax County",-,"815 - Woodyard (CD 10)",621,544,1,"1,166"
"Fairfax County",-,"824 - Orange (CD 11)",729,947,5,"1,681"
"Fairfax County",-,"825 - Cherry Run (CD 11)",552,702,0,"1,254"
"Fairfax County",-,"827 - Irving (CD 11)",406,645,0,"1,051"
"Fairfax County",-,"833 - White Oaks (CD 11)",515,769,2,"1,286"
"Fairfax County",-,"838 - Sangster (CD 10)",483,522,2,"1,007"
"Fairfax County",-,"839 - Silverbrook (CD 10)",766,876,2,"1,644"
"Fairfax County",-,"840 - West Springfield (CD 11)",506,794,0,"1,300"
"Fairfax County",-,"841 - Popes Head (CD 10)",402,346,2,750
"Fairfax County",-,"842 - Parkway (CD 11)",514,465,0,979
"Fairfax County",-,"843 - Fair Lakes (CD 11)",516,802,2,"1,320"
"Fairfax County",-,"844 - Centerpointe (CD 11)",295,483,3,781
"Fairfax County",-,"845 - Fountainhead (CD 10)",957,801,1,"1,759"
"Fairfax County",-,"846 - Greenbriar East (CD 11)",474,801,1,"1,276"
"Fairfax County",-,"847 - Greenbriar West (CD 10)",427,574,3,"1,004"
"Fairfax County",-,"848 - Fair Oaks (CD 11)",435,645,3,"1,083"
"Fairfax County",-,"849 - Newgate (CD 10)","1,066",994,2,"2,062"
"Fairfax County",-,"850 - South Run (CD 10)",606,563,1,"1,170"
"Fairfax County",-,"851 - Willow Springs (CD 11)",524,592,2,"1,118"
"Fairfax County",-,"901 - Centre Ridge (CD 11)",410,666,0,"1,076"
"Fairfax County",-,"902 - Brookfield (CD 10)",619,885,0,"1,504"
"Fairfax County",-,"903 - Cub Run (CD 10)",704,840,2,"1,546"
"Fairfax County",-,"904 - Stonecroft (CD 10)",313,264,0,577
"Fairfax County",-,"905 - Franklin (CD 10)",172,272,0,444
"Fairfax County",-,"908 - Hidden Meadow (CD 10)",473,589,1,"1,063"
"Fairfax County",-,"909 - Oak Hill (CD 10)",408,561,1,970
"Fairfax County",-,"910 - London Towne (CD 11)",460,875,0,"1,335"
"Fairfax County",-,"911 - Navy (CD 10)",620,810,3,"1,433"
"Fairfax County",-,"913 - Rocky Run (CD 10)",800,860,1,"1,661"
"Fairfax County",-,"914 - Vale (CD 10)",479,501,3,983
"Fairfax County",-,"915 - Virginia Run (CD 10)",668,537,1,"1,206"
"Fairfax County",-,"916 - Waples Mill (CD 10)",866,933,1,"1,800"
"Fairfax County",-,"917 - Stone North (CD 10)",316,458,2,776
"Fairfax County",-,"918 - Centreville (CD 11)",572,939,3,"1,514"
"Fairfax County",-,"919 - Green Trails (CD 11)",592,979,3,"1,574"
"Fairfax County",-,"920 - Chantilly (CD 10)",463,643,0,"1,106"
"Fairfax County",-,"921 - Deer Park (CD 10)",639,670,2,"1,311"
"Fairfax County",-,"923 - Bull Run (CD 10)",592,473,2,"1,067"
"Fairfax County",-,"924 - Spindle (CD 11)",202,362,1,565
"Fairfax County",-,"925 - Old Mill (CD 10)",327,400,1,728
"Fairfax County",-,"926 - Powell (CD 11)",685,935,0,"1,620"
"Fairfax County",-,"927 - Armfield (CD 10)",329,473,1,803
"Fairfax County",-,"928 - Poplar Tree (CD 10)",574,643,1,"1,218"
"Fairfax County",-,"929 - Difficult Run (CD 10)",202,179,0,381
"Fairfax County",-,"930 - Lees Corner (CD 10)",383,549,2,934
"Fairfax County",-,"931 - Carson (CD 10)",367,660,1,"1,028"
"Fairfax County",-,"932 - Stone South (CD 10)",193,393,0,586
"Fairfax County",-,"933 - Compton (CD 11)",130,177,0,307
"Fairfax County",-,"##ab - Central Absentee Precinct (CD 10)","2,454","8,927",10,"11,391"
"Fairfax County",-,"##ab - Central Absentee Precinct (CD 11)","4,584","24,462",37,"29,083"
"Fairfax County",-,"##ab - Central Absentee Precinct (CD 8)","2,660","14,125",24,"16,809"
"Fairfax County",-,"##ev - Central Absentee Precinct (CD 10)","10,393","15,269",13,"25,675"
"Fairfax County",-,"##ev - Central Absentee Precinct (CD 11)","15,692","36,409",24,"52,125"
"Fairfax County",-,"##ev - Central Absentee Precinct (CD 8)","8,796","22,234",21,"31,051"
"Fairfax County",-,"##pe - Central Absentee Precinct (CD 10)",477,"1,170",2,"1,649"
"Fairfax County",-,"##pe - Central Absentee Precinct (CD 11)",851,"3,437",5,"4,293"
"Fairfax County",-,"##pe - Central Absentee Precinct (CD 8)",525,"2,177",3,"2,705"
"Fairfax County",-,"Provisional (CD 10)",74,188,0,262
"Fairfax County",-,"Provisional (CD 11)",221,650,0,871
"Fairfax County",-,"Provisional (CD 8)",119,403,0,522
"Fairfax City",-,"1 - One",345,528,1,874
"Fairfax City",-,"2 - Two",411,500,1,912
"Fairfax City",-,"3 - Three",500,654,1,"1,155"
"Fairfax City",-,"4 - Four",346,443,1,790
"Fairfax City",-,"5 - Five",312,522,2,836
"Fairfax City",-,"6 - Six",377,533,0,910
"Fairfax City",-,"##ab - Central Absentee Precinct",209,"1,141",0,"1,350"
"Fairfax City",-,"##ev - Central Absentee Precinct","1,042","2,127",2,"3,171"
"Fairfax City",-,"##pe - Central Absentee Precinct",12,31,0,43
"Fairfax City",-,Provisional,6,22,0,28
"Falls Church City",-,"1 - First Ward",323,812,1,"1,136"
"Falls Church City",-,"2 - Second Ward",264,613,1,878
"Falls Church City",-,"3 - Third Ward",340,746,3,"1,089"
"Falls Church City",-,"##ab - Central Absentee Precinct",109,833,0,942
"Falls Church City",-,"##ev - Central Absentee Precinct",498,"2,363",1,"2,862"
"Falls Church City",-,"##pe - Central Absentee Precinct",5,23,0,28
"Falls Church City",-,Provisional,3,13,0,16
"Fauquier County",-,"101 - Kettle Run (CD 5)",453,117,4,574
"Fauquier County",-,"102 - Catlett (CD 1)","1,102",220,0,"1,322"
"Fauquier County",-,"103 - Casanova (CD 5)",471,163,0,634
"Fauquier County",-,"104 - Lois (CD 1)",481,126,0,607
"Fauquier County",-,"105 - Opal (CD 5)",509,128,0,637
"Fauquier County",-,"106 - Baldwin Ridge (CD 5)",550,230,1,781
"Fauquier County",-,"201 - Courthouse (CD 5)",803,535,2,"1,340"
"Fauquier County",-,"202 - Airlie (CD 5)",717,332,3,"1,052"
"Fauquier County",-,"203 - Warrenton (CD 5)",725,505,0,"1,230"
"Fauquier County",-,"301 - Morrisville (CD 1)",776,165,0,941
"Fauquier County",-,"302 - Remington (CD 5)",955,353,0,"1,308"
"Fauquier County",-,"303 - Bealeton (CD 1)","1,063",464,0,"1,527"
"Fauquier County",-,"401 - Marshall (CD 5)",843,391,1,"1,235"
"Fauquier County",-,"402 - Leeds (CD 5)",781,425,0,"1,206"
"Fauquier County",-,"403 - Waterloo (CD 5)",890,275,1,"1,166"
"Fauquier County",-,"404 - Springs Valley (CD 5)",408,178,0,586
"Fauquier County",-,"501 - The Plains (CD 5)",690,451,0,"1,141"
"Fauquier County",-,"502 - New Baltimore (CD 5)",846,331,2,"1,179"
"Fauquier County",-,"503 - Broad Run (CD 5)",681,248,1,930
"Fauquier County",-,"504 - Vint Hill (CD 5)","1,092",410,0,"1,502"
"Fauquier County",-,"##ab - Central Absentee Precinct (CD 1)",113,222,0,335
"Fauquier County",-,"##ab - Central Absentee Precinct (CD 5)",698,"1,460",2,"2,160"
"Fauquier County",-,"##ev - Central Absentee Precinct (CD 1)","1,163",576,0,"1,739"
"Fauquier County",-,"##ev - Central Absentee Precinct (CD 5)","5,152","3,482",1,"8,635"
"Fauquier County",-,"##pe - Central Absentee Precinct (CD 1)",6,10,0,16
"Fauquier County",-,"##pe - Central Absentee Precinct (CD 5)",15,30,0,45
"Fauquier County",-,"Provisional (CD 1)",2,5,0,7
"Fauquier County",-,"Provisional (CD 5)",27,29,0,56
"Floyd County",-,"101 - Locust Grove",818,252,1,"1,071"
"Floyd County",-,"201 - Little River",824,273,0,"1,097"
"Floyd County",-,"301 - Courthouse",540,236,4,780
"Floyd County",-,"401 - Burks Fork",819,199,0,"1,018"
"Floyd County",-,"501 - Indian Valley",959,163,1,"1,123"
"Floyd County",-,"##ab - Central Absentee Precinct",163,318,0,481
"Floyd County",-,"##ev - Central Absentee Precinct","1,071",802,3,"1,876"
"Floyd County",-,"##pe - Central Absentee Precinct",2,11,0,13
"Floyd County",-,Provisional,3,5,0,8
"Fluvanna County",-,"101 - Palmyra",882,563,1,"1,446"
"Fluvanna County",-,"201 - Columbia",833,395,0,"1,228"
"Fluvanna County",-,"301 - Fork Union",792,436,2,"1,230"
"Fluvanna County",-,"401 - Cunningham","1,100",316,1,"1,417"
"Fluvanna County",-,"501 - Rivanna",692,511,1,"1,204"
"Fluvanna County",-,"##ab - Central Absentee Precinct",236,935,0,"1,171"
"Fluvanna County",-,"##ev - Central Absentee Precinct","2,395","2,244",1,"4,640"
"Fluvanna County",-,"##pe - Central Absentee Precinct",13,28,0,41
"Fluvanna County",-,Provisional,8,8,0,16
"Franklin County",-,"102 - Burnt Chimney","1,043",256,0,"1,299"
"Franklin County",-,"103 - Scruggs","1,646",428,1,"2,075"
"Franklin County",-,"201 - Glade Hill",964,165,0,"1,129"
"Franklin County",-,"202 - Penhook",616,191,0,807
"Franklin County",-,"203 - Hodgesville",152,35,0,187
"Franklin County",-,"204 - Dudley",548,128,0,676
"Franklin County",-,"301 - Snow Creek",442,83,0,525
"Franklin County",-,"302 - Fork Mountain",413,74,0,487
"Franklin County",-,"303 - Sontag",565,226,1,792
"Franklin County",-,"304 - Dickinson",269,103,0,372
"Franklin County",-,"401 - Henry",781,111,0,892
"Franklin County",-,"402 - Ferrum",386,110,0,496
"Franklin County",-,"403 - Endicott",439,84,0,523
"Franklin County",-,"501 - Waidsboro",468,122,0,590
"Franklin County",-,"502 - Callaway",719,141,1,861
"Franklin County",-,"503 - Bowmans",386,110,0,496
"Franklin County",-,"504 - Gogginsville",597,148,0,745
"Franklin County",-,"601 - Boones Mill",870,200,0,"1,070"
"Franklin County",-,"602 - Bonbrook",856,169,1,"1,026"
"Franklin County",-,"603 - Coopers Cove",652,128,1,781
"Franklin County",-,"701 - Rocky Mount East",636,246,0,882
"Franklin County",-,"702 - Rocky Mount West",427,197,0,624
"Franklin County",-,"703 - Rocky Mount South",368,164,1,533
"Franklin County",-,"##ab - Central Absentee Precinct",514,818,0,"1,332"
"Franklin County",-,"##ev - Central Absentee Precinct","2,802","1,645",7,"4,454"
"Franklin County",-,"##pe - Central Absentee Precinct",30,25,0,55
"Franklin County",-,Provisional,4,8,0,12
"Franklin City",-,"101 - Precinct 1-1",333,118,0,451
"Franklin City",-,"201 - Precinct 2-1",264,165,0,429
"Franklin City",-,"301 - Precinct 3-1",29,224,1,254
"Franklin City",-,"401 - Precinct 4-1",33,157,0,190
"Franklin City",-,"501 - Precinct 5-1",10,205,0,215
"Franklin City",-,"601 - Precinct 6-1",185,151,0,336
"Franklin City",-,"##ab - Central Absentee Precinct",39,169,0,208
"Franklin City",-,"##ev - Central Absentee Precinct",346,508,0,854
"Franklin City",-,"##pe - Central Absentee Precinct",0,2,0,2
"Franklin City",-,Provisional,1,2,0,3
"Frederick County",-,"101 - Russells",958,204,0,"1,162"
"Frederick County",-,"102 - Gore","1,258",277,1,"1,536"
"Frederick County",-,"103 - Kernstown",992,340,0,"1,332"
"Frederick County",-,"104 - Cedar Creek",681,200,0,881
"Frederick County",-,"201 - Gainesborough",718,110,0,828
"Frederick County",-,"202 - Albin",884,235,0,"1,119"
"Frederick County",-,"203 - Redland","1,234",331,1,"1,566"
"Frederick County",-,"204 - Nain",781,214,0,995
"Frederick County",-,"301 - Clear Brook",649,148,1,798
"Frederick County",-,"302 - Neff's Town","1,112",615,1,"1,728"
"Frederick County",-,"303 - White Hall","1,182",400,0,"1,582"
"Frederick County",-,"401 - Carpers Valley",744,333,1,"1,078"
"Frederick County",-,"402 - Shenandoah",599,200,0,799
"Frederick County",-,"403 - Parkin's Mill",917,341,1,"1,259"
"Frederick County",-,"404 - Armel",779,378,1,"1,158"
"Frederick County",-,"501 - Stephens City",941,450,0,"1,391"
"Frederick County",-,"502 - Newtown","1,224",448,2,"1,674"
"Frederick County",-,"503 - Canterburg","1,155",501,1,"1,657"
"Frederick County",-,"601 - Millbrook",601,230,0,831
"Frederick County",-,"602 - Ash Hollow",631,352,0,983
"Frederick County",-,"603 - Greenwood","1,296",596,2,"1,894"
"Frederick County",-,"##ab - Central Absentee Precinct",740,"1,594",1,"2,335"
"Frederick County",-,"##ev - Central Absentee Precinct","4,540","2,931",3,"7,474"
"Frederick County",-,"##pe - Central Absentee Precinct",64,75,0,139
"Frederick County",-,Provisional,21,22,0,43
"Fredericksburg City",-,"101 - Precinct 1 - District One",738,841,2,"1,581"
"Fredericksburg City",-,"201 - Precinct 1 - District Two",534,792,3,"1,329"
"Fredericksburg City",-,"301 - Precinct 1 - District Three",563,612,2,"1,177"
"Fredericksburg City",-,"401 - Precinct 1 - District Four",197,504,0,701
"Fredericksburg City",-,"402 - Precinct 2 - District Four",238,339,1,578
"Fredericksburg City",-,"##ab - Central Absentee Precinct",182,852,0,"1,034"
"Fredericksburg City",-,"##ev - Central Absentee Precinct",975,"1,564",1,"2,540"
"Fredericksburg City",-,"##pe - Central Absentee Precinct",3,9,0,12
"Fredericksburg City",-,Provisional,5,14,0,19
"Galax City",-,"1 - East",419,139,1,559
"Galax City",-,"5 - West",557,132,0,689
"Galax City",-,"##ab - Central Absentee Precinct",55,65,0,120
"Galax City",-,"##ev - Central Absentee Precinct",353,175,1,529
"Galax City",-,"##pe - Central Absentee Precinct",1,2,0,3
"Galax City",-,Provisional,1,1,0,2
"Giles County",-,"101 - Glen Lyn",75,9,0,84
"Giles County",-,"102 - Rich Creek",298,47,0,345
"Giles County",-,"103 - Narrows",745,124,0,869
"Giles County",-,"201 - Pearisburg",724,141,0,865
"Giles County",-,"202 - Staffordsville",210,38,0,248
"Giles County",-,"203 - White Gate",149,20,0,169
"Giles County",-,"301 - Eggleston",329,106,0,435
"Giles County",-,"302 - Pembroke",771,167,1,939
"Giles County",-,"303 - Newport",413,170,1,584
