County/City,Ward,Pct,"Jason Stuart Redding Miyares","Mark Rankin Herring","All Others","Total Votes Cast"
"Charlottesville City",-,"303 - Buford",98,493,1,592
"Charlottesville City",-,"401 - Venable",83,546,1,630
"Charlottesville City",-,"402 - Alumni Hall",233,698,0,931
"Charlottesville City",-,"##ab - Central Absentee Precinct",179,"1,872",4,"2,055"
"Charlottesville City",-,"##ev - Central Absentee Precinct",477,"4,017",1,"4,495"
"Charlottesville City",-,"##pe - Central Absentee Precinct",18,142,1,161
"Charlottesville City",-,Provisional,9,49,0,58
"Chesapeake City",-,"1 - Great Bridge (CD 4)",611,255,0,866
"Chesapeake City",-,"2 - Bethel (CD 4)",980,141,0,"1,121"
"Chesapeake City",-,"3 - Camelot (CD 3)",78,580,2,660
"Chesapeake City",-,"4 - Churchland (CD 3)",576,235,0,811
"Chesapeake City",-,"5 - Crestwood (CD 3)",134,687,0,821
"Chesapeake City",-,"6 - Deep Creek (CD 4)",511,366,1,878
"Chesapeake City",-,"7 - Greenbrier (CD 4)",491,261,0,752
"Chesapeake City",-,"8 - South Norfolk Recreation (CD 3)",565,505,0,"1,070"
"Chesapeake City",-,"9 - Bells Mill (CD 4)","1,027",309,0,"1,336"
"Chesapeake City",-,"10 - Oscar Smith (CD 3)",271,221,0,492
"Chesapeake City",-,"11 - Geneva Park (CD 3)",475,264,3,742
"Chesapeake City",-,"12 - Georgetown (CD 3)",113,455,0,568
"Chesapeake City",-,"13 - Gilmerton (CD 3)",521,395,0,916
"Chesapeake City",-,"14 - Grassfield (CD 4)",586,265,1,852
"Chesapeake City",-,"15 - Greenbrier Middle School (CD 3)",394,449,1,844
"Chesapeake City",-,"16 - Hickory Grove (CD 4)",958,262,0,"1,220"
"Chesapeake City",-,"17 - Indian Creek (CD 4)",793,166,0,959
"Chesapeake City",-,"18 - Indian River (CD 3)",260,367,0,627
"Chesapeake City",-,"19 - Jolliff (CD 4)",494,188,1,683
"Chesapeake City",-,"20 - E W Chittum (CD 4)",663,389,0,"1,052"
"Chesapeake City",-,"21 - Fellowship (CD 3)",619,381,0,"1,000"
"Chesapeake City",-,"22 - Norfolk Highlands (CD 3)",380,211,2,593
"Chesapeake City",-,"23 - Oak Grove (CD 4)",467,460,0,927
"Chesapeake City",-,"24 - Oaklette (CD 3)",362,344,0,706
"Chesapeake City",-,"25 - St Julians (CD 3)",308,424,0,732
"Chesapeake City",-,"26 - Johnson Park (CD 3)",185,276,2,463
"Chesapeake City",-,"27 - Silverwood (CD 3)",556,333,1,890
"Chesapeake City",-,"28 - Sunray I (CD 4)",157,66,0,223
"Chesapeake City",-,"29 - Tanglewood (CD 3)",531,201,1,733
"Chesapeake City",-,"30 - South Norfolk (CD 3)",26,347,2,375
"Chesapeake City",-,"31 - Carver School (CD 3)",160,566,0,726
"Chesapeake City",-,"32 - Providence (CD 3)",64,705,4,773
"Chesapeake City",-,"33 - Westover (CD 3)",398,197,0,595
"Chesapeake City",-,"34 - Hickory Middle School (CD 4)",965,239,1,"1,205"
"Chesapeake City",-,"35 - Taylor Road (CD 3)",183,315,0,498
"Chesapeake City",-,"36 - Great Bridge Baptist Church (CD 4)",700,243,1,944
"Chesapeake City",-,"37 - Bridgetown (CD 4)",699,271,0,970
"Chesapeake City",-,"38 - Bailey Creek (CD 3)",636,229,0,865
"Chesapeake City",-,"39 - Lake Drummond (CD 4)",449,270,0,719
"Chesapeake City",-,"41 - John T West (CD 4)",825,663,5,"1,493"
"Chesapeake City",-,"42 - Parkways (CD 3)",275,384,0,659
"Chesapeake City",-,"43 - Pleasant Crossing (CD 4)",735,195,2,932
"Chesapeake City",-,"44 - Nansemond (CD 3)",355,406,0,761
"Chesapeake City",-,"45 - Sunray II (CD 4)",146,177,0,323
"Chesapeake City",-,"46 - Bells Mill II (CD 4)",597,340,1,938
"Chesapeake City",-,"48 - Jolliff Middle School (CD 4)",116,680,3,799
"Chesapeake City",-,"49 - Waterway (CD 4)",455,302,0,757
"Chesapeake City",-,"50 - River Walk (CD 4)",470,510,2,982
"Chesapeake City",-,"51 - Coopers Way (CD 4)","1,164",374,1,"1,539"
"Chesapeake City",-,"52 - Shipyard Road (CD 4)",375,364,1,740
"Chesapeake City",-,"53 - Fairways (CD 3)",566,523,0,"1,089"
"Chesapeake City",-,"54 - Pughsville (CD 3)",227,431,1,659
"Chesapeake City",-,"55 - Georgetown East (CD 3)",139,309,0,448
"Chesapeake City",-,"56 - Green Tree (CD 3)",341,360,1,702
"Chesapeake City",-,"57 - Cypress (CD 3)",336,338,0,674
"Chesapeake City",-,"58 - Expressway (CD 4)",120,219,0,339
"Chesapeake City",-,"59 - Clearfield (CD 4)",520,438,0,958
"Chesapeake City",-,"60 - Parker Road (CD 4)",673,230,1,904
"Chesapeake City",-,"61 - Centerville (CD 4)","1,027",328,2,"1,357"
"Chesapeake City",-,"62 - Fentress (CD 4)",887,312,0,"1,199"
"Chesapeake City",-,"63 - Poplar Branch (CD 4)",522,97,1,620
"Chesapeake City",-,"64 - Deep Creek Ii (CD 4)",439,336,1,776
"Chesapeake City",-,"65 - Waterway Ii (CD 4)",466,300,0,766
"Chesapeake City",-,"##ab - Central Absentee Precinct (CD 3)",711,"2,694",3,"3,408"
"Chesapeake City",-,"##ab - Central Absentee Precinct (CD 4)","1,410","2,767",2,"4,179"
"Chesapeake City",-,"##ev - Central Absentee Precinct (CD 3)","4,774","7,754",15,"12,543"
"Chesapeake City",-,"##ev - Central Absentee Precinct (CD 4)","10,525","8,300",9,"18,834"
"Chesapeake City",-,"##pe - Central Absentee Precinct (CD 3)",71,241,1,313
"Chesapeake City",-,"##pe - Central Absentee Precinct (CD 4)",153,253,3,409
"Chesapeake City",-,"Provisional (CD 3)",25,70,0,95
"Chesapeake City",-,"Provisional (CD 4)",45,65,0,110
"Chesterfield County",-,"101 - Bellwood (CD 4)",430,376,2,808
"Chesterfield County",-,"102 - South Chester (CD 4)",680,503,2,"1,185"
"Chesterfield County",-,"103 - Enon (CD 4)","1,121",653,0,"1,774"
"Chesterfield County",-,"104 - North Chester (CD 4)",865,463,5,"1,333"
"Chesterfield County",-,"105 - Drewrys Bluff (CD 7)",310,419,4,733
"Chesterfield County",-,"106 - Harrowgate (CD 4)",810,775,3,"1,588"
"Chesterfield County",-,"107 - Wells (CD 4)",621,545,1,"1,167"
"Chesterfield County",-,"108 - Ecoff (CD 4)",881,493,0,"1,374"
"Chesterfield County",-,"109 - Elizabeth Scott (CD 4)","1,077",757,2,"1,836"
"Chesterfield County",-,"110 - Dutch Gap (CD 4)",577,402,1,980
"Chesterfield County",-,"111 - Iron Bridge (CD 4)",481,265,0,746
"Chesterfield County",-,"112 - Carver (CD 4)",486,432,0,918
"Chesterfield County",-,"113 - Iron Bridge North (CD 4)",412,422,0,834
"Chesterfield County",-,"201 - Gates (CD 4)",476,309,1,786
"Chesterfield County",-,"202 - Beulah (CD 7)",421,805,1,"1,227"
"Chesterfield County",-,"203 - Bird (CD 4)",319,243,0,562
"Chesterfield County",-,"204 - Jacobs (CD 7)",390,392,0,782
"Chesterfield County",-,"205 - Falling Creek (CD 7)",287,653,0,940
"Chesterfield County",-,"206 - Belmont (CD 7)",117,441,2,560
"Chesterfield County",-,"207 - Chippenham (CD 7)",109,230,1,340
"Chesterfield County",-,"208 - Meadowbrook (CD 7)",252,597,2,851
"Chesterfield County",-,"209 - Salem Church (CD 4)",573,385,2,960
"Chesterfield County",-,"210 - Five Forks (CD 7)",572,882,1,"1,455"
"Chesterfield County",-,"211 - Nash (CD 4)",996,469,2,"1,467"
"Chesterfield County",-,"212 - St. Luke's (CD 7)",399,301,1,701
"Chesterfield County",-,"213 - Southside (CD 7)",162,391,2,555
"Chesterfield County",-,"214 - Hopkins (CD 7)",28,114,0,142
"Chesterfield County",-,"215 - North Bird (CD 7)",164,286,0,450
"Chesterfield County",-,"216 - Ridgedale (CD 7)",187,659,0,846
"Chesterfield County",-,"301 - Ettrick (CD 4)",247,614,4,865
"Chesterfield County",-,"302 - Deer Run (CD 7)",293,159,0,452
"Chesterfield County",-,"303 - Matoaca (CD 4)",793,504,0,"1,297"
"Chesterfield County",-,"304 - Winfrees Store (CD 4)",785,198,1,984
"Chesterfield County",-,"305 - Beach (CD 4)",407,99,0,506
"Chesterfield County",-,"306 - Winterpock (CD 7)","1,291",331,0,"1,622"
"Chesterfield County",-,"307 - Cosby (CD 7)","1,373",940,3,"2,316"
"Chesterfield County",-,"308 - South Manchester (CD 7)",195,209,0,404
"Chesterfield County",-,"309 - Skinquarter (CD 7)",868,434,1,"1,303"
"Chesterfield County",-,"310 - Tomahawk (CD 7)",854,574,2,"1,430"
"Chesterfield County",-,"313 - Woolridge (CD 7)","1,124",733,0,"1,857"
"Chesterfield County",-,"314 - Longhouse (CD 4)",541,100,0,641
"Chesterfield County",-,"315 - Bailey Bridge (CD 7)",969,332,0,"1,301"
"Chesterfield County",-,"316 - Spring Run (CD 7)",825,505,4,"1,334"
"Chesterfield County",-,"317 - Birkdale (CD 7)","1,012",609,0,"1,621"
"Chesterfield County",-,"318 - West Beach (CD 7)",314,151,0,465
"Chesterfield County",-,"319 - Magnolia (CD 7)","1,325",745,1,"2,071"
"Chesterfield County",-,"401 - Harbour Pointe (CD 7)",489,328,1,818
"Chesterfield County",-,"402 - Genito (CD 7)",262,248,0,510
"Chesterfield County",-,"403 - Brandermill (CD 7)",789,617,1,"1,407"
"Chesterfield County",-,"404 - Providence (CD 7)",496,547,1,"1,044"
"Chesterfield County",-,"405 - La Prade (CD 7)",553,435,2,990
"Chesterfield County",-,"406 - Smoketree (CD 7)",615,432,1,"1,048"
"Chesterfield County",-,"407 - Monacan (CD 7)",388,254,2,644
"Chesterfield County",-,"408 - Reams (CD 7)",606,736,2,"1,344"
"Chesterfield County",-,"409 - Manchester (CD 7)",372,410,1,783
"Chesterfield County",-,"410 - Wagstaff (CD 7)",419,355,0,774
"Chesterfield County",-,"411 - Swift Creek (CD 7)",745,538,1,"1,284"
"Chesterfield County",-,"412 - Clover Hill (CD 7)",675,533,1,"1,209"
"Chesterfield County",-,"413 - Shenandoah (CD 7)",579,543,2,"1,124"
"Chesterfield County",-,"414 - Crenshaw (CD 7)","1,039",748,2,"1,789"
"Chesterfield County",-,"415 - Evergreen (CD 7)",655,485,2,"1,142"
"Chesterfield County",-,"416 - Evergreen West (CD 7)",465,392,0,857
"Chesterfield County",-,"417 - Edgewater (CD 7)",474,363,1,838
"Chesterfield County",-,"501 - Huguenot (CD 7)",513,570,2,"1,085"
"Chesterfield County",-,"502 - Crestwood (CD 7)",343,364,1,708
"Chesterfield County",-,"503 - Midlothian (CD 7)",858,571,1,"1,430"
"Chesterfield County",-,"504 - Robious (CD 7)","1,158",758,2,"1,918"
"Chesterfield County",-,"505 - Bon Air (CD 7)",662,793,2,"1,457"
"Chesterfield County",-,"506 - Greenfield (CD 7)",622,762,3,"1,387"
"Chesterfield County",-,"507 - Salisbury (CD 7)","1,238",772,3,"2,013"
"Chesterfield County",-,"508 - Belgrade (CD 7)",599,504,1,"1,104"
"Chesterfield County",-,"509 - Cranbeck (CD 7)",389,513,1,903
"Chesterfield County",-,"510 - Sycamore (CD 7)",791,535,0,"1,326"
"Chesterfield County",-,"511 - Black Heath (CD 7)",662,424,0,"1,086"
"Chesterfield County",-,"513 - Beaufont (CD 7)",193,362,0,555
"Chesterfield County",-,"514 - Watkins (CD 7)",899,591,0,"1,490"
"Chesterfield County",-,"515 - Davis (CD 7)",224,633,2,859
"Chesterfield County",-,"516 - Pocoshock (CD 7)",195,412,3,610
"Chesterfield County",-,"517 - Roseland (CD 7)",748,428,1,"1,177"
"Chesterfield County",-,"518 - Midlothian North (CD 7)",937,525,1,"1,463"
"Chesterfield County",-,"##ab - Central Absentee Precinct (CD 4)","1,089","2,449",10,"3,548"
"Chesterfield County",-,"##ab - Central Absentee Precinct (CD 7)","3,374","8,097",14,"11,485"
"Chesterfield County",-,"##ev - Central Absentee Precinct (CD 4)","8,918","6,796",9,"15,723"
"Chesterfield County",-,"##ev - Central Absentee Precinct (CD 7)","19,207","18,119",25,"37,351"
"Chesterfield County",-,"##pe - Central Absentee Precinct (CD 4)",66,172,1,239
"Chesterfield County",-,"##pe - Central Absentee Precinct (CD 7)",216,574,0,790
"Chesterfield County",-,"Provisional (CD 4)",10,21,0,31
"Chesterfield County",-,"Provisional (CD 7)",42,111,0,153
"Clarke County",-,"101 - Russell",702,244,1,947
"Clarke County",-,"201 - Berryville",461,281,0,742
"Clarke County",-,"301 - Millwood",437,181,2,620
"Clarke County",-,"302 - Pine Grove",242,118,0,360
"Clarke County",-,"401 - White Post",686,305,0,991
"Clarke County",-,"501 - Buckmarsh",437,196,0,633
"Clarke County",-,"502 - Blue Ridge",211,106,1,318
"Clarke County",-,"##ab - Central Absentee Precinct",140,327,1,468
"Clarke County",-,"##ev - Central Absentee Precinct","1,206","1,065",1,"2,272"
"Clarke County",-,"##pe - Central Absentee Precinct",13,11,0,24
"Clarke County",-,Provisional,3,4,0,7
"Colonial Heights City",-,"1 - First",438,152,1,591
"Colonial Heights City",-,"2 - Second",479,180,1,660
"Colonial Heights City",-,"3 - Third",535,203,1,739
"Colonial Heights City",-,"4 - Fourth",556,231,0,787
"Colonial Heights City",-,"5 - Fifth",707,209,2,918
"Colonial Heights City",-,"##ab - Central Absentee Precinct",217,203,0,420
"Colonial Heights City",-,"##ev - Central Absentee Precinct","1,956",574,2,"2,532"
"Colonial Heights City",-,"##pe - Central Absentee Precinct",4,10,0,14
"Colonial Heights City",-,Provisional,0,1,0,1
"Covington City",-,"101 - Precinct 1-1",156,73,0,229
"Covington City",-,"201 - Precinct 2-1",185,89,0,274
"Covington City",-,"301 - Precinct 3-1",87,94,0,181
"Covington City",-,"401 - Precinct 4-1",269,84,0,353
"Covington City",-,"501 - Precinct 5-1",295,86,0,381
"Covington City",-,"##ab - Central Absentee Precinct",170,191,1,362
"Covington City",-,"##ev - Central Absentee Precinct",0,0,0,0
"Covington City",-,"##pe - Central Absentee Precinct",0,2,0,2
"Covington City",-,Provisional,0,0,0,0
"Craig County",-,"101 - Court House",280,44,0,324
"Craig County",-,"201 - Ammendale Precinct",378,46,1,425
"Craig County",-,"301 - Givens & Reynolds Store",221,56,0,277
"Craig County",-,"303 - Marshalls Store",162,39,0,201
"Craig County",-,"401 - Barbours Creek",148,29,1,178
"Craig County",-,"402 - Paint Bank",26,8,0,34
"Craig County",-,"403 - Craig Springs",150,27,0,177
"Craig County",-,"501 - Craig City",271,40,2,313
"Craig County",-,"##ab - Central Absentee Precinct",47,45,0,92
"Craig County",-,"##ev - Central Absentee Precinct",369,95,2,466
"Craig County",-,"##pe - Central Absentee Precinct",0,1,0,1
"Craig County",-,Provisional,0,0,0,0
"Culpeper County",-,"101 - West Fairfax",869,591,5,"1,465"
"Culpeper County",-,"201 - East Fairfax",653,545,0,"1,198"
"Culpeper County",-,"302 - Eggbornsville",767,179,0,946
"Culpeper County",-,"303 - Cardova",602,147,0,749
"Culpeper County",-,"304 - Willow Shade",178,112,0,290
"Culpeper County",-,"401 - Eldorado",771,219,1,991
"Culpeper County",-,"402 - Browns Store","1,116",361,3,"1,480"
"Culpeper County",-,"501 - Jeffersonton","1,084",352,0,"1,436"
"Culpeper County",-,"502 - Rixeyville",980,241,0,"1,221"
"Culpeper County",-,"601 - Mitchells",163,57,0,220
"Culpeper County",-,"602 - Pearl Sample",822,315,1,"1,138"
"Culpeper County",-,"603 - South Ridge",235,131,0,366
"Culpeper County",-,"702 - Brandy Station","1,060",285,1,"1,346"
"Culpeper County",-,"703 - Lignum",523,142,1,666
"Culpeper County",-,"704 - Richardsville",363,71,0,434
"Culpeper County",-,"##ab - Central Absentee Precinct",509,"1,047",0,"1,556"
"Culpeper County",-,"##ev - Central Absentee Precinct","2,501","2,060",1,"4,562"
"Culpeper County",-,"##pe - Central Absentee Precinct",14,25,0,39
"Culpeper County",-,Provisional,12,12,0,24
"Cumberland County",-,"101 - Precinct 1",548,206,1,755
"Cumberland County",-,"201 - Precinct 2",450,144,0,594
"Cumberland County",-,"301 - Precinct 3",276,212,0,488
"Cumberland County",-,"401 - Precinct 4",458,167,0,625
"Cumberland County",-,"501 - Precinct 5",358,220,0,578
"Cumberland County",-,"##ab - Central Absentee Precinct",75,150,0,225
"Cumberland County",-,"##ev - Central Absentee Precinct",494,441,0,935
"Cumberland County",-,"##pe - Central Absentee Precinct",1,2,0,3
"Cumberland County",-,Provisional,0,1,0,1
"Danville City",-,"1 - Ward One",58,160,0,218
"Danville City",-,"2 - Ward Two",106,151,0,257
"Danville City",-,"3 - Ward Three",173,290,0,463
"Danville City",-,"4 - Ward Four",493,451,2,946
"Danville City",-,"6 - Ward Six",55,190,0,245
"Danville City",-,"7 - Ward Seven",84,289,0,373
"Danville City",-,"8 - Ward Eight",142,257,2,401
"Danville City",-,"9 - Ward Nine",219,196,0,415
"Danville City",-,"10 - Ward Ten",274,304,2,580
"Danville City",-,"11 - Ward Eleven",248,419,1,668
"Danville City",-,"12 - Ward Twelve",329,444,0,773
"Danville City",-,"13 - Ward Thirteen",308,387,0,695
"Danville City",-,"14 - Ward Fourteen",12,73,0,85
"Danville City",-,"15 - Ward Fifteen",391,310,0,701
"Danville City",-,"16 - Ward Sixteen",555,324,0,879
"Danville City",-,"17 - Ward Seventeen",530,177,0,707
"Danville City",-,"##ab - Central Absentee Precinct",331,861,0,"1,192"
"Danville City",-,"##ev - Central Absentee Precinct","1,479","1,605",1,"3,085"
"Danville City",-,"##pe - Central Absentee Precinct",10,16,0,26
"Danville City",-,Provisional,4,19,0,23
"Dickenson County",-,"101 - South Clintwood",488,79,0,567
"Dickenson County",-,"201 - Nora",213,35,0,248
"Dickenson County",-,"202 - Frying Pan",94,11,0,105
"Dickenson County",-,"203 - Clinchco",268,56,0,324
"Dickenson County",-,"301 - West Dante",153,6,0,159
"Dickenson County",-,"302 - Herald",263,24,0,287
"Dickenson County",-,"303 - Ridge",187,29,0,216
"Dickenson County",-,"304 - Longs Fork",162,14,0,176
"Dickenson County",-,"401 - Haysi-colley",485,131,1,617
"Dickenson County",-,"501 - Tarpon",128,29,0,157
"Dickenson County",-,"502 - North Clintwood",409,71,1,481
"Dickenson County",-,"##ab - Central Absentee Precinct",111,114,0,225
"Dickenson County",-,"##ev - Central Absentee Precinct",854,355,0,"1,209"
"Dickenson County",-,"##pe - Central Absentee Precinct",2,4,0,6
"Dickenson County",-,Provisional,2,3,0,5
"Dinwiddie County",-,"101 - White Oak",354,63,1,418
"Dinwiddie County",-,"102 - Rocky Run",449,90,0,539
"Dinwiddie County",-,"103 - Church Road",769,96,0,865
"Dinwiddie County",-,"201 - Rohoic",209,221,0,430
"Dinwiddie County",-,"202 - Sutherland",728,317,1,"1,046"
"Dinwiddie County",-,"301 - Reams",326,83,1,410
"Dinwiddie County",-,"302 - New Hope",413,162,0,575
"Dinwiddie County",-,"303 - Little Zion",435,257,0,692
"Dinwiddie County",-,"401 - Dinwiddie",537,213,0,750
"Dinwiddie County",-,"402 - Mckenney",345,153,0,498
"Dinwiddie County",-,"403 - Cherry Hill",211,119,1,331
"Dinwiddie County",-,"501 - Edgehill",45,84,0,129
"Dinwiddie County",-,"502 - Chesdin",418,561,0,979
"Dinwiddie County",-,"##ab - Central Absentee Precinct",198,432,0,630
"Dinwiddie County",-,"##ev - Central Absentee Precinct","1,857","1,348",1,"3,206"
"Dinwiddie County",-,"##pe - Central Absentee Precinct",7,21,0,28
"Dinwiddie County",-,Provisional,1,3,0,4
"Emporia City",-,"101 - Precinct 1-1",67,148,0,215
"Emporia City",-,"201 - Precinct 2-1",10,97,0,107
"Emporia City",-,"301 - Precinct 3-1",113,86,0,199
"Emporia City",-,"401 - Precinct 4-1",123,115,0,238
"Emporia City",-,"501 - Precinct 5-1",6,90,1,97
"Emporia City",-,"601 - District 6",156,66,0,222
"Emporia City",-,"701 - District 7",48,111,0,159
"Emporia City",-,"##ab - Central Absentee Precinct",44,105,0,149
"Emporia City",-,"##ev - Central Absentee Precinct",141,77,0,218
"Emporia City",-,"##pe - Central Absentee Precinct",0,1,0,1
"Emporia City",-,Provisional,0,1,0,1
"Essex County",-,"101 - Greater Tappahannock",317,254,0,571
"Essex County",-,"201 - North",278,343,0,621
"Essex County",-,"301 - South",621,238,0,859
"Essex County",-,"401 - Central",459,227,0,686
"Essex County",-,"##ab - Central Absentee Precinct",82,171,1,254
"Essex County",-,"##ev - Central Absentee Precinct",894,800,0,"1,694"
"Essex County",-,"##pe - Central Absentee Precinct",1,3,0,4
"Essex County",-,Provisional,2,2,0,4
"Fairfax County",-,"104 - Chapel (CD 11)",445,667,3,"1,115"
"Fairfax County",-,"105 - Fairview (CD 11)",665,999,1,"1,665"
"Fairfax County",-,"106 - Heritage (CD 11)",451,762,2,"1,215"
"Fairfax County",-,"108 - Kings Park (CD 11)",461,634,3,"1,098"
