County/City,Ward,Pct,"Winsome Earle Sears","Hala Sophia Ayala","All Others","Total Votes Cast"
"Charlottesville City",-,"303 - Buford",106,491,1,598
"Charlottesville City",-,"401 - Venable",90,537,1,628
"Charlottesville City",-,"402 - Alumni Hall",249,680,0,929
"Charlottesville City",-,"##ab - Central Absentee Precinct",196,"1,864",2,"2,062"
"Charlottesville City",-,"##ev - Central Absentee Precinct",502,"3,997",2,"4,501"
"Charlottesville City",-,"##pe - Central Absentee Precinct",19,142,0,161
"Charlottesville City",-,Provisional,9,48,0,57
"Chesapeake City",-,"1 - Great Bridge (CD 4)",619,245,1,865
"Chesapeake City",-,"2 - Bethel (CD 4)",987,133,0,"1,120"
"Chesapeake City",-,"3 - Camelot (CD 3)",87,571,1,659
"Chesapeake City",-,"4 - Churchland (CD 3)",582,231,0,813
"Chesapeake City",-,"5 - Crestwood (CD 3)",145,677,0,822
"Chesapeake City",-,"6 - Deep Creek (CD 4)",515,364,0,879
"Chesapeake City",-,"7 - Greenbrier (CD 4)",501,252,0,753
"Chesapeake City",-,"8 - South Norfolk Recreation (CD 3)",577,496,0,"1,073"
"Chesapeake City",-,"9 - Bells Mill (CD 4)","1,036",296,0,"1,332"
"Chesapeake City",-,"10 - Oscar Smith (CD 3)",277,217,0,494
"Chesapeake City",-,"11 - Geneva Park (CD 3)",482,257,1,740
"Chesapeake City",-,"12 - Georgetown (CD 3)",125,442,0,567
"Chesapeake City",-,"13 - Gilmerton (CD 3)",536,382,1,919
"Chesapeake City",-,"14 - Grassfield (CD 4)",599,250,1,850
"Chesapeake City",-,"15 - Greenbrier Middle School (CD 3)",393,454,1,848
"Chesapeake City",-,"16 - Hickory Grove (CD 4)",963,258,0,"1,221"
"Chesapeake City",-,"17 - Indian Creek (CD 4)",799,159,1,959
"Chesapeake City",-,"18 - Indian River (CD 3)",263,361,2,626
"Chesapeake City",-,"19 - Jolliff (CD 4)",496,185,0,681
"Chesapeake City",-,"20 - E W Chittum (CD 4)",671,381,1,"1,053"
"Chesapeake City",-,"21 - Fellowship (CD 3)",621,376,0,997
"Chesapeake City",-,"22 - Norfolk Highlands (CD 3)",381,210,1,592
"Chesapeake City",-,"23 - Oak Grove (CD 4)",468,455,2,925
"Chesapeake City",-,"24 - Oaklette (CD 3)",366,341,0,707
"Chesapeake City",-,"25 - St Julians (CD 3)",313,418,3,734
"Chesapeake City",-,"26 - Johnson Park (CD 3)",192,269,1,462
"Chesapeake City",-,"27 - Silverwood (CD 3)",565,326,0,891
"Chesapeake City",-,"28 - Sunray I (CD 4)",155,67,2,224
"Chesapeake City",-,"29 - Tanglewood (CD 3)",527,205,2,734
"Chesapeake City",-,"30 - South Norfolk (CD 3)",27,350,3,380
"Chesapeake City",-,"31 - Carver School (CD 3)",173,558,0,731
"Chesapeake City",-,"32 - Providence (CD 3)",85,684,3,772
"Chesapeake City",-,"33 - Westover (CD 3)",404,190,1,595
"Chesapeake City",-,"34 - Hickory Middle School (CD 4)",973,234,0,"1,207"
"Chesapeake City",-,"35 - Taylor Road (CD 3)",181,319,1,501
"Chesapeake City",-,"36 - Great Bridge Baptist Church (CD 4)",707,237,2,946
"Chesapeake City",-,"37 - Bridgetown (CD 4)",699,270,1,970
"Chesapeake City",-,"38 - Bailey Creek (CD 3)",650,213,1,864
"Chesapeake City",-,"39 - Lake Drummond (CD 4)",464,258,0,722
"Chesapeake City",-,"41 - John T West (CD 4)",840,652,2,"1,494"
"Chesapeake City",-,"42 - Parkways (CD 3)",288,371,0,659
"Chesapeake City",-,"43 - Pleasant Crossing (CD 4)",750,183,1,934
"Chesapeake City",-,"44 - Nansemond (CD 3)",366,394,1,761
"Chesapeake City",-,"45 - Sunray II (CD 4)",152,174,0,326
"Chesapeake City",-,"46 - Bells Mill II (CD 4)",600,336,1,937
"Chesapeake City",-,"48 - Jolliff Middle School (CD 4)",131,670,3,804
"Chesapeake City",-,"49 - Waterway (CD 4)",457,304,0,761
"Chesapeake City",-,"50 - River Walk (CD 4)",473,510,1,984
"Chesapeake City",-,"51 - Coopers Way (CD 4)","1,185",356,1,"1,542"
"Chesapeake City",-,"52 - Shipyard Road (CD 4)",387,356,0,743
"Chesapeake City",-,"53 - Fairways (CD 3)",577,509,1,"1,087"
"Chesapeake City",-,"54 - Pughsville (CD 3)",235,426,1,662
"Chesapeake City",-,"55 - Georgetown East (CD 3)",144,306,0,450
"Chesapeake City",-,"56 - Green Tree (CD 3)",344,359,1,704
"Chesapeake City",-,"57 - Cypress (CD 3)",335,335,1,671
"Chesapeake City",-,"58 - Expressway (CD 4)",123,219,0,342
"Chesapeake City",-,"59 - Clearfield (CD 4)",526,430,2,958
"Chesapeake City",-,"60 - Parker Road (CD 4)",683,220,1,904
"Chesapeake City",-,"61 - Centerville (CD 4)","1,030",330,2,"1,362"
"Chesapeake City",-,"62 - Fentress (CD 4)",892,311,1,"1,204"
"Chesapeake City",-,"63 - Poplar Branch (CD 4)",525,96,0,621
"Chesapeake City",-,"64 - Deep Creek Ii (CD 4)",443,336,0,779
"Chesapeake City",-,"65 - Waterway Ii (CD 4)",474,293,0,767
"Chesapeake City",-,"##ab - Central Absentee Precinct (CD 3)",727,"2,670",1,"3,398"
"Chesapeake City",-,"##ab - Central Absentee Precinct (CD 4)","1,425","2,735",2,"4,162"
"Chesapeake City",-,"##ev - Central Absentee Precinct (CD 3)","4,863","7,666",22,"12,551"
"Chesapeake City",-,"##ev - Central Absentee Precinct (CD 4)","10,625","8,190",12,"18,827"
"Chesapeake City",-,"##pe - Central Absentee Precinct (CD 3)",74,238,1,313
"Chesapeake City",-,"##pe - Central Absentee Precinct (CD 4)",167,239,4,410
"Chesapeake City",-,"Provisional (CD 3)",26,69,0,95
"Chesapeake City",-,"Provisional (CD 4)",48,62,0,110
"Chesterfield County",-,"101 - Bellwood (CD 4)",432,369,1,802
"Chesterfield County",-,"102 - South Chester (CD 4)",678,499,4,"1,181"
"Chesterfield County",-,"103 - Enon (CD 4)","1,123",649,0,"1,772"
"Chesterfield County",-,"104 - North Chester (CD 4)",869,457,3,"1,329"
"Chesterfield County",-,"105 - Drewrys Bluff (CD 7)",316,415,3,734
"Chesterfield County",-,"106 - Harrowgate (CD 4)",818,766,5,"1,589"
"Chesterfield County",-,"107 - Wells (CD 4)",621,544,2,"1,167"
"Chesterfield County",-,"108 - Ecoff (CD 4)",890,484,1,"1,375"
"Chesterfield County",-,"109 - Elizabeth Scott (CD 4)","1,081",747,4,"1,832"
"Chesterfield County",-,"110 - Dutch Gap (CD 4)",579,399,0,978
"Chesterfield County",-,"111 - Iron Bridge (CD 4)",476,271,0,747
"Chesterfield County",-,"112 - Carver (CD 4)",484,433,1,918
"Chesterfield County",-,"113 - Iron Bridge North (CD 4)",424,410,1,835
"Chesterfield County",-,"201 - Gates (CD 4)",480,306,0,786
"Chesterfield County",-,"202 - Beulah (CD 7)",427,793,4,"1,224"
"Chesterfield County",-,"203 - Bird (CD 4)",319,241,2,562
"Chesterfield County",-,"204 - Jacobs (CD 7)",392,391,0,783
"Chesterfield County",-,"205 - Falling Creek (CD 7)",301,642,0,943
"Chesterfield County",-,"206 - Belmont (CD 7)",120,441,1,562
"Chesterfield County",-,"207 - Chippenham (CD 7)",113,227,1,341
"Chesterfield County",-,"208 - Meadowbrook (CD 7)",251,598,1,850
"Chesterfield County",-,"209 - Salem Church (CD 4)",571,392,1,964
"Chesterfield County",-,"210 - Five Forks (CD 7)",579,880,2,"1,461"
"Chesterfield County",-,"211 - Nash (CD 4)","1,014",451,1,"1,466"
"Chesterfield County",-,"212 - St. Luke's (CD 7)",404,293,3,700
"Chesterfield County",-,"213 - Southside (CD 7)",167,389,2,558
"Chesterfield County",-,"214 - Hopkins (CD 7)",27,114,0,141
"Chesterfield County",-,"215 - North Bird (CD 7)",166,285,0,451
"Chesterfield County",-,"216 - Ridgedale (CD 7)",190,656,0,846
"Chesterfield County",-,"301 - Ettrick (CD 4)",255,606,4,865
"Chesterfield County",-,"302 - Deer Run (CD 7)",293,159,0,452
"Chesterfield County",-,"303 - Matoaca (CD 4)",800,494,1,"1,295"
"Chesterfield County",-,"304 - Winfrees Store (CD 4)",787,195,2,984
"Chesterfield County",-,"305 - Beach (CD 4)",415,92,0,507
"Chesterfield County",-,"306 - Winterpock (CD 7)","1,281",340,0,"1,621"
"Chesterfield County",-,"307 - Cosby (CD 7)","1,371",946,3,"2,320"
"Chesterfield County",-,"308 - South Manchester (CD 7)",191,211,0,402
"Chesterfield County",-,"309 - Skinquarter (CD 7)",866,439,0,"1,305"
"Chesterfield County",-,"310 - Tomahawk (CD 7)",839,586,4,"1,429"
"Chesterfield County",-,"313 - Woolridge (CD 7)","1,140",722,0,"1,862"
"Chesterfield County",-,"314 - Longhouse (CD 4)",536,103,2,641
"Chesterfield County",-,"315 - Bailey Bridge (CD 7)",970,330,2,"1,302"
"Chesterfield County",-,"316 - Spring Run (CD 7)",834,498,2,"1,334"
"Chesterfield County",-,"317 - Birkdale (CD 7)","1,010",612,0,"1,622"
"Chesterfield County",-,"318 - West Beach (CD 7)",315,150,0,465
"Chesterfield County",-,"319 - Magnolia (CD 7)","1,337",732,1,"2,070"
"Chesterfield County",-,"401 - Harbour Pointe (CD 7)",481,337,0,818
"Chesterfield County",-,"402 - Genito (CD 7)",257,251,1,509
"Chesterfield County",-,"403 - Brandermill (CD 7)",795,612,0,"1,407"
"Chesterfield County",-,"404 - Providence (CD 7)",500,541,2,"1,043"
"Chesterfield County",-,"405 - La Prade (CD 7)",553,430,3,986
"Chesterfield County",-,"406 - Smoketree (CD 7)",605,438,2,"1,045"
"Chesterfield County",-,"407 - Monacan (CD 7)",386,255,1,642
"Chesterfield County",-,"408 - Reams (CD 7)",593,750,1,"1,344"
"Chesterfield County",-,"409 - Manchester (CD 7)",380,402,1,783
"Chesterfield County",-,"410 - Wagstaff (CD 7)",415,357,0,772
"Chesterfield County",-,"411 - Swift Creek (CD 7)",736,544,3,"1,283"
"Chesterfield County",-,"412 - Clover Hill (CD 7)",672,538,1,"1,211"
"Chesterfield County",-,"413 - Shenandoah (CD 7)",575,546,2,"1,123"
"Chesterfield County",-,"414 - Crenshaw (CD 7)","1,048",735,3,"1,786"
"Chesterfield County",-,"415 - Evergreen (CD 7)",646,498,2,"1,146"
"Chesterfield County",-,"416 - Evergreen West (CD 7)",457,397,1,855
"Chesterfield County",-,"417 - Edgewater (CD 7)",479,358,0,837
"Chesterfield County",-,"501 - Huguenot (CD 7)",504,579,3,"1,086"
"Chesterfield County",-,"502 - Crestwood (CD 7)",344,360,2,706
"Chesterfield County",-,"503 - Midlothian (CD 7)",855,574,0,"1,429"
"Chesterfield County",-,"504 - Robious (CD 7)","1,151",761,2,"1,914"
"Chesterfield County",-,"505 - Bon Air (CD 7)",656,797,2,"1,455"
"Chesterfield County",-,"506 - Greenfield (CD 7)",615,768,3,"1,386"
"Chesterfield County",-,"507 - Salisbury (CD 7)","1,251",761,2,"2,014"
"Chesterfield County",-,"508 - Belgrade (CD 7)",593,507,1,"1,101"
"Chesterfield County",-,"509 - Cranbeck (CD 7)",389,517,0,906
"Chesterfield County",-,"510 - Sycamore (CD 7)",796,526,1,"1,323"
"Chesterfield County",-,"511 - Black Heath (CD 7)",670,418,1,"1,089"
"Chesterfield County",-,"513 - Beaufont (CD 7)",192,363,0,555
"Chesterfield County",-,"514 - Watkins (CD 7)",885,599,1,"1,485"
"Chesterfield County",-,"515 - Davis (CD 7)",226,632,2,860
"Chesterfield County",-,"516 - Pocoshock (CD 7)",201,408,2,611
"Chesterfield County",-,"517 - Roseland (CD 7)",755,419,0,"1,174"
"Chesterfield County",-,"518 - Midlothian North (CD 7)",940,522,0,"1,462"
"Chesterfield County",-,"##ab - Central Absentee Precinct (CD 4)","1,075","2,466",7,"3,548"
"Chesterfield County",-,"##ab - Central Absentee Precinct (CD 7)","3,303","8,159",19,"11,481"
"Chesterfield County",-,"##ev - Central Absentee Precinct (CD 4)","8,874","6,834",12,"15,720"
"Chesterfield County",-,"##ev - Central Absentee Precinct (CD 7)","19,121","18,176",22,"37,319"
"Chesterfield County",-,"##pe - Central Absentee Precinct (CD 4)",67,172,1,240
"Chesterfield County",-,"##pe - Central Absentee Precinct (CD 7)",214,579,0,793
"Chesterfield County",-,"Provisional (CD 4)",11,21,0,32
"Chesterfield County",-,"Provisional (CD 7)",44,110,0,154
"Clarke County",-,"101 - Russell",704,243,1,948
"Clarke County",-,"201 - Berryville",472,272,0,744
"Clarke County",-,"301 - Millwood",451,172,1,624
"Clarke County",-,"302 - Pine Grove",246,114,1,361
"Clarke County",-,"401 - White Post",697,296,0,993
"Clarke County",-,"501 - Buckmarsh",439,195,0,634
"Clarke County",-,"502 - Blue Ridge",219,96,2,317
"Clarke County",-,"##ab - Central Absentee Precinct",147,319,2,468
"Clarke County",-,"##ev - Central Absentee Precinct","1,220","1,050",2,"2,272"
"Clarke County",-,"##pe - Central Absentee Precinct",13,11,0,24
"Clarke County",-,Provisional,3,4,0,7
"Colonial Heights City",-,"1 - First",432,159,2,593
"Colonial Heights City",-,"2 - Second",474,183,2,659
"Colonial Heights City",-,"3 - Third",543,198,1,742
"Colonial Heights City",-,"4 - Fourth",554,229,0,783
"Colonial Heights City",-,"5 - Fifth",712,202,3,917
"Colonial Heights City",-,"##ab - Central Absentee Precinct",207,211,0,418
"Colonial Heights City",-,"##ev - Central Absentee Precinct","1,927",590,2,"2,519"
"Colonial Heights City",-,"##pe - Central Absentee Precinct",3,11,0,14
"Colonial Heights City",-,Provisional,0,1,0,1
"Covington City",-,"101 - Precinct 1-1",151,78,0,229
"Covington City",-,"201 - Precinct 2-1",188,85,0,273
"Covington City",-,"301 - Precinct 3-1",94,88,0,182
"Covington City",-,"401 - Precinct 4-1",260,94,0,354
"Covington City",-,"501 - Precinct 5-1",290,90,0,380
"Covington City",-,"##ab - Central Absentee Precinct",169,191,0,360
"Covington City",-,"##ev - Central Absentee Precinct",0,0,0,0
"Covington City",-,"##pe - Central Absentee Precinct",0,2,0,2
"Covington City",-,Provisional,0,0,0,0
"Craig County",-,"101 - Court House",281,44,0,325
"Craig County",-,"201 - Ammendale Precinct",374,50,2,426
"Craig County",-,"301 - Givens & Reynolds Store",222,57,0,279
"Craig County",-,"303 - Marshalls Store",160,38,0,198
"Craig County",-,"401 - Barbours Creek",142,33,1,176
"Craig County",-,"402 - Paint Bank",25,9,0,34
"Craig County",-,"403 - Craig Springs",145,32,0,177
"Craig County",-,"501 - Craig City",269,43,2,314
"Craig County",-,"##ab - Central Absentee Precinct",47,45,0,92
"Craig County",-,"##ev - Central Absentee Precinct",369,93,3,465
"Craig County",-,"##pe - Central Absentee Precinct",0,1,0,1
"Craig County",-,Provisional,0,0,0,0
"Culpeper County",-,"101 - West Fairfax",888,573,5,"1,466"
"Culpeper County",-,"201 - East Fairfax",655,544,0,"1,199"
"Culpeper County",-,"302 - Eggbornsville",773,173,0,946
"Culpeper County",-,"303 - Cardova",602,147,0,749
"Culpeper County",-,"304 - Willow Shade",184,106,0,290
"Culpeper County",-,"401 - Eldorado",774,216,0,990
"Culpeper County",-,"402 - Browns Store","1,140",339,2,"1,481"
"Culpeper County",-,"501 - Jeffersonton","1,095",339,1,"1,435"
"Culpeper County",-,"502 - Rixeyville",991,231,1,"1,223"
"Culpeper County",-,"601 - Mitchells",165,55,0,220
"Culpeper County",-,"602 - Pearl Sample",834,303,1,"1,138"
"Culpeper County",-,"603 - South Ridge",228,140,0,368
"Culpeper County",-,"702 - Brandy Station","1,064",281,3,"1,348"
"Culpeper County",-,"703 - Lignum",524,143,0,667
"Culpeper County",-,"704 - Richardsville",365,66,1,432
"Culpeper County",-,"##ab - Central Absentee Precinct",517,"1,037",0,"1,554"
"Culpeper County",-,"##ev - Central Absentee Precinct","2,519","2,044",2,"4,565"
"Culpeper County",-,"##pe - Central Absentee Precinct",16,24,0,40
"Culpeper County",-,Provisional,12,12,0,24
"Cumberland County",-,"101 - Precinct 1",545,211,0,756
"Cumberland County",-,"201 - Precinct 2",455,137,1,593
"Cumberland County",-,"301 - Precinct 3",282,206,0,488
"Cumberland County",-,"401 - Precinct 4",462,164,0,626
"Cumberland County",-,"501 - Precinct 5",366,212,1,579
"Cumberland County",-,"##ab - Central Absentee Precinct",72,151,0,223
"Cumberland County",-,"##ev - Central Absentee Precinct",494,437,0,931
"Cumberland County",-,"##pe - Central Absentee Precinct",1,2,0,3
"Cumberland County",-,Provisional,0,1,0,1
"Danville City",-,"1 - Ward One",61,154,0,215
"Danville City",-,"2 - Ward Two",109,152,0,261
"Danville City",-,"3 - Ward Three",166,293,0,459
"Danville City",-,"4 - Ward Four",502,447,1,950
"Danville City",-,"6 - Ward Six",52,194,0,246
"Danville City",-,"7 - Ward Seven",91,283,0,374
"Danville City",-,"8 - Ward Eight",150,249,0,399
"Danville City",-,"9 - Ward Nine",222,190,0,412
"Danville City",-,"10 - Ward Ten",283,294,2,579
"Danville City",-,"11 - Ward Eleven",250,418,2,670
"Danville City",-,"12 - Ward Twelve",342,426,0,768
"Danville City",-,"13 - Ward Thirteen",318,379,0,697
"Danville City",-,"14 - Ward Fourteen",14,75,0,89
"Danville City",-,"15 - Ward Fifteen",386,312,1,699
"Danville City",-,"16 - Ward Sixteen",552,325,2,879
"Danville City",-,"17 - Ward Seventeen",524,181,0,705
"Danville City",-,"##ab - Central Absentee Precinct",337,854,0,"1,191"
"Danville City",-,"##ev - Central Absentee Precinct","1,487","1,591",1,"3,079"
"Danville City",-,"##pe - Central Absentee Precinct",10,16,0,26
"Danville City",-,Provisional,4,19,0,23
"Dickenson County",-,"101 - South Clintwood",486,81,0,567
"Dickenson County",-,"201 - Nora",218,30,1,249
"Dickenson County",-,"202 - Frying Pan",91,14,0,105
"Dickenson County",-,"203 - Clinchco",265,58,0,323
"Dickenson County",-,"301 - West Dante",152,6,0,158
"Dickenson County",-,"302 - Herald",265,22,0,287
"Dickenson County",-,"303 - Ridge",186,28,0,214
"Dickenson County",-,"304 - Longs Fork",159,17,0,176
"Dickenson County",-,"401 - Haysi-colley",482,132,1,615
"Dickenson County",-,"501 - Tarpon",128,29,0,157
"Dickenson County",-,"502 - North Clintwood",400,74,0,474
"Dickenson County",-,"##ab - Central Absentee Precinct",110,114,0,224
"Dickenson County",-,"##ev - Central Absentee Precinct",850,360,0,"1,210"
"Dickenson County",-,"##pe - Central Absentee Precinct",2,4,0,6
"Dickenson County",-,Provisional,2,3,0,5
"Dinwiddie County",-,"101 - White Oak",355,65,0,420
"Dinwiddie County",-,"102 - Rocky Run",448,90,0,538
"Dinwiddie County",-,"103 - Church Road",769,97,1,867
"Dinwiddie County",-,"201 - Rohoic",207,222,0,429
"Dinwiddie County",-,"202 - Sutherland",724,319,3,"1,046"
"Dinwiddie County",-,"301 - Reams",325,84,1,410
"Dinwiddie County",-,"302 - New Hope",411,162,0,573
"Dinwiddie County",-,"303 - Little Zion",425,266,0,691
"Dinwiddie County",-,"401 - Dinwiddie",539,207,0,746
"Dinwiddie County",-,"402 - Mckenney",348,151,0,499
"Dinwiddie County",-,"403 - Cherry Hill",216,117,1,334
"Dinwiddie County",-,"501 - Edgehill",46,83,0,129
"Dinwiddie County",-,"502 - Chesdin",422,556,1,979
"Dinwiddie County",-,"##ab - Central Absentee Precinct",188,442,1,631
"Dinwiddie County",-,"##ev - Central Absentee Precinct","1,856","1,341",3,"3,200"
"Dinwiddie County",-,"##pe - Central Absentee Precinct",8,20,0,28
"Dinwiddie County",-,Provisional,1,3,0,4
"Emporia City",-,"101 - Precinct 1-1",68,149,0,217
"Emporia City",-,"201 - Precinct 2-1",11,96,0,107
"Emporia City",-,"301 - Precinct 3-1",119,81,0,200
"Emporia City",-,"401 - Precinct 4-1",129,112,0,241
"Emporia City",-,"501 - Precinct 5-1",5,91,1,97
"Emporia City",-,"601 - District 6",154,69,1,224
"Emporia City",-,"701 - District 7",49,112,0,161
"Emporia City",-,"##ab - Central Absentee Precinct",38,110,0,148
"Emporia City",-,"##ev - Central Absentee Precinct",146,270,1,417
"Emporia City",-,"##pe - Central Absentee Precinct",1,0,0,1
"Emporia City",-,Provisional,0,1,0,1
"Essex County",-,"101 - Greater Tappahannock",320,251,2,573
"Essex County",-,"201 - North",286,333,0,619
"Essex County",-,"301 - South",634,224,0,858
"Essex County",-,"401 - Central",472,214,0,686
"Essex County",-,"##ab - Central Absentee Precinct",82,169,1,252
"Essex County",-,"##ev - Central Absentee Precinct",910,779,0,"1,689"
"Essex County",-,"##pe - Central Absentee Precinct",1,3,0,4
"Essex County",-,Provisional,2,2,0,4
"Fairfax County",-,"104 - Chapel (CD 11)",448,662,5,"1,115"
"Fairfax County",-,"105 - Fairview (CD 11)",665,998,1,"1,664"
"Fairfax County",-,"106 - Heritage (CD 11)",458,765,1,"1,224"
"Fairfax County",-,"108 - Kings Park (CD 11)",470,632,3,"1,105"
