County/City,Ward,Pct,"Winsome Earle Sears","Hala Sophia Ayala","All Others","Total Votes Cast"
"Fairfax County",-,"110 - North Springfield (CD 11)",743,966,7,"1,716"
"Fairfax County",-,"113 - Canterbury (CD 11)",655,"1,048",8,"1,711"
"Fairfax County",-,"114 - Olde Creek (CD 11)",373,552,2,927
"Fairfax County",-,"115 - Ravensworth (CD 11)",390,512,0,902
"Fairfax County",-,"116 - Wakefield (CD 11)",399,671,3,"1,073"
"Fairfax County",-,"117 - Woodson (CD 11)",472,642,2,"1,116"
"Fairfax County",-,"118 - Lake Braddock (CD 11)",572,"1,019",3,"1,594"
"Fairfax County",-,"119 - Laurel (CD 11)",731,987,2,"1,720"
"Fairfax County",-,"120 - Sideburn (CD 11)",641,690,1,"1,332"
"Fairfax County",-,"121 - Villa (CD 11)",385,465,3,853
"Fairfax County",-,"123 - Robinson (CD 11)",668,968,1,"1,637"
"Fairfax County",-,"125 - Signal Hill (CD 11)",535,718,0,"1,253"
"Fairfax County",-,"126 - Bonnie Brae (CD 11)",379,649,3,"1,031"
"Fairfax County",-,"127 - Burke Centre (CD 11)",628,"1,135",2,"1,765"
"Fairfax County",-,"128 - Cardinal (CD 11)",349,599,2,950
"Fairfax County",-,"129 - Keene Mill (CD 11)",323,465,2,790
"Fairfax County",-,"130 - Terra Centre (CD 11)",432,674,1,"1,107"
"Fairfax County",-,"131 - Eagle View (CD 11)",548,738,2,"1,288"
"Fairfax County",-,"132 - Monument (CD 11)",409,746,2,"1,157"
"Fairfax County",-,"133 - Danbury (CD 11)",122,234,0,356
"Fairfax County",-,"134 - University (CD 11)",61,316,2,379
"Fairfax County",-,"201 - Armstrong (CD 11)",452,890,1,"1,343"
"Fairfax County",-,"202 - Flint Hill (CD 11)",568,739,3,"1,310"
"Fairfax County",-,"203 - Floris (CD 11)",681,923,6,"1,610"
"Fairfax County",-,"204 - Madison (CD 11)",127,216,0,343
"Fairfax County",-,"208 - Reston #1 (CD 11)",447,944,2,"1,393"
"Fairfax County",-,"209 - Reston #2 (CD 11)",361,922,5,"1,288"
"Fairfax County",-,"213 - Vienna #1 (CD 11)",678,"1,033",1,"1,712"
"Fairfax County",-,"214 - Vienna #2 (CD 11)",550,853,2,"1,405"
"Fairfax County",-,"216 - Vienna #4 (CD 11)",281,392,0,673
"Fairfax County",-,"218 - Vienna #6 (CD 11)",383,556,3,942
"Fairfax County",-,"219 - Westbriar (CD 11)",542,820,0,"1,362"
"Fairfax County",-,"220 - Dogwood (CD 11)",480,940,4,"1,424"
"Fairfax County",-,"221 - Hunters Woods (CD 11)",407,751,3,"1,161"
"Fairfax County",-,"222 - Reston #3 (CD 11)",181,631,0,812
"Fairfax County",-,"223 - Glade (CD 11)",412,"1,032",2,"1,446"
"Fairfax County",-,"224 - South Lakes (CD 11)",548,"1,331",4,"1,883"
"Fairfax County",-,"225 - Hughes (CD 11)",372,966,3,"1,341"
"Fairfax County",-,"226 - Wolftrap (CD 11)",690,963,3,"1,656"
"Fairfax County",-,"227 - Sunrise Valley (CD 11)",316,491,0,807
"Fairfax County",-,"229 - Fox Mill (CD 10)",790,"1,078",2,"1,870"
"Fairfax County",-,"233 - North Point (CD 11)",592,736,2,"1,330"
"Fairfax County",-,"234 - Aldrin (CD 11)",390,658,1,"1,049"
"Fairfax County",-,"235 - Frying Pan (CD 11)",393,769,5,"1,167"
"Fairfax County",-,"236 - Stuart (CD 11)",232,379,2,613
"Fairfax County",-,"237 - Mcnair (CD 11)",343,791,2,"1,136"
"Fairfax County",-,"238 - Cameron Glen (CD 11)",401,571,0,972
"Fairfax County",-,"240 - Colvin (CD 10)",481,512,3,996
"Fairfax County",-,"301 - Chain Bridge (CD 10)",566,568,3,"1,137"
"Fairfax County",-,"302 - Chesterbrook (CD 8)",381,530,4,915
"Fairfax County",-,"303 - Churchill (CD 10)",259,367,1,627
"Fairfax County",-,"304 - Cooper (CD 10)",375,352,2,729
"Fairfax County",-,"305 - El Nido (CD 8)",368,574,2,944
"Fairfax County",-,"306 - Great Falls (CD 10)",433,326,1,760
"Fairfax County",-,"307 - Haycock (CD 8)",421,665,2,"1,088"
"Fairfax County",-,"309 - Kenmore (CD 10)",585,610,7,"1,202"
"Fairfax County",-,"310 - Kirby (CD 8)",328,485,3,816
"Fairfax County",-,"311 - Langley (CD 10)",386,404,1,791
"Fairfax County",-,"312 - Longfellow (CD 8)",365,549,0,914
"Fairfax County",-,"314 - Mclean (CD 10)",323,457,0,780
"Fairfax County",-,"315 - Pimmit (CD 8)",490,682,6,"1,178"
"Fairfax County",-,"316 - Salona #1 (CD 8)",160,181,0,341
"Fairfax County",-,"317 - Westhampton (CD 8)",288,509,0,797
"Fairfax County",-,"318 - Westmoreland (CD 8)",234,359,1,594
"Fairfax County",-,"319 - Herndon #1 (CD 11)",573,833,4,"1,410"
"Fairfax County",-,"320 - Herndon #2 (CD 11)",489,763,3,"1,255"
"Fairfax County",-,"321 - Clearview (CD 10)",719,"1,010",4,"1,733"
"Fairfax County",-,"322 - Forestville (CD 10)",635,482,0,"1,117"
"Fairfax County",-,"323 - Shouse (CD 10)",412,556,1,969
"Fairfax County",-,"324 - Herndon #3 (CD 11)",427,712,3,"1,142"
"Fairfax County",-,"325 - Hutchison (CD 11)",196,535,0,731
"Fairfax County",-,"327 - Sugarland (CD 10)",633,838,1,"1,472"
"Fairfax County",-,"328 - Hickory (CD 10)",525,479,2,"1,006"
"Fairfax County",-,"329 - Seneca (CD 10)",660,602,2,"1,264"
"Fairfax County",-,"331 - Spring Hill (CD 10)",369,405,1,775
"Fairfax County",-,"332 - Coates (CD 11)",436,909,1,"1,346"
"Fairfax County",-,"333 - Salona #2 (CD 8)",276,388,3,667
"Fairfax County",-,"401 - Bush Hill (CD 8)",575,895,5,"1,475"
"Fairfax County",-,"402 - Cameron (CD 8)",158,359,2,519
"Fairfax County",-,"403 - Forestdale (CD 8)",180,341,1,522
"Fairfax County",-,"404 - Franconia (CD 8)",476,892,0,"1,368"
"Fairfax County",-,"405 - Groveton (CD 8)",184,464,2,650
"Fairfax County",-,"406 - Hayfield (CD 8)",497,662,2,"1,161"
"Fairfax County",-,"408 - Mount Eagle (CD 8)",234,737,1,972
"Fairfax County",-,"409 - Pioneer (CD 8)",492,823,0,"1,315"
"Fairfax County",-,"410 - Rose Hill (CD 8)",705,"1,070",3,"1,778"
"Fairfax County",-,"411 - Virginia Hills (CD 8)",338,633,4,975
"Fairfax County",-,"413 - Fairfield (CD 8)",150,560,1,711
"Fairfax County",-,"415 - Crestwood (CD 8)",471,661,4,"1,136"
"Fairfax County",-,"417 - Garfield (CD 8)",506,805,2,"1,313"
"Fairfax County",-,"418 - Lynbrook (CD 8)",298,449,2,749
"Fairfax County",-,"419 - Lane #1 (CD 8)",131,317,1,449
"Fairfax County",-,"420 - Villages (CD 8)",583,"1,103",0,"1,686"
"Fairfax County",-,"421 - Kingstowne (CD 8)",420,842,3,"1,265"
"Fairfax County",-,"422 - Van Dorn (CD 8)",421,905,2,"1,328"
"Fairfax County",-,"423 - Clermont (CD 8)",451,716,0,"1,167"
"Fairfax County",-,"424 - Huntley (CD 8)",410,736,1,"1,147"
"Fairfax County",-,"426 - Greenspring (CD 11)",287,661,2,950
"Fairfax County",-,"427 - Island Creek (CD 8)",386,781,3,"1,170"
"Fairfax County",-,"428 - Pinewood (CD 8)",195,692,1,888
"Fairfax County",-,"429 - Hybla Valley (CD 8)",210,728,2,940
"Fairfax County",-,"430 - Lane #2 (CD 8)",272,591,1,864
"Fairfax County",-,"501 - Baileys #1 (CD 8)",227,488,0,715
"Fairfax County",-,"502 - Barcroft (CD 11)",196,364,0,560
"Fairfax County",-,"503 - Belvedere (CD 11)",206,389,1,596
"Fairfax County",-,"504 - Bristow (CD 11)",330,569,2,901
"Fairfax County",-,"505 - Glen Forest (CD 8)",333,680,1,"1,014"
"Fairfax County",-,"506 - Holmes #1 (CD 8)",64,119,1,184
"Fairfax County",-,"507 - Lincolnia (CD 8)",340,760,1,"1,101"
"Fairfax County",-,"508 - Masonville (CD 11)",429,694,2,"1,125"
"Fairfax County",-,"509 - Plaza (CD 8)",100,394,1,495
"Fairfax County",-,"510 - Parklawn (CD 8)",308,497,0,805
"Fairfax County",-,"511 - Ravenwood (CD 11)",341,648,4,993
"Fairfax County",-,"512 - Sleepy Hollow (CD 11)",243,395,0,638
"Fairfax County",-,"513 - Saint Albans (CD 11)",328,543,4,875
"Fairfax County",-,"513 - Saint Albans (CD 8)",20,53,0,73
"Fairfax County",-,"514 - Crossroads (CD 8)",78,325,0,403
"Fairfax County",-,"515 - Westlawn (CD 8)",234,395,0,629
"Fairfax County",-,"516 - Weyanoke #1 (CD 8)",244,323,3,570
"Fairfax County",-,"517 - Willston (CD 8)",224,353,1,578
"Fairfax County",-,"518 - Columbia (CD 11)",395,561,2,958
"Fairfax County",-,"519 - Hummer (CD 11)",319,439,0,758
"Fairfax County",-,"520 - Skyline (CD 8)",179,531,1,711
"Fairfax County",-,"521 - Brook Hill (CD 8)",370,461,2,833
"Fairfax County",-,"522 - Camelot #1 (CD 11)",74,111,0,185
"Fairfax County",-,"523 - Poe (CD 8)",394,559,2,955
"Fairfax County",-,"525 - Walnut Hill (CD 8)",479,723,1,"1,203"
"Fairfax County",-,"526 - Bren Mar (CD 8)",395,930,3,"1,328"
"Fairfax County",-,"527 - Edsall (CD 8)",369,532,3,904
"Fairfax County",-,"528 - Ridgelea (CD 11)",263,369,3,635
"Fairfax County",-,"530 - Holmes #2 (CD 11)",154,441,1,596
"Fairfax County",-,"531 - Baileys #2 (CD 8)",123,276,0,399
"Fairfax County",-,"532 - Weyanoke #2 (CD 8)",186,397,3,586
"Fairfax County",-,"534 - Camelot #2 (CD 11)",235,338,2,575
"Fairfax County",-,"601 - Belle Haven (CD 8)",383,442,1,826
"Fairfax County",-,"602 - Belleview (CD 8)",361,523,6,890
"Fairfax County",-,"604 - Bucknell (CD 8)",319,770,0,"1,089"
"Fairfax County",-,"605 - Fort Hunt (CD 8)",453,524,3,980
"Fairfax County",-,"606 - Hollin Hall (CD 8)",459,592,3,"1,054"
"Fairfax County",-,"607 - Huntington (CD 8)",328,798,2,"1,128"
"Fairfax County",-,"608 - Kirkside (CD 8)",217,482,1,700
"Fairfax County",-,"609 - Marlan (CD 8)",386,427,0,813
"Fairfax County",-,"610 - Sherwood (CD 8)",210,430,2,642
"Fairfax County",-,"611 - Stratford (CD 8)",488,645,4,"1,137"
"Fairfax County",-,"612 - Waynewood (CD 8)",254,345,0,599
"Fairfax County",-,"613 - Westgate (CD 8)",798,651,2,"1,451"
"Fairfax County",-,"614 - Riverside (CD 8)",385,468,2,855
"Fairfax County",-,"615 - Woodley (CD 8)",436,626,3,"1,065"
"Fairfax County",-,"616 - Gunston (CD 8)",659,561,0,"1,220"
"Fairfax County",-,"617 - Lorton (CD 8)",246,551,0,797
"Fairfax County",-,"618 - Newington (CD 11)",860,"1,341",5,"2,206"
"Fairfax County",-,"619 - Belvoir (CD 8)",456,709,1,"1,166"
"Fairfax County",-,"621 - Grosvenor (CD 8)",220,569,1,790
"Fairfax County",-,"622 - Lorton Station (CD 8)",337,909,1,"1,247"
"Fairfax County",-,"623 - Alban (CD 8)",429,809,1,"1,239"
"Fairfax County",-,"626 - Saratoga (CD 8)",604,824,4,"1,432"
"Fairfax County",-,"627 - Woodlawn (CD 8)",386,842,2,"1,230"
"Fairfax County",-,"628 - Laurel Hill (CD 11)",515,"1,162",6,"1,683"
"Fairfax County",-,"629 - South County (CD 11)",602,824,2,"1,428"
"Fairfax County",-,"630 - Army (CD 8)",132,199,0,331
"Fairfax County",-,"701 - Blake (CD 11)",525,983,3,"1,511"
"Fairfax County",-,"703 - Fort Buffalo (CD 8)",239,510,1,750
"Fairfax County",-,"704 - Freedom Hill (CD 11)",350,604,5,959
"Fairfax County",-,"705 - Graham - Greenway (CD 8)",448,920,1,"1,369"
"Fairfax County",-,"707 - Mantua (CD 11)",363,623,1,987
"Fairfax County",-,"708 - Marshall (CD 8)",481,948,5,"1,434"
"Fairfax County",-,"709 - Mosby (CD 11)",377,713,3,"1,093"
"Fairfax County",-,"710 - Pine Spring (CD 8)",269,588,1,858
"Fairfax County",-,"711 - Price (CD 11)",339,508,3,850
"Fairfax County",-,"712 - Shreve (CD 8)",234,416,0,650
"Fairfax County",-,"713 - Timber Lane (CD 8)",346,894,2,"1,242"
"Fairfax County",-,"714 - Walker (CD 11)",453,762,1,"1,216"
"Fairfax County",-,"717 - Woodburn (CD 11)",234,522,1,757
"Fairfax County",-,"718 - Pine Ridge (CD 11)",346,498,2,846
"Fairfax County",-,"720 - Thoreau (CD 11)",482,764,3,"1,249"
"Fairfax County",-,"721 - Merrifield (CD 11)",377,954,4,"1,335"
"Fairfax County",-,"723 - Gallows East (CD 11)",170,418,0,588
"Fairfax County",-,"726 - Magarity (CD 8)",427,828,2,"1,257"
"Fairfax County",-,"727 - Oakton (CD 11)",475,569,1,"1,045"
"Fairfax County",-,"729 - Nottoway (CD 11)",351,607,6,964
"Fairfax County",-,"730 - Penderbrook (CD 11)",579,934,2,"1,515"
"Fairfax County",-,"731 - Tysons (CD 11)",393,669,3,"1,065"
"Fairfax County",-,"732 - Oak Marr (CD 11)",711,721,1,"1,433"
"Fairfax County",-,"733 - Kilmer (CD 11)",500,965,2,"1,467"
"Fairfax County",-,"734 - Hunters Branch (CD 11)",205,385,1,591
"Fairfax County",-,"735 - Rotonda (CD 11)",190,336,2,528
"Fairfax County",-,"801 - Burke (CD 11)",683,"1,043",1,"1,727"
"Fairfax County",-,"802 - Cedar Lake (CD 11)",172,273,1,446
"Fairfax County",-,"803 - Clifton (CD 10)","1,050",687,2,"1,739"
"Fairfax County",-,"804 - Colchester (CD 10)",445,378,1,824
"Fairfax County",-,"805 - Fairfax Station (CD 10)",397,398,0,795
"Fairfax County",-,"806 - Sydenstricker (CD 11)",600,866,2,"1,468"
"Fairfax County",-,"807 - Hunt Valley (CD 11)",424,559,0,983
"Fairfax County",-,"811 - Pohick (CD 11)",296,525,1,822
"Fairfax County",-,"812 - Valley (CD 11)",504,691,2,"1,197"
"Fairfax County",-,"815 - Woodyard (CD 10)",631,536,1,"1,168"
"Fairfax County",-,"824 - Orange (CD 11)",737,943,6,"1,686"
"Fairfax County",-,"825 - Cherry Run (CD 11)",564,692,0,"1,256"
"Fairfax County",-,"827 - Irving (CD 11)",409,643,0,"1,052"
"Fairfax County",-,"833 - White Oaks (CD 11)",523,763,5,"1,291"
"Fairfax County",-,"838 - Sangster (CD 10)",488,510,8,"1,006"
"Fairfax County",-,"839 - Silverbrook (CD 10)",757,879,5,"1,641"
"Fairfax County",-,"840 - West Springfield (CD 11)",515,787,0,"1,302"
"Fairfax County",-,"841 - Popes Head (CD 10)",401,345,2,748
"Fairfax County",-,"842 - Parkway (CD 11)",525,457,0,982
"Fairfax County",-,"843 - Fair Lakes (CD 11)",534,786,2,"1,322"
"Fairfax County",-,"844 - Centerpointe (CD 11)",298,482,3,783
"Fairfax County",-,"845 - Fountainhead (CD 10)",969,783,5,"1,757"
"Fairfax County",-,"846 - Greenbriar East (CD 11)",486,786,3,"1,275"
"Fairfax County",-,"847 - Greenbriar West (CD 10)",429,570,1,"1,000"
"Fairfax County",-,"848 - Fair Oaks (CD 11)",443,643,3,"1,089"
"Fairfax County",-,"849 - Newgate (CD 10)","1,063","1,003",2,"2,068"
"Fairfax County",-,"850 - South Run (CD 10)",616,553,2,"1,171"
"Fairfax County",-,"851 - Willow Springs (CD 11)",531,584,2,"1,117"
"Fairfax County",-,"901 - Centre Ridge (CD 11)",424,659,1,"1,084"
"Fairfax County",-,"902 - Brookfield (CD 10)",609,893,3,"1,505"
"Fairfax County",-,"903 - Cub Run (CD 10)",700,840,3,"1,543"
"Fairfax County",-,"904 - Stonecroft (CD 10)",316,265,0,581
"Fairfax County",-,"905 - Franklin (CD 10)",168,274,2,444
"Fairfax County",-,"908 - Hidden Meadow (CD 10)",474,591,0,"1,065"
"Fairfax County",-,"909 - Oak Hill (CD 10)",413,555,1,969
"Fairfax County",-,"910 - London Towne (CD 11)",471,871,2,"1,344"
"Fairfax County",-,"911 - Navy (CD 10)",635,793,3,"1,431"
"Fairfax County",-,"913 - Rocky Run (CD 10)",810,845,1,"1,656"
"Fairfax County",-,"914 - Vale (CD 10)",489,498,0,987
"Fairfax County",-,"915 - Virginia Run (CD 10)",689,520,0,"1,209"
"Fairfax County",-,"916 - Waples Mill (CD 10)",881,923,0,"1,804"
"Fairfax County",-,"917 - Stone North (CD 10)",319,455,3,777
"Fairfax County",-,"918 - Centreville (CD 11)",581,931,1,"1,513"
"Fairfax County",-,"919 - Green Trails (CD 11)",597,978,4,"1,579"
"Fairfax County",-,"920 - Chantilly (CD 10)",485,625,0,"1,110"
"Fairfax County",-,"921 - Deer Park (CD 10)",642,667,3,"1,312"
"Fairfax County",-,"923 - Bull Run (CD 10)",590,476,4,"1,070"
"Fairfax County",-,"924 - Spindle (CD 11)",205,360,1,566
"Fairfax County",-,"925 - Old Mill (CD 10)",322,409,0,731
"Fairfax County",-,"926 - Powell (CD 11)",683,936,2,"1,621"
"Fairfax County",-,"927 - Armfield (CD 10)",339,466,0,805
"Fairfax County",-,"928 - Poplar Tree (CD 10)",584,639,2,"1,225"
"Fairfax County",-,"929 - Difficult Run (CD 10)",199,181,0,380
"Fairfax County",-,"930 - Lees Corner (CD 10)",377,555,1,933
"Fairfax County",-,"931 - Carson (CD 10)",378,646,2,"1,026"
"Fairfax County",-,"932 - Stone South (CD 10)",194,396,1,591
"Fairfax County",-,"933 - Compton (CD 11)",133,172,0,305
"Fairfax County",-,"##ab - Central Absentee Precinct (CD 10)","2,532","8,834",18,"11,384"
"Fairfax County",-,"##ab - Central Absentee Precinct (CD 11)","4,718","24,332",46,"29,096"
"Fairfax County",-,"##ab - Central Absentee Precinct (CD 8)","2,701","14,093",35,"16,829"
"Fairfax County",-,"##ev - Central Absentee Precinct (CD 10)","10,398","15,214",23,"25,635"
"Fairfax County",-,"##ev - Central Absentee Precinct (CD 11)","15,740","36,310",49,"52,099"
"Fairfax County",-,"##ev - Central Absentee Precinct (CD 8)","8,835","22,214",33,"31,082"
"Fairfax County",-,"##pe - Central Absentee Precinct (CD 10)",480,"1,166",5,"1,651"
"Fairfax County",-,"##pe - Central Absentee Precinct (CD 11)",895,"3,396",5,"4,296"
"Fairfax County",-,"##pe - Central Absentee Precinct (CD 8)",531,"2,171",4,"2,706"
"Fairfax County",-,"Provisional (CD 10)",81,184,0,265
"Fairfax County",-,"Provisional (CD 11)",227,653,0,880
"Fairfax County",-,"Provisional (CD 8)",117,407,0,524
"Fairfax City",-,"1 - One",344,527,1,872
"Fairfax City",-,"2 - Two",406,500,2,908
"Fairfax City",-,"3 - Three",503,653,1,"1,157"
"Fairfax City",-,"4 - Four",343,445,2,790
"Fairfax City",-,"5 - Five",304,527,2,833
"Fairfax City",-,"6 - Six",366,544,1,911
"Fairfax City",-,"##ab - Central Absentee Precinct",208,"1,142",1,"1,351"
"Fairfax City",-,"##ev - Central Absentee Precinct","1,052","2,114",3,"3,169"
"Fairfax City",-,"##pe - Central Absentee Precinct",14,30,0,44
"Fairfax City",-,Provisional,8,20,0,28
"Falls Church City",-,"1 - First Ward",332,807,1,"1,140"
"Falls Church City",-,"2 - Second Ward",266,612,1,879
"Falls Church City",-,"3 - Third Ward",323,763,4,"1,090"
"Falls Church City",-,"##ab - Central Absentee Precinct",112,828,2,942
"Falls Church City",-,"##ev - Central Absentee Precinct",498,"2,366",4,"2,868"
"Falls Church City",-,"##pe - Central Absentee Precinct",5,23,0,28
"Falls Church City",-,Provisional,1,16,0,17
"Fauquier County",-,"101 - Kettle Run (CD 5)",452,116,6,574
"Fauquier County",-,"102 - Catlett (CD 1)","1,102",218,1,"1,321"
"Fauquier County",-,"103 - Casanova (CD 5)",473,161,0,634
"Fauquier County",-,"104 - Lois (CD 1)",486,119,0,605
"Fauquier County",-,"105 - Opal (CD 5)",510,126,0,636
"Fauquier County",-,"106 - Baldwin Ridge (CD 5)",558,223,1,782
"Fauquier County",-,"201 - Courthouse (CD 5)",805,531,1,"1,337"
"Fauquier County",-,"202 - Airlie (CD 5)",731,320,3,"1,054"
"Fauquier County",-,"203 - Warrenton (CD 5)",733,500,0,"1,233"
"Fauquier County",-,"301 - Morrisville (CD 1)",776,170,0,946
"Fauquier County",-,"302 - Remington (CD 5)",958,353,0,"1,311"
"Fauquier County",-,"303 - Bealeton (CD 1)","1,065",462,0,"1,527"
"Fauquier County",-,"401 - Marshall (CD 5)",840,390,2,"1,232"
"Fauquier County",-,"402 - Leeds (CD 5)",785,419,2,"1,206"
"Fauquier County",-,"403 - Waterloo (CD 5)",895,269,1,"1,165"
"Fauquier County",-,"404 - Springs Valley (CD 5)",414,173,0,587
"Fauquier County",-,"501 - The Plains (CD 5)",696,444,1,"1,141"
"Fauquier County",-,"502 - New Baltimore (CD 5)",864,317,2,"1,183"
"Fauquier County",-,"503 - Broad Run (CD 5)",689,238,1,928
"Fauquier County",-,"504 - Vint Hill (CD 5)","1,099",408,0,"1,507"
"Fauquier County",-,"##ab - Central Absentee Precinct (CD 1)",121,214,0,335
"Fauquier County",-,"##ab - Central Absentee Precinct (CD 5)",705,"1,453",2,"2,160"
"Fauquier County",-,"##ev - Central Absentee Precinct (CD 1)","1,160",573,3,"1,736"
"Fauquier County",-,"##ev - Central Absentee Precinct (CD 5)","5,171","3,457",2,"8,630"
"Fauquier County",-,"##pe - Central Absentee Precinct (CD 1)",6,10,0,16
"Fauquier County",-,"##pe - Central Absentee Precinct (CD 5)",12,33,0,45
"Fauquier County",-,"Provisional (CD 1)",2,5,0,7
"Fauquier County",-,"Provisional (CD 5)",26,30,0,56
"Floyd County",-,"101 - Locust Grove",812,254,1,"1,067"
"Floyd County",-,"201 - Little River",819,272,3,"1,094"
"Floyd County",-,"301 - Courthouse",545,236,3,784
"Floyd County",-,"401 - Burks Fork",811,204,0,"1,015"
"Floyd County",-,"501 - Indian Valley",945,168,1,"1,114"
"Floyd County",-,"##ab - Central Absentee Precinct",159,319,1,479
"Floyd County",-,"##ev - Central Absentee Precinct","1,064",807,2,"1,873"
"Floyd County",-,"##pe - Central Absentee Precinct",3,10,0,13
"Floyd County",-,Provisional,3,5,0,8
"Fluvanna County",-,"101 - Palmyra",900,542,2,"1,444"
"Fluvanna County",-,"201 - Columbia",839,386,1,"1,226"
"Fluvanna County",-,"301 - Fork Union",810,421,1,"1,232"
"Fluvanna County",-,"401 - Cunningham","1,121",295,0,"1,416"
"Fluvanna County",-,"501 - Rivanna",733,467,0,"1,200"
"Fluvanna County",-,"##ab - Central Absentee Precinct",244,923,0,"1,167"
"Fluvanna County",-,"##ev - Central Absentee Precinct","2,452","2,176",3,"4,631"
"Fluvanna County",-,"##pe - Central Absentee Precinct",12,29,0,41
"Fluvanna County",-,Provisional,8,8,0,16
"Franklin County",-,"102 - Burnt Chimney","1,042",251,3,"1,296"
"Franklin County",-,"103 - Scruggs","1,630",444,2,"2,076"
"Franklin County",-,"201 - Glade Hill",965,161,0,"1,126"
"Franklin County",-,"202 - Penhook",601,204,0,805
"Franklin County",-,"203 - Hodgesville",152,33,0,185
"Franklin County",-,"204 - Dudley",539,134,0,673
"Franklin County",-,"301 - Snow Creek",446,79,0,525
"Franklin County",-,"302 - Fork Mountain",405,85,0,490
"Franklin County",-,"303 - Sontag",566,223,2,791
"Franklin County",-,"304 - Dickinson",273,96,0,369
"Franklin County",-,"401 - Henry",778,113,1,892
"Franklin County",-,"402 - Ferrum",374,118,1,493
"Franklin County",-,"403 - Endicott",444,79,1,524
"Franklin County",-,"501 - Waidsboro",463,123,0,586
"Franklin County",-,"502 - Callaway",720,139,1,860
"Franklin County",-,"503 - Bowmans",387,107,0,494
"Franklin County",-,"504 - Gogginsville",592,150,1,743
"Franklin County",-,"601 - Boones Mill",863,205,0,"1,068"
"Franklin County",-,"602 - Bonbrook",855,173,0,"1,028"
"Franklin County",-,"603 - Coopers Cove",651,125,0,776
"Franklin County",-,"701 - Rocky Mount East",631,245,0,876
"Franklin County",-,"702 - Rocky Mount West",423,197,1,621
"Franklin County",-,"703 - Rocky Mount South",365,164,1,530
"Franklin County",-,"##ab - Central Absentee Precinct",503,824,0,"1,327"
"Franklin County",-,"##ev - Central Absentee Precinct","2,804","1,651",4,"4,459"
"Franklin County",-,"##pe - Central Absentee Precinct",32,23,0,55
"Franklin County",-,Provisional,4,8,0,12
"Franklin City",-,"101 - Precinct 1-1",344,107,0,451
"Franklin City",-,"201 - Precinct 2-1",265,164,0,429
"Franklin City",-,"301 - Precinct 3-1",38,222,0,260
"Franklin City",-,"401 - Precinct 4-1",38,152,0,190
"Franklin City",-,"501 - Precinct 5-1",11,204,0,215
"Franklin City",-,"601 - Precinct 6-1",187,151,0,338
"Franklin City",-,"##ab - Central Absentee Precinct",38,168,0,206
"Franklin City",-,"##ev - Central Absentee Precinct",353,487,0,840
"Franklin City",-,"##pe - Central Absentee Precinct",0,2,0,2
"Franklin City",-,Provisional,1,2,0,3
"Frederick County",-,"101 - Russells",962,200,0,"1,162"
"Frederick County",-,"102 - Gore","1,258",273,1,"1,532"
"Frederick County",-,"103 - Kernstown","1,007",319,0,"1,326"
"Frederick County",-,"104 - Cedar Creek",687,194,3,884
"Frederick County",-,"201 - Gainesborough",717,108,0,825
"Frederick County",-,"202 - Albin",891,227,0,"1,118"
"Frederick County",-,"203 - Redland","1,246",325,1,"1,572"
"Frederick County",-,"204 - Nain",793,202,1,996
"Frederick County",-,"301 - Clear Brook",664,130,1,795
"Frederick County",-,"302 - Neff's Town","1,113",611,2,"1,726"
"Frederick County",-,"303 - White Hall","1,198",388,0,"1,586"
"Frederick County",-,"401 - Carpers Valley",740,337,0,"1,077"
"Frederick County",-,"402 - Shenandoah",595,202,1,798
"Frederick County",-,"403 - Parkin's Mill",919,342,1,"1,262"
"Frederick County",-,"404 - Armel",782,376,0,"1,158"
"Frederick County",-,"501 - Stephens City",939,452,1,"1,392"
"Frederick County",-,"502 - Newtown","1,227",445,1,"1,673"
"Frederick County",-,"503 - Canterburg","1,160",497,1,"1,658"
"Frederick County",-,"601 - Millbrook",597,226,1,824
"Frederick County",-,"602 - Ash Hollow",648,335,0,983
"Frederick County",-,"603 - Greenwood","1,310",572,4,"1,886"
"Frederick County",-,"##ab - Central Absentee Precinct",770,"1,562",2,"2,334"
"Frederick County",-,"##ev - Central Absentee Precinct","4,598","2,877",3,"7,478"
"Frederick County",-,"##pe - Central Absentee Precinct",59,79,1,139
"Frederick County",-,Provisional,21,23,0,44
"Fredericksburg City",-,"101 - Precinct 1 - District One",743,837,2,"1,582"
"Fredericksburg City",-,"201 - Precinct 1 - District Two",551,773,4,"1,328"
"Fredericksburg City",-,"301 - Precinct 1 - District Three",580,597,2,"1,179"
"Fredericksburg City",-,"401 - Precinct 1 - District Four",190,504,1,695
"Fredericksburg City",-,"402 - Precinct 2 - District Four",238,337,2,577
"Fredericksburg City",-,"##ab - Central Absentee Precinct",198,830,0,"1,028"
"Fredericksburg City",-,"##ev - Central Absentee Precinct",983,"1,551",3,"2,537"
"Fredericksburg City",-,"##pe - Central Absentee Precinct",3,9,0,12
"Fredericksburg City",-,Provisional,4,15,0,19
"Galax City",-,"1 - East",424,132,1,557
"Galax City",-,"5 - West",558,136,0,694
"Galax City",-,"##ab - Central Absentee Precinct",54,66,0,120
"Galax City",-,"##ev - Central Absentee Precinct",355,178,0,533
"Galax City",-,"##pe - Central Absentee Precinct",1,2,0,3
"Galax City",-,Provisional,1,1,0,2
"Giles County",-,"101 - Glen Lyn",72,13,0,85
