County/City,Ward,Pct,"Mark Rankin Herring","Mark Dudley Obenshain","All Others","Total Votes Cast"
"Norfolk City",-,"208 - Larchmont Library (CD 2)",313,224,2,539
"Norfolk City",-,"210 - Maury (CD 3)",715,319,6,"1,040"
"Norfolk City",-,"211 - Chrysler Museum (CD 3)",799,426,4,"1,229"
"Norfolk City",-,"212 - Park Place (CD 3)",600,31,0,631
"Norfolk City",-,"213 - Taylor Elementary School (CD 3)",907,372,3,"1,282"
"Norfolk City",-,"214 - Stuart (CD 3)",920,316,11,"1,247"
"Norfolk City",-,"215 - Suburban Park (CD 2)",492,420,1,913
"Norfolk City",-,"217 - Wesley (CD 3)",399,199,0,598
"Norfolk City",-,"218 - Willard (CD 2)",889,753,4,"1,646"
"Norfolk City",-,"301 - Ballentine (CD 3)",807,104,1,912
"Norfolk City",-,"302 - Tanners Creek (CD 3)",372,101,1,474
"Norfolk City",-,"303 - Bowling Park (CD 3)",988,65,2,"1,055"
"Norfolk City",-,"304 - Coleman Place School (CD 3)",379,107,1,487
"Norfolk City",-,"305 - Lafayette-winona (CD 3)",656,128,1,785
"Norfolk City",-,"306 - Lindenwood (CD 3)",544,65,2,611
"Norfolk City",-,"309 - Norview (CD 3)","1,150",278,7,"1,435"
"Norfolk City",-,"310 - Rosemont (CD 3)","1,184",60,0,"1,244"
"Norfolk City",-,"311 - Sherwood (CD 3)",896,436,8,"1,340"
"Norfolk City",-,"313 - Union Chapel (CD 3)",403,20,0,423
"Norfolk City",-,"402 - Berkley (CD 3)",739,24,2,765
"Norfolk City",-,"403 - Brambleton (CD 3)",270,13,0,283
"Norfolk City",-,"404 - Campostella (CD 3)",681,32,2,715
"Norfolk City",-,"405 - Chesterfield (CD 3)",840,32,0,872
"Norfolk City",-,"406 - Barron Black (CD 2)",434,276,1,711
"Norfolk City",-,"408 - Easton (CD 2)",531,377,2,910
"Norfolk City",-,"409 - Fairlawn (CD 2)",422,310,3,735
"Norfolk City",-,"411 - Ruffner Academy (CD 3)",156,9,0,165
"Norfolk City",-,"412 - Ingleside (CD 3)",786,129,0,915
"Norfolk City",-,"413 - Poplar Halls (CD 3)","1,020",190,5,"1,215"
"Norfolk City",-,"414 - Young Park (CD 3)",815,29,2,846
"Norfolk City",-,"415 - Lake Taylor High School (CD 3)",465,224,1,690
"Norfolk City",-,"501 - Bayview (CD 2)",531,522,6,"1,059"
"Norfolk City",-,"503 - East Ocean View (CD 2)",554,403,2,959
"Norfolk City",-,"504 - Larrymore (CD 2)",560,406,3,969
"Norfolk City",-,"505 - Little Creek (CD 2)",312,320,3,635
"Norfolk City",-,"506 - Ocean View Center (CD 2)",701,392,7,"1,100"
"Norfolk City",-,"507 - Pretlow (CD 2)",512,394,8,914
"Norfolk City",-,"509 - Tarrallton (CD 2)",455,625,4,"1,084"
"Norfolk City",-,"510 - Third Presbyterian (CD 2)",500,628,7,"1,135"
"Norfolk City",-,"511 - Crossroads (CD 2)",453,486,1,940
"Norfolk City",-,"512 - Azalea Gardens (CD 2)",299,327,0,626
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 2)",379,271,2,652
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 3)",718,155,2,875
"Norfolk City",-,"Provisional (CD 2)",4,4,8,16
"Norfolk City",-,"Provisional (CD 3)",9,6,15,30
"Northampton County",-,"101 - Precinct 1-1",440,470,2,912
"Northampton County",-,"201 - Precinct 2-1",438,206,1,645
"Northampton County",-,"301 - Precinct 3-1",416,214,1,631
"Northampton County",-,"401 - Precinct 4-1",317,411,0,728
"Northampton County",-,"501 - Precinct 5-1",307,445,2,754
"Northampton County",-,"Ab - Central Absentee Precinct",100,108,0,208
"Northampton County",-,Provisional,2,0,0,2
"Northumberland County",-,"101 - 1a",328,462,1,791
"Northumberland County",-,"201 - 2a",317,623,2,942
"Northumberland County",-,"301 - 3a",319,180,1,500
"Northumberland County",-,"302 - 3b",185,58,0,243
"Northumberland County",-,"401 - 4a",427,796,2,"1,225"
"Northumberland County",-,"501 - 5a",388,730,4,"1,122"
"Northumberland County",-,"Ab - Central Absentee Precinct",135,183,0,318
"Northumberland County",-,Provisional,2,1,0,3
"Norton City",-,"1 - East Ward",335,523,2,860
"Norton City",-,Provisional,0,1,0,1
"Nottoway County",-,"101 - Precinct 1-1",203,256,0,459
"Nottoway County",-,"102 - Precinct 1-2",127,183,1,311
"Nottoway County",-,"201 - Precinct 2-1",211,334,3,548
"Nottoway County",-,"202 - Precinct 2-2",69,196,2,267
"Nottoway County",-,"301 - Precinct 3-1",266,136,0,402
"Nottoway County",-,"302 - Precinct 3-2",124,149,1,274
"Nottoway County",-,"401 - Precinct 4-1",313,78,0,391
"Nottoway County",-,"402 - Precinct 4-2",142,232,0,374
"Nottoway County",-,"501 - Precinct 5-1",318,452,1,771
"Nottoway County",-,"Ab - Central Absentee Precinct",57,80,0,137
"Nottoway County",-,Provisional,0,0,0,0
"Orange County",-,"101 - One West",460,677,2,"1,139"
"Orange County",-,"102 - One East",424,542,2,968
"Orange County",-,"201 - Two West",322,496,1,819
"Orange County",-,"202 - Two East",260,497,1,758
"Orange County",-,"301 - Three West",516,608,3,"1,127"
"Orange County",-,"302 - Three East",153,218,1,372
"Orange County",-,"401 - Four West",252,649,4,905
"Orange County",-,"402 - Four East",293,494,2,789
"Orange County",-,"501 - Five South",514,668,3,"1,185"
"Orange County",-,"502 - Five North",518,790,8,"1,316"
"Orange County",-,"Ab - Central Absentee Precinct",214,311,2,527
"Orange County",-,Provisional,3,4,0,7
"Page County",-,"101 - West Luray",477,749,4,"1,230"
"Page County",-,"201 - East Luray",444,855,1,"1,300"
"Page County",-,"301 - Marksville",398,830,0,"1,228"
"Page County",-,"401 - Newport",256,700,2,958
"Page County",-,"501 - Shenandoah",263,805,1,"1,069"
"Page County",-,"Ab - Central Absentee Precinct",104,156,0,260
"Patrick County",-,"101 - Ararat",93,199,0,292
"Patrick County",-,"102 - Claudville",78,212,0,290
"Patrick County",-,"103 - Willis Gap",85,198,0,283
"Patrick County",-,"201 - Dry Pond",34,113,0,147
"Patrick County",-,"202 - Patrick Springs",135,386,2,523
"Patrick County",-,"203 - Russell Creek",103,264,0,367
"Patrick County",-,"301 - Critz/stella",145,367,1,513
"Patrick County",-,"302 - Liberty",68,271,0,339
"Patrick County",-,"401 - Meadows Of Dan",142,272,0,414
"Patrick County",-,"402 - Stuart Administration",156,364,0,520
"Patrick County",-,"501 - Stuart Community",59,171,0,230
"Patrick County",-,"502 - Elamsville",108,258,0,366
"Patrick County",-,"503 - Woolwine",122,323,0,445
"Patrick County",-,"Ab - Central Absentee Precinct",84,149,0,233
"Patrick County",-,Provisional,0,1,1,2
"Petersburg City",-,"101 - First Ward First Precinct",640,84,5,729
"Petersburg City",-,"201 - Second Ward First Precinct","1,223",132,2,"1,357"
"Petersburg City",-,"301 - Third Ward First Precinct","1,180",290,0,"1,470"
"Petersburg City",-,"401 - Fourth Ward First Precinct",787,159,3,949
"Petersburg City",-,"501 - Fifth Ward First Precinct",807,72,4,883
"Petersburg City",-,"601 - Sixth Ward First Precinct",861,23,0,884
"Petersburg City",-,"701 - Seventh Ward First Precinct","1,093",83,0,"1,176"
"Petersburg City",-,"Ab - Central Absentee Precinct",625,110,1,736
"Petersburg City",-,Provisional,3,0,0,3
"Pittsylvania County",-,"103 - Twin Springs",210,"1,200",2,"1,412"
"Pittsylvania County",-,"105 - Chatham",153,440,0,593
"Pittsylvania County",-,"106 - Tunstall",135,409,1,545
"Pittsylvania County",-,"108 - West Blairs",111,234,1,346
"Pittsylvania County",-,"201 - Callands",148,432,1,581
"Pittsylvania County",-,"202- Bearskin",59,101,0,160
"Pittsylvania County",-,"204 - Sandy Level",112,254,0,366
"Pittsylvania County",-,"206 - Climax",87,320,1,408
"Pittsylvania County",-,"207 - Gretna",248,752,1,"1,001"
"Pittsylvania County",-,"301 - Central",321,195,0,516
"Pittsylvania County",-,"305 - Riceville",261,189,1,451
"Pittsylvania County",-,"307 - East Blairs",409,136,0,545
"Pittsylvania County",-,"308 - Mt Airy",152,117,0,269
"Pittsylvania County",-,"309 - East Gretna",140,180,1,321
"Pittsylvania County",-,"402 - Keeling",96,407,1,504
"Pittsylvania County",-,"404 - Kentuck",217,752,2,971
"Pittsylvania County",-,"405 - Ringgold",331,736,1,"1,068"
"Pittsylvania County",-,"501 - Hurt",250,545,2,797
"Pittsylvania County",-,"502 - Motley Sycamore",277,571,0,848
"Pittsylvania County",-,"503 - Renan",158,310,0,468
"Pittsylvania County",-,"603 - Stony Mill",175,436,0,611
"Pittsylvania County",-,"604 - Swansonville",198,300,1,499
"Pittsylvania County",-,"605 - Whitmell",155,345,0,500
"Pittsylvania County",-,"606 - Brosville",257,265,1,523
"Pittsylvania County",-,"607 - Dry Fork",70,221,0,291
"Pittsylvania County",-,"702 - Bachelors Hall",150,674,2,826
"Pittsylvania County",-,"703 - Ferry Road",46,106,0,152
"Pittsylvania County",-,"704 - Mt Hermon",323,883,2,"1,208"
"Pittsylvania County",-,"705 - Mt Cross",104,439,0,543
"Pittsylvania County",-,"Ab - Central Absentee Precinct",274,461,1,736
"Pittsylvania County",-,Provisional,0,1,1,2
"Poquoson City",-,"1 - Central",317,919,7,"1,243"
"Poquoson City",-,"2 - Eastern",376,"1,051",4,"1,431"
"Poquoson City",-,"3 - Western",382,"1,124",9,"1,515"
"Poquoson City",-,"Ab - Central Absentee Precinct",55,122,0,177
"Poquoson City",-,Provisional,0,0,0,0
"Portsmouth City",-,"1 - One",579,245,2,826
"Portsmouth City",-,"5 - Five",526,21,2,549
"Portsmouth City",-,"7- Seven",394,122,2,518
"Portsmouth City",-,"9 - Nine",680,118,2,800
"Portsmouth City",-,"10 - Ten",306,179,2,487
"Portsmouth City",-,"11 - Eleven",588,18,1,607
"Portsmouth City",-,"13 - Thirteen",403,10,0,413
"Portsmouth City",-,"14 - Fourteen",671,26,1,698
"Portsmouth City",-,"16 - Sixteen",365,202,2,569
"Portsmouth City",-,"17 - Seventeen",468,224,3,695
"Portsmouth City",-,"19 - Nineteen",251,160,1,412
"Portsmouth City",-,"20 - Twenty",394,144,2,540
"Portsmouth City",-,"21 - Twenty-one",459,14,1,474
"Portsmouth City",-,"22 - Twenty-two",334,284,7,625
"Portsmouth City",-,"23 - Twenty-three",280,396,1,677
"Portsmouth City",-,"24 - Twenty-four",351,215,6,572
"Portsmouth City",-,"25 - Twenty-five",491,367,2,860
"Portsmouth City",-,"26 - Twenty-six",833,28,1,862
"Portsmouth City",-,"27 - Twenty-seven",853,36,1,890
"Portsmouth City",-,"28 - Twenty Eight","1,296",47,1,"1,344"
"Portsmouth City",-,"29 - Twenty- Nine",201,363,1,565
"Portsmouth City",-,"30 - Thirty",192,362,3,557
"Portsmouth City",-,"31 - Thirty-one",576,362,2,940
"Portsmouth City",-,"32 - Thirty-two",302,433,2,737
"Portsmouth City",-,"33- Thirty-three",202,420,1,623
"Portsmouth City",-,"34- Thirty-four",372,489,6,867
"Portsmouth City",-,"35 - Thirty-five",464,524,4,992
"Portsmouth City",-,"36 - Thirty-six",953,782,9,"1,744"
"Portsmouth City",-,"37 - Thirty-seven",873,437,3,"1,313"
"Portsmouth City",-,"38 - Thirty-eight","1,083",154,2,"1,239"
"Portsmouth City",-,"39 - Thirty-nine","1,191",391,3,"1,585"
"Portsmouth City",-,"Ab - Central Absentee Precinct",718,210,1,929
"Portsmouth City",-,Provisional,6,1,0,7
"Powhatan County",-,"101 - Subletts",317,906,4,"1,227"
"Powhatan County",-,"102 - Manakin",215,601,1,817
"Powhatan County",-,"103 - Flat Rock",139,493,4,636
"Powhatan County",-,"201 - Powhatan Station",182,690,3,875
"Powhatan County",-,"202 - Graceland",243,799,1,"1,043"
"Powhatan County",-,"301 - Bethesda",250,661,4,915
"Powhatan County",-,"302 - Lee's Landing",197,555,1,753
"Powhatan County",-,"401 - Powhatan Courthouse",293,"1,065",3,"1,361"
"Powhatan County",-,"402 - Mt Zion",138,356,0,494
"Powhatan County",-,"501 - Smith Cross Roads",349,441,5,795
"Powhatan County",-,"502 - Pineville",179,258,0,437
"Powhatan County",-,"503 - Tobaccoville",79,269,0,348
"Powhatan County",-,"Ab - Central Absentee Precinct",111,260,0,371
"Powhatan County",-,Provisional,1,2,3,6
"Prince Edward County",-,"101 - Farmville",282,297,1,580
"Prince Edward County",-,"201 - Lockett",383,389,2,774
"Prince Edward County",-,"301 - Leigh",252,193,1,446
"Prince Edward County",-,"302 - Mt Pleasant",181,90,0,271
"Prince Edward County",-,"401 - Hampden",295,248,0,543
"Prince Edward County",-,"501 - Darlington Hts",138,254,0,392
"Prince Edward County",-,"502 - Buffalo Hts",109,155,2,266
"Prince Edward County",-,"601 - Prospect",435,353,2,790
"Prince Edward County",-,"701 - West End",304,309,2,615
"Prince Edward County",-,"801 - Center",227,77,1,305
"Prince Edward County",-,"Ab - Central Absentee Precinct",73,88,0,161
"Prince Edward County",-,Provisional,1,0,0,1
"Prince George County",-,"101 - Richard Bland (CD 4)",250,431,3,684
"Prince George County",-,"102 - Templeton (CD 4)",487,"1,075",3,"1,565"
"Prince George County",-,"103 - Union Branch (CD 4)",465,516,7,988
"Prince George County",-,"104 - Rives (CD 3)",346,257,0,603
"Prince George County",-,"104 - Rives (CD 4)",16,3,0,19
"Prince George County",-,"105 - Harrison (CD 3)",107,231,2,340
"Prince George County",-,"201 - Bland (CD 3)",498,921,1,"1,420"
"Prince George County",-,"202 - Black Water (CD 3)",317,643,2,962
"Prince George County",-,"203 - Brandon (CD 3)",137,271,0,408
"Prince George County",-,"204 - Courts Bldg (CD 4)",583,560,4,"1,147"
"Prince George County",-,"205 - Jefferson Park (CD 4)",448,231,6,685
"Prince George County",-,"Ab - Central Absentee Precinct (CD 3)",68,136,0,204
"Prince George County",-,"Ab - Central Absentee Precinct (CD 4)",94,99,3,196
"Prince George County",-,"Provisional (CD 3)",0,0,0,0
"Prince George County",-,"Provisional (CD 4)",0,1,2,3
"Prince William County",-,"101 - Brentsville (CD 1)",403,860,1,"1,264"
"Prince William County",-,"102 - Cedar Point (CD 1)",730,904,4,"1,638"
"Prince William County",-,"103 - Glenkirk (CD 1)",497,600,1,"1,098"
"Prince William County",-,"104 - Nokesville (CD 1)",221,627,3,851
"Prince William County",-,"105 - Limestone (CD 1)",647,753,5,"1,405"
"Prince William County",-,"106 - Westgate (CD 1)",362,182,3,547
"Prince William County",-,"107 - Marsteller (CD 1)",885,873,4,"1,762"
"Prince William County",-,"108 - Victory (CD 1)",661,742,5,"1,408"
"Prince William County",-,"109 - Piney Branch (CD 1)",478,490,0,968
"Prince William County",-,"110 - Buckland Mills (CD 1)",171,214,1,386
"Prince William County",-,"110 - Buckland Mills (CD 10)",690,771,1,"1,462"
"Prince William County",-,"111 - Bristow Run (CD 1)",748,909,3,"1,660"
"Prince William County",-,"201 - Saunders (CD 1)",29,24,0,53
"Prince William County",-,"201 - Saunders (CD 11)",791,458,1,"1,250"
"Prince William County",-,"202 - Marshall (CD 1)",633,853,2,"1,488"
"Prince William County",-,"203 - Bennett (CD 1)",871,"1,295",4,"2,170"
"Prince William County",-,"204 - Ellis (CD 1)",437,462,2,901
"Prince William County",-,"205 - Buckhall (CD 10)",512,634,1,"1,147"
"Prince William County",-,"206 - Coles (CD 1)",449,605,4,"1,058"
"Prince William County",-,"207 - Spriggs (CD 1)",741,489,4,"1,234"
"Prince William County",-,"208 - Hylton (CD 1)",609,829,0,"1,438"
"Prince William County",-,"208 - Hylton (CD 11)",212,133,0,345
"Prince William County",-,"209 - Independent Hill (CD 1)",312,637,3,952
"Prince William County",-,"210 - Penn (CD 1)",507,728,3,"1,238"
"Prince William County",-,"210 - Penn (CD 11)",174,80,0,254
"Prince William County",-,"211 - Signal Hill (CD 10)",362,466,2,830
"Prince William County",-,"212 - Yorkshire (CD 10)",577,515,3,"1,095"
"Prince William County",-,"301 - Dumfries (CD 11)",510,206,3,719
"Prince William County",-,"302 - Potomac (CD 11)",835,215,2,"1,052"
"Prince William County",-,"303 - Graham Park (CD 11)",810,456,2,"1,268"
"Prince William County",-,"304 - Quantico (CD 1)",48,74,0,122
"Prince William County",-,"305 - Pattie (CD 1)",622,575,1,"1,198"
"Prince William County",-,"306 - Washington-reid (CD 1)",759,636,3,"1,398"
"Prince William County",-,"307 - Henderson (CD 1)","1,015",910,6,"1,931"
"Prince William County",-,"308 - Montclair (CD 1)",841,803,4,"1,648"
"Prince William County",-,"309 - Ashland (CD 1)",477,423,2,902
"Prince William County",-,"310 - Forest Park (CD 1)",585,317,1,903
"Prince William County",-,"311 - Swans Creek (CD 11)",936,356,6,"1,298"
"Prince William County",-,"312 - Triangle (CD 1)",135,60,0,195
"Prince William County",-,"401 - Evergreen (CD 10)",643,"1,034",5,"1,682"
"Prince William County",-,"402 - Battlefield (CD 10)",502,"1,153",0,"1,655"
"Prince William County",-,"403 - Bull Run (CD 10)",380,460,2,842
"Prince William County",-,"404 - Ashton (CD 1)",556,310,3,869
"Prince William County",-,"405 - Stonewall (CD 1)",516,333,0,849
"Prince William County",-,"406 - Alvey (CD 10)",943,"1,235",2,"2,180"
"Prince William County",-,"407 - Heritage Hunt (CD 10)",911,"1,116",4,"2,031"
"Prince William County",-,"408 - Sudley (CD 1)",388,395,2,785
"Prince William County",-,"409 - Haymarket (CD 10)",483,520,0,"1,003"
"Prince William County",-,"410 - Mountain View (CD 10)",505,836,3,"1,344"
"Prince William County",-,"411 - Mullen (CD 1)",659,364,3,"1,026"
"Prince William County",-,"501 - Lake Ridge (CD 1)",712,487,2,"1,201"
"Prince William County",-,"502 - Occoquan (CD 11)",361,263,1,625
"Prince William County",-,"503 - Old Bridge (CD 11)",678,754,1,"1,433"
"Prince William County",-,"504 - Rockledge (CD 11)",776,643,5,"1,424"
"Prince William County",-,"505 - Mohican (CD 1)",478,447,0,925
"Prince William County",-,"505 - Mohican (CD 11)",448,261,0,709
"Prince William County",-,"506 - Bethel (CD 11)",853,639,3,"1,495"
"Prince William County",-,"507 - Chinn (CD 11)",607,397,0,"1,004"
"Prince William County",-,"508 - Springwoods (CD 1)",460,255,1,716
"Prince William County",-,"508 - Springwoods (CD 11)",383,188,1,572
"Prince William County",-,"509 - Mc Coart (CD 1)",632,604,2,"1,238"
"Prince William County",-,"510 - Yates Ford (CD 1)",181,271,3,455
"Prince William County",-,"510 - Yates Ford (CD 10)",330,439,4,773
"Prince William County",-,"511 - Westridge (CD 1)",592,510,4,"1,106"
"Prince William County",-,"512 - York (CD 11)",646,211,1,858
"Prince William County",-,"601 - Dale (CD 11)",520,175,0,695
"Prince William County",-,"602 - Beville (CD 11)",834,378,0,"1,212"
"Prince William County",-,"603 - Godwin (CD 11)",886,342,4,"1,232"
"Prince William County",-,"604 - Gideon (CD 11)",557,231,1,789
"Prince William County",-,"605 - Minnieville (CD 11)",550,345,2,897
"Prince William County",-,"606 - Bel Air (CD 11)",563,333,2,898
"Prince William County",-,"607 - Kerrydale (CD 11)",692,321,4,"1,017"
"Prince William County",-,"608 - Enterprise (CD 11)",610,303,2,915
"Prince William County",-,"609 - King (CD 1)",0,0,0,0
"Prince William County",-,"609 - King (CD 11)",777,351,5,"1,133"
"Prince William County",-,"610 - Fitzgerald (CD 11)",712,297,2,"1,011"
"Prince William County",-,"701 - Belmont (CD 11)",559,427,2,988
"Prince William County",-,"702 - Library (CD 11)",931,428,0,"1,359"
"Prince William County",-,"703 - Lynn (CD 11)",525,155,2,682
"Prince William County",-,"704 - Porter (CD 11)",793,419,2,"1,214"
"Prince William County",-,"705 - Potomac View (CD 11)",284,253,0,537
"Prince William County",-,"706 - Rippon (CD 11)",825,440,0,"1,265"
"Prince William County",-,"707 - Kilby (CD 11)",490,221,0,711
"Prince William County",-,"708 - River Oaks (CD 11)","1,206",257,0,"1,463"
"Prince William County",-,"709 - Freedom (CD 11)",662,162,1,825
"Prince William County",-,"Ab - Central Absentee Precinct (CD 1)","1,249","1,320",4,"2,573"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 10)",719,949,1,"1,669"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 11)","1,235",744,3,"1,982"
"Prince William County",-,"Provisional (CD 1)",7,15,0,22
"Prince William County",-,"Provisional (CD 10)",0,2,0,2
"Prince William County",-,"Provisional (CD 11)",18,6,0,24
"Pulaski County",-,"101 - Belspring",152,206,1,359
"Pulaski County",-,"102 - New River",449,570,2,"1,021"
"Pulaski County",-,"103 - West Cloyd",167,330,0,497
"Pulaski County",-,"201 - Draper",177,458,0,635
"Pulaski County",-,"202 - South Pulaski",48,68,0,116
"Pulaski County",-,"203 - Newbern",354,565,0,919
"Pulaski County",-,"301 - Dublin",234,609,1,844
"Pulaski County",-,"302 - Hiwassee",44,132,1,177
"Pulaski County",-,"304 - Snowville",135,384,2,521
"Pulaski County",-,"401 - Massie",314,758,1,"1,073"
"Pulaski County",-,"402 - Walker",85,313,0,398
"Pulaski County",-,"501 - Robinson",443,705,2,"1,150"
"Pulaski County",-,"Ab - Central Absentee Precinct",107,195,0,302
"Pulaski County",-,Provisional,0,5,0,5
"Radford City",-,"1 - East Precinct",450,385,1,836
"Radford City",-,"2 - Central Precinct",487,492,1,980
"Radford City",-,"3 - West Precinct",387,555,2,944
"Radford City",-,"Ab - Central Absentee Precinct",77,68,0,145
"Rappahannock County",-,"101 - Washington",314,328,2,644
"Rappahannock County",-,"201 - Amissville",216,373,2,591
"Rappahannock County",-,"301 - Sperryville",311,255,2,568
"Rappahannock County",-,"401 - Scrabble",266,265,2,533
"Rappahannock County",-,"501 - Chester Gap",56,156,0,212
"Rappahannock County",-,"502 - Flint Hill",162,195,0,357
"Richmond County",-,"101 - Precinct 1-1",322,187,0,509
"Richmond County",-,"201 - Precinct 2-1",102,279,1,382
"Richmond County",-,"301 - Precinct 3-1",115,264,2,381
"Richmond County",-,"401 - Precinct 4-1",149,314,1,464
"Richmond County",-,"501 - Precinct 5-1",121,284,1,406
"Richmond County",-,"Ab - Central Absentee Precinct",27,65,1,93
"Richmond County",-,Provisional,0,0,0,0
"Richmond City",-,"101 - One Hundred One (CD 7)",631,641,4,"1,276"
"Richmond City",-,"102 - One Hundred Two (CD 7)",323,398,0,721
"Richmond City",-,"104 - One Hundred Four (CD 7)",460,670,4,"1,134"
"Richmond City",-,"105 - One Hundred Five (CD 7)",498,429,0,927
"Richmond City",-,"106 - One Hundred Six (CD 7)",393,794,5,"1,192"
"Richmond City",-,"111 - One Hundred Eleven (CD 7)",525,389,5,919
"Richmond City",-,"112 - One Hundred Twelve (CD 7)",425,303,4,732
"Richmond City",-,"113 - One Hundred Thirteen (CD 3)",763,251,2,"1,016"
"Richmond City",-,"114 - One Hundred Fourteen (CD 3)",927,316,4,"1,247"
"Richmond City",-,"203 - Two Hundred Three (CD 3)",800,228,1,"1,029"
"Richmond City",-,"204 - Two Hundred Four (CD 3)",788,269,7,"1,064"
"Richmond City",-,"206 - Two Hundred Six (CD 3)",744,150,4,898
"Richmond City",-,"207 - Two Hundred Seven (CD 3)",808,321,4,"1,133"
"Richmond City",-,"208 - Two Hundred Eight (CD 3)",898,297,4,"1,199"
"Richmond City",-,"213 - Two Hundred Thirteen (CD 3)",849,86,5,940
"Richmond City",-,"301 - Three Hundred One (CD 3)",503,27,0,530
"Richmond City",-,"302 - Three Hundred Two (CD 3)",635,82,2,719
"Richmond City",-,"303 - Three Hundred Three (CD 3)",533,27,1,561
"Richmond City",-,"304 - Three Hundred Four (CD 3)",694,30,2,726
"Richmond City",-,"305 - Three Hundred Five (CD 3)",623,40,1,664
"Richmond City",-,"306 - Three Hundred Six (CD 3)",455,33,1,489
"Richmond City",-,"307 - Three Hundred Seven (CD 3)",681,200,1,882
"Richmond City",-,"308 - Three Hundred Eight (CD 3)",746,241,4,991
"Richmond City",-,"309 - Three Hundred Nine (CD 7)",419,265,1,685
"Richmond City",-,"310 - Three Hundred Ten (CD 3)",225,15,0,240
"Richmond City",-,"402 - Four Hundred Two (CD 3)","1,124",534,4,"1,662"
"Richmond City",-,"404 - Four Hundred Four (CD 3)",868,280,2,"1,150"
"Richmond City",-,"409 - Four Hundred Nine (CD 7)","1,039",800,3,"1,842"
"Richmond City",-,"410 - Four Hundred Ten (CD 7)",665,325,3,993
"Richmond City",-,"412 - Four Hundred Twelve (CD 3)",211,82,1,294
"Richmond City",-,"412 - Four Hundred Twelve (CD 7)",400,114,0,514
"Richmond City",-,"413 - Four Hundred Thirteen (CD 7)",671,434,2,"1,107"
"Richmond City",-,"414 - Four Hundred Fourteen (CD 7)",666,532,1,"1,199"
"Richmond City",-,"501 - Five Hundred One (CD 3)",983,181,3,"1,167"
"Richmond City",-,"503 - Five Hundred Three (CD 3)","1,068",129,2,"1,199"
"Richmond City",-,"504 - Five Hundred Four (CD 3)","1,068",152,4,"1,224"
"Richmond City",-,"505 - Five Hundred Five (CD 3)",399,61,1,461
"Richmond City",-,"508 - Five Hundred Eight (CD 3)",541,110,4,655
"Richmond City",-,"509 - Five Hundred Nine (CD 3)",655,51,2,708
"Richmond City",-,"510 - Five Hundred Ten (CD 3)",825,83,2,910
"Richmond City",-,"602 - Six Hundred Two (CD 3)",467,16,1,484
"Richmond City",-,"603 - Six Hundred Three (CD 3)",613,30,2,645
"Richmond City",-,"604 - Six Hundred Four (CD 3)",466,24,1,491
"Richmond City",-,"606 - Six Hundred Six (CD 3)",836,48,1,885
"Richmond City",-,"607 - Six Hundred Seven (CD 3)",386,104,1,491
"Richmond City",-,"609 - Six Hundred Nine (CD 3)",468,59,0,527
"Richmond City",-,"610 - Six Hundred Ten (CD 3)",512,27,1,540
"Richmond City",-,"701 - Seven Hundred One (CD 3)",573,31,0,604
"Richmond City",-,"702 - Seven Hundred Two (CD 3)",547,49,4,600
"Richmond City",-,"703 - Seven Hundred Three (CD 3)",535,52,1,588
"Richmond City",-,"705 - Seven Hundred Five (CD 3)",520,81,3,604
"Richmond City",-,"706 - Seven Hundred Six (CD 3)",921,111,3,"1,035"
"Richmond City",-,"707 - Seven Hundred Seven (CD 3)","1,139",237,5,"1,381"
"Richmond City",-,"708 - Seven Hundred Eight (CD 3)",574,146,1,721
"Richmond City",-,"802 - Eight Hundred Two (CD 3)",563,24,0,587
"Richmond City",-,"806 - Eight Hundred Six (CD 3)",776,68,2,846
"Richmond City",-,"810 - Eight Hundred Ten (CD 3)",592,78,1,671
"Richmond City",-,"811 - Eight Hundred Eleven (CD 3)",647,52,0,699
"Richmond City",-,"812 - Eight Hundred Twelve (CD 3)",981,174,0,"1,155"
"Richmond City",-,"814 - Eight Hundred Fourteen (CD 3)",575,53,0,628
"Richmond City",-,"902 - Nine Hundred Two (CD 3)",289,31,0,320
"Richmond City",-,"903 - Nine Hundred Three (CD 3)",729,90,0,819
"Richmond City",-,"908 - Nine Hundred Eight (CD 3)",461,42,0,503
"Richmond City",-,"908 - Nine Hundred Eight (CD 7)",233,36,0,269
"Richmond City",-,"909 - Nine Hundred Nine (CD 3)",856,83,4,943
"Richmond City",-,"910 - Nine Hundred Ten (CD 3)",671,96,1,768
"Richmond City",-,"911 - Nine Hundred Eleven (CD 3)",724,51,0,775
"Richmond City",-,"Ab - Central Absentee Precinct (CD 3)","1,182",191,2,"1,375"
"Richmond City",-,"Ab - Central Absentee Precinct (CD 7)",304,220,1,525
"Richmond City",-,"Provisional (CD 3)",13,1,14,28
"Richmond City",-,"Provisional (CD 7)",2,3,5,10
"Roanoke County",-,"101 - Catawba (CD 9)",91,261,1,353
"Roanoke County",-,"102 - Mason Valley (CD 9)",97,271,0,368
"Roanoke County",-,"103 - Glenvar (CD 9)",230,619,0,849
"Roanoke County",-,"104 - Northside (CD 9)",267,405,3,675
