County/City,Ward,Pct,"Mark R. Warner","James Jim S. Gilmore, III","Glenda Gail Parker","William B. Redpath","All Others","Total Votes Cast"
,,,Democratic,Republican,Independent,Libertarian
"Prince William County",-,"607 - Kerrydale (CD 11)","1,370",412,15,7,3,"1,807"
"Prince William County",-,"608 - Enterprise (CD 11)","1,534",527,15,8,0,"2,084"
"Prince William County",-,"609 - Freedom (CD 11)",864,160,6,6,0,"1,036"
"Prince William County",-,"701 - Belmont (CD 11)","1,117",575,12,6,1,"1,711"
"Prince William County",-,"702 - Library (CD 11)","1,242",392,19,4,2,"1,659"
"Prince William County",-,"703 - Lynn (CD 11)","1,040",204,9,8,1,"1,262"
"Prince William County",-,"704 - Featherstone (CD 11)","1,773",635,21,12,3,"2,444"
"Prince William County",-,"705 - Potomac View (CD 11)",719,354,15,6,0,"1,094"
"Prince William County",-,"706 - Rippon (CD 1)","1,982",629,11,6,0,"2,628"
"Prince William County",-,"707 - Kilby (CD 11)",862,284,13,8,2,"1,169"
"Prince William County",-,"708 - River Oaks (CD 1)","1,443",241,11,6,3,"1,704"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 1)","2,565",750,29,11,3,"3,358"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 10)","2,331","1,175",30,19,15,"3,570"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 11)","13,903","6,048",122,86,34,"20,193"
"Prince William County",-,"Provisional Votes (CD 1)",3,4,0,0,0,7
"Prince William County",-,"Provisional Votes (CD 10)",6,4,0,0,0,10
"Prince William County",-,"Provisional Votes (CD 11)",43,15,0,1,0,59
"Pulaski County",-,"101 - Belspring (CD 9)",382,196,2,3,0,583
"Pulaski County",-,"102 - New River (CD 9)","1,197",450,6,11,1,"1,665"
"Pulaski County",-,"103 - West Cloyd (CD 9)",585,310,2,3,0,900
"Pulaski County",-,"201 - Draper (CD 9)",618,396,5,9,1,"1,029"
"Pulaski County",-,"202 - South Pulaski (CD 9)",265,111,2,0,0,378
"Pulaski County",-,"203 - Newbern (CD 9)",952,478,3,9,4,"1,446"
"Pulaski County",-,"301 - Dublin (CD 9)","1,072",589,9,9,1,"1,680"
"Pulaski County",-,"302 - Hiwassee (CD 9)",192,137,1,2,0,332
"Pulaski County",-,"304 - Snowville (CD 9)",476,357,4,5,1,843
"Pulaski County",-,"401 - Massie (CD 9)","1,295",738,10,18,1,"2,062"
"Pulaski County",-,"402 - Walker (CD 9)",346,281,1,2,0,630
"Pulaski County",-,"501 - Robinson (CD 9)","1,523",708,12,14,1,"2,258"
"Pulaski County",-,"Ab - Central Absentee Precinct (CD 9)",563,360,5,8,0,936
"Pulaski County",-,"Provisional Votes (CD 9)",1,2,0,0,0,3
"Radford City",-,"1 - East Ward Precinct (CD 9)","1,392",476,9,8,2,"1,887"
"Radford City",-,"2 - West Ward One Precinct (CD 9)","1,028",409,4,5,1,"1,447"
"Radford City",-,"3 - West Two Precinct (CD 9)","1,060",446,13,7,4,"1,530"
"Radford City",-,"Ab - Central Absentee Precinct (CD 9)",373,129,2,1,1,506
"Radford City",-,"Provisional Votes (CD 9)",0,0,0,0,0,0
"Rappahannock County",-,"101 - Washington (CD 7)",537,299,4,3,2,845
"Rappahannock County",-,"201 - Amissville (CD 7)",459,460,3,9,4,935
"Rappahannock County",-,"301 - Sperryville (CD 7)",562,234,3,4,0,803
"Rappahannock County",-,"401 - Scrabble (CD 7)",553,330,4,7,1,895
"Rappahannock County",-,"501 - Chester Gap (CD 7)",193,165,1,2,2,363
"Rappahannock County",-,"502 - Flint Hill (CD 7)",328,187,1,4,3,523
"Rappahannock County",-,"Provisional Votes (CD 7)",0,0,0,0,0,0
"Richmond County",-,"101 - Precinct 1-1 (CD 1)",551,158,2,5,0,716
"Richmond County",-,"201 - Precinct 2-1 (CD 1)",464,296,8,4,1,773
"Richmond County",-,"301 - Precinct 3-1 (CD 1)",410,285,2,1,0,698
"Richmond County",-,"302 - Precinct 3-2 (CD 1)",72,54,0,1,0,127
"Richmond County",-,"401 - Precinct 4-1 (CD 1)",387,292,4,2,1,686
"Richmond County",-,"501 - Precinct 5-1 (CD 1)",284,201,0,3,0,488
"Richmond County",-,"502 - Precinct 5-2 (CD 1)",129,51,0,0,0,180
"Richmond County",-,"Provisional Votes (CD 1)",0,0,0,0,0,0
"Richmond City",-,"101 - One Hundred One (CD 7)","1,234",612,18,9,2,"1,875"
"Richmond City",-,"102 - One Hundred Two (CD 7)",601,283,4,5,2,895
"Richmond City",-,"104 - One Hundred Four (CD 7)",882,518,5,14,0,"1,419"
"Richmond City",-,"105 - One Hundred Five (CD 7)",834,401,3,14,1,"1,253"
"Richmond City",-,"106 - One Hundred Six (CD 7)",852,615,6,15,1,"1,489"
"Richmond City",-,"111 - One Hundred Eleven (CD 7)",854,367,6,7,1,"1,235"
"Richmond City",-,"112 - One Hundred Twelve (CD 7)",725,262,3,8,0,998
"Richmond City",-,"113 - One Hundred Thirteen (CD 3)","1,149",227,10,14,1,"1,401"
"Richmond City",-,"114 - One Hundred Fourteen (CD 3)","1,493",340,18,25,5,"1,881"
"Richmond City",-,"203 - Two Hundred Three (CD 3)",936,162,8,20,2,"1,128"
"Richmond City",-,"204 - Two Hundred Four (CD 3)","1,077",250,9,20,2,"1,358"
"Richmond City",-,"206 - Two Hundred Six (CD 3)",907,118,7,28,1,"1,061"
"Richmond City",-,"207 - Two Hundred Seven (CD 3)","1,367",326,4,29,1,"1,727"
"Richmond City",-,"208 - Two Hundred Eight (CD 3)","1,381",278,9,24,2,"1,694"
"Richmond City",-,"211 - Two Hundred Eleven (CD 3)","1,083",117,8,22,2,"1,232"
"Richmond City",-,"212 - Two Hundred Twelve (CD 3)",509,18,11,4,0,542
"Richmond City",-,"213 - Two Hundred Thirteen (CD 3)","1,563",103,20,24,6,"1,716"
"Richmond City",-,"301 - Three Hundred One (CD 7)",854,25,7,4,3,893
"Richmond City",-,"302 - Three Hundred Two (CD 7)",910,60,3,1,0,974
"Richmond City",-,"303 - Three Hundred Three (CD 3)",781,24,5,6,0,816
"Richmond City",-,"304 - Three Hundred Four (CD 3)","1,285",47,6,10,1,"1,349"
"Richmond City",-,"305 - Three Hundred Five (CD 3)",901,35,7,9,0,952
"Richmond City",-,"306 - Three Hundred Six (CD 3)",618,28,9,2,0,657
"Richmond City",-,"307 - Three Hundred Seven (CD 7)",925,179,8,5,3,"1,120"
"Richmond City",-,"308 - Three Hundred Eight (CD 7)","1,088",230,5,6,0,"1,329"
"Richmond City",-,"309 - Three Hundred Nine (CD 3)",658,258,8,8,0,932
"Richmond City",-,"402 - Four Hundred Two (CD 3)","1,749",562,4,28,1,"2,344"
"Richmond City",-,"404 - Four Hundred Four (CD 7)","1,816",400,13,18,0,"2,247"
"Richmond City",-,"409 - Four Hundred Nine (CD 7)","1,567",764,9,21,0,"2,361"
"Richmond City",-,"410 - Four Hundred Ten (CD 7)","1,573",607,16,18,0,"2,214"
"Richmond City",-,"412 - Four Hundred Twelve (CD 7)",990,175,9,14,0,"1,188"
"Richmond City",-,"413 - Four Hundred Thirteen (CD 7)","1,465",666,5,14,1,"2,151"
"Richmond City",-,"501 - Five Hundred One (CD 3)","1,263",140,10,39,0,"1,452"
"Richmond City",-,"503 - Five Hundred Three (CD 3)","1,531",104,11,18,2,"1,666"
"Richmond City",-,"504 - Five Hundred Four (CD 3)","1,901",169,19,18,5,"2,112"
"Richmond City",-,"505 - Five Hundred Five (CD 3)",736,90,10,11,0,847
"Richmond City",-,"508 - Five Hundred Eight (CD 3)",726,115,3,10,1,855
"Richmond City",-,"509 - Five Hundred Nine (CD 3)","1,259",86,12,8,0,"1,365"
"Richmond City",-,"510 - Five Hundred Ten (CD 3)","1,302",72,10,6,0,"1,390"
"Richmond City",-,"602 - Six Hundred Two (CD 3)","1,165",21,10,9,1,"1,206"
"Richmond City",-,"603 - Six Hundred Three (CD 3)",817,32,4,10,0,863
"Richmond City",-,"604 - Six Hundred Four (CD 3)",886,18,9,3,2,918
"Richmond City",-,"606 - Six Hundred Six (CD 3)","1,192",25,16,9,1,"1,243"
"Richmond City",-,"607 - Six Hundred Seven (CD 3)",473,100,6,5,3,587
"Richmond City",-,"609 - Six Hundred Nine (CD 3)",507,41,8,7,0,563
"Richmond City",-,"610 - Six Hundred Ten (CD 3)","1,098",22,14,6,1,"1,141"
"Richmond City",-,"701 - Seven Hundred One (CD 3)","1,097",30,14,11,1,"1,153"
"Richmond City",-,"702 - Seven Hundred Two (CD 3)",668,14,7,6,0,695
"Richmond City",-,"703 - Seven Hundred Three (CD 3)","1,154",35,13,12,1,"1,215"
"Richmond City",-,"704 - Seven Hundred Four (CD 3)",0,0,0,0,0,0
"Richmond City",-,"705 - Seven Hundred Five (CD 3)",712,59,4,8,0,783
"Richmond City",-,"706 - Seven Hundred Six (CD 3)","1,677",112,17,5,0,"1,811"
"Richmond City",-,"707 - Seven Hundred Seven (CD 3)","2,072",279,16,23,2,"2,392"
"Richmond City",-,"802 - Eight Hundred Two (CD 3)",919,27,13,5,0,964
"Richmond City",-,"806 - Eight Hundred Six (CD 3)","1,432",107,22,10,1,"1,572"
"Richmond City",-,"810 - Eight Hundred Ten (CD 3)","1,047",81,10,8,2,"1,148"
"Richmond City",-,"811 - Eight Hundred Eleven (CD 3)","1,222",68,13,8,1,"1,312"
"Richmond City",-,"812 - Eight Hundred Twelve (CD 3)","1,467",177,22,7,1,"1,674"
"Richmond City",-,"814 - Eight Hundred Fourteen (CD 3)",952,60,14,2,0,"1,028"
"Richmond City",-,"902 - Nine Hundred Two (CD 3)",625,44,5,4,0,678
"Richmond City",-,"903 - Nine Hundred Three (CD 3)","2,026",152,16,6,0,"2,200"
"Richmond City",-,"908 - Nine Hundred Eight (CD 7)",809,64,9,7,0,889
"Richmond City",-,"909 - Nine Hundred Nine (CD 7)","1,054",103,8,3,0,"1,168"
"Richmond City",-,"910 - Nine Hundred Ten (CD 3)",585,58,6,1,0,650
"Richmond City",-,"910 - Nine Hundred Ten (CD 7)",783,46,10,4,0,843
"Richmond City",-,"911 - Nine Hundred Eleven (CD 3)",745,39,2,3,1,790
"Richmond City",-,"Ab - Central Absentee Precinct (CD 3)","4,236",364,33,28,0,"4,661"
"Richmond City",-,"Ab - Central Absentee Precinct (CD 7)","1,742",494,11,15,6,"2,268"
"Richmond City",-,"Provisional Votes (CD 3)",66,7,2,0,0,75
"Richmond City",-,"Provisional Votes (CD 7)",20,5,0,1,0,26
"Roanoke County",-,"101 - Catawba (CD 9)",282,247,1,4,0,534
"Roanoke County",-,"102 - Mason Valley (CD 9)",288,272,3,5,1,569
"Roanoke County",-,"103 - Glenvar (CD 9)",713,543,8,9,1,"1,274"
"Roanoke County",-,"104 - Northside (CD 9)",664,384,2,8,1,"1,059"
"Roanoke County",-,"105 - Peters Creek (CD 9)","1,228",726,14,17,0,"1,985"
"Roanoke County",-,"106 - Green Hill (CD 6)","1,166",807,6,10,2,"1,991"
"Roanoke County",-,"107 - Bennett Springs (CD 9)",396,298,5,3,1,703
"Roanoke County",-,"108 - Wildwood (CD 6)",642,437,3,4,1,"1,087"
"Roanoke County",-,"201 - Plantation (CD 6)",859,628,5,17,2,"1,511"
"Roanoke County",-,"202 - Burlington (CD 6)",561,347,4,5,2,919
"Roanoke County",-,"203 - Mountain View (CD 6)","1,131",909,5,8,1,"2,054"
"Roanoke County",-,"204 - Botetourt Springs (CD 9)","1,020",590,10,11,1,"1,632"
"Roanoke County",-,"205 - Orchards (CD 6)","1,338","1,107",5,10,2,"2,462"
"Roanoke County",-,"206 - Hollins (CD 6)",524,309,6,7,1,847
"Roanoke County",-,"301 - Bent Mountain (CD 9)",311,196,1,2,0,510
"Roanoke County",-,"302 - Poages Mill (CD 6)","1,189",951,4,14,2,"2,160"
"Roanoke County",-,"303 - Windsor Hills (CD 6)",806,534,9,12,0,"1,361"
"Roanoke County",-,"304 - Oak Grove (CD 6)","1,155",880,0,8,3,"2,046"
"Roanoke County",-,"305 - Castle Rock (CD 6)","1,568","1,002",9,18,2,"2,599"
"Roanoke County",-,"306 - Garst Mill (CD 6)",768,398,7,8,2,"1,183"
"Roanoke County",-,"402 - Bonsack (CD 6)",230,232,3,0,0,465
"Roanoke County",-,"403 - North Vinton (CD 6)",995,663,6,4,0,"1,668"
"Roanoke County",-,"404 - South Vinton (CD 6)","1,047",652,4,6,1,"1,710"
"Roanoke County",-,"405 - Lindenwood (CD 6)","1,451","1,066",8,10,2,"2,537"
"Roanoke County",-,"406 - Mount Pleasant (CD 6)","1,083",841,10,5,0,"1,939"
"Roanoke County",-,"501 - Cotton Hill (CD 6)",649,429,2,10,2,"1,092"
"Roanoke County",-,"502 - Penn Forest (CD 6)",747,487,5,4,2,"1,245"
"Roanoke County",-,"503 - Cave Spring (CD 6)",803,520,3,9,0,"1,335"
"Roanoke County",-,"504 - Ogden (CD 6)",829,405,6,15,0,"1,255"
"Roanoke County",-,"505 - Clearbrook (CD 6)",566,415,4,9,2,996
"Roanoke County",-,"506 - Mount Vernon (CD 6)",660,411,1,10,1,"1,083"
"Roanoke County",-,"507 - Hunting Hills (CD 6)","1,102",687,3,7,1,"1,800"
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 6)","2,585","1,508",16,15,29,"4,153"
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 9)",420,231,4,1,1,657
"Roanoke County",-,"Provisional Votes (CD 6)",6,1,0,0,0,7
"Roanoke County",-,"Provisional Votes (CD 9)",1,0,0,0,0,1
"Roanoke City",-,"1 - Highland 1 (CD 6)",520,65,4,2,0,591
"Roanoke City",-,"2 - Highland 2 (CD 6)",815,165,6,15,0,"1,001"
"Roanoke City",-,"5 - Jefferson 1 (CD 6)",930,338,23,12,2,"1,305"
"Roanoke City",-,"7 - Jefferson-riverdale (CD 6)",755,351,9,8,2,"1,125"
"Roanoke City",-,"8 - Jefferson 2 (CD 6)",620,235,7,8,0,870
"Roanoke City",-,"9 - Tinker (CD 6)","1,181",611,5,11,0,"1,808"
"Roanoke City",-,"10 - Williamson Road 1 (CD 6)",653,344,7,4,1,"1,009"
"Roanoke City",-,"11 - Williamson Road 2 (CD 6)",440,227,3,3,0,673
"Roanoke City",-,"12 - Williamson Road 3 (CD 6)",617,150,6,2,0,775
"Roanoke City",-,"13 - Williamson Road 4 (CD 6)",651,213,1,7,0,872
"Roanoke City",-,"14 - Williamson Road 5 (CD 6)",608,264,6,11,1,890
"Roanoke City",-,"15 - Williamson Road 6 (CD 6)",565,317,6,2,0,890
"Roanoke City",-,"16 - Lincoln Terrace (CD 6)",711,35,3,2,0,751
"Roanoke City",-,"17 - Monterey (CD 6)",911,567,4,6,1,"1,489"
"Roanoke City",-,"18 - Peters Creek (CD 6)","1,972",406,6,10,0,"2,394"
"Roanoke City",-,"19 - Melrose (CD 6)",903,16,2,1,0,922
"Roanoke City",-,"20 - Eureka Park (CD 6)","1,014",19,3,1,0,"1,037"
"Roanoke City",-,"21 - Villa Heights (CD 6)","1,582",62,2,2,0,"1,648"
"Roanoke City",-,"22 - Washington Heights (CD 6)","1,870",348,11,6,0,"2,235"
"Roanoke City",-,"23 - Westside (CD 6)",655,93,2,1,0,751
"Roanoke City",-,"24 - Raleigh Court 1 (CD 6)",873,260,11,8,0,"1,152"
"Roanoke City",-,"26 - Raleigh Court 2 (CD 6)",727,289,8,9,0,"1,033"
"Roanoke City",-,"27 - Raleigh Court 3 (CD 6)",710,242,5,8,0,965
"Roanoke City",-,"28 - Raleigh Court 4 (CD 6)",518,249,3,6,0,776
"Roanoke City",-,"29 - Raleigh Court 5 (CD 6)",586,189,3,5,0,783
"Roanoke City",-,"30 - Wasena (CD 6)",545,221,8,10,1,785
"Roanoke City",-,"31 - Fishburn Park (CD 6)",628,308,4,7,0,947
"Roanoke City",-,"32 - Grandin Court (CD 6)",646,285,2,5,0,938
"Roanoke City",-,"33 - South Roanoke 1 (CD 6)",810,356,6,8,0,"1,180"
"Roanoke City",-,"34 - South Roanoke 2 (CD 6)",983,498,1,12,1,"1,495"
"Roanoke City",-,"35 - Lee-hi (CD 6)","1,359",726,4,12,1,"2,102"
"Roanoke City",-,"37 - Garden City (CD 6)",923,610,13,7,0,"1,553"
"Roanoke City",-,"Ab - Central Absentee Precinct (CD 6)","2,537",762,11,9,4,"3,323"
"Roanoke City",-,"Provisional Votes (CD 6)",5,2,0,0,0,7
"Rockbridge County",-,"101 - Airport (CD 6)",531,275,8,5,0,819
"Rockbridge County",-,"102 - Ben Salem (CD 6)",361,199,2,2,0,564
"Rockbridge County",-,"103 - Plank Road (CD 6)",212,131,0,4,0,347
"Rockbridge County",-,"104 - Effinger (CD 6)",226,148,1,0,0,375
"Rockbridge County",-,"201 - Collierstown (CD 6)",323,211,5,2,0,541
"Rockbridge County",-,"202 - Highland Belle (CD 6)",640,414,6,11,0,"1,071"
"Rockbridge County",-,"203 - Vo-tech (CD 6)",192,110,0,3,0,305
"Rockbridge County",-,"301 - Maury River (CD 6)",425,161,1,1,0,588
"Rockbridge County",-,"302 - Natural Bridge (CD 6)",403,197,1,1,1,603
"Rockbridge County",-,"303 - Falling Spring (CD 6)",181,108,1,1,0,291
"Rockbridge County",-,"401 - Fairfield (CD 6)",329,255,5,2,0,591
"Rockbridge County",-,"402 - Mountain View (CD 6)",468,321,4,1,0,794
"Rockbridge County",-,"403 - Vesuvius (CD 6)",149,146,1,1,0,297
"Rockbridge County",-,"501 - Goshen (CD 6)",158,195,5,5,0,363
"Rockbridge County",-,"502 - Meadowview (CD 6)",317,184,3,9,1,514
"Rockbridge County",-,"503 - Rockbridge Baths (CD 6)",258,140,0,3,0,401
"Rockbridge County",-,"504 - Rockbridge (CD 6)",366,299,0,5,1,671
"Rockbridge County",-,"Ab - Central Absentee Precinct (CD 6)",559,277,9,5,1,851
"Rockbridge County",-,"Provisional Votes (CD 6)",0,0,0,0,0,0
"Rockingham County",-,"101 - Broadway (CD 6)",724,719,2,5,1,"1,451"
"Rockingham County",-,"102 - Timberville (CD 6)",386,402,4,1,0,793
"Rockingham County",-,"103 - Fulks Run (CD 6)",306,556,2,5,0,869
"Rockingham County",-,"104 - Bergton (CD 6)",115,229,1,5,0,350
"Rockingham County",-,"105 - Lacey Spring (CD 6)",311,396,3,3,0,713
"Rockingham County",-,"106 - Tenth Legion (CD 6)",269,370,5,4,0,648
"Rockingham County",-,"107 - Plains (CD 6)",539,686,8,7,0,"1,240"
"Rockingham County",-,"201 - Singers Glen (CD 6)",363,484,4,3,0,854
"Rockingham County",-,"202 - Edom (CD 6)",403,430,10,3,0,846
"Rockingham County",-,"203 - Melrose (CD 6)",535,681,8,11,0,"1,235"
"Rockingham County",-,"204 - Mt Clinton (CD 6)",317,468,0,8,0,793
"Rockingham County",-,"207 - Ottobine (CD 6)",439,829,7,4,1,"1,280"
"Rockingham County",-,"301 - Keezletown (CD 6)",368,364,7,10,1,750
"Rockingham County",-,"302 - Port Republic (CD 6)",487,563,3,1,0,"1,054"
"Rockingham County",-,"303 - North River (CD 6)",302,533,2,3,0,840
"Rockingham County",-,"304 - Grottoes (CD 6)",500,566,6,8,0,"1,080"
"Rockingham County",-,"305 - Massanetta Springs (CD 6)","1,662","1,375",16,15,0,"3,068"
"Rockingham County",-,"306 - Cross Keys (CD 6)",339,382,1,2,0,724
"Rockingham County",-,"401 - Bridgewater (CD 6)","1,293","1,034",4,6,1,"2,338"
"Rockingham County",-,"402 - Montezuma (CD 6)",507,658,6,0,1,"1,172"
"Rockingham County",-,"403 - Mt Crawford (CD 6)",88,94,1,0,0,183
"Rockingham County",-,"404 - Dayton (CD 6)",344,331,2,3,1,681
"Rockingham County",-,"405 - Silver Lake (CD 6)",838,910,4,9,1,"1,762"
"Rockingham County",-,"501 - Elkton (CD 6)",587,615,9,3,1,"1,215"
"Rockingham County",-,"502 - Swift Run (CD 6)",621,919,6,2,1,"1,549"
"Rockingham County",-,"503 - Mcgaheysville (CD 6)",550,575,8,4,1,"1,138"
"Rockingham County",-,"504 - South Fork (CD 6)",277,386,0,0,1,664
"Rockingham County",-,"505 - Stony Run (CD 6)",788,663,6,7,0,"1,464"
"Rockingham County",-,"Ab - Central Absentee Precinct (CD 6)","1,210",932,13,10,2,"2,167"
"Rockingham County",-,"Provisional Votes (CD 6)",7,6,0,0,0,13
"Russell County",-,"101 - Moccasin (CD 9)",484,375,1,0,0,860
"Russell County",-,"102 - Copper Creek (CD 9)",437,229,6,0,0,672
"Russell County",-,"103 - South Castlewood (CD 9)",486,282,0,4,0,772
"Russell County",-,"201 - North Castlewood (CD 9)",635,326,6,2,0,969
"Russell County",-,"202 - Dante (CD 9)",188,79,4,1,0,272
"Russell County",-,"203 - Cleveland (CD 9)",345,152,2,2,0,501
"Russell County",-,"301 - Cooks Mill (CD 9)",169,73,1,2,0,245
"Russell County",-,"302 - Daugherty (CD 9)",42,51,0,0,0,93
"Russell County",-,"303 - Honaker (CD 9)",954,405,6,1,0,"1,366"
"Russell County",-,"401 - Drill (CD 9)",83,28,2,0,0,113
"Russell County",-,"402 - Swords Creek (CD 9)",595,332,4,1,1,933
"Russell County",-,"403 - Elk Garden (CD 9)",599,384,2,2,1,988
"Russell County",-,"501 - East Lebanon (CD 9)",764,396,5,2,0,"1,167"
"Russell County",-,"502 - West Lebanon (CD 9)",993,367,3,1,0,"1,364"
"Russell County",-,"Ab - Central Absentee Precinct (CD 9)",698,294,4,1,2,999
"Russell County",-,"Provisional Votes (CD 9)",0,0,0,0,0,0
"Salem City",-,"1 - North Salem No 2 (CD 6)",822,498,1,13,1,"1,335"
"Salem City",-,"2 - Conehurst (CD 6)",507,241,3,4,0,755
"Salem City",-,"3 - Beverly Heights (CD 6)",441,335,3,1,0,780
"Salem City",-,"4 - West Salem (CD 6)",655,430,4,6,0,"1,095"
"Salem City",-,"5 - North Salem No 1 (CD 6)",892,470,3,7,0,"1,372"
"Salem City",-,"6 - South Salem No 1 (CD 6)",533,252,2,6,0,793
"Salem City",-,"7 - South Salem No 2 (CD 6)",704,426,6,8,0,"1,144"
"Salem City",-,"8 - East Salem (CD 6)",323,184,0,4,0,511
"Salem City",-,"9 - South Side Hills (CD 6)",885,622,7,7,2,"1,523"
"Salem City",-,"10 - Hidden Valley (CD 6)",992,663,8,11,1,"1,675"
"Salem City",-,"Ab - Central Absentee Precinct (CD 6)",861,426,6,6,0,"1,299"
"Salem City",-,"Provisional Votes (CD 6)",2,3,0,0,0,5
"Scott County",-,"101 - Weber City (CD 9)",374,333,1,2,0,710
"Scott County",-,"102 - Yuma (CD 9)",460,353,4,2,0,819
"Scott County",-,"202 - Weber City East (CD 9)",300,304,1,0,0,605
"Scott County",-,"203 - Hiltons (CD 9)",374,400,4,5,1,784
"Scott County",-,"204 - Clark's (CD 9)",77,123,2,2,0,204
"Scott County",-,"301 - Nickelsville (CD 9)",287,313,2,2,0,604
"Scott County",-,"302 - Snowflake (CD 9)",246,196,2,2,0,446
"Scott County",-,"303 - Twin Springs (CD 9)",235,181,5,0,0,421
"Scott County",-,"304 - Copper Creek (CD 9)",88,49,1,0,0,138
"Scott County",-,"401 - Gate City (CD 9)",875,656,11,6,3,"1,551"
"Scott County",-,"501 - Dungannon (CD 9)",218,110,4,1,0,333
"Scott County",-,"502 - Fort Blackmore (CD 9)",210,141,1,1,0,353
"Scott County",-,"503 - Manville (CD 9)",93,86,3,0,1,183
"Scott County",-,"504 - Rye Cove (CD 9)",252,162,6,5,0,425
"Scott County",-,"601 - Clinchport (CD 9)",183,148,4,3,0,338
"Scott County",-,"602 - Duffield-pattonsville (CD 9)",453,264,6,1,2,726
"Scott County",-,"603 - Fairview (CD 9)",118,63,0,0,0,181
"Scott County",-,"Ab - Central Absentee Precinct (CD 9)",398,373,4,4,1,780
"Scott County",-,"Provisional Votes (CD 9)",0,0,0,0,0,0
"Shenandoah County",-,"101 - Orkney Springs (CD 6)",291,269,3,6,0,569
"Shenandoah County",-,"102 - Forestville (CD 6)",252,319,6,5,0,582
"Shenandoah County",-,"103 - New Market (CD 6)",821,861,15,16,2,"1,715"
"Shenandoah County",-,"201 - Conicville (CD 6)",561,795,12,9,1,"1,378"
"Shenandoah County",-,"202 - Mt Jackson (CD 6)",600,532,5,7,1,"1,145"
"Shenandoah County",-,"301 - Columbia Furnace (CD 6)",265,307,8,3,0,583
"Shenandoah County",-,"302 - Edinburg (CD 6)",721,688,11,7,1,"1,428"
"Shenandoah County",-,"303 - St Luke (CD 6)",398,508,4,4,2,916
"Shenandoah County",-,"401 - Woodstock (CD 6)","1,283",954,17,11,1,"2,266"
"Shenandoah County",-,"402 - Fort Valley (CD 6)",306,381,3,6,0,696
"Shenandoah County",-,"501 - Cedar Creek (CD 6)",59,51,2,0,0,112
"Shenandoah County",-,"502 - Mt Olive (CD 6)",516,549,9,7,1,"1,082"
"Shenandoah County",-,"503 - Toms Brook (CD 6)",574,452,3,4,1,"1,034"
"Shenandoah County",-,"504 - Lebanon Church (CD 6)",451,436,4,6,0,897
"Shenandoah County",-,"601 - Strasburg (CD 6)","1,299",889,12,13,1,"2,214"
"Shenandoah County",-,"602 - Signal Knob (CD 6)",478,346,4,0,1,829
"Shenandoah County",-,"Ab - Central Absentee Precinct (CD 6)",801,595,11,13,5,"1,425"
"Shenandoah County",-,"Provisional Votes (CD 6)",10,6,1,0,0,17
"Smyth County",-,"101 - Saltville (CD 9)",871,491,7,6,0,"1,375"
"Smyth County",-,"201 - Seven Mile Ford (CD 9)",533,427,3,2,2,967
"Smyth County",-,"202 - Rich Valley (CD 9)",344,176,3,3,0,526
"Smyth County",-,"301 - Chilhowie (CD 9)",751,644,20,6,2,"1,423"
"Smyth County",-,"302 - St Clair (CD 9)",189,164,0,0,0,353
"Smyth County",-,"401 - East Park (CD 9)",610,319,5,3,0,937
"Smyth County",-,"402 - West Park (CD 9)",363,176,6,4,1,550
"Smyth County",-,"501 - Atkins (CD 9)",602,380,7,3,1,993
"Smyth County",-,"502 - Wassona (CD 9)",606,277,2,3,2,890
"Smyth County",-,"601 - Royal Oak East (CD 9)",599,370,7,9,1,986
"Smyth County",-,"602 - Royal Oak West (CD 9)",324,228,1,1,0,554
"Smyth County",-,"701 - Adwolfe (CD 9)",561,461,3,0,0,"1,025"
"Smyth County",-,"702 - Sugar Grove (CD 9)",365,242,3,4,1,615
"Smyth County",-,"703 - Konnarock (CD 9)",48,56,0,0,0,104
"Smyth County",-,"Ab - Central Absentee Precinct (CD 9)",433,292,6,4,2,737
"Smyth County",-,"Provisional Votes (CD 9)",0,0,0,0,0,0
"Southampton County",-,"101 - Berlin (CD 4)",355,310,9,0,1,675
"Southampton County",-,"102 - Ivor (CD 4)",539,316,9,0,0,864
"Southampton County",-,"201 - Boykins (CD 4)",600,160,6,3,2,771
"Southampton County",-,"202 - Branchville (CD 4)",157,73,1,1,0,232
"Southampton County",-,"203 - Meherrin (CD 4)",130,25,1,0,0,156
"Southampton County",-,"301 - Capron (CD 4)",611,219,7,3,0,840
"Southampton County",-,"302 - Sebrell (CD 4)",317,118,0,3,1,439
"Southampton County",-,"401 - Drewryville (CD 4)",278,103,5,3,0,389
"Southampton County",-,"501 - Hunterdale (CD 4)",569,444,6,3,0,"1,022"
"Southampton County",-,"502 - Forks-of-the-river (CD 4)",279,132,3,2,0,416
"Southampton County",-,"601 - Courtland (CD 4)",565,305,7,3,0,880
"Southampton County",-,"602 - Sedley (CD 4)",221,192,6,2,1,422
"Southampton County",-,"701 - Blackwater River (CD 4)",376,78,0,2,0,456
"Southampton County",-,"702 - Newsoms (CD 4)",431,232,2,0,0,665
"Southampton County",-,"Ab - Central Absentee Precinct (CD 4)",456,199,1,3,0,659
"Southampton County",-,"Provisional Votes (CD 4)",0,0,0,0,0,0
