County/City,Ward,Pct,"Mark R. Warner","James Jim S. Gilmore, III","Glenda Gail Parker","William B. Redpath","All Others","Total Votes Cast"
,,,Democratic,Republican,Independent,Libertarian
"Frederick County",-,"104 - Cedar Creek (CD 10)",591,434,6,3,0,"1,034"
"Frederick County",-,"201 - Gainesborough (CD 10)",446,471,2,4,0,923
"Frederick County",-,"202 - Albin (CD 10)","1,052",923,9,8,1,"1,993"
"Frederick County",-,"203 - Redland (CD 10)","1,012",993,16,9,1,"2,031"
"Frederick County",-,"301 - Clear Brook (CD 10)",531,401,1,2,0,935
"Frederick County",-,"302 - Neffs Town (CD 10)",842,593,11,8,0,"1,454"
"Frederick County",-,"303 - White Hall (CD 10)","1,150",960,14,8,0,"2,132"
"Frederick County",-,"401 - Carpers Valley (CD 10)",872,716,9,9,0,"1,606"
"Frederick County",-,"402 - Shenandoah (CD 10)",488,402,12,4,2,908
"Frederick County",-,"403 - Parkins Mill (CD 10)","1,853","1,406",14,13,1,"3,287"
"Frederick County",-,"501 - Stephens City (CD 10)",830,663,6,4,1,"1,504"
"Frederick County",-,"502 - Newtown (CD 10)",923,720,9,8,1,"1,661"
"Frederick County",-,"503 - Canterburg (CD 10)",905,709,12,7,2,"1,635"
"Frederick County",-,"601 - Millbrook (CD 10)",700,542,4,8,0,"1,254"
"Frederick County",-,"602 - Ash Hollow (CD 10)",875,592,15,7,1,"1,490"
"Frederick County",-,"603 - Greenwood (CD 10)","1,266",901,11,14,0,"2,192"
"Frederick County",-,"Ab - Central Absentee Precinct (CD 10)","1,586","1,083",11,19,4,"2,703"
"Frederick County",-,"Provisional Votes (CD 10)",10,0,0,0,0,10
"Fredericksburg City",-,"101 - Precinct 1 - District One (CD 1)","1,898",711,13,23,5,"2,650"
"Fredericksburg City",-,"201 - Precinct 1 - District Two (CD 1)","1,236",383,18,17,2,"1,656"
"Fredericksburg City",-,"301 - Precinct 1 - District Three (CD 1)","1,385",584,16,15,4,"2,004"
"Fredericksburg City",-,"401 - Precinct 1 - District Four (CD 1)","1,024",144,7,3,1,"1,179"
"Fredericksburg City",-,"402 - Precinct 2 - District Four (CD 1)",437,106,5,5,1,554
"Fredericksburg City",-,"Ab - Central Absentee Precinct (CD 1)","1,091",300,8,8,1,"1,408"
"Fredericksburg City",-,"Provisional Votes (CD 1)",29,5,0,1,0,35
"Galax City",-,"1 - East (CD 9)",626,301,6,3,1,937
"Galax City",-,"2 - North (CD 9)",412,205,2,3,0,622
"Galax City",-,"3 - South (CD 9)",359,150,2,2,0,513
"Galax City",-,"Ab - Central Absentee Precinct (CD 9)",136,70,0,2,0,208
"Galax City",-,"Provisional Votes (CD 9)",1,0,0,0,0,1
"Giles County",-,"101 - Glen Lyn (CD 9)",55,43,2,0,0,100
"Giles County",-,"102 - Rich Creek (CD 9)",275,175,4,2,0,456
"Giles County",-,"103 - Narrows (CD 9)",973,421,5,15,3,"1,417"
"Giles County",-,"201 - Pearisburg (CD 9)","1,286",598,18,9,0,"1,911"
"Giles County",-,"202 - Staffordsville (CD 9)",189,140,4,2,0,335
"Giles County",-,"203 - White Gate (CD 9)",94,76,3,0,0,173
"Giles County",-,"301 - Eggleston (CD 9)",373,186,5,4,0,568
"Giles County",-,"302 - Pembroke (CD 9)",990,359,7,15,0,"1,371"
"Giles County",-,"303 - Newport (CD 9)",567,222,7,7,0,803
"Giles County",-,"Ab - Central Absentee Precinct (CD 9)",305,133,4,1,0,443
"Giles County",-,"Provisional Votes (CD 9)",1,0,0,0,0,1
"Gloucester County",-,"101 - Harcum (CD 1)",726,593,13,11,0,"1,343"
"Gloucester County",-,"102 - Salem (CD 1)",621,494,6,6,0,"1,127"
"Gloucester County",-,"103 - Bethel (CD 1)",589,553,6,5,1,"1,154"
"Gloucester County",-,"201 - Courthouse (CD 1)",968,604,10,13,3,"1,598"
"Gloucester County",-,"202 - Botetourt (CD 1)","1,072",859,12,9,0,"1,952"
"Gloucester County",-,"301 - White Marsh (CD 1)","1,099",963,16,13,0,"2,091"
"Gloucester County",-,"302 - Roanes (CD 1)",820,631,8,7,0,"1,466"
"Gloucester County",-,"401 - Hayes (CD 1)","1,254",853,20,17,4,"2,148"
"Gloucester County",-,"402 - Sarah's Creek (CD 1)",606,416,4,10,1,"1,037"
"Gloucester County",-,"501 - Achilles (CD 1)",999,832,11,14,0,"1,856"
"Gloucester County",-,"502 - Timberneck (CD 1)",715,525,7,2,3,"1,252"
"Gloucester County",-,"Ab - Central Absentee Precinct (CD 1)","1,149",712,12,16,2,"1,891"
"Gloucester County",-,"Provisional Votes (CD 1)",4,4,0,0,0,8
"Goochland County",-,"101 - Fife (CD 7)",497,343,8,10,0,858
"Goochland County",-,"102 - Hadensville (CD 7)",698,519,7,4,1,"1,229"
"Goochland County",-,"201 - Three Square (CD 7)",293,144,6,3,0,446
"Goochland County",-,"202 - Sandy Hook (CD 7)","1,051",754,10,10,2,"1,827"
"Goochland County",-,"301 - Goochland Court House (CD 7)",812,670,4,11,2,"1,499"
"Goochland County",-,"401 - Crozier (CD 7)",160,142,1,1,0,304
"Goochland County",-,"402 - Centerville (CD 7)",964,"1,084",11,13,1,"2,073"
"Goochland County",-,"501 - Manakin (CD 7)","1,457","1,269",5,20,4,"2,755"
"Goochland County",-,"Ab - Central Absentee Precinct (CD 7)",844,544,9,4,0,"1,401"
"Goochland County",-,"Provisional Votes (CD 7)",1,3,0,0,0,4
"Grayson County",-,"101 - Bridle Creek (CD 9)",149,84,3,0,0,236
"Grayson County",-,"102 - Flatridge (CD 9)",97,64,2,1,0,164
"Grayson County",-,"103 - Grant (CD 9)",171,114,0,5,0,290
"Grayson County",-,"104 - Mouth Of Wilson (CD 9)",114,74,2,1,0,191
"Grayson County",-,"105 - Mount Rogers (CD 9)",111,93,2,2,0,208
"Grayson County",-,"106 - Rugby (CD 9)",105,104,2,1,0,212
"Grayson County",-,"107 - Troutdale (CD 9)",67,49,4,4,0,124
"Grayson County",-,"201 - Comers Rock (CD 9)",135,83,1,2,0,221
"Grayson County",-,"202 - Elk Creek (CD 9)",220,167,3,2,0,392
"Grayson County",-,"203 - Independence (CD 9)",760,451,13,6,1,"1,231"
"Grayson County",-,"301 - Baywood (CD 9)",426,255,7,4,0,692
"Grayson County",-,"302 - Fairview (CD 9)",585,447,6,7,0,"1,045"
"Grayson County",-,"401 - Fries (CD 9)",260,117,4,3,1,385
"Grayson County",-,"402 - Providence (CD 9)",401,293,5,6,0,705
"Grayson County",-,"403 - Oldtown (CD 9)",161,116,1,2,0,280
"Grayson County",-,"Ab - Central Absentee Precinct (CD 9)",359,232,4,4,0,599
"Grayson County",-,"Provisional Votes (CD 9)",0,0,0,0,0,0
"Greene County",-,"101 - Dyke (CD 5)",323,411,11,2,0,747
"Greene County",-,"102 - Swift Run (CD 5)",757,702,9,8,0,"1,476"
"Greene County",-,"201 - Ruckersville (CD 5)","1,540","1,243",13,17,2,"2,815"
"Greene County",-,"301 - Stanardsville (CD 5)","1,170",991,15,10,0,"2,186"
"Greene County",-,"Ab - Central Absentee Precinct (CD 5)",502,361,5,5,0,873
"Greene County",-,"Provisional Votes (CD 5)",1,3,0,0,0,4
"Greensville County",-,"101 - Precinct 1-a (CD 4)",427,146,4,3,0,580
"Greensville County",-,"102 - Precinct 1-b (CD 4)",133,72,0,0,1,206
"Greensville County",-,"103 - Precinct 1-c (CD 4)",408,63,5,1,0,477
"Greensville County",-,"201 - Precinct 2-a (CD 4)",429,92,3,3,0,527
"Greensville County",-,"202 - Precinct 2-b (CD 4)",366,230,5,1,0,602
"Greensville County",-,"302 - Precinct 3-a (CD 4)",894,255,13,4,0,"1,166"
"Greensville County",-,"401 - Precinct 4-a (CD 4)",203,117,3,1,0,324
"Greensville County",-,"402 - Precinct 4-b (CD 4)",455,106,6,0,0,567
"Greensville County",-,"403 - Precinct 4-c (CD 4)",191,74,0,0,0,265
"Greensville County",-,"Provisional Votes (CD 4)",1,0,0,0,0,1
"Halifax County",-,"101 - Childrey (CD 5)",441,247,2,0,0,690
"Halifax County",-,"102 - Liberty (CD 5)",193,139,8,1,0,341
"Halifax County",-,"103 - Republican Grove (CD 5)",471,187,10,3,0,671
"Halifax County",-,"201 - Clays Mill (CD 5)",251,227,5,1,0,484
"Halifax County",-,"202 - Crossroads (CD 5)",300,181,4,3,0,488
"Halifax County",-,"203 - Clover (CD 5)",545,231,8,8,1,793
"Halifax County",-,"302 - Meadville (CD 5)",304,73,2,0,0,379
"Halifax County",-,"304 - Vernon Hill (CD 5)",319,193,1,5,0,518
"Halifax County",-,"305 - Sinai (CD 5)",791,219,3,6,1,"1,020"
"Halifax County",-,"401 - Courthouse (CD 5)",642,287,3,2,0,934
"Halifax County",-,"403 - Center (CD 5)",473,388,2,2,1,866
"Halifax County",-,"502 - Dan River (CD 5)",667,587,3,10,0,"1,267"
"Halifax County",-,"503 - Scottsburg (CD 5)",273,270,8,1,1,553
"Halifax County",-,"601 - Black Walnut (CD 5)",364,262,4,4,0,634
"Halifax County",-,"603 - Mt Carmel (CD 5)",622,304,5,3,0,934
"Halifax County",-,"605 - Union (CD 5)",175,121,5,3,0,304
"Halifax County",-,"701 - Hyco (CD 5)",423,452,10,6,0,891
"Halifax County",-,"702 - Midway (CD 5)",256,429,3,3,0,691
"Halifax County",-,"703 - Virgilina (CD 5)",225,214,2,2,0,443
"Halifax County",-,"801 - South Boston East (CD 5)",748,219,7,6,0,980
"Halifax County",-,"802 - South Boston West (CD 5)",508,124,1,1,0,634
"Halifax County",-,"Ab - Central Absentee Precinct (CD 5)",869,411,8,7,2,"1,297"
"Halifax County",-,"Provisional Votes (CD 5)",21,4,0,0,0,25
"Hampton City",-,"101 - Aberdeen (CD 3)","1,313",165,6,1,2,"1,487"
"Hampton City",-,"102 - Bassette (CD 3)","1,689",65,14,3,3,"1,774"
"Hampton City",-,"103 - City Hall (CD 3)","1,359",136,23,15,2,"1,535"
"Hampton City",-,"104 - Cooper (CD 3)","2,154",313,27,12,3,"2,509"
"Hampton City",-,"105 - East Hampton (CD 3)","1,680",218,50,11,8,"1,967"
"Hampton City",-,"106 - Armstrong (CD 2)","1,424",457,12,14,4,"1,911"
"Hampton City",-,"107 - Lindsay (CD 3)","1,199",244,11,6,3,"1,463"
"Hampton City",-,"108 - Pembroke (CD 3)","2,176",215,32,5,2,"2,430"
"Hampton City",-,"109 - Phenix (CD 3)","2,084",76,11,6,4,"2,181"
"Hampton City",-,"110 - Phoebus (CD 2)",398,151,7,3,2,561
"Hampton City",-,"110 - Phoebus (CD 3)",33,6,0,0,0,39
"Hampton City",-,"111 - Hampton Library (CD 2)",537,223,6,4,1,771
"Hampton City",-,"112 - Smith (CD 3)","2,107",466,19,9,3,"2,604"
"Hampton City",-,"113 - Syms (CD 2)",602,402,6,6,1,"1,017"
"Hampton City",-,"115 - Wythe (CD 2)",797,408,8,11,4,"1,228"
"Hampton City",-,"116 - Jones (CD 3)",839,146,8,7,1,"1,001"
"Hampton City",-,"117 - Kecoughtan (CD 2)","1,372",330,10,4,3,"1,719"
"Hampton City",-,"118 - Mallory (CD 3)","1,954",195,22,9,2,"2,182"
"Hampton City",-,"201 - Booker (CD 2)","1,412",824,14,15,5,"2,270"
"Hampton City",-,"202 - Bryan (CD 2)","1,374",606,19,12,5,"2,016"
"Hampton City",-,"203 - Burbank (CD 1)",644,296,10,6,0,956
"Hampton City",-,"203 - Burbank (CD 2)",389,213,5,1,0,608
"Hampton City",-,"204 - Forrest (CD 3)","1,293",410,10,6,0,"1,719"
"Hampton City",-,"205 - Asbury (CD 2)","1,791","1,342",13,15,3,"3,164"
"Hampton City",-,"208 - Kraft (CD 1)","2,078",918,19,9,3,"3,027"
"Hampton City",-,"209 - Langley (CD 2)","1,275",606,12,11,4,"1,908"
"Hampton City",-,"210 - Machen (CD 1)","2,232",529,19,5,4,"2,789"
"Hampton City",-,"212 - Bethel (CD 1)","1,929",668,13,14,3,"2,627"
"Hampton City",-,"213 - Phillips (CD 2)","1,776","1,184",12,13,1,"2,986"
"Hampton City",-,"214 - Tucker Capps (CD 1)","1,711",750,16,9,4,"2,490"
"Hampton City",-,"215 - Tyler (CD 3)",580,84,9,2,2,677
"Hampton City",-,"216 - Sandy Bottom (CD 1)",979,345,15,8,4,"1,351"
"Hampton City",-,"Ab - Central Absentee Precinct (CD 1)","1,746",294,8,6,3,"2,057"
"Hampton City",-,"Ab - Central Absentee Precinct (CD 2)","1,891",571,13,11,2,"2,488"
"Hampton City",-,"Ab - Central Absentee Precinct (CD 3)","4,359",290,23,6,3,"4,681"
"Hampton City",-,"Provisional Votes (CD 1)",7,0,0,0,0,7
"Hampton City",-,"Provisional Votes (CD 2)",5,0,0,0,0,5
"Hampton City",-,"Provisional Votes (CD 3)",5,3,1,0,0,9
"Hanover County",-,"101 - Ashland (CD 7)","1,701",750,14,18,2,"2,485"
"Hanover County",-,"103 - Ashcake (CD 7)",719,806,7,9,7,"1,548"
"Hanover County",-,"104 - Sliding Hill (CD 7)",825,673,8,12,4,"1,522"
"Hanover County",-,"201 - Beaverdam (CD 7)",977,"1,128",8,11,2,"2,126"
"Hanover County",-,"202 - Blunts (CD 7)",514,395,5,10,4,928
"Hanover County",-,"203 - Wilmington Parish (CD 7)",979,900,8,20,2,"1,909"
"Hanover County",-,"204 - Goddins Hill (CD 7)",443,370,0,6,2,821
"Hanover County",-,"206 - Courthouse (CD 7)",334,309,2,4,3,652
"Hanover County",-,"207 - Stony Run (CD 7)",157,107,1,2,1,268
"Hanover County",-,"301 - Clay (CD 7)",759,858,13,10,8,"1,648"
"Hanover County",-,"302 - Chickahominy (CD 7)",727,651,4,10,0,"1,392"
"Hanover County",-,"303 - Shady Grove (CD 7)",514,679,6,6,1,"1,206"
"Hanover County",-,"304 - Atlee (CD 7)","1,084","1,158",15,15,5,"2,277"
"Hanover County",-,"305 - Cool Spring (CD 7)",875,742,5,12,1,"1,635"
"Hanover County",-,"401 - Battlefield (CD 7)",572,816,8,12,1,"1,409"
"Hanover County",-,"402 - Old Church (CD 7)",585,718,3,8,1,"1,315"
"Hanover County",-,"403 - Cold Harbor (CD 7)","1,301","1,519",13,10,4,"2,847"
"Hanover County",-,"404 - Black Creek (CD 7)",454,754,5,7,4,"1,224"
"Hanover County",-,"405 - Pebble Creek (CD 7)",595,580,6,3,1,"1,185"
"Hanover County",-,"406 - Beaverdam Creek (CD 7)",218,226,1,6,0,451
"Hanover County",-,"502 - Rural Point (CD 7)",694,873,9,9,4,"1,589"
"Hanover County",-,"503 - Newman (CD 7)","1,495","1,550",11,20,7,"3,083"
"Hanover County",-,"504 - Studley (CD 7)",416,694,5,6,0,"1,121"
"Hanover County",-,"505 - Totopotomoy (CD 7)",176,258,1,1,2,438
"Hanover County",-,"506 - Georgetown (CD 7)",796,804,7,15,1,"1,623"
"Hanover County",-,"601 - Village (CD 7)","1,073","1,291",11,7,5,"2,387"
"Hanover County",-,"602 - Lee Davis (CD 7)",791,975,8,10,4,"1,788"
"Hanover County",-,"603 - Mechanicsville (CD 7)",784,621,11,11,8,"1,435"
"Hanover County",-,"604 - Hanover Grove (CD 7)",536,585,4,6,3,"1,134"
"Hanover County",-,"701 - Farrington (CD 7)",783,841,6,7,5,"1,642"
"Hanover County",-,"702 - Montpelier (CD 7)","1,368","1,328",14,25,6,"2,741"
"Hanover County",-,"703 - Rockville (CD 7)",764,827,7,11,5,"1,614"
"Hanover County",-,"704 - Elmont (CD 7)",655,733,6,12,1,"1,407"
"Hanover County",-,"Ab - Central Absentee Precinct (CD 7)","2,551","2,039",29,31,15,"4,665"
"Hanover County",-,"Provisional Votes (CD 7)",3,1,0,0,0,4
"Harrisonburg City",-,"101 - Northeast (CD 6)","1,689",709,19,20,4,"2,441"
"Harrisonburg City",-,"102 - East Central (CD 6)",519,175,2,2,0,698
"Harrisonburg City",-,"103 - Southeast (CD 6)","3,180","1,158",21,32,2,"4,393"
"Harrisonburg City",-,"201 - Northwest (CD 6)","1,794",924,18,20,3,"2,759"
"Harrisonburg City",-,"202 - Southwest (CD 6)","1,841",936,18,24,5,"2,824"
"Harrisonburg City",-,"Ab - Central Absentee Precinct (CD 6)",840,364,5,4,1,"1,214"
"Harrisonburg City",-,"Provisional Votes (CD 6)",4,2,0,0,0,6
"Henrico County",-,"101 - Coalpit (CD 7)","1,464",986,2,16,3,"2,471"
"Henrico County",-,"102 - Dumbarton (CD 7)","1,668",486,14,13,2,"2,183"
"Henrico County",-,"103 - Glen Allen (CD 7)","1,327",952,3,14,0,"2,296"
"Henrico County",-,"104 - Glenside (CD 7)","1,178",262,9,9,0,"1,458"
"Henrico County",-,"105 - Greendale (CD 7)",734,368,5,6,1,"1,114"
"Henrico County",-,"106 - Hermitage (CD 7)","1,331",659,7,13,1,"2,011"
"Henrico County",-,"107 - Hilliard (CD 7)",524,282,6,15,0,827
"Henrico County",-,"108 - Hunton (CD 7)",322,324,2,3,0,651
"Henrico County",-,"109 - Johnson (CD 7)",437,228,7,9,0,681
"Henrico County",-,"110 - Lakeside (CD 7)","1,068",647,8,11,4,"1,738"
"Henrico County",-,"111 - Longan (CD 7)","1,159",795,7,6,0,"1,967"
"Henrico County",-,"112 - Maude Trevvett (CD 7)",464,316,1,8,0,789
"Henrico County",-,"113 - Staples Mill (CD 7)","1,591","1,174",18,12,1,"2,796"
"Henrico County",-,"114 - Summit Court (CD 7)",529,347,5,20,0,901
"Henrico County",-,"115 - Westwood (CD 7)",756,407,10,9,1,"1,183"
"Henrico County",-,"116 - Hungary Creek (CD 7)","1,517","1,030",7,16,1,"2,571"
"Henrico County",-,"201 - Adams (CD 3)",874,35,2,2,0,913
"Henrico County",-,"202 - Azalea (CD 7)","2,106",141,18,12,2,"2,279"
"Henrico County",-,"203 - Belmont (CD 7)","1,080",399,10,11,1,"1,501"
"Henrico County",-,"204 - Brookland (CD 7)",300,162,0,0,0,462
"Henrico County",-,"205 - Canterbury (CD 7)",413,233,2,3,0,651
"Henrico County",-,"206 - Central Gardens (CD 3)","1,624",36,11,7,0,"1,678"
"Henrico County",-,"207 - Chamberlayne (CD 7)","1,335",338,6,7,2,"1,688"
"Henrico County",-,"208 - Fairfield (CD 3)","1,525",55,6,2,1,"1,589"
"Henrico County",-,"209 - Glen Lea (CD 7)",834,167,6,3,0,"1,010"
"Henrico County",-,"210 - Greenwood (CD 7)",760,141,8,1,0,910
"Henrico County",-,"211 - Highland Gardens (CD 7)","1,313",66,8,5,1,"1,393"
"Henrico County",-,"212 - Hollybrook (CD 7)",412,124,1,2,1,540
"Henrico County",-,"213 - Hungary (CD 7)",875,148,5,4,0,"1,032"
"Henrico County",-,"214 - Longdale (CD 7)",736,292,8,7,1,"1,044"
"Henrico County",-,"215 - Maplewood (CD 3)","1,634",62,9,8,2,"1,715"
"Henrico County",-,"216 - Moody (CD 7)",474,245,6,2,0,727
"Henrico County",-,"217 - Mountain (CD 7)",238,134,3,1,2,378
"Henrico County",-,"218 - Oakview (CD 7)",65,43,3,0,0,111
"Henrico County",-,"219 - Randolph (CD 7)",226,16,2,0,0,244
"Henrico County",-,"220 - Ratcliffe (CD 3)","2,053",125,11,5,0,"2,194"
"Henrico County",-,"221 - Stratford Hall (CD 7)",188,79,3,4,0,274
"Henrico County",-,"222 - Wilder (CD 7)","1,042",180,5,6,0,"1,233"
"Henrico County",-,"223 - Yellow Tavern (CD 7)","1,451",679,8,10,1,"2,149"
"Henrico County",-,"301 - Causeway (CD 7)",749,539,1,7,1,"1,297"
"Henrico County",-,"302 - Cedarfield (CD 7)",986,768,8,12,3,"1,777"
"Henrico County",-,"303 - Crestview (CD 7)","1,000",567,3,17,2,"1,589"
"Henrico County",-,"304 - Innsbrook (CD 7)",996,629,4,7,1,"1,637"
"Henrico County",-,"305 - Jackson Davis (CD 7)",795,550,8,13,0,"1,366"
"Henrico County",-,"306 - Monument Hills (CD 7)",434,300,3,5,0,742
"Henrico County",-,"307 - Nuckols Farm (CD 7)","1,200","1,023",5,10,6,"2,244"
"Henrico County",-,"308 - Pocahontas (CD 7)",763,514,3,11,0,"1,291"
"Henrico County",-,"309 - Ridge (CD 7)",587,498,7,11,2,"1,105"
"Henrico County",-,"310 - Sadler (CD 7)",790,679,4,4,0,"1,477"
"Henrico County",-,"311 - Shady Grove (CD 7)","1,156","1,012",4,14,0,"2,186"
"Henrico County",-,"312 - Skipwith (CD 7)",964,666,13,9,1,"1,653"
"Henrico County",-,"313 - Springfield (CD 7)",838,501,10,7,0,"1,356"
"Henrico County",-,"314 - Stoney Run (CD 7)","1,600","1,196",5,27,0,"2,828"
"Henrico County",-,"315 - Three Chopt (CD 7)",863,537,8,19,1,"1,428"
"Henrico County",-,"316 - Tucker (CD 7)","1,782",671,13,12,1,"2,479"
"Henrico County",-,"317 - Rivers Edge (CD 7)",932,865,5,9,1,"1,812"
"Henrico County",-,"318 - Short Pump (CD 7)","1,164",880,8,13,0,"2,065"
"Henrico County",-,"401 - Byrd (CD 7)","1,145",705,4,8,1,"1,863"
"Henrico County",-,"402 - Derbyshire (CD 7)",660,619,2,10,0,"1,291"
"Henrico County",-,"403 - Freeman (CD 7)",691,493,3,12,1,"1,200"
"Henrico County",-,"404 - Gayton (CD 7)","1,330","1,026",10,14,0,"2,380"
"Henrico County",-,"405 - Godwin (CD 7)","1,055",706,3,8,1,"1,773"
"Henrico County",-,"406 - Lakewood (CD 7)",926,715,2,16,0,"1,659"
"Henrico County",-,"407 - Lauderdale (CD 7)","1,164",656,10,8,1,"1,839"
"Henrico County",-,"408 - Maybeury (CD 7)","1,044",701,8,17,0,"1,770"
"Henrico County",-,"409 - Mooreland (CD 7)",602,576,3,13,0,"1,194"
"Henrico County",-,"410 - Pemberton (CD 7)",992,546,10,16,0,"1,564"
"Henrico County",-,"411 - Pinchbeck (CD 7)","1,215",786,12,12,2,"2,027"
"Henrico County",-,"412 - Ridgefield (CD 7)","1,227",934,10,19,0,"2,190"
"Henrico County",-,"413 - Rollingwood (CD 7)",802,504,4,8,1,"1,319"
"Henrico County",-,"414 - Spottswood (CD 7)",488,302,0,5,1,796
"Henrico County",-,"415 - Tuckahoe (CD 7)","1,378","1,171",5,21,3,"2,578"
"Henrico County",-,"416 - West End (CD 7)","1,056",717,3,12,1,"1,789"
"Henrico County",-,"417 - Welborne (CD 7)",735,429,4,9,0,"1,177"
"Henrico County",-,"501 - Antioch (CD 3)",666,722,4,2,0,"1,394"
"Henrico County",-,"502 - Cedar Fork (CD 3)",700,131,6,0,1,838
"Henrico County",-,"503 - Chickahominy (CD 3)",892,726,10,8,2,"1,638"
"Henrico County",-,"504 - Donahoe (CD 3)",749,274,4,4,0,"1,031"
"Henrico County",-,"505 - Dorey (CD 3)",824,669,7,4,3,"1,507"
"Henrico County",-,"506 - Eanes (CD 3)","1,048",276,6,1,2,"1,333"
"Henrico County",-,"507 - Elko (CD 3)",244,259,5,3,0,511
"Henrico County",-,"508 - Highland Springs (CD 3)","1,106",213,11,5,1,"1,336"
"Henrico County",-,"509 - Laburnum (CD 3)","1,093",317,5,7,0,"1,422"
"Henrico County",-,"510 - Masonic (CD 3)",955,146,5,2,0,"1,108"
"Henrico County",-,"511 - Mehfoud (CD 3)",971,317,12,7,1,"1,308"
"Henrico County",-,"512 - Montrose (CD 3)","1,503",216,14,13,2,"1,748"
"Henrico County",-,"513 - Nine Mile (CD 3)",527,267,5,2,2,803
"Henrico County",-,"514 - Pleasants (CD 3)","1,869",183,5,6,0,"2,063"
"Henrico County",-,"515 - Sandston (CD 3)",691,678,11,17,2,"1,399"
"Henrico County",-,"516 - Sullivans (CD 3)",840,322,4,4,3,"1,173"
"Henrico County",-,"517 - Town Hall (CD 3)",336,310,2,4,1,653
"Henrico County",-,"518 - Whitlocks (CD 3)",809,605,3,8,0,"1,425"
"Henrico County",-,"519 - Rolfe (CD 3)","2,663",227,12,3,3,"2,908"
"Henrico County",-,"Ab - Central Absentee Precinct (CD 3)","3,723",453,15,8,2,"4,201"
"Henrico County",-,"Ab - Central Absentee Precinct (CD 7)","8,459","3,799",60,65,6,"12,389"
"Henrico County",-,"Provisional Votes (CD 3)",19,3,0,0,0,22
"Henrico County",-,"Provisional Votes (CD 7)",42,29,1,0,0,72
"Henry County",-,"101 - Bassett Number Two (CD 9)",431,99,0,2,0,532
"Henry County",-,"102 - Gunville (CD 9)",682,304,9,1,3,999
"Henry County",-,"103 - Scott's Tanyard (CD 9)","1,042",523,16,5,1,"1,587"
"Henry County",-,"201 - Fieldale (CD 9)",439,183,4,2,0,628
"Henry County",-,"202 - Horsepasture #1 (CD 9)",787,264,3,5,0,"1,059"
"Henry County",-,"203 - Horsepasture #2 (CD 9)",717,69,4,5,0,795
"Henry County",-,"204 - Spencer (CD 9)",782,356,8,4,1,"1,151"
"Henry County",-,"302 - Axton (CD 5)",701,185,12,7,0,905
"Henry County",-,"303 - Irisburg (CD 5)",820,283,7,3,0,"1,113"
"Henry County",-,"304 - Mount Olivet (CD 5)","1,121",303,5,3,0,"1,432"
"Henry County",-,"305 - Mountain Valley (CD 5)",580,164,2,2,0,748
"Henry County",-,"401 - Collinsville Number 1 (CD 5)",512,221,6,5,0,744
"Henry County",-,"402 - Daniels Creek (CD 5)",580,239,3,3,2,827
"Henry County",-,"404 - Collinsville Number 2 (CD 5)","1,011",310,4,5,0,"1,330"
"Henry County",-,"405 - Mountain View (CD 5)",534,185,7,2,0,728
"Henry County",-,"501 - Bassett Number One (CD 9)",466,134,4,3,0,607
"Henry County",-,"502 - Figsboro (CD 5)",618,268,4,0,0,890
"Henry County",-,"503 - Stanleytown (CD 5)",856,432,6,4,3,"1,301"
"Henry County",-,"504 - Oak Level (CD 5)",329,151,3,4,0,487
"Henry County",-,"505 - Dyers Store (CD 5)",294,128,0,0,0,422
"Henry County",-,"601 - Fontaine (CD 5)",719,323,7,6,0,"1,055"
"Henry County",-,"602 - Hillcrest (CD 9)",481,165,4,1,0,651
"Henry County",-,"603 - Ridgeway #1 (CD 5)",791,419,7,2,0,"1,219"
"Henry County",-,"604 - Ridgeway #2 (CD 5)",594,282,6,6,0,888
"Henry County",-,"Ab - Central Absentee Precinct (CD 5)","1,297",394,7,5,2,"1,705"
"Henry County",-,"Ab - Central Absentee Precinct (CD 9)",569,167,8,4,0,748
"Henry County",-,"Provisional Votes (CD 5)",0,0,0,0,0,0
"Henry County",-,"Provisional Votes (CD 9)",0,0,0,0,0,0
"Highland County",-,"1 - Monterey (CD 6)",325,225,3,2,0,555
"Highland County",-,"3 - Wilsons Mill (CD 6)",76,40,3,1,0,120
"Highland County",-,"5 - Blue Grass (CD 6)",178,118,1,2,0,299
"Highland County",-,"7 - Mill Gap (CD 6)",108,75,1,3,0,187
"Highland County",-,"8 - Mcdowell (CD 6)",181,138,2,5,0,326
"Highland County",-,"10 - Headwaters (CD 6)",37,43,0,0,0,80
