County/City,Ward,Pct,"Joseph Robinette Biden, Jr","Donald J. Trump","Jo Jorgensen","All Others","Total Votes Cast"
"Stafford County",-,Provisional,217,123,6,4,350
"Staunton City",-,"101 - Ward No 1",285,626,23,4,938
"Staunton City",-,"201 - Ward No 2",278,707,37,6,"1,028"
"Staunton City",-,"301 - Ward No 3",198,520,30,2,750
"Staunton City",-,"401 - Ward No 4",174,417,15,2,608
"Staunton City",-,"501 - Ward No 5",223,346,20,8,597
"Staunton City",-,"Ab - Central Absentee Precinct","5,813","3,053",121,43,"9,030"
"Staunton City",-,Provisional,10,26,3,0,39
"Suffolk City",-,"101 - Belleharbour (CD 3)",329,238,13,4,584
"Suffolk City",-,"102 - Driver (CD 3)",317,"1,079",38,7,"1,441"
"Suffolk City",-,"104 - Bennetts Creek (CD 3)",327,564,31,5,927
"Suffolk City",-,"201 - Ebenezer (CD 3)",210,728,11,2,951
"Suffolk City",-,"202 - Chuckatuck (CD 3)",205,601,11,5,822
"Suffolk City",-,"203 - Kings Fork (CD 3)",336,339,14,2,691
"Suffolk City",-,"204 - Hillpoint (CD 3)",317,365,10,6,698
"Suffolk City",-,"301 - White Marsh (CD 4)",93,104,6,1,204
"Suffolk City",-,"302 - John F Kennedy (CD 3)",241,155,6,4,406
"Suffolk City",-,"302 - John F Kennedy (CD 4)",303,29,7,2,341
"Suffolk City",-,"304 - Nansemond River (CD 3)",327,382,21,4,734
"Suffolk City",-,"305 - Shoulders Hill (CD 3)",123,192,9,0,324
"Suffolk City",-,"401 - Airport (CD 4)",101,355,11,2,469
"Suffolk City",-,"402 - Whaleyville (CD 4)",147,654,8,3,812
"Suffolk City",-,"403 - Southside (CD 4)",315,48,6,2,371
"Suffolk City",-,"404 - Booker T Washington (CD 3)",176,19,3,0,198
"Suffolk City",-,"404 - Booker T Washington (CD 4)",304,22,5,0,331
"Suffolk City",-,"405 - Pittmantown (CD 4)",77,205,3,1,286
"Suffolk City",-,"501 - Kilbys Mill (CD 4)",210,649,14,1,874
"Suffolk City",-,"502 - Holland (CD 4)",269,929,20,3,"1,221"
"Suffolk City",-,"504 - Lake Cohoon (CD 3)",37,168,1,1,207
"Suffolk City",-,"504 - Lake Cohoon (CD 4)",162,634,13,2,811
"Suffolk City",-,"601 - Lakeside (CD 4)",360,332,12,2,706
"Suffolk City",-,"602 - Olde Towne (CD 3)",158,90,6,1,255
"Suffolk City",-,"602 - Olde Towne (CD 4)",3,0,2,0,5
"Suffolk City",-,"603 - Elephants Fork/westhaven (CD 4)",99,171,9,2,281
"Suffolk City",-,"604 - Wilroy (CD 3)",156,346,19,7,528
"Suffolk City",-,"605 - Hollywood (CD 3)",324,18,2,1,345
"Suffolk City",-,"702 - Harbourview (CD 3)",349,495,18,2,864
"Suffolk City",-,"704 - Burbage Grant (CD 3)",454,417,35,9,915
"Suffolk City",-,"706 - Huntersville (CD 3)",728,204,16,5,953
"Suffolk City",-,"AB - Central Absentee Precinct (CD 3)","14,467","5,931",244,43,"20,685"
"Suffolk City",-,"Ab - Central Absentee Precinct (CD 4)","6,455","3,543",99,30,"10,127"
"Suffolk City",-,"Provisional (CD 3)",142,49,1,0,192
"Suffolk City",-,"Provisional (CD 4)",55,27,0,1,83
"Surry County",-,"101 - Surry",63,210,6,2,281
"Surry County",-,"201 - Bacons Castle",133,227,7,0,367
"Surry County",-,"301 - Dendron",96,137,1,0,234
"Surry County",-,"302 - Walls Bridge",67,131,1,1,200
"Surry County",-,"401 - Carsley",151,203,4,0,358
"Surry County",-,"501 - Claremont",97,208,2,1,308
"Surry County",-,"502 - Spring Grove",67,22,2,1,92
"Surry County",-,"AB - Central Absentee Precinct","1,722",885,17,4,"2,628"
"Surry County",-,Provisional,1,2,0,0,3
"Sussex County",-,"101 - Waverly",332,101,4,0,437
"Sussex County",-,"201 - Stony Creek",166,143,1,2,312
"Sussex County",-,"202 - Little Mill",62,53,0,0,115
"Sussex County",-,"301 - Courthouse",64,242,1,0,307
"Sussex County",-,"302 - Wakefield",19,125,0,1,145
"Sussex County",-,"401 - Mars Hill",259,193,7,1,460
"Sussex County",-,"402 - West Wakefield",45,12,0,0,57
"Sussex County",-,"501 - Henry",198,145,0,0,343
"Sussex County",-,"502 - Yale",66,73,3,0,142
"Sussex County",-,"601 - Blackwater",90,201,1,0,292
"Sussex County",-,"602 - Newville",56,130,3,1,190
"Sussex County",-,"AB - Central Absentee Precinct","1,470",801,15,2,"2,288"
"Sussex County",-,Provisional,0,0,0,0,0
"Tazewell County",-,"101 - Indian Valley",40,444,2,0,486
"Tazewell County",-,"102 - Tip Top",21,224,1,0,246
"Tazewell County",-,"103 - Mundy Town",34,449,4,0,487
"Tazewell County",-,"104 - Falls Mills",40,386,2,1,429
"Tazewell County",-,"106 - Pocahontas",27,157,2,0,186
"Tazewell County",-,"107 - Amonate",7,55,2,0,64
"Tazewell County",-,"109 - Bishop",7,120,1,0,128
"Tazewell County",-,"112 - Bandy",9,148,1,0,158
"Tazewell County",-,"203 - Burkes Garden",10,83,0,0,93
"Tazewell County",-,"204 - Clear Fork",18,302,0,0,320
"Tazewell County",-,"207 - Freestone",27,112,2,0,141
"Tazewell County",-,"209 - Jeffersonville",110,824,0,3,937
"Tazewell County",-,"214 - Thompson Valley",28,306,1,0,335
"Tazewell County",-,"301 - Cedar Bluff",72,883,6,1,962
"Tazewell County",-,"302 - Baptist Valley",32,231,0,3,266
"Tazewell County",-,"303 - Paint Lick",59,674,6,2,741
"Tazewell County",-,"401 - Richlands",175,"1,581",29,4,"1,789"
"Tazewell County",-,"402 - Jewell Ridge",20,195,0,0,215
"Tazewell County",-,"501 - Springville",44,665,7,1,717
"Tazewell County",-,"502 - Graham",192,"1,174",19,4,"1,389"
"Tazewell County",-,"Ab - Central Absentee Precinct","2,219","7,682",72,20,"9,993"
"Tazewell County",-,Provisional,14,36,2,0,52
"Virginia Beach City",-,"1 - North Beach",323,929,12,6,"1,270"
"Virginia Beach City",-,"2 - South Beach",448,684,32,5,"1,169"
"Virginia Beach City",-,"3 - Ocean Lakes",276,551,23,1,851
"Virginia Beach City",-,"4 - Linkhorn",266,642,17,4,929
"Virginia Beach City",-,"5 - Seatack",494,535,29,1,"1,059"
"Virginia Beach City",-,"6 - Alanton",218,603,14,5,840
"Virginia Beach City",-,"7 - Kingston",231,523,17,6,777
"Virginia Beach City",-,"8 - London Bridge",463,761,36,11,"1,271"
"Virginia Beach City",-,"9 - Trantwood",205,607,9,9,830
"Virginia Beach City",-,"10 - Great Neck",146,602,22,5,775
"Virginia Beach City",-,"11 - Cape Henry",317,679,19,5,"1,020"
"Virginia Beach City",-,"12 - Plaza",534,584,42,6,"1,166"
"Virginia Beach City",-,"13 - Mt Trashmore",461,802,47,8,"1,318"
"Virginia Beach City",-,"14 - Malibu",440,847,43,5,"1,335"
"Virginia Beach City",-,"15 - Old Donation",321,526,38,10,895
"Virginia Beach City",-,"16 - Aragona",516,866,49,7,"1,438"
"Virginia Beach City",-,"17 - Ocean Park",143,394,22,3,562
"Virginia Beach City",-,"18 - Thoroughgood",262,625,19,8,914
"Virginia Beach City",-,"19 - Lake Smith",202,460,21,2,685
"Virginia Beach City",-,"20 - Bayside",273,561,16,2,852
"Virginia Beach City",-,"21 - Davis Corner",575,283,24,9,891
"Virginia Beach City",-,"22 - Point O View",329,643,34,3,"1,009"
"Virginia Beach City",-,"23 - Arrowhead",421,821,38,5,"1,285"
"Virginia Beach City",-,"24 - Larkspur",337,452,25,4,818
"Virginia Beach City",-,"25 - Avalon",534,902,31,3,"1,470"
"Virginia Beach City",-,"26 - Fairfield",272,625,25,1,923
"Virginia Beach City",-,"27 - Edwin",306,692,28,8,"1,034"
"Virginia Beach City",-,"28 - Thalia",292,570,23,6,891
"Virginia Beach City",-,"29 - Holland",515,503,29,1,"1,048"
"Virginia Beach City",-,"30 - Red Wing",211,508,23,3,745
"Virginia Beach City",-,"31 - Sigma",269,977,14,7,"1,267"
"Virginia Beach City",-,"32 - Creeds",163,763,15,4,945
"Virginia Beach City",-,"33 - Capps Shop",127,800,13,1,941
"Virginia Beach City",-,"34 - Blackwater",103,514,8,1,626
"Virginia Beach City",-,"35 - Courthouse",145,529,10,2,686
"Virginia Beach City",-,"36 - Windsor Oaks",558,621,26,9,"1,214"
"Virginia Beach City",-,"37 - Chesapeake Beach",334,520,32,6,892
"Virginia Beach City",-,"38 - Witchduck",205,621,22,5,853
"Virginia Beach City",-,"39 - Pembroke",500,681,42,6,"1,229"
"Virginia Beach City",-,"40 - Bonney",440,603,34,1,"1,078"
"Virginia Beach City",-,"41 - College Park",730,360,23,9,"1,122"
"Virginia Beach City",-,"42 - Brandon",452,618,36,7,"1,113"
"Virginia Beach City",-,"43 - Bellamy",519,442,30,5,996
"Virginia Beach City",-,"44 - Centerville",410,752,30,4,"1,196"
"Virginia Beach City",-,"45 - Timberlake",545,388,22,5,960
"Virginia Beach City",-,"46 - Green Run",465,419,19,2,905
"Virginia Beach City",-,"47 - Kings Grant",304,882,21,12,"1,219"
"Virginia Beach City",-,"48 - Wolfsnare",317,642,26,2,987
"Virginia Beach City",-,"49 - Lynnhaven",225,570,13,2,810
"Virginia Beach City",-,"50 - Oceana",454,348,19,3,824
"Virginia Beach City",-,"51 - Stratford Chase",301,569,43,5,918
"Virginia Beach City",-,"52 - Homestead",408,675,35,5,"1,123"
"Virginia Beach City",-,"53 - Shannon",266,510,26,4,806
"Virginia Beach City",-,"54 - Cromwell",290,404,25,4,723
"Virginia Beach City",-,"55 - Magic Hollow",604,501,41,5,"1,151"
"Virginia Beach City",-,"56 - Edinburgh",225,433,9,3,670
"Virginia Beach City",-,"57 - Sherry Park",223,462,13,3,701
"Virginia Beach City",-,"58 - Glenwood",405,662,31,4,"1,102"
"Virginia Beach City",-,"59 - Shelton Park",309,464,27,6,806
"Virginia Beach City",-,"60 - Foxfire",279,969,26,7,"1,281"
"Virginia Beach City",-,"61 - Baker",833,200,29,2,"1,064"
"Virginia Beach City",-,"62 - Landstown",401,814,20,4,"1,239"
"Virginia Beach City",-,"63 - Culver",395,892,40,5,"1,332"
"Virginia Beach City",-,"64 - Rosemont Forest",334,537,31,5,907
"Virginia Beach City",-,"65 - Colonial",441,662,21,8,"1,132"
"Virginia Beach City",-,"66 - Hunt",247,718,28,4,997
"Virginia Beach City",-,"67 - Eastern Shore",309,309,8,4,630
"Virginia Beach City",-,"68 - Manor",337,655,28,4,"1,024"
"Virginia Beach City",-,"69 - Shell",378,249,18,3,648
"Virginia Beach City",-,"70 - Corporate Landing",440,752,39,4,"1,235"
"Virginia Beach City",-,"71 - Round Hill",203,309,16,2,530
"Virginia Beach City",-,"72 - Rudee",242,734,25,6,"1,007"
"Virginia Beach City",-,"73 - Dahlia",455,399,33,8,895
"Virginia Beach City",-,"74 - Buckner",424,391,22,8,845
"Virginia Beach City",-,"75 - Colony",231,758,25,2,"1,016"
"Virginia Beach City",-,"76 - Village",512,359,37,7,915
"Virginia Beach City",-,"77 - Brookwood",445,640,36,4,"1,125"
"Virginia Beach City",-,"78 - Indian Lakes",322,467,34,9,832
"Virginia Beach City",-,"79 - Pleasant Hall",506,365,21,6,898
"Virginia Beach City",-,"80 - Chimney Hill",498,386,25,10,919
"Virginia Beach City",-,"81 - Rock Lake",438,572,28,2,"1,040"
"Virginia Beach City",-,"82 - Shelburne",269,652,13,3,937
"Virginia Beach City",-,"83 - Strawbridge",361,881,28,7,"1,277"
"Virginia Beach City",-,"84 - Tallwood",463,472,22,6,963
"Virginia Beach City",-,"85 - Upton",309,879,33,6,"1,227"
"Virginia Beach City",-,"86 - Haygood",244,547,16,4,811
"Virginia Beach City",-,"87 - Hillcrest",242,560,20,5,827
"Virginia Beach City",-,"88 - North Landing",282,600,21,6,909
"Virginia Beach City",-,"89 - Lake Christopher",273,611,20,5,909
"Virginia Beach City",-,"90 - Lake Joyce",217,486,23,5,731
"Virginia Beach City",-,"91 - Lexington",446,446,24,1,917
"Virginia Beach City",-,"92 - Little Neck",282,637,29,3,951
"Virginia Beach City",-,"93 - Newtown",765,182,25,3,975
"Virginia Beach City",-,"94 - Pinewood",230,376,14,3,623
"Virginia Beach City",-,"95 - Dam Neck",229,521,19,2,771
"Virginia Beach City",-,"96 - Hilltop",421,356,22,4,803
"Virginia Beach City",-,"97 - Indian River",419,440,22,4,885
"Virginia Beach City",-,"98 - Independence",287,236,24,3,550
"Virginia Beach City",-,"99 - Salem Woods",276,318,19,4,617
"Virginia Beach City",-,"100 - Sandbridge",119,480,7,1,607
"Virginia Beach City",-,"Ab - Central Absentee Precinct","81,003","47,179","1,665",397,"130,244"
"Virginia Beach City",-,Provisional,959,581,40,3,"1,583"
"Warren County",-,"101 - Fork Town",140,423,11,1,575
"Warren County",-,"102 - Otterburn",143,"1,085",25,4,"1,257"
"Warren County",-,"201 - Happy Creek",158,728,16,6,908
"Warren County",-,"202 - Linden",222,816,44,5,"1,087"
"Warren County",-,"301 - North River",148,545,20,2,715
"Warren County",-,"302 - Riverton",134,837,17,3,991
"Warren County",-,"401 - East Shenandoah",213,"1,232",31,16,"1,492"
"Warren County",-,"402 - Town - West Shenandoah",101,421,12,2,536
"Warren County",-,"501 - South River",208,813,13,6,"1,040"
"Warren County",-,"502 - Bentonville",70,481,13,3,567
"Warren County",-,"504 - Browntown",68,356,5,2,431
"Warren County",-,"Ab - Central Absentee Precinct","4,959","6,296",155,59,"11,469"
"Warren County",-,Provisional,39,36,3,1,79
"Washington County",-,"101 - East Abingdon",137,689,17,3,846
"Washington County",-,"102 - West Abingdon",71,324,10,4,409
"Washington County",-,"201 - Clinchburg",54,514,9,2,579
"Washington County",-,"202 - Greendale",46,617,6,0,669
"Washington County",-,"203 - Hayters Gap",31,321,3,3,358
"Washington County",-,"204 Woodland Hills",50,383,7,1,441
"Washington County",-,"301 - Watauga",85,676,4,4,769
"Washington County",-,"302 - South Abingdon",83,433,17,1,534
"Washington County",-,"401 - Glade Spring",117,793,16,2,928
"Washington County",-,"402 - Meadowview",131,877,14,2,"1,024"
"Washington County",-,"501 - Rhea Valley",151,"1,175",15,5,"1,346"
"Washington County",-,"502 - Damascus",84,503,8,0,595
"Washington County",-,"504 - Green Cove",14,132,0,0,146
"Washington County",-,"601 - Burson Place",87,991,12,2,"1,092"
"Washington County",-,"602 - Mendota",27,240,3,2,272
"Washington County",-,"603 - Valley Institute",92,745,6,1,844
"Washington County",-,"701 - High Point",68,619,6,1,694
"Washington County",-,"702 - Wallace",42,392,4,0,438
"Washington County",-,"703 - John Battle",110,627,8,2,747
"Washington County",-,"Ab - Central Absentee Precinct","5,122","10,595",137,50,"15,904"
"Washington County",-,Provisional,15,33,2,0,50
"Waynesboro City",-,"1 - Ward A",258,539,26,1,824
"Waynesboro City",-,"2 - Ward B",268,679,28,10,985
"Waynesboro City",-,"3 - Ward C",321,618,24,4,967
"Waynesboro City",-,"4 - Ward D",286,784,31,4,"1,105"
"Waynesboro City",-,"Ab - Central Absentee Precinct","3,799","2,866",98,21,"6,784"
"Waynesboro City",-,Provisional,29,21,2,0,52
"Westmoreland County",-,"101 - Precinct 1-1",238,203,3,0,444
"Westmoreland County",-,"102 - Precinct 1-2",108,125,5,0,238
"Westmoreland County",-,"201 - Precinct 2-1",196,289,2,1,488
"Westmoreland County",-,"202 - Precinct 2-2",67,307,4,1,379
"Westmoreland County",-,"301 - Precinct 3-1",121,270,4,4,399
"Westmoreland County",-,"302 - Precinct 3-2",144,324,3,0,471
"Westmoreland County",-,"401 - Precinct 4-1",211,921,13,2,"1,147"
"Westmoreland County",-,"501 - Precinct 5-1",290,721,26,4,"1,041"
"Westmoreland County",-,"Ab - Central Absentee Precinct","3,086","2,125",30,11,"5,252"
"Westmoreland County",-,Provisional,40,33,0,1,74
"Williamsburg City",-,"1 - Stryker",422,401,22,7,852
"Williamsburg City",-,"2 - Matoaka",299,214,15,6,534
"Williamsburg City",-,"Ab - Central Absentee Precinct","4,035","1,341",54,25,"5,455"
"Williamsburg City",-,Provisional,34,7,1,0,42
"Winchester City",-,"101 - Merrimans",208,432,11,4,655
"Winchester City",-,"102 - Old Town",154,306,19,8,487
"Winchester City",-,"201 - Virginia Avenue",363,376,25,1,765
"Winchester City",-,"301 - War Memorial",329,487,18,2,836
"Winchester City",-,"401 - Frederick Douglass",189,287,15,2,493
"Winchester City",-,"402 - Rolling Hills",223,482,15,5,725
"Winchester City",-,"Ab - Central Absentee Precinct","5,093","2,825",107,40,"8,065"
"Winchester City",-,Provisional,51,26,3,0,80
"Wise County",-,"101 - Appalachia",91,468,1,1,561
"Wise County",-,"102 - Dorchester",64,318,2,0,384
"Wise County",-,"103 - Guest River Voting Place",61,304,1,1,367
"Wise County",-,"104 - West Pound",91,888,7,0,986
"Wise County",-,"201 - North Coeburn",56,425,3,0,484
"Wise County",-,"202 - Wise",147,769,12,5,933
"Wise County",-,"203 - East Pound",24,212,2,0,238
"Wise County",-,"301 - Big Stone Gap",104,514,5,2,625
"Wise County",-,"302 - East Stone Gap",89,757,9,7,862
"Wise County",-,"401 - Clinch Valley",47,408,4,0,459
"Wise County",-,"402 - South Coeburn",74,902,3,2,981
"Wise County",-,"403 - St Paul",78,390,7,0,475
"Wise County",-,"Ab - Central Absentee Precinct","2,172","6,984",51,13,"9,220"
"Wise County",-,Provisional,12,27,1,0,40
"Wythe County",-,"101 - Royal Oak",39,274,2,0,315
"Wythe County",-,"102 - Rural Retreat",146,"1,205",14,1,"1,366"
"Wythe County",-,"203 - West Wytheville",181,785,13,2,981
"Wythe County",-,"303 - East Wytheville",195,802,22,1,"1,020"
"Wythe County",-,"401 - Fort Chiswell",96,743,7,2,848
"Wythe County",-,"402 - Max Meadows",85,799,11,1,896
"Wythe County",-,"501 - Jackson Memorial",76,683,2,0,761
"Wythe County",-,"502 - Sheffey",95,895,11,4,"1,005"
"Wythe County",-,"601 - Huddle",34,446,4,0,484
"Wythe County",-,"602 - Zion",69,674,11,0,754
"Wythe County",-,"603 Evergreen",62,445,11,2,520
"Wythe County",-,"Ab - Central Absentee Precinct","2,065","3,982",62,13,"6,122"
"Wythe County",-,Provisional,0,0,0,0,0
"York County",-,"101 - Queens Lake",222,413,20,0,655
"York County",-,"102 - Waller Mill",212,517,23,7,759
"York County",-,"103 - Magruder",470,618,35,6,"1,129"
"York County",-,"201 - Coventry",331,654,34,6,"1,025"
"York County",-,"202 - Kiln Creek",176,362,12,2,552
"York County",-,"301 - Seaford",203,"1,090",25,12,"1,330"
"York County",-,"302 - Yorktown",126,437,16,6,585
"York County",-,"303 - Edgehill",315,544,17,9,885
"York County",-,"401 - Harwoods Mill",132,541,27,2,702
"York County",-,"402 - Dare",158,585,17,6,766
"York County",-,"403 - Grafton",93,285,15,0,393
"York County",-,"501 - Tabb",196,643,29,8,876
"York County",-,"502 - Bethel",279,597,35,5,916
"York County",-,"Ab - Central Absentee Precinct","14,654","12,902",374,114,"28,044"
"York County",-,Provisional,116,53,1,0,170
TOTALS,,,"2,413,568","1,962,430","64,761","19,765","4,460,524"
