County/City,Ward,Pct,"William Bill T. Bolling","Jody M. Wagner","All Others","Total Votes Cast"
"Charles City County",-,"Provisional Votes (CD 3)",0,0,0,0
"Charlotte County",-,"101 - County Seat (CD 5)",380,174,0,554
"Charlotte County",-,"201 - Red Oak Wylliesburg (CD 5)",303,113,0,416
"Charlotte County",-,"302 - Drakes Branch (CD 5)",302,139,0,441
"Charlotte County",-,"401 - Keysville (CD 5)",348,164,0,512
"Charlotte County",-,"501 - Cullen (CD 5)",185,79,1,265
"Charlotte County",-,"503 - Red House (CD 5)",130,96,0,226
"Charlotte County",-,"601 - Aspen (CD 5)",127,50,1,178
"Charlotte County",-,"602 - Phenix (CD 5)",210,88,0,298
"Charlotte County",-,"701 - Bacon (CD 5)",121,102,0,223
"Charlotte County",-,"702 - Saxe (CD 5)",91,66,1,158
"Charlotte County",-,"Ab - Central Absentee Precinct (CD 5)",79,57,0,136
"Charlotte County",-,"Provisional Votes (CD 5)",0,0,0,0
"Charlottesville City",-,"101 - Recreation (CD 5)",456,"1,447",3,"1,906"
"Charlottesville City",-,"102 - Clark (CD 5)",243,857,0,"1,100"
"Charlottesville City",-,"201 - Carver (CD 5)",138,694,0,832
"Charlottesville City",-,"202 - Walker (CD 5)",462,"1,002",2,"1,466"
"Charlottesville City",-,"301 - Benjamin Tonsler (CD 5)",117,572,1,690
"Charlottesville City",-,"302 - Jefferson Park (CD 5)",433,"1,189",1,"1,623"
"Charlottesville City",-,"401 - Venable (CD 5)",308,841,1,"1,150"
"Charlottesville City",-,"402 - Alumni Hall (CD 5)",151,447,1,599
"Charlottesville City",-,"Ab - Central Absentee Precinct (CD 5)",151,474,0,625
"Charlottesville City",-,"Provisional Votes (CD 5)",1,14,0,15
"Chesapeake City",-,"1 - Great Bridge (CD 4)",740,320,0,"1,060"
"Chesapeake City",-,"2 - Bethel (CD 4)",732,210,0,942
"Chesapeake City",-,"3 - Camelot (CD 4)",158,"1,154",7,"1,319"
"Chesapeake City",-,"4 - Churchland (CD 4)",775,316,1,"1,092"
"Chesapeake City",-,"5 - Crestwood (CD 4)",84,726,0,810
"Chesapeake City",-,"6 - Deep Creek (CD 4)",733,640,1,"1,374"
"Chesapeake City",-,"7 - Greenbrier (CD 4)",798,434,0,"1,232"
"Chesapeake City",-,"8 - South Norfolk Recreation (CD 4)",529,420,0,949
"Chesapeake City",-,"9 - Bells Mill (CD 4)","1,050",477,0,"1,527"
"Chesapeake City",-,"10 - Oscar Smith School (CD 4)",267,157,0,424
"Chesapeake City",-,"11 - Geneva Park (CD 4)",398,254,1,653
"Chesapeake City",-,"12 - Georgetown (CD 4)",335,"1,164",0,"1,499"
"Chesapeake City",-,"13 - Gilmerton (CD 4)",526,383,0,909
"Chesapeake City",-,"14 - Grassfield (CD 4)",181,89,0,270
"Chesapeake City",-,"15 - B M Williams (CD 4)",343,346,0,689
"Chesapeake City",-,"16 - Hickory Grove (CD 4)","1,046",413,1,"1,460"
"Chesapeake City",-,"17 - Indian Creek (CD 4)",477,174,1,652
"Chesapeake City",-,"18 - Indian River (CD 4)",240,267,3,510
"Chesapeake City",-,"19 - Joliff One (CD 4)",531,218,0,749
"Chesapeake City",-,"20 - E W Chittum School (CD 4)",719,456,1,"1,176"
"Chesapeake City",-,"21 - Fellowship (CD 4)",568,298,1,867
"Chesapeake City",-,"22 - Norfolk Highlands (CD 4)",375,209,1,585
"Chesapeake City",-,"23 - Oak Grove (CD 4)",692,617,2,"1,311"
"Chesapeake City",-,"24 - Oaklette (CD 4)",364,337,0,701
"Chesapeake City",-,"25 - St Julians (CD 4)",205,90,0,295
"Chesapeake City",-,"26 - Johnson Park (CD 4)",144,177,1,322
"Chesapeake City",-,"27 - Silverwood (CD 4)",865,474,0,"1,339"
"Chesapeake City",-,"28 - Sunray I (CD 4)",89,28,0,117
"Chesapeake City",-,"29 - Tanglewood (CD 4)",584,226,1,811
"Chesapeake City",-,"30 - South Norfolk (CD 4)",26,289,0,315
"Chesapeake City",-,"31 - Carver School (CD 4)",178,640,0,818
"Chesapeake City",-,"32 - Providence (CD 4)",68,738,0,806
"Chesapeake City",-,"33 - Westover (CD 4)",330,186,0,516
"Chesapeake City",-,"34 - Hickory Middle School Precinct (CD 4)","1,430",436,1,"1,867"
"Chesapeake City",-,"35 - Taylor Road (CD 4)",486,807,2,"1,295"
"Chesapeake City",-,"36 - Great Bridge Baptist Church (CD 4)","1,352",515,1,"1,868"
"Chesapeake City",-,"37 - Bridgetown (CD 4)","1,265",514,2,"1,781"
"Chesapeake City",-,"38 - Bailey Creek (CD 4)",539,203,0,742
"Chesapeake City",-,"39 - Lake Drummond (CD 4)",327,157,0,484
"Chesapeake City",-,"40 - River Birch (CD 4)",778,682,0,"1,460"
"Chesapeake City",-,"41 - John T West (CD 4)",570,638,1,"1,209"
"Chesapeake City",-,"42 - Parkways (CD 4)",730,733,1,"1,464"
"Chesapeake City",-,"43 - Pleasant Crossing (CD 4)","1,493",529,1,"2,023"
"Chesapeake City",-,"44 - Nansemond (CD 4)",375,305,0,680
"Chesapeake City",-,"45 - Sunray II (CD 4)",131,231,0,362
"Chesapeake City",-,"46 - Bells Mill II (CD 4)",517,334,0,851
"Chesapeake City",-,"47 - Green Sea (CD 4)",627,265,1,893
"Chesapeake City",-,"48 - Jolliff Middle School (CD 4)",84,689,0,773
"Chesapeake City",-,"49 - Waterway (CD 4)",936,518,1,"1,455"
"Chesapeake City",-,"50 - River Walk (CD 4)",493,533,0,"1,026"
"Chesapeake City",-,"51 - Coopers Way (CD 4)",919,349,1,"1,269"
"Chesapeake City",-,"52 - Shipyard Road (CD 4)",297,435,0,732
"Chesapeake City",-,"53 - Fairways (CD 4)",331,285,0,616
"Chesapeake City",-,"Ab - Central Absentee Precinct (CD 4)","1,076",559,0,"1,635"
"Chesapeake City",-,"Provisional Votes (CD 4)",14,13,0,27
"Chesterfield County",-,"101 - Bellwood (CD 4)",393,243,0,636
"Chesterfield County",-,"102 - South Chester (CD 4)",798,413,1,"1,212"
"Chesterfield County",-,"103 - Enon (CD 4)",912,313,2,"1,227"
"Chesterfield County",-,"104 - North Chester (CD 4)",940,345,2,"1,287"
"Chesterfield County",-,"105 - Drewrys Bluff (CD 4)",448,442,0,890
"Chesterfield County",-,"106 - Harrowgate (CD 4)",921,602,2,"1,525"
"Chesterfield County",-,"107 - Wells (CD 4)",704,449,2,"1,155"
"Chesterfield County",-,"108 - Ecoff (CD 4)","1,333",471,3,"1,807"
"Chesterfield County",-,"109 - Elizabeth Scott (CD 4)","1,056",620,0,"1,676"
"Chesterfield County",-,"110 - Dutch Gap (CD 4)",530,324,0,854
"Chesterfield County",-,"111 - Iron Bridge (CD 4)","1,126",603,2,"1,731"
"Chesterfield County",-,"112 - Carver (CD 4)",581,484,2,"1,067"
"Chesterfield County",-,"201 - Gates (CD 4)",613,342,1,956
"Chesterfield County",-,"202 - Beulah (CD 4)",664,619,6,"1,289"
"Chesterfield County",-,"203 - Bird (CD 4)",393,346,1,740
"Chesterfield County",-,"204 - Jacobs (CD 4)",486,342,0,828
"Chesterfield County",-,"205 - Falling Creek (CD 4)",731,699,0,"1,430"
"Chesterfield County",-,"206 - Belmont (CD 7)",154,372,0,526
"Chesterfield County",-,"207 - Chippenham (CD 7)",198,250,1,449
"Chesterfield County",-,"208 - Meadowbrook (CD 4)",449,608,1,"1,058"
"Chesterfield County",-,"209 - Salem Church (CD 4)",872,485,1,"1,358"
"Chesterfield County",-,"210 - Five Forks (CD 4)",691,673,3,"1,367"
"Chesterfield County",-,"211 - Nash (CD 4)","1,392",454,1,"1,847"
"Chesterfield County",-,"212 - St. Luke's (CD 7)",533,249,1,783
"Chesterfield County",-,"213 - Southside (CD 7)",488,"1,053",0,"1,541"
"Chesterfield County",-,"301 - Ettrick (CD 4)",285,861,1,"1,147"
"Chesterfield County",-,"302 - Deer Run (CD 4)",358,167,0,525
"Chesterfield County",-,"303 - Matoaca (CD 4)",836,669,2,"1,507"
"Chesterfield County",-,"304 - Winfrees Store (CD 4)","1,169",369,3,"1,541"
"Chesterfield County",-,"305 - Beach (CD 4)",453,118,0,571
"Chesterfield County",-,"306 - Winterpock (CD 4)","1,259",319,2,"1,580"
"Chesterfield County",-,"307 - Cosby (CD 4)",856,356,0,"1,212"
"Chesterfield County",-,"308 - South Manchester (CD 7)",419,233,4,656
"Chesterfield County",-,"309 - Skinquarter (CD 7)","1,326",392,2,"1,720"
"Chesterfield County",-,"310 - Tomahawk (CD 7)","1,058",507,6,"1,571"
"Chesterfield County",-,"312 - Evergreen (CD 7)","1,297",605,1,"1,903"
"Chesterfield County",-,"313 - Woolridge (CD 7)","1,112",489,2,"1,603"
"Chesterfield County",-,"315 - Bailey Bridge (CD 4)","1,350",510,4,"1,864"
"Chesterfield County",-,"316 - Spring Run (CD 4)",804,366,2,"1,172"
"Chesterfield County",-,"317 - Birkdale (CD 4)",935,407,2,"1,344"
"Chesterfield County",-,"401 - Harbour Pointe (CD 7)",584,304,0,888
"Chesterfield County",-,"402 - Genito (CD 7)","1,070",650,3,"1,723"
"Chesterfield County",-,"403 - Brandermill (CD 7)",969,497,1,"1,467"
"Chesterfield County",-,"404 - Providence (CD 7)",728,594,3,"1,325"
"Chesterfield County",-,"405 - La Prade (CD 7)",971,539,1,"1,511"
"Chesterfield County",-,"406 - Smoketree (CD 7)","1,005",424,1,"1,430"
"Chesterfield County",-,"407 - Monacan (CD 7)",505,269,1,775
"Chesterfield County",-,"408 - Reams (CD 7)",787,749,4,"1,540"
"Chesterfield County",-,"409 - Manchester (CD 7)",592,691,0,"1,283"
"Chesterfield County",-,"410 - Wagstaff (CD 7)",481,271,0,752
"Chesterfield County",-,"411 - Swift Creek (CD 7)",912,486,4,"1,402"
"Chesterfield County",-,"413 - Shenandoah (CD 7)",710,511,0,"1,221"
"Chesterfield County",-,"414 - Crenshaw (CD 7)",690,390,2,"1,082"
"Chesterfield County",-,"501 - Huguenot (CD 7)",675,437,2,"1,114"
"Chesterfield County",-,"502 - Crestwood (CD 7)",546,321,2,869
"Chesterfield County",-,"503 - Midlothian (CD 7)","1,948",644,4,"2,596"
"Chesterfield County",-,"504 - Robious (CD 7)","1,416",590,4,"2,010"
"Chesterfield County",-,"505 - Bon Air (CD 7)","1,089",596,0,"1,685"
"Chesterfield County",-,"506 - Greenfield (CD 7)",802,547,3,"1,352"
"Chesterfield County",-,"507 - Salisbury (CD 7)","1,603",541,4,"2,148"
"Chesterfield County",-,"508 - Belgrade (CD 7)",755,366,1,"1,122"
"Chesterfield County",-,"509 - Cranbeck (CD 7)",460,292,0,752
"Chesterfield County",-,"510 - Sycamore (CD 7)","1,124",440,2,"1,566"
"Chesterfield County",-,"511 - Black Heath (CD 7)",870,353,0,"1,223"
"Chesterfield County",-,"513 - Beaufont (CD 7)",104,119,0,223
"Chesterfield County",-,"514 - Watkins (CD 7)","1,275",517,0,"1,792"
"Chesterfield County",-,"515 - Davis (CD 7)",346,735,1,"1,082"
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 4)","1,433",585,1,"2,019"
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 7)","1,637",702,2,"2,341"
"Chesterfield County",-,"Provisional Votes (CD 4)",21,9,0,30
"Chesterfield County",-,"Provisional Votes (CD 7)",20,9,0,29
"Clarke County",-,"101 - Russell (CD 10)",528,265,0,793
"Clarke County",-,"201 - Berryville (CD 10)",517,349,0,866
"Clarke County",-,"301 - Millwood (CD 10)",339,227,0,566
"Clarke County",-,"302 - Pine Grove (CD 10)",171,103,0,274
"Clarke County",-,"401 - White Post (CD 10)",482,288,0,770
"Clarke County",-,"501 - Buckmarsh (CD 10)",386,223,3,612
"Clarke County",-,"502 - Blue Ridge (CD 10)",112,85,0,197
"Clarke County",-,"Ab - Central Absentee Precinct (CD 10)",125,74,0,199
"Clarke County",-,"Provisional Votes (CD 10)",0,0,0,0
"Colonial Heights City",-,"1 - First (CD 4)",442,145,0,587
"Colonial Heights City",-,"2 - Second (CD 4)",561,163,0,724
"Colonial Heights City",-,"3 - Third (CD 4)",676,226,0,902
"Colonial Heights City",-,"4 - Fourth (CD 4)",874,231,1,"1,106"
"Colonial Heights City",-,"5 - Fifth (CD 4)","1,058",208,0,"1,266"
"Colonial Heights City",-,"Ab - Central Absentee Precinct (CD 4)",390,93,0,483
"Colonial Heights City",-,"Provisional Votes (CD 4)",0,0,0,0
"Covington City",-,"101 - Precinct 1-1 (CD 6)",76,112,0,188
"Covington City",-,"201 - Precinct 2-1 (CD 9)",119,161,1,281
"Covington City",-,"301 - Precinct 3-1 (CD 9)",46,142,0,188
"Covington City",-,"401 - Precinct 4-1 (CD 9)",163,228,0,391
"Covington City",-,"501 - Precinct 5-1 (CD 9)",147,211,0,358
"Covington City",-,"Ab - Central Absentee Precinct (CD 6)",6,4,0,10
"Covington City",-,"Ab - Central Absentee Precinct (CD 9)",14,14,0,28
"Covington City",-,"Provisional Votes (CD 6)",0,0,0,0
"Covington City",-,"Provisional Votes (CD 9)",0,0,0,0
"Craig County",-,"101 - Court House (CD 9)",208,89,0,297
"Craig County",-,"201 - Ammendale Precinct (CD 9)",257,82,0,339
"Craig County",-,"202 - North Mountain (CD 9)",30,21,0,51
"Craig County",-,"301 - Givens & Reynolds Store (CD 9)",92,103,0,195
"Craig County",-,"302 - Mcguires Store (CD 9)",54,46,1,101
"Craig County",-,"303 - Marshalls Store (CD 9)",61,25,0,86
"Craig County",-,"401 - Barbours Creek (CD 9)",53,28,0,81
"Craig County",-,"402 - Paint Bank (CD 9)",12,13,0,25
"Craig County",-,"403 - Craig Springs (CD 9)",91,29,0,120
"Craig County",-,"404 - Forks Of Johns Creek (CD 9)",31,19,0,50
"Craig County",-,"501 - Craig City (CD 9)",177,74,0,251
"Craig County",-,"Provisional Votes (CD 9)",0,0,0,0
"Culpeper County",-,"101 - West Fairfax (CD 7)",878,554,1,"1,433"
"Culpeper County",-,"201 - East Fairfax (CD 7)",474,347,0,821
"Culpeper County",-,"302 - Eggbornsville (CD 7)",441,123,0,564
"Culpeper County",-,"303 - Cardova (CD 7)",392,188,0,580
"Culpeper County",-,"401 - Eldorado (CD 7)",416,188,0,604
"Culpeper County",-,"402 - Browns Store (CD 7)",792,323,1,"1,116"
"Culpeper County",-,"501 - Jeffersonton (CD 7)","1,039",404,0,"1,443"
"Culpeper County",-,"502 - Rixeyville (CD 7)",323,102,0,425
"Culpeper County",-,"601 - Mitchells (CD 7)",130,60,0,190
"Culpeper County",-,"602 - Pearl Sample (CD 7)",658,311,1,970
"Culpeper County",-,"702 - Brandy Station (CD 7)",679,257,0,936
"Culpeper County",-,"703 - Lignum (CD 7)",311,115,0,426
"Culpeper County",-,"704 - Richardsville (CD 7)",178,59,0,237
"Culpeper County",-,"Ab - Central Absentee Precinct (CD 7)",288,138,0,426
"Culpeper County",-,"Provisional Votes (CD 7)",2,2,0,4
"Cumberland County",-,"101 - Precinct 1 (CD 5)",354,201,0,555
"Cumberland County",-,"201 - Precinct 2 (CD 5)",376,187,0,563
"Cumberland County",-,"301 - Election District 3 Precinct (CD 5)",235,261,0,496
"Cumberland County",-,"401 - Precinct 4 (CD 5)",334,167,0,501
"Cumberland County",-,"501 - Precinct 5 (CD 5)",334,164,1,499
"Cumberland County",-,"Provisional Votes (CD 5)",0,0,0,0
"Danville City",-,"1 - Ward One (CD 5)",20,136,1,157
"Danville City",-,"2 - Ward Two (CD 5)",148,170,2,320
"Danville City",-,"3 - Ward Three (CD 5)",29,199,0,228
"Danville City",-,"4 - Ward Four (CD 5)",682,433,1,"1,116"
"Danville City",-,"5 - Ward Five (CD 5)",283,137,0,420
"Danville City",-,"6 - Ward Six (CD 5)",53,233,0,286
"Danville City",-,"7 - Ward Seven (CD 5)",98,385,0,483
"Danville City",-,"8 - Ward Eight (CD 5)",305,181,0,486
"Danville City",-,"9 - Ward Nine (CD 5)",218,180,0,398
"Danville City",-,"10 - Ward Ten (CD 5)",432,237,1,670
"Danville City",-,"11 - Ward Eleven (CD 5)",440,442,0,882
"Danville City",-,"12 - Ward Twelve (CD 5)",560,466,0,"1,026"
"Danville City",-,"13 - Ward Thirteen (CD 5)",416,369,1,786
"Danville City",-,"14 - Ward Fourteen (CD 5)",12,85,0,97
"Danville City",-,"15 - Ward Fifteen (CD 5)",457,279,0,736
"Danville City",-,"16 - Ward Sixteen (CD 5)",638,284,1,923
"Danville City",-,"17 - Ward Seventeen (CD 5)",667,208,0,875
"Danville City",-,"Ab - Central Absentee Precinct (CD 5)",318,168,1,487
"Danville City",-,"Provisional Votes (CD 5)",1,1,0,2
"Dickenson County",-,"101 - South Clintwood (CD 9)",468,269,3,740
"Dickenson County",-,"201 - Nora (CD 9)",151,76,0,227
"Dickenson County",-,"202 - Frying Pan (CD 9)",64,29,0,93
"Dickenson County",-,"203 - Clinchco (CD 9)",120,111,0,231
"Dickenson County",-,"301 - West Dante (CD 9)",107,24,0,131
"Dickenson County",-,"302 - Herald (CD 9)",115,46,0,161
"Dickenson County",-,"303 - Ridge (CD 9)",169,45,0,214
"Dickenson County",-,"304 - Longs Fork (CD 9)",131,48,1,180
"Dickenson County",-,"401 - Colley (CD 9)",131,182,0,313
"Dickenson County",-,"402 - Haysi (CD 9)",153,163,1,317
"Dickenson County",-,"501 - Tarpon (CD 9)",81,77,0,158
"Dickenson County",-,"502 - Artrip (CD 9)",100,56,0,156
"Dickenson County",-,"503 - North Clintwood (CD 9)",222,79,0,301
"Dickenson County",-,"Ab - Central Absentee Precinct (CD 9)",141,132,0,273
"Dickenson County",-,"Provisional Votes (CD 9)",0,0,0,0
"Dinwiddie County",-,"101 - Rohoic (CD 4)",267,196,0,463
"Dinwiddie County",-,"102 - White Oak (CD 4)",248,88,0,336
"Dinwiddie County",-,"103 - Church Road (CD 4)",537,144,1,682
"Dinwiddie County",-,"201 - Edgehill (CD 4)",260,205,0,465
"Dinwiddie County",-,"202 - Chesdin (CD 4)",491,364,1,856
"Dinwiddie County",-,"301 - Reams (CD 4)",175,85,1,261
"Dinwiddie County",-,"302 - New Hope (CD 4)",504,423,1,928
"Dinwiddie County",-,"401 - Dinwiddie (CD 4)",347,386,0,733
"Dinwiddie County",-,"402 - Little Zion (CD 4)",255,286,0,541
"Dinwiddie County",-,"403 - Cherry Hill (CD 4)",96,126,0,222
"Dinwiddie County",-,"501 - Courthouse (CD 4)",418,156,0,574
"Dinwiddie County",-,"502 - Mckenney (CD 4)",380,195,0,575
"Dinwiddie County",-,"503 - Rocky Run (CD 4)",247,95,0,342
"Dinwiddie County",-,"Provisional Votes (CD 4)",0,0,0,0
"Emporia City",-,"101 - Precinct 1-1 (CD 4)",76,113,0,189
"Emporia City",-,"201 - Precinct 2-1 (CD 4)",20,84,0,104
"Emporia City",-,"301 - Precinct 3-1 (CD 4)",150,60,0,210
"Emporia City",-,"401 - Precinct 4-1 (CD 4)",144,105,0,249
"Emporia City",-,"501 - Precinct 5-1 (CD 4)",15,81,0,96
"Emporia City",-,"601 - District 6 (CD 4)",183,69,0,252
"Emporia City",-,"701 - District 7 (CD 4)",64,83,0,147
"Emporia City",-,"Provisional Votes (CD 4)",0,0,0,0
"Essex County",-,"101 - Greater Tappahannock (CD 1)",374,196,0,570
"Essex County",-,"201 - North (CD 1)",217,320,1,538
"Essex County",-,"301 - South (CD 1)",453,214,0,667
"Essex County",-,"401 - Central (CD 1)",479,254,0,733
"Essex County",-,"Ab - Central Absentee Precinct (CD 1)",74,52,0,126
"Essex County",-,"Provisional Votes (CD 1)",0,0,0,0
"Fairfax County",-,"102 - Bristow (CD 11)",312,395,1,708
"Fairfax County",-,"104 - Chapel (CD 11)",596,573,0,"1,169"
"Fairfax County",-,"105 - Fairview (CD 11)",950,879,2,"1,831"
"Fairfax County",-,"106 - Heritage (CD 11)",388,663,2,"1,053"
"Fairfax County",-,"108 - Kings Park (CD 11)",671,624,2,"1,297"
"Fairfax County",-,"109 - Olde Creek (CD 11)",627,521,0,"1,148"
"Fairfax County",-,"110 - North Springfield #1 (CD 11)",442,461,1,904
"Fairfax County",-,"111 - North Springfield #2 (CD 11)",319,311,0,630
"Fairfax County",-,"113 - Oak Hill (CD 11)",526,557,2,"1,085"
"Fairfax County",-,"115 - Ravensworth (CD 11)",382,341,0,723
"Fairfax County",-,"116 - Wakefield (CD 11)",548,637,1,"1,186"
"Fairfax County",-,"117 - Woodson (CD 11)",438,436,0,874
"Fairfax County",-,"118 - Lake Braddock (CD 11)",690,853,4,"1,547"
"Fairfax County",-,"119 - Laurel (CD 11)",826,839,1,"1,666"
"Fairfax County",-,"120 - Sideburn (CD 11)",872,665,3,"1,540"
"Fairfax County",-,"121 - Villa (CD 11)",430,328,0,758
"Fairfax County",-,"122 - Long Branch (CD 11)",395,387,1,783
"Fairfax County",-,"123 - Robinson (CD 11)",878,775,1,"1,654"
"Fairfax County",-,"124 - Olley (CD 11)",425,407,1,833
"Fairfax County",-,"125 - Signal Hill (CD 11)",705,718,1,"1,424"
"Fairfax County",-,"126 - Bonnie Brae (CD 11)",431,505,0,936
"Fairfax County",-,"127 - Burke Centre (CD 11)",767,820,1,"1,588"
"Fairfax County",-,"128 - Cardinal (CD 11)",420,515,2,937
"Fairfax County",-,"129 - Keene Mill (CD 11)",347,380,1,728
"Fairfax County",-,"130 - Terra Centre (CD 11)",498,482,2,982
"Fairfax County",-,"202 - Flint Hill (CD 11)",919,902,1,"1,822"
"Fairfax County",-,"203 - Floris (CD 10)",823,739,0,"1,562"
"Fairfax County",-,"208 - Reston #1 (CD 8)",294,643,0,937
"Fairfax County",-,"209 - Reston #2 (CD 8)",373,771,1,"1,145"
"Fairfax County",-,"213 - Vienna #1 (CD 11)",788,948,1,"1,737"
"Fairfax County",-,"214 - Vienna #2 (CD 11)",672,784,2,"1,458"
"Fairfax County",-,"216 - Vienna #4 (CD 11)",267,373,2,642
"Fairfax County",-,"218 - Vienna #6 (CD 11)",361,573,0,934
"Fairfax County",-,"219 - Westbriar (CD 8)",762,675,1,"1,438"
"Fairfax County",-,"220 - Dogwood (CD 8)",478,846,1,"1,325"
"Fairfax County",-,"221 - Hunters Woods (CD 8)",572,817,3,"1,392"
"Fairfax County",-,"222 - Reston #3 (CD 8)",243,690,0,933
"Fairfax County",-,"223 - Glade (CD 8)",572,"1,041",0,"1,613"
"Fairfax County",-,"224 - South Lakes (CD 8)",627,"1,316",1,"1,944"
"Fairfax County",-,"225 - Terraset (CD 8)",417,881,0,"1,298"
"Fairfax County",-,"226 - Wolftrap (CD 8)",863,854,0,"1,717"
"Fairfax County",-,"227 - Sunrise Valley (CD 8)",417,469,1,887
"Fairfax County",-,"229 - Fox Mill (CD 10)","1,057",947,0,"2,004"
"Fairfax County",-,"233 - North Point (CD 8)",831,963,1,"1,795"
"Fairfax County",-,"234 - Aldrin (CD 8)",842,"1,043",1,"1,886"
"Fairfax County",-,"235 - Frying Pan (CD 10)",400,545,2,947
"Fairfax County",-,"236 - Stuart (CD 10)",270,299,0,569
"Fairfax County",-,"237 - Mcnair (CD 10)",368,502,1,871
"Fairfax County",-,"238 - Cameron Glen (CD 8)",420,471,0,891
"Fairfax County",-,"239 - Coppermine (CD 10)",198,319,0,517
"Fairfax County",-,"301 - Chain Bridge (CD 10)",715,701,1,"1,417"
"Fairfax County",-,"302 - Chesterbrook (CD 10)",585,702,1,"1,288"
"Fairfax County",-,"303 - Churchill (CD 10)",324,370,1,695
"Fairfax County",-,"304 - Cooper (CD 10)",551,429,0,980
"Fairfax County",-,"305 - El Nido (CD 10)",398,637,3,"1,038"
"Fairfax County",-,"306 - Great Falls (CD 10)",522,426,0,948
"Fairfax County",-,"307 - Haycock (CD 10)",516,675,2,"1,193"
"Fairfax County",-,"309 - Kenmore (CD 10)",845,693,1,"1,539"
"Fairfax County",-,"310 - Kirby (CD 10)",408,531,1,940
"Fairfax County",-,"311 - Langley (CD 10)",510,516,2,"1,028"
"Fairfax County",-,"312 - Longfellow (CD 10)",482,648,4,"1,134"
"Fairfax County",-,"314 - Mclean (CD 10)",506,566,0,"1,072"
"Fairfax County",-,"315 - Pimmit (CD 8)",481,586,0,"1,067"
"Fairfax County",-,"316 - Salona (CD 10)",558,715,1,"1,274"
"Fairfax County",-,"317 - Westhampton (CD 8)",358,559,0,917
"Fairfax County",-,"318 - Westmoreland (CD 10)",282,404,0,686
"Fairfax County",-,"319 - Herndon #1 (CD 10)",695,766,0,"1,461"
"Fairfax County",-,"320 - Herndon #2 (CD 10)",538,725,1,"1,264"
"Fairfax County",-,"321 - Clearview (CD 10)",888,880,4,"1,772"
"Fairfax County",-,"322 - Forestville (CD 10)",838,498,1,"1,337"
"Fairfax County",-,"323 - Shouse (CD 10)",520,500,0,"1,020"
"Fairfax County",-,"324 - Herndon #3 (CD 10)",436,595,0,"1,031"
"Fairfax County",-,"325 - Hutchison (CD 10)",252,368,1,621
"Fairfax County",-,"327 - Sugarland (CD 10)",651,616,0,"1,267"
"Fairfax County",-,"328 - Hickory (CD 10)",748,564,0,"1,312"
"Fairfax County",-,"329 - Seneca (CD 10)",854,576,2,"1,432"
"Fairfax County",-,"330 - Colvin (CD 10)",615,446,0,"1,061"
"Fairfax County",-,"331 - Spring Hill (CD 10)",588,502,0,"1,090"
"Fairfax County",-,"401 - Bush Hill (CD 8)",647,697,2,"1,346"
"Fairfax County",-,"402 - Cameron (CD 8)",177,196,0,373
"Fairfax County",-,"404 - Franconia (CD 8)",522,711,2,"1,235"
"Fairfax County",-,"405 - Groveton (CD 8)",372,910,2,"1,284"
"Fairfax County",-,"406 - Hayfield (CD 8)",722,604,0,"1,326"
"Fairfax County",-,"408 - Mount Eagle (CD 8)",159,356,1,516
"Fairfax County",-,"409 - Pioneer (CD 8)",587,863,0,"1,450"
"Fairfax County",-,"410 - Rose Hill (CD 8)",744,769,3,"1,516"
"Fairfax County",-,"411 - Virginia Hills (CD 8)",224,240,0,464
"Fairfax County",-,"413 - Fairfield (CD 8)",317,968,0,"1,285"
"Fairfax County",-,"415 - Crestwood (CD 11)",431,456,0,887
"Fairfax County",-,"417 - Garfield (CD 11)",505,584,0,"1,089"
"Fairfax County",-,"418 - Lynbrook (CD 11)",294,293,1,588
"Fairfax County",-,"419 - Lane (CD 8)",428,635,0,"1,063"
"Fairfax County",-,"420 - Villages (CD 8)",521,679,0,"1,200"
"Fairfax County",-,"421 - Kingstowne (CD 8)",470,690,2,"1,162"
"Fairfax County",-,"422 - Van Dorn (CD 8)",497,651,2,"1,150"
"Fairfax County",-,"423 - Clermont (CD 8)",497,581,0,"1,078"
"Fairfax County",-,"424 - Huntley (CD 8)",444,676,2,"1,122"
"Fairfax County",-,"425 - Wilton (CD 8)",285,413,0,698
"Fairfax County",-,"426 - Greenspring (CD 11)",569,685,0,"1,254"
"Fairfax County",-,"427 - Island Creek (CD 8)",435,532,0,967
"Fairfax County",-,"501 - Baileys (CD 8)",331,386,0,717
"Fairfax County",-,"502 - Barcroft (CD 11)",571,808,2,"1,381"
"Fairfax County",-,"503 - Belvedere (CD 11)",263,468,2,733
"Fairfax County",-,"505 - Glen Forest #1 (CD 8)",134,313,0,447
"Fairfax County",-,"506 - Holmes #1 (CD 11)",26,52,1,79
"Fairfax County",-,"506 - Holmes #1 (CD 8)",34,52,0,86
"Fairfax County",-,"507 - Lincolnia (CD 8)",369,637,0,"1,006"
"Fairfax County",-,"508 - Masonville (CD 11)",381,456,1,838
"Fairfax County",-,"510 - Parklawn (CD 8)",361,449,0,810
"Fairfax County",-,"511 - Ravenwood (CD 11)",281,478,0,759
"Fairfax County",-,"512 - Sleepy Hollow (CD 11)",287,394,0,681
"Fairfax County",-,"513 - Saint Albans (CD 11)",437,609,1,"1,047"
